Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time;Delta T1;DeltaT2;
1605;30.0011;29.6842;-256.762;-256.254;-256.684;-256.903;-256.942;-255.972;9:33:00;0.3169;30.0755;0.3404
1606;29.9855;29.6842;-256.762;-256.254;-256.684;-256.919;-256.95;-255.972;9:33:01;0.3013;29.9542;0.1213
1607;29.9933;29.692;-256.762;-256.254;-256.684;-256.911;-256.942;-255.972;9:33:01;0.3013;;
1608;29.9933;29.692;-256.77;-256.254;-256.684;-256.911;-256.935;-255.964;9:33:02;0.3013;;
1609;29.9933;29.692;-256.762;-256.262;-256.692;-256.911;-256.95;-255.964;9:33:02;0.3013;;
1610;30.0011;29.6999;-256.77;-256.254;-256.684;-256.911;-256.942;-255.972;9:33:03;0.3012;;
1611;30.0011;29.6999;-256.762;-256.258;-256.684;-256.903;-256.942;-255.972;9:33:03;0.3012;;
1612;29.9933;29.7155;-256.77;-256.258;-256.684;-256.911;-256.95;-255.972;9:33:04;0.2778;;
1613;29.9933;29.7077;-256.77;-256.262;-256.684;-256.911;-256.95;-255.964;9:33:04;0.2856;;
1614;29.9933;29.6999;-256.77;-256.254;-256.684;-256.911;-256.942;-255.972;9:33:05;0.2934;;
1615;29.9855;29.7155;-256.762;-256.25;-256.692;-256.903;-256.95;-255.964;9:33:05;0.27;;
1616;30.0011;29.7233;-256.762;-256.262;-256.692;-256.911;-256.95;-255.972;9:33:06;0.2778;;
1617;30.009;29.7155;-256.77;-256.254;-256.692;-256.911;-256.942;-255.972;9:33:06;0.2935;;
1618;30.009;29.7155;-256.762;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:07;0.2935;;
1619;30.009;29.7077;-256.762;-256.254;-256.692;-256.919;-256.942;-255.972;9:33:07;0.3013;;
1620;30.009;29.7155;-256.762;-256.262;-256.7;-256.911;-256.95;-255.964;9:33:08;0.2935;;
1621;30.0246;29.7155;-256.77;-256.254;-256.692;-256.911;-256.942;-255.972;9:33:08;0.3091;;
1622;30.0168;29.7155;-256.762;-256.25;-256.692;-256.919;-256.95;-255.972;9:33:09;0.3013;;
1623;30.0168;29.7155;-256.762;-256.254;-256.692;-256.911;-256.942;-255.964;9:33:09;0.3013;;
1624;30.0168;29.7233;-256.77;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:10;0.2935;;
1625;30.0168;29.7233;-256.762;-256.25;-256.692;-256.919;-256.942;-255.98;9:33:10;0.2935;;
1626;30.0168;29.7312;-256.762;-256.254;-256.692;-256.903;-256.942;-255.972;9:33:11;0.2856;;
1627;30.0168;29.7233;-256.762;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:11;0.2935;;
1628;30.0246;29.7312;-256.762;-256.254;-256.684;-256.919;-256.95;-255.98;9:33:12;0.2934;;
1629;30.0168;29.7312;-256.762;-256.25;-256.692;-256.911;-256.95;-255.972;9:33:12;0.2856;;
1630;30.0168;29.739;-256.762;-256.254;-256.692;-256.911;-256.942;-255.98;9:33:13;0.2778;;
1631;30.0285;29.739;-256.77;-256.25;-256.692;-256.911;-256.942;-255.972;9:33:13;0.2895;;
1632;30.0168;29.7312;-256.77;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:14;0.2856;;
1633;30.0285;29.739;-256.77;-256.254;-256.692;-256.919;-256.95;-255.972;9:33:14;0.2895;;
1634;30.0246;29.739;-256.762;-256.254;-256.692;-256.911;-256.95;-255.98;9:33:15;0.2856;;
1635;30.0285;29.7468;-256.762;-256.254;-256.692;-256.919;-256.958;-255.972;9:33:15;0.2817;;
1636;30.0285;29.7312;-256.77;-256.254;-256.7;-256.911;-256.95;-255.98;9:33:16;0.2973;;
1637;30.0285;29.739;-256.762;-256.258;-256.692;-256.919;-256.95;-255.98;9:33:16;0.2895;;
1638;30.0363;29.739;-256.77;-256.254;-256.684;-256.919;-256.942;-255.98;9:33:17;0.2973;;
1639;30.0363;29.739;-256.77;-256.254;-256.692;-256.919;-256.942;-255.98;9:33:17;0.2973;;
1640;30.0363;29.739;-256.77;-256.254;-256.684;-256.919;-256.935;-255.972;9:33:18;0.2973;;
1641;30.0363;29.7468;-256.762;-256.25;-256.684;-256.919;-256.942;-255.98;9:33:18;0.2895;;
1642;30.0403;29.739;-256.77;-256.265;-256.684;-256.919;-256.942;-255.98;9:33:19;0.3013;;
1643;30.0403;29.7468;-256.77;-256.254;-256.692;-256.919;-256.942;-255.98;9:33:19;0.2935;;
1644;30.0403;29.7546;-256.762;-256.254;-256.684;-256.911;-256.95;-255.98;9:33:20;0.2857;;
1645;30.0403;29.7546;-256.762;-256.254;-256.692;-256.919;-256.95;-255.972;9:33:20;0.2857;;
1646;30.0403;29.7546;-256.762;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:21;0.2857;;
1647;30.0403;29.7546;-256.758;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:21;0.2857;;
1648;30.0403;29.7546;-256.762;-256.25;-256.684;-256.919;-256.958;-255.972;9:33:22;0.2857;;
1649;30.0442;29.7546;-256.762;-256.262;-256.692;-256.919;-256.95;-255.972;9:33:22;0.2896;;
1650;30.0442;29.7468;-256.762;-256.258;-256.684;-256.911;-256.95;-255.972;9:33:23;0.2974;;
1651;30.052;29.7546;-256.758;-256.254;-256.692;-256.919;-256.95;-255.972;9:33:23;0.2974;;
1652;30.0442;29.7625;-256.762;-256.254;-256.684;-256.919;-256.95;-255.964;9:33:24;0.2817;;
1653;30.0481;29.7625;-256.758;-256.254;-256.692;-256.911;-256.95;-255.98;9:33:24;0.2856;;
1654;30.0442;29.7546;-256.762;-256.254;-256.692;-256.919;-256.942;-255.972;9:33:25;0.2896;;
1655;30.052;29.7625;-256.77;-256.254;-256.684;-256.919;-256.942;-255.972;9:33:25;0.2895;;
1656;30.0442;29.7625;-256.77;-256.254;-256.692;-256.911;-256.95;-255.98;9:33:26;0.2817;;
1657;30.0442;29.7625;-256.762;-256.254;-256.684;-256.919;-256.95;-255.972;9:33:26;0.2817;;
1658;30.0442;29.7625;-256.762;-256.254;-256.692;-256.919;-256.95;-255.98;9:33:27;0.2817;;
1659;30.0403;29.7546;-256.762;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:27;0.2857;;
1660;30.0442;29.7546;-256.762;-256.254;-256.684;-256.919;-256.95;-255.972;9:33:28;0.2896;;
1661;30.0442;29.7468;-256.77;-256.254;-256.692;-256.919;-256.958;-255.98;9:33:28;0.2974;;
1662;30.0442;29.7468;-256.766;-256.258;-256.692;-256.911;-256.95;-255.972;9:33:29;0.2974;;
1663;30.052;29.7468;-256.762;-256.254;-256.692;-256.911;-256.942;-255.972;9:33:29;0.3052;;
1664;30.0442;29.739;-256.762;-256.262;-256.692;-256.919;-256.95;-255.972;9:33:30;0.3052;;
1665;30.0403;29.739;-256.762;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:30;0.3013;;
1666;30.0442;29.7312;-256.762;-256.254;-256.692;-256.919;-256.95;-255.972;9:33:31;0.313;;
1667;30.0403;29.7155;-256.762;-256.254;-256.692;-256.919;-256.95;-255.972;9:33:31;0.3248;;
1668;30.0403;29.7233;-256.762;-256.254;-256.692;-256.919;-256.942;-255.972;9:33:32;0.317;;
1669;30.0403;29.7155;-256.762;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:32;0.3248;;
1670;30.0403;29.7233;-256.77;-256.258;-256.7;-256.919;-256.95;-255.972;9:33:33;0.317;;
1671;30.0363;29.7077;-256.762;-256.254;-256.692;-256.919;-256.95;-255.972;9:33:33;0.3286;;
1672;30.0363;29.7077;-256.762;-256.254;-256.692;-256.911;-256.942;-255.964;9:33:34;0.3286;;
1673;30.0324;29.7077;-256.77;-256.262;-256.684;-256.919;-256.95;-255.972;9:33:34;0.3247;;
1674;30.0363;29.7077;-256.762;-256.258;-256.684;-256.919;-256.935;-255.972;9:33:35;0.3286;;
1675;30.0324;29.692;-256.762;-256.254;-256.692;-256.911;-256.942;-255.972;9:33:35;0.3404;;
1676;30.0285;29.6999;-256.766;-256.254;-256.692;-256.919;-256.942;-255.972;9:33:36;0.3286;;
1677;30.0324;29.692;-256.762;-256.262;-256.684;-256.911;-256.942;-255.972;9:33:36;0.3404;;
1678;30.0324;29.692;-256.762;-256.254;-256.692;-256.903;-256.95;-255.972;9:33:37;0.3404;;
1679;30.0285;29.692;-256.762;-256.254;-256.684;-256.903;-256.935;-255.972;9:33:37;0.3365;;
1680;30.0246;29.692;-256.762;-256.254;-256.692;-256.919;-256.942;-255.972;9:33:38;0.3326;;
1681;30.0285;29.692;-256.762;-256.254;-256.684;-256.911;-256.935;-255.972;9:33:38;0.3365;;
1682;30.0246;29.692;-256.762;-256.262;-256.684;-256.911;-256.942;-255.972;9:33:39;0.3326;;
1683;30.0168;29.6842;-256.762;-256.254;-256.684;-256.911;-256.942;-255.972;9:33:39;0.3326;;
1684;30.0168;29.692;-256.766;-256.262;-256.684;-256.919;-256.942;-255.972;9:33:40;0.3248;;
1685;30.0246;29.6842;-256.762;-256.254;-256.692;-256.911;-256.95;-255.972;9:33:40;0.3404;;
1686;30.009;29.6842;-256.762;-256.254;-256.684;-256.911;-256.942;-255.964;9:33:41;0.3248;;
1687;30.0011;29.692;-256.762;-256.254;-256.684;-256.919;-256.942;-255.972;9:33:41;0.3091;;
1688;30.0011;29.6842;-256.762;-256.254;-256.684;-256.919;-256.942;-255.972;9:33:42;0.3169;;
1689;30.0011;29.6842;-256.762;-256.269;-256.692;-256.919;-256.942;-255.972;9:33:42;0.3169;;
1690;29.9933;29.6842;-256.762;-256.254;-256.684;-256.919;-256.942;-255.972;9:33:43;0.3091;;
1691;30.0011;29.6842;-256.758;-256.262;-256.692;-256.919;-256.942;-255.972;9:33:43;0.3169;;
1692;29.9855;29.692;-256.762;-256.254;-256.684;-256.911;-256.942;-255.972;9:33:44;0.2935;;
1693;29.9933;29.6764;-256.762;-256.262;-256.684;-256.919;-256.935;-255.972;9:33:44;0.3169;;
1694;29.9933;29.692;-256.766;-256.262;-256.684;-256.911;-256.942;-255.964;9:33:45;0.3013;;
1695;30.0011;29.6842;-256.762;-256.262;-256.692;-256.911;-256.95;-255.972;9:33:45;0.3169;;
1696;29.9933;29.6842;-256.762;-256.254;-256.684;-256.919;-256.942;-255.972;9:33:46;0.3091;;
1697;29.9855;29.6842;-256.762;-256.25;-256.684;-256.919;-256.942;-255.972;9:33:46;0.3013;;
1698;29.9855;29.6842;-256.762;-256.254;-256.692;-256.919;-256.935;-255.972;9:33:47;0.3013;;
1699;29.9855;29.692;-256.766;-256.25;-256.692;-256.919;-256.935;-255.98;9:33:47;0.2935;;
1700;29.9855;29.692;-256.762;-256.246;-256.684;-256.911;-256.935;-255.964;9:33:48;0.2935;;
1701;29.9855;29.692;-256.762;-256.25;-256.692;-256.919;-256.942;-255.972;9:33:48;0.2935;;
1702;29.9855;29.692;-256.758;-256.25;-256.684;-256.919;-256.942;-255.972;9:33:49;0.2935;;
1703;29.9855;29.6999;-256.758;-256.254;-256.684;-256.911;-256.95;-255.972;9:33:49;0.2856;;
1704;29.9933;29.6999;-256.762;-256.25;-256.692;-256.919;-256.942;-255.972;9:33:50;0.2934;;
1705;29.9933;29.6999;-256.762;-256.254;-256.692;-256.919;-256.95;-255.972;9:33:50;0.2934;;
1706;29.9855;29.6999;-256.758;-256.246;-256.692;-256.911;-256.95;-255.972;9:33:51;0.2856;;
1707;29.9933;29.692;-256.762;-256.254;-256.684;-256.919;-256.958;-255.98;9:33:51;0.3013;;
1708;29.9933;29.6999;-256.762;-256.25;-256.684;-256.911;-256.958;-255.972;9:33:52;0.2934;;
1709;29.9933;29.692;-256.758;-256.254;-256.692;-256.919;-256.958;-255.972;9:33:52;0.3013;;
1710;29.9933;29.6999;-256.758;-256.25;-256.692;-256.911;-256.958;-255.964;9:33:53;0.2934;;
1711;29.9933;29.7077;-256.758;-256.25;-256.684;-256.911;-256.942;-255.972;9:33:53;0.2856;;
1712;29.9933;29.6999;-256.755;-256.25;-256.684;-256.919;-256.95;-255.972;9:33:54;0.2934;;
1713;30.0011;29.7077;-256.758;-256.25;-256.684;-256.911;-256.942;-255.972;9:33:54;0.2934;;
1714;29.9933;29.7077;-256.758;-256.25;-256.684;-256.919;-256.95;-255.972;9:33:55;0.2856;;
1715;30.0011;29.7077;-256.755;-256.246;-256.684;-256.911;-256.942;-255.972;9:33:55;0.2934;;
1716;30.0011;29.7077;-256.758;-256.25;-256.692;-256.911;-256.95;-255.972;9:33:56;0.2934;;
1717;30.0011;29.7155;-256.758;-256.246;-256.684;-256.919;-256.95;-255.964;9:33:56;0.2856;;
1718;30.009;29.7155;-256.762;-256.25;-256.684;-256.919;-256.95;-255.972;9:33:57;0.2935;;
1719;30.0011;29.7233;-256.758;-256.25;-256.684;-256.911;-256.95;-255.972;9:33:57;0.2778;;
1720;30.0011;29.7155;-256.762;-256.25;-256.684;-256.919;-256.95;-255.972;9:33:58;0.2856;;
1721;30.0168;29.7233;-256.758;-256.254;-256.684;-256.911;-256.95;-255.98;9:33:58;0.2935;;
1722;30.0168;29.7233;-256.758;-256.25;-256.7;-256.911;-256.95;-255.972;9:33:59;0.2935;;
1723;30.0168;29.7233;-256.755;-256.25;-256.684;-256.919;-256.942;-255.972;9:33:59;0.2935;;
1724;30.0246;29.7233;-256.758;-256.25;-256.684;-256.911;-256.942;-255.972;9:34:00;0.3013;;
1725;30.0246;29.7312;-256.758;-256.25;-256.676;-256.919;-256.942;-255.972;9:34:00;0.2934;;
1726;30.0246;29.7312;-256.762;-256.25;-256.692;-256.919;-256.95;-255.98;9:34:01;0.2934;;
1727;30.0285;29.7312;-256.758;-256.25;-256.684;-256.911;-256.942;-255.972;9:34:01;0.2973;;
1728;30.0246;29.739;-256.758;-256.25;-256.684;-256.919;-256.942;-255.972;9:34:02;0.2856;;
1729;30.0246;29.739;-256.758;-256.25;-256.684;-256.919;-256.942;-255.98;9:34:02;0.2856;;
1730;30.0246;29.739;-256.755;-256.25;-256.684;-256.911;-256.942;-255.972;9:34:03;0.2856;;
1731;30.0285;29.739;-256.758;-256.25;-256.684;-256.919;-256.95;-255.972;9:34:03;0.2895;;
1732;30.0285;29.7468;-256.762;-256.254;-256.692;-256.911;-256.942;-255.972;9:34:04;0.2817;;
1733;30.0285;29.7468;-256.758;-256.25;-256.684;-256.911;-256.95;-255.98;9:34:04;0.2817;;
1734;30.0285;29.7468;-256.758;-256.25;-256.684;-256.919;-256.942;-255.972;9:34:05;0.2817;;
1735;30.0324;29.7468;-256.755;-256.254;-256.692;-256.919;-256.942;-255.972;9:34:05;0.2856;;
1736;30.0324;29.7546;-256.755;-256.25;-256.684;-256.919;-256.95;-255.98;9:34:06;0.2778;;
1737;30.0324;29.7625;-256.755;-256.25;-256.692;-256.911;-256.95;-255.972;9:34:06;0.2699;;
1738;30.0363;29.7546;-256.758;-256.25;-256.684;-256.919;-256.95;-255.972;9:34:07;0.2817;;
1739;30.0363;29.7546;-256.758;-256.25;-256.684;-256.919;-256.95;-255.98;9:34:07;0.2817;;
1740;30.0363;29.7625;-256.755;-256.254;-256.692;-256.919;-256.95;-255.972;9:34:08;0.2738;;
1741;30.0403;29.7625;-256.751;-256.254;-256.684;-256.919;-256.942;-255.972;9:34:08;0.2778;;
1742;30.0403;29.7703;-256.751;-256.25;-256.692;-256.919;-256.95;-255.972;9:34:09;0.27;;
1743;30.0403;29.7625;-256.755;-256.25;-256.684;-256.919;-256.942;-255.964;9:34:09;0.2778;;
1744;30.0403;29.7625;-256.751;-256.254;-256.684;-256.911;-256.942;-255.964;9:34:10;0.2778;;
1745;30.0442;29.7703;-256.751;-256.25;-256.692;-256.919;-256.942;-255.972;9:34:10;0.2739;;
1746;30.0403;29.7703;-256.755;-256.254;-256.692;-256.919;-256.942;-255.972;9:34:11;0.27;;
1747;30.0442;29.7703;-256.755;-256.254;-256.692;-256.919;-256.95;-255.964;9:34:11;0.2739;;
1748;30.0442;29.7781;-256.758;-256.254;-256.692;-256.911;-256.942;-255.972;9:34:12;0.2661;;
1749;30.0442;29.7781;-256.755;-256.254;-256.684;-256.911;-256.95;-255.964;9:34:12;0.2661;;
1750;30.0442;29.7781;-256.751;-256.254;-256.692;-256.911;-256.942;-255.972;9:34:13;0.2661;;
1751;30.052;29.7781;-256.751;-256.258;-256.684;-256.911;-256.95;-255.972;9:34:13;0.2739;;
1752;30.0442;29.7781;-256.751;-256.254;-256.684;-256.919;-256.95;-255.98;9:34:14;0.2661;;
1753;30.0442;29.7859;-256.755;-256.254;-256.692;-256.911;-256.942;-255.98;9:34:14;0.2583;;
1754;30.0442;29.7781;-256.758;-256.254;-256.684;-256.911;-256.942;-255.98;9:34:15;0.2661;;
1755;30.0442;29.7859;-256.758;-256.254;-256.684;-256.919;-256.942;-255.98;9:34:15;0.2583;;
1756;30.0442;29.7781;-256.766;-256.262;-256.684;-256.911;-256.942;-255.972;9:34:16;0.2661;;
1757;30.0442;29.7625;-256.762;-256.254;-256.692;-256.911;-256.942;-255.972;9:34:16;0.2817;;
1758;30.0598;29.7703;-256.755;-256.254;-256.684;-256.903;-256.935;-255.98;9:34:17;0.2895;;
1759;30.052;29.7781;-256.758;-256.254;-256.684;-256.911;-256.935;-255.972;9:34:17;0.2739;;
1760;30.052;29.7703;-256.755;-256.254;-256.684;-256.903;-256.942;-255.972;9:34:18;0.2817;;
1761;30.0442;29.7781;-256.751;-256.254;-256.692;-256.911;-256.942;-255.964;9:34:18;0.2661;;
1762;30.052;29.7703;-256.755;-256.262;-256.684;-256.911;-256.95;-255.98;9:34:19;0.2817;;
1763;30.0442;29.7703;-256.755;-256.254;-256.684;-256.911;-256.95;-255.972;9:34:19;0.2739;;
1764;30.0442;29.7703;-256.755;-256.254;-256.692;-256.903;-256.942;-255.972;9:34:20;0.2739;;
1765;30.0442;29.7703;-256.755;-256.25;-256.684;-256.903;-256.95;-255.98;9:34:20;0.2739;;
1766;30.0442;29.7703;-256.758;-256.254;-256.692;-256.911;-256.942;-255.972;9:34:21;0.2739;;
1767;30.0442;29.7625;-256.758;-256.254;-256.692;-256.903;-256.95;-255.98;9:34:21;0.2817;;
1768;30.0363;29.7625;-256.755;-256.262;-256.692;-256.903;-256.942;-255.972;9:34:22;0.2738;;
1769;30.0442;29.7625;-256.762;-256.254;-256.7;-256.903;-256.95;-255.972;9:34:22;0.2817;;
1770;30.0363;29.7625;-256.758;-256.262;-256.692;-256.903;-256.942;-255.972;9:34:23;0.2738;;
1771;30.0363;29.7546;-256.758;-256.262;-256.692;-256.903;-256.95;-255.98;9:34:23;0.2817;;
1772;30.0324;29.7546;-256.762;-256.262;-256.7;-256.911;-256.942;-255.98;9:34:24;0.2778;;
1773;30.0363;29.7468;-256.758;-256.254;-256.692;-256.903;-256.95;-255.98;9:34:24;0.2895;;
1774;30.0324;29.7546;-256.758;-256.262;-256.692;-256.911;-256.942;-255.98;9:34:25;0.2778;;
1775;30.0363;29.739;-256.758;-256.254;-256.7;-256.919;-256.942;-255.98;9:34:25;0.2973;;
1776;30.0285;29.7546;-256.758;-256.262;-256.692;-256.911;-256.942;-255.98;9:34:26;0.2739;;
1777;30.0285;29.7468;-256.758;-256.254;-256.692;-256.911;-256.942;-255.98;9:34:26;0.2817;;
1778;30.0168;29.7468;-256.758;-256.262;-256.684;-256.903;-256.942;-255.98;9:34:27;0.27;;
1779;30.0246;29.7468;-256.758;-256.254;-256.692;-256.903;-256.942;-255.98;9:34:27;0.2778;;
1780;30.0168;29.7546;-256.758;-256.262;-256.684;-256.911;-256.942;-255.98;9:34:28;0.2622;;
1781;30.0168;29.739;-256.758;-256.254;-256.684;-256.903;-256.95;-255.98;9:34:28;0.2778;;
1782;30.0168;29.7468;-256.758;-256.269;-256.684;-256.911;-256.942;-255.98;9:34:29;0.27;;
1783;30.0246;29.7546;-256.758;-256.262;-256.676;-256.911;-256.942;-255.972;9:34:29;0.27;;
1784;30.009;29.739;-256.758;-256.262;-256.684;-256.903;-256.935;-255.972;9:34:30;0.27;;
1785;30.0011;29.7546;-256.758;-256.254;-256.684;-256.911;-256.942;-255.98;9:34:30;0.2465;;
1786;30.009;29.739;-256.758;-256.262;-256.692;-256.911;-256.942;-255.972;9:34:31;0.27;;
1787;30.0011;29.739;-256.758;-256.262;-256.684;-256.911;-256.942;-255.972;9:34:31;0.2621;;
1788;30.0011;29.7312;-256.755;-256.262;-256.692;-256.911;-256.942;-255.98;9:34:32;0.2699;;
1789;29.9933;29.7312;-256.758;-256.254;-256.692;-256.911;-256.935;-255.98;9:34:32;0.2621;;
1790;29.9933;29.7312;-256.762;-256.254;-256.7;-256.903;-256.935;-255.972;9:34:33;0.2621;;
1791;29.9933;29.7312;-256.755;-256.262;-256.692;-256.911;-256.942;-255.98;9:34:33;0.2621;;
1792;29.9855;29.7233;-256.755;-256.254;-256.692;-256.911;-256.935;-255.972;9:34:34;0.2622;;
1793;29.9855;29.7312;-256.751;-256.262;-256.692;-256.911;-256.935;-255.972;9:34:34;0.2543;;
1794;29.9933;29.739;-256.755;-256.254;-256.692;-256.911;-256.935;-255.972;9:34:35;0.2543;;
1795;29.9855;29.7312;-256.755;-256.262;-256.684;-256.903;-256.942;-255.964;9:34:35;0.2543;;
1796;29.9855;29.7312;-256.755;-256.254;-256.684;-256.911;-256.942;-255.972;9:34:36;0.2543;;
1797;29.9855;29.7312;-256.751;-256.262;-256.692;-256.919;-256.935;-255.98;9:34:36;0.2543;;
1798;29.9855;29.7312;-256.755;-256.262;-256.684;-256.911;-256.942;-255.98;9:34:37;0.2543;;
1799;29.9855;29.7233;-256.758;-256.254;-256.692;-256.911;-256.942;-255.98;9:34:37;0.2622;;
1800;29.9855;29.7312;-256.755;-256.269;-256.692;-256.919;-256.942;-255.964;9:34:38;0.2543;;
1801;29.9855;29.7312;-256.758;-256.262;-256.692;-256.919;-256.935;-255.98;9:34:38;0.2543;;
1802;29.9855;29.739;-256.755;-256.254;-256.692;-256.919;-256.935;-255.98;9:34:39;0.2465;;
1803;29.9855;29.7312;-256.758;-256.262;-256.684;-256.919;-256.95;-255.98;9:34:39;0.2543;;
1804;29.9855;29.7312;-256.751;-256.262;-256.692;-256.911;-256.942;-255.98;9:34:40;0.2543;;
1805;29.9933;29.739;-256.758;-256.262;-256.684;-256.911;-256.95;-255.98;9:34:40;0.2543;;
1806;29.9855;29.7312;-256.755;-256.254;-256.692;-256.919;-256.942;-255.98;9:34:41;0.2543;;
1807;29.9933;29.739;-256.758;-256.262;-256.684;-256.911;-256.942;-255.972;9:34:41;0.2543;;
1808;29.9933;29.739;-256.755;-256.254;-256.684;-256.919;-256.942;-255.98;9:34:42;0.2543;;
1809;29.9933;29.739;-256.758;-256.254;-256.684;-256.919;-256.942;-255.98;9:34:42;0.2543;;
1810;30.0011;29.739;-256.755;-256.254;-256.692;-256.911;-256.95;-255.972;9:34:43;0.2621;;
1811;29.9933;29.739;-256.755;-256.262;-256.692;-256.911;-256.942;-255.98;9:34:43;0.2543;;
1812;29.9933;29.7468;-256.758;-256.254;-256.692;-256.911;-256.95;-255.98;9:34:44;0.2465;;
1813;30.0011;29.7468;-256.758;-256.254;-256.684;-256.911;-256.935;-255.98;9:34:44;0.2543;;
1814;30.0011;29.739;-256.755;-256.254;-256.692;-256.919;-256.942;-255.98;9:34:45;0.2621;;
1815;30.0011;29.7468;-256.755;-256.254;-256.692;-256.919;-256.942;-255.98;9:34:45;0.2543;;
1816;30.009;29.7546;-256.751;-256.254;-256.692;-256.919;-256.95;-255.972;9:34:46;0.2544;;
1817;30.0011;29.7546;-256.755;-256.254;-256.692;-256.911;-256.958;-255.98;9:34:46;0.2465;;
1818;30.0011;29.7546;-256.758;-256.25;-256.692;-256.919;-256.942;-255.988;9:34:47;0.2465;;
1819;30.009;29.7625;-256.755;-256.254;-256.684;-256.911;-256.942;-255.98;9:34:47;0.2465;;
1820;30.009;29.7546;-256.755;-256.25;-256.684;-256.919;-256.942;-255.972;9:34:48;0.2544;;
1821;30.0168;29.7625;-256.755;-256.25;-256.684;-256.911;-256.942;-255.988;9:34:48;0.2543;;
1822;30.0168;29.7625;-256.758;-256.25;-256.684;-256.919;-256.942;-255.98;9:34:49;0.2543;;
1823;30.009;29.7703;-256.758;-256.254;-256.692;-256.911;-256.942;-255.972;9:34:49;0.2387;;
1824;30.0168;29.7703;-256.758;-256.254;-256.684;-256.911;-256.942;-255.98;9:34:50;0.2465;;
1825;30.0168;29.7703;-256.755;-256.25;-256.692;-256.911;-256.95;-255.98;9:34:50;0.2465;;
1826;30.0168;29.7625;-256.758;-256.254;-256.684;-256.911;-256.95;-255.98;9:34:51;0.2543;;
1827;30.0246;29.7703;-256.758;-256.258;-256.684;-256.919;-256.935;-255.98;9:34:51;0.2543;;
1828;30.0246;29.7703;-256.755;-256.258;-256.692;-256.919;-256.942;-255.98;9:34:52;0.2543;;
1829;30.0246;29.7703;-256.758;-256.254;-256.684;-256.911;-256.942;-255.98;9:34:52;0.2543;;
1830;30.0246;29.7781;-256.755;-256.25;-256.692;-256.911;-256.942;-255.988;9:34:53;0.2465;;
1831;30.0285;29.7703;-256.758;-256.262;-256.684;-256.911;-256.95;-255.988;9:34:53;0.2582;;
1832;30.0285;29.7859;-256.758;-256.25;-256.692;-256.903;-256.935;-255.98;9:34:54;0.2426;;
1833;30.0285;29.7781;-256.755;-256.254;-256.692;-256.903;-256.942;-255.98;9:34:54;0.2504;;
1834;30.0285;29.7703;-256.758;-256.254;-256.692;-256.903;-256.935;-255.988;9:34:55;0.2582;;
1835;30.0363;29.7781;-256.755;-256.254;-256.684;-256.911;-256.942;-255.98;9:34:55;0.2582;;
1836;30.0363;29.7703;-256.758;-256.25;-256.684;-256.903;-256.942;-255.98;9:34:56;0.266;;
1837;30.0403;29.7703;-256.758;-256.254;-256.692;-256.911;-256.935;-255.98;9:34:56;0.27;;
1838;30.0324;29.7703;-256.758;-256.25;-256.692;-256.911;-256.935;-255.988;9:34:57;0.2621;;
1839;30.0363;29.7781;-256.755;-256.254;-256.692;-256.903;-256.935;-255.98;9:34:57;0.2582;;
1840;30.0363;29.7781;-256.755;-256.254;-256.692;-256.911;-256.935;-255.988;9:34:58;0.2582;;
1841;30.0403;29.7859;-256.755;-256.254;-256.684;-256.903;-256.942;-255.98;9:34:58;0.2544;;
1842;30.0363;29.7938;-256.755;-256.254;-256.692;-256.903;-256.935;-255.988;9:34:59;0.2425;;
1843;30.0363;29.7859;-256.755;-256.254;-256.692;-256.903;-256.942;-255.98;9:34:59;0.2504;;
1844;30.0403;29.7938;-256.758;-256.25;-256.692;-256.903;-256.927;-255.988;9:35:00;0.2465;;
1845;30.0363;29.7938;-256.758;-256.254;-256.692;-256.911;-256.942;-255.98;9:35:00;0.2425;;
1846;30.0363;29.7938;-256.762;-256.25;-256.692;-256.903;-256.935;-255.988;9:35:01;0.2425;;
1847;30.0403;29.8016;-256.758;-256.254;-256.692;-256.911;-256.935;-255.98;9:35:01;0.2387;;
1848;30.0363;29.7938;-256.762;-256.25;-256.692;-256.911;-256.935;-255.98;9:35:02;0.2425;;
1849;30.0442;29.8016;-256.762;-256.254;-256.692;-256.903;-256.935;-255.98;9:35:02;0.2426;;
1850;30.0442;29.8016;-256.762;-256.25;-256.684;-256.903;-256.935;-255.98;9:35:03;0.2426;;
1851;30.0442;29.8016;-256.762;-256.25;-256.7;-256.903;-256.942;-255.98;9:35:03;0.2426;;
1852;30.0442;29.8094;-256.762;-256.25;-256.692;-256.911;-256.942;-255.98;9:35:04;0.2348;;
1853;30.0442;29.8016;-256.762;-256.25;-256.692;-256.903;-256.942;-255.98;9:35:04;0.2426;;
1854;30.052;29.8094;-256.762;-256.254;-256.684;-256.911;-256.942;-255.98;9:35:05;0.2426;;
