Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time;Delta T1;DeltaT2;
2175;30.052;29.8016;-256.758;-256.254;-256.684;-256.919;-256.942;-255.972;9:37:45;0.2504;;
2176;30.052;29.8172;-256.762;-256.254;-256.684;-256.919;-256.942;-255.972;9:37:46;0.2348;;
2177;30.0598;29.8016;-256.758;-256.25;-256.692;-256.911;-256.942;-255.972;9:37:46;0.2582;;
2178;30.052;29.8094;-256.762;-256.254;-256.684;-256.919;-256.95;-255.956;9:37:47;0.2426;;
2179;30.0598;29.8016;-256.762;-256.254;-256.684;-256.911;-256.95;-255.972;9:37:47;0.2582;;
2180;30.0598;29.8016;-256.758;-256.25;-256.676;-256.919;-256.95;-255.972;9:37:48;0.2582;;
2181;30.052;29.8094;-256.762;-256.25;-256.684;-256.911;-256.942;-255.964;9:37:48;0.2426;;
2182;30.0442;29.8016;-256.762;-256.254;-256.684;-256.911;-256.95;-255.972;9:37:49;0.2426;;
2183;30.0403;29.8094;-256.758;-256.25;-256.684;-256.911;-256.95;-255.972;9:37:49;0.2309;;
2184;30.0403;29.8094;-256.758;-256.25;-256.684;-256.911;-256.942;-255.964;9:37:50;0.2309;;
2185;30.0403;29.8016;-256.758;-256.25;-256.684;-256.911;-256.95;-255.972;9:37:50;0.2387;;
2186;30.0403;29.8016;-256.762;-256.25;-256.684;-256.911;-256.95;-255.964;9:37:51;0.2387;;
2187;30.0363;29.7938;-256.762;-256.254;-256.684;-256.919;-256.95;-255.964;9:37:51;0.2425;;
2188;30.0363;29.7938;-256.762;-256.254;-256.684;-256.911;-256.958;-255.964;9:37:52;0.2425;;
2189;30.0363;29.7859;-256.758;-256.25;-256.684;-256.919;-256.95;-255.964;9:37:52;0.2504;;
2190;30.0363;29.7938;-256.762;-256.254;-256.684;-256.919;-256.95;-255.964;9:37:53;0.2425;;
2191;30.0363;29.7859;-256.758;-256.254;-256.692;-256.911;-256.95;-255.964;9:37:53;0.2504;;
2192;30.0285;29.7781;-256.755;-256.25;-256.684;-256.919;-256.95;-255.972;9:37:54;0.2504;;
2193;30.0363;29.7859;-256.758;-256.254;-256.684;-256.919;-256.942;-255.956;9:37:54;0.2504;;
2194;30.0285;29.7781;-256.755;-256.25;-256.684;-256.911;-256.942;-255.964;9:37:55;0.2504;;
2195;30.0324;29.7781;-256.758;-256.254;-256.692;-256.919;-256.942;-255.964;9:37:55;0.2543;;
2196;30.0324;29.7859;-256.758;-256.25;-256.684;-256.911;-256.942;-255.964;9:37:56;0.2465;;
2197;30.0285;29.7781;-256.758;-256.254;-256.684;-256.911;-256.95;-255.964;9:37:56;0.2504;;
2198;30.0285;29.7781;-256.755;-256.25;-256.684;-256.919;-256.942;-255.964;9:37:57;0.2504;;
2199;30.0285;29.7859;-256.758;-256.25;-256.684;-256.911;-256.942;-255.964;9:37:57;0.2426;;
2200;30.0246;29.7781;-256.758;-256.254;-256.684;-256.919;-256.942;-255.972;9:37:58;0.2465;;
2201;30.0246;29.7703;-256.755;-256.25;-256.692;-256.911;-256.935;-255.964;9:37:58;0.2543;;
2202;30.0246;29.7781;-256.751;-256.254;-256.684;-256.919;-256.942;-255.964;9:37:59;0.2465;;
2203;30.0246;29.7703;-256.755;-256.254;-256.684;-256.911;-256.942;-255.972;9:37:59;0.2543;;
2204;30.0168;29.7781;-256.755;-256.254;-256.684;-256.919;-256.942;-255.964;9:38:00;0.2387;;
2205;30.009;29.7703;-256.755;-256.25;-256.684;-256.911;-256.95;-255.964;9:38:00;0.2387;;
2206;30.0168;29.7703;-256.751;-256.25;-256.676;-256.911;-256.95;-255.972;9:38:01;0.2465;;
2207;30.0168;29.7781;-256.755;-256.254;-256.684;-256.911;-256.942;-255.964;9:38:01;0.2387;;
2208;30.0168;29.7781;-256.758;-256.254;-256.684;-256.911;-256.942;-255.972;9:38:02;0.2387;;
2209;30.009;29.7625;-256.758;-256.254;-256.684;-256.919;-256.95;-255.964;9:38:02;0.2465;;
2210;30.0011;29.7703;-256.755;-256.254;-256.692;-256.911;-256.942;-255.964;9:38:03;0.2308;;
2211;30.009;29.7703;-256.758;-256.254;-256.684;-256.911;-256.942;-255.964;9:38:03;0.2387;;
2212;30.0011;29.7546;-256.762;-256.254;-256.684;-256.919;-256.95;-255.972;9:38:04;0.2465;;
2213;29.9933;29.7546;-256.758;-256.254;-256.684;-256.911;-256.942;-255.964;9:38:04;0.2387;;
2214;29.9933;29.7546;-256.762;-256.254;-256.684;-256.911;-256.942;-255.972;9:38:05;0.2387;;
2215;29.9933;29.7468;-256.758;-256.254;-256.692;-256.911;-256.95;-255.972;9:38:05;0.2465;;
2216;29.9933;29.7546;-256.762;-256.254;-256.676;-256.911;-256.942;-255.964;9:38:06;0.2387;;
2217;29.9933;29.7546;-256.758;-256.25;-256.692;-256.911;-256.942;-255.964;9:38:06;0.2387;;
2218;29.9933;29.7546;-256.762;-256.254;-256.684;-256.911;-256.942;-255.972;9:38:07;0.2387;;
2219;29.9855;29.7468;-256.755;-256.25;-256.684;-256.911;-256.95;-255.964;9:38:07;0.2387;;
2220;29.9933;29.7468;-256.755;-256.25;-256.7;-256.903;-256.95;-255.972;9:38:08;0.2465;;
2221;29.9933;29.7546;-256.758;-256.254;-256.684;-256.911;-256.942;-255.964;9:38:08;0.2387;;
2222;29.9933;29.7625;-256.758;-256.254;-256.684;-256.895;-256.95;-255.972;9:38:09;0.2308;;
2223;29.9855;29.7546;-256.758;-256.25;-256.684;-256.911;-256.942;-255.964;9:38:09;0.2309;;
2224;29.9933;29.7546;-256.755;-256.254;-256.684;-256.903;-256.942;-255.964;9:38:10;0.2387;;
2225;29.9933;29.7546;-256.755;-256.25;-256.692;-256.911;-256.95;-255.972;9:38:10;0.2387;;
2226;29.9855;29.7468;-256.755;-256.254;-256.684;-256.903;-256.942;-255.964;9:38:11;0.2387;;
2227;29.9933;29.7546;-256.755;-256.254;-256.692;-256.903;-256.95;-255.964;9:38:11;0.2387;;
2228;29.9933;29.7546;-256.755;-256.254;-256.684;-256.903;-256.942;-255.964;9:38:12;0.2387;;
2229;29.9933;29.7546;-256.755;-256.262;-256.684;-256.903;-256.95;-255.964;9:38:12;0.2387;;
2230;29.9933;29.7546;-256.758;-256.254;-256.684;-256.895;-256.942;-255.964;9:38:13;0.2387;;
2231;29.9855;29.7546;-256.755;-256.254;-256.684;-256.903;-256.942;-255.964;9:38:13;0.2309;;
2232;29.9933;29.7546;-256.758;-256.254;-256.676;-256.895;-256.95;-255.964;9:38:14;0.2387;;
2233;29.9933;29.7625;-256.758;-256.254;-256.692;-256.903;-256.95;-255.956;9:38:14;0.2308;;
2234;29.9933;29.7546;-256.758;-256.258;-256.684;-256.903;-256.95;-255.972;9:38:15;0.2387;;
2235;29.9933;29.7625;-256.758;-256.254;-256.684;-256.903;-256.95;-255.964;9:38:15;0.2308;;
2236;29.9933;29.7625;-256.762;-256.254;-256.684;-256.903;-256.95;-255.964;9:38:16;0.2308;;
2237;29.9933;29.7546;-256.755;-256.25;-256.684;-256.895;-256.95;-255.964;9:38:16;0.2387;;
2238;29.9933;29.7625;-256.758;-256.258;-256.684;-256.903;-256.95;-255.964;9:38:17;0.2308;;
2239;29.9933;29.7703;-256.755;-256.262;-256.684;-256.888;-256.942;-255.956;9:38:17;0.223;;
2240;29.9933;29.7625;-256.762;-256.254;-256.684;-256.903;-256.942;-255.972;9:38:18;0.2308;;
2241;30.0011;29.7703;-256.758;-256.262;-256.684;-256.903;-256.942;-255.964;9:38:18;0.2308;;
2242;30.0011;29.7625;-256.762;-256.254;-256.684;-256.903;-256.942;-255.956;9:38:19;0.2386;;
2243;30.0011;29.7625;-256.758;-256.262;-256.684;-256.911;-256.95;-255.964;9:38:19;0.2386;;
2244;30.0011;29.7703;-256.758;-256.262;-256.684;-256.903;-256.958;-255.964;9:38:20;0.2308;;
2245;30.0011;29.7703;-256.762;-256.254;-256.692;-256.903;-256.942;-255.956;9:38:20;0.2308;;
2246;30.0011;29.7703;-256.758;-256.262;-256.684;-256.903;-256.942;-255.964;9:38:21;0.2308;;
2247;30.009;29.7703;-256.762;-256.25;-256.692;-256.903;-256.942;-255.964;9:38:21;0.2387;;
2248;30.009;29.7781;-256.758;-256.254;-256.676;-256.895;-256.95;-255.956;9:38:22;0.2309;;
2249;30.0168;29.7781;-256.762;-256.254;-256.692;-256.903;-256.942;-255.964;9:38:22;0.2387;;
2250;30.0246;29.7781;-256.762;-256.254;-256.684;-256.903;-256.942;-255.964;9:38:23;0.2465;;
2251;30.0246;29.7781;-256.758;-256.25;-256.684;-256.903;-256.95;-255.964;9:38:23;0.2465;;
2252;30.0246;29.7781;-256.758;-256.254;-256.684;-256.911;-256.942;-255.956;9:38:24;0.2465;;
2253;30.0246;29.7859;-256.762;-256.254;-256.684;-256.903;-256.942;-255.972;9:38:24;0.2387;;
2254;30.0168;29.7781;-256.758;-256.25;-256.692;-256.911;-256.935;-255.964;9:38:25;0.2387;;
2255;30.0246;29.7859;-256.758;-256.254;-256.684;-256.903;-256.95;-255.956;9:38:25;0.2387;;
2256;30.0285;29.7859;-256.758;-256.25;-256.684;-256.911;-256.95;-255.964;9:38:26;0.2426;;
2257;30.0246;29.7859;-256.758;-256.25;-256.692;-256.903;-256.942;-255.964;9:38:26;0.2387;;
2258;30.0285;29.7859;-256.755;-256.254;-256.684;-256.911;-256.942;-255.964;9:38:27;0.2426;;
2259;30.0285;29.7859;-256.758;-256.25;-256.684;-256.903;-256.95;-255.964;9:38:27;0.2426;;
2260;30.0324;29.7938;-256.758;-256.254;-256.692;-256.911;-256.942;-255.964;9:38:28;0.2386;;
2261;30.0324;29.7859;-256.758;-256.254;-256.684;-256.903;-256.942;-255.964;9:38:28;0.2465;;
2262;30.0324;29.8016;-256.758;-256.254;-256.684;-256.903;-256.942;-255.956;9:38:29;0.2308;;
2263;30.0363;29.7938;-256.755;-256.25;-256.684;-256.895;-256.942;-255.949;9:38:29;0.2425;;
2264;30.0363;29.7938;-256.751;-256.254;-256.684;-256.911;-256.935;-255.956;9:38:30;0.2425;;
2265;30.0324;29.8016;-256.755;-256.254;-256.684;-256.903;-256.942;-255.956;9:38:30;0.2308;;
2266;30.0403;29.7938;-256.751;-256.25;-256.676;-256.911;-256.942;-255.956;9:38:31;0.2465;;
2267;30.0442;29.8016;-256.755;-256.25;-256.692;-256.903;-256.942;-255.964;9:38:31;0.2426;;
2268;30.0442;29.8016;-256.751;-256.25;-256.676;-256.903;-256.942;-255.964;9:38:32;0.2426;;
2269;30.0442;29.8016;-256.755;-256.25;-256.684;-256.903;-256.95;-255.956;9:38:32;0.2426;;
2270;30.052;29.8094;-256.751;-256.254;-256.684;-256.895;-256.942;-255.964;9:38:33;0.2426;;
2271;30.052;29.8094;-256.755;-256.25;-256.684;-256.903;-256.95;-255.964;9:38:33;0.2426;;
2272;30.052;29.8016;-256.755;-256.25;-256.692;-256.895;-256.95;-255.972;9:38:34;0.2504;;
2273;30.0442;29.8016;-256.755;-256.258;-256.684;-256.903;-256.95;-255.964;9:38:34;0.2426;;
2274;30.0442;29.8172;-256.755;-256.254;-256.692;-256.903;-256.95;-255.964;9:38:35;0.227;;
2275;30.0442;29.8094;-256.755;-256.258;-256.692;-256.903;-256.935;-255.972;9:38:35;0.2348;;
2276;30.0442;29.8094;-256.751;-256.254;-256.692;-256.903;-256.95;-255.964;9:38:36;0.2348;;
2277;30.052;29.8172;-256.755;-256.254;-256.692;-256.911;-256.942;-255.964;9:38:36;0.2348;;
2278;30.052;29.8016;-256.751;-256.262;-256.692;-256.903;-256.942;-255.972;9:38:37;0.2504;;
2279;30.052;29.8094;-256.755;-256.262;-256.684;-256.911;-256.942;-255.964;9:38:37;0.2426;;
2280;30.0442;29.8094;-256.755;-256.254;-256.692;-256.903;-256.942;-255.964;9:38:38;0.2348;;
2281;30.052;29.8094;-256.751;-256.262;-256.684;-256.911;-256.942;-255.964;9:38:38;0.2426;;
2282;30.0442;29.8016;-256.751;-256.25;-256.692;-256.903;-256.927;-255.964;9:38:39;0.2426;;
2283;30.0442;29.7938;-256.755;-256.254;-256.692;-256.911;-256.942;-255.964;9:38:39;0.2504;;
2284;30.0442;29.7938;-256.755;-256.254;-256.684;-256.911;-256.942;-255.964;9:38:40;0.2504;;
2285;30.0403;29.7938;-256.751;-256.254;-256.692;-256.903;-256.935;-255.964;9:38:40;0.2465;;
2286;30.0403;29.7938;-256.751;-256.254;-256.684;-256.911;-256.942;-255.972;9:38:41;0.2465;;
2287;30.0403;29.7938;-256.751;-256.25;-256.684;-256.911;-256.927;-255.972;9:38:41;0.2465;;
2288;30.0403;29.7938;-256.751;-256.25;-256.692;-256.911;-256.935;-255.964;9:38:42;0.2465;;
2289;30.0403;29.7938;-256.755;-256.25;-256.684;-256.911;-256.942;-255.964;9:38:42;0.2465;;
2290;30.0403;29.7938;-256.751;-256.25;-256.684;-256.911;-256.942;-255.964;9:38:43;0.2465;;
2291;30.0363;29.7938;-256.747;-256.25;-256.684;-256.911;-256.942;-255.972;9:38:43;0.2425;;
2292;30.0363;29.8016;-256.751;-256.25;-256.692;-256.911;-256.942;-255.964;9:38:44;0.2347;;
2293;30.0324;29.8016;-256.747;-256.25;-256.692;-256.903;-256.935;-255.964;9:38:44;0.2308;;
2294;30.0324;29.7938;-256.755;-256.254;-256.684;-256.911;-256.942;-255.964;9:38:45;0.2386;;
2295;30.0324;29.7859;-256.751;-256.25;-256.692;-256.903;-256.942;-255.956;9:38:45;0.2465;;
2296;30.0285;29.7938;-256.751;-256.254;-256.692;-256.903;-256.95;-255.964;9:38:46;0.2347;;
2297;30.0324;29.7859;-256.751;-256.254;-256.692;-256.911;-256.95;-255.956;9:38:46;0.2465;;
2298;30.0285;29.7938;-256.751;-256.254;-256.7;-256.903;-256.95;-255.972;9:38:47;0.2347;;
2299;30.0246;29.7859;-256.755;-256.25;-256.692;-256.911;-256.942;-255.964;9:38:47;0.2387;;
2300;30.0285;29.7859;-256.751;-256.254;-256.692;-256.911;-256.935;-255.972;9:38:48;0.2426;;
2301;30.0246;29.7859;-256.755;-256.254;-256.7;-256.911;-256.942;-255.964;9:38:48;0.2387;;
2302;30.0285;29.7781;-256.751;-256.262;-256.7;-256.903;-256.942;-255.972;9:38:49;0.2504;;
2303;30.0168;29.7859;-256.751;-256.262;-256.692;-256.903;-256.942;-255.98;9:38:49;0.2309;;
2304;30.0246;29.7781;-256.747;-256.254;-256.692;-256.911;-256.942;-255.972;9:38:50;0.2465;;
2305;30.0168;29.7781;-256.747;-256.254;-256.692;-256.903;-256.935;-255.972;9:38:50;0.2387;;
2306;30.009;29.7781;-256.751;-256.262;-256.692;-256.903;-256.942;-255.964;9:38:51;0.2309;;
2307;30.0168;29.7781;-256.747;-256.262;-256.692;-256.911;-256.935;-255.972;9:38:51;0.2387;;
2308;30.0168;29.7703;-256.747;-256.262;-256.692;-256.903;-256.935;-255.972;9:38:52;0.2465;;
2309;30.009;29.7703;-256.747;-256.262;-256.692;-256.911;-256.935;-255.972;9:38:52;0.2387;;
2310;30.0011;29.7703;-256.743;-256.254;-256.692;-256.903;-256.942;-255.972;9:38:53;0.2308;;
2311;30.0011;29.7703;-256.743;-256.254;-256.692;-256.911;-256.935;-255.972;9:38:53;0.2308;;
2312;30.0011;29.7625;-256.747;-256.262;-256.7;-256.911;-256.942;-255.98;9:38:54;0.2386;;
2313;29.9933;29.7625;-256.743;-256.254;-256.692;-256.903;-256.935;-255.972;9:38:54;0.2308;;
2314;29.9933;29.7625;-256.747;-256.254;-256.7;-256.911;-256.927;-255.98;9:38:55;0.2308;;
2315;29.9855;29.7625;-256.751;-256.262;-256.692;-256.911;-256.942;-255.972;9:38:55;0.223;;
2316;29.9855;29.7625;-256.747;-256.254;-256.692;-256.903;-256.935;-255.972;9:38:56;0.223;;
2317;29.9777;29.7546;-256.747;-256.254;-256.692;-256.911;-256.942;-255.964;9:38:56;0.2231;;
2318;29.9855;29.7546;-256.747;-256.254;-256.692;-256.911;-256.95;-255.972;9:38:57;0.2309;;
2319;29.9698;29.7546;-256.751;-256.25;-256.692;-256.911;-256.95;-255.964;9:38:57;0.2152;;
2320;29.9698;29.7546;-256.755;-256.246;-256.684;-256.911;-256.942;-255.972;9:38:58;0.2152;;
2321;29.9698;29.7546;-256.755;-256.254;-256.692;-256.911;-256.942;-255.972;9:38:58;0.2152;;
2322;29.9698;29.739;-256.755;-256.25;-256.684;-256.903;-256.935;-255.964;9:38:59;0.2308;;
2323;29.962;29.7468;-256.755;-256.25;-256.692;-256.911;-256.942;-255.972;9:38:59;0.2152;;
2324;29.9698;29.7468;-256.758;-256.25;-256.684;-256.911;-256.942;-255.964;9:39:00;0.223;;
2325;29.9542;29.7468;-256.758;-256.25;-256.684;-256.911;-256.942;-255.972;9:39:00;0.2074;;
2326;29.962;29.7468;-256.762;-256.25;-256.692;-256.911;-256.942;-255.964;9:39:01;0.2152;;
2327;29.962;29.7468;-256.758;-256.254;-256.684;-256.911;-256.942;-255.964;9:39:01;0.2152;;
2328;29.962;29.7468;-256.758;-256.25;-256.692;-256.903;-256.942;-255.964;9:39:02;0.2152;;
2329;29.9698;29.7468;-256.758;-256.254;-256.684;-256.903;-256.942;-255.972;9:39:02;0.223;;
2330;29.9777;29.7468;-256.758;-256.254;-256.692;-256.903;-256.935;-255.972;9:39:03;0.2309;;
2331;29.9698;29.7468;-256.758;-256.25;-256.692;-256.911;-256.95;-255.972;9:39:03;0.223;;
2332;29.9698;29.7468;-256.758;-256.25;-256.692;-256.903;-256.942;-255.964;9:39:04;0.223;;
2333;29.962;29.7546;-256.758;-256.254;-256.692;-256.903;-256.942;-255.964;9:39:04;0.2074;;
2334;29.9698;29.7546;-256.758;-256.25;-256.684;-256.903;-256.942;-255.964;9:39:05;0.2152;;
2335;29.9698;29.7625;-256.762;-256.25;-256.684;-256.911;-256.935;-255.972;9:39:05;0.2073;;
2336;29.9698;29.7625;-256.762;-256.25;-256.692;-256.895;-256.935;-255.964;9:39:06;0.2073;;
2337;29.9698;29.7625;-256.758;-256.254;-256.676;-256.911;-256.95;-255.972;9:39:06;0.2073;;
2338;29.9698;29.7703;-256.762;-256.254;-256.684;-256.903;-256.935;-255.964;9:39:07;0.1995;;
2339;29.9777;29.7703;-256.758;-256.254;-256.692;-256.903;-256.927;-255.964;9:39:07;0.2074;;
2340;29.9777;29.7703;-256.762;-256.254;-256.692;-256.911;-256.935;-255.972;9:39:08;0.2074;;
2341;29.9777;29.7703;-256.762;-256.254;-256.684;-256.903;-256.935;-255.964;9:39:08;0.2074;;
2342;29.9855;29.7781;-256.762;-256.25;-256.692;-256.903;-256.935;-255.964;9:39:09;0.2074;;
2343;29.9855;29.7703;-256.758;-256.258;-256.692;-256.911;-256.942;-255.972;9:39:09;0.2152;;
2344;29.9855;29.7703;-256.758;-256.254;-256.692;-256.911;-256.935;-255.964;9:39:10;0.2152;;
2345;29.9855;29.7781;-256.758;-256.254;-256.7;-256.903;-256.935;-255.964;9:39:10;0.2074;;
2346;29.9933;29.7781;-256.758;-256.254;-256.684;-256.911;-256.935;-255.964;9:39:11;0.2152;;
2347;29.9933;29.7703;-256.755;-256.254;-256.692;-256.895;-256.935;-255.964;9:39:11;0.223;;
2348;29.9933;29.7703;-256.758;-256.254;-256.692;-256.903;-256.942;-255.972;9:39:12;0.223;;
2349;30.0011;29.7781;-256.755;-256.262;-256.692;-256.903;-256.942;-255.964;9:39:12;0.223;;
2350;29.9933;29.7781;-256.755;-256.254;-256.692;-256.903;-256.935;-255.964;9:39:13;0.2152;;
2351;30.0011;29.7781;-256.755;-256.269;-256.692;-256.903;-256.942;-255.964;9:39:13;0.223;;
2352;30.0011;29.7781;-256.755;-256.262;-256.684;-256.903;-256.935;-255.972;9:39:14;0.223;;
2353;30.009;29.7781;-256.755;-256.254;-256.692;-256.903;-256.935;-255.964;9:39:14;0.2309;;
2354;30.0011;29.7781;-256.758;-256.262;-256.7;-256.903;-256.942;-255.972;9:39:15;0.223;;
2355;30.009;29.7859;-256.758;-256.254;-256.692;-256.903;-256.935;-255.964;9:39:15;0.2231;;
2356;30.009;29.7859;-256.77;-256.262;-256.692;-256.911;-256.942;-255.972;9:39:16;0.2231;;
2357;30.0168;29.7859;-256.762;-256.262;-256.7;-256.895;-256.935;-255.972;9:39:16;0.2309;;
2358;30.0168;29.7781;-256.758;-256.262;-256.692;-256.895;-256.935;-255.964;9:39:17;0.2387;;
2359;30.0168;29.7859;-256.766;-256.262;-256.692;-256.895;-256.942;-255.972;9:39:17;0.2309;;
2360;30.0168;29.7938;-256.762;-256.254;-256.692;-256.895;-256.935;-255.964;9:39:18;0.223;;
2361;30.0168;29.7859;-256.762;-256.262;-256.684;-256.903;-256.935;-255.972;9:39:18;0.2309;;
2362;30.0285;29.7859;-256.762;-256.254;-256.684;-256.903;-256.935;-255.964;9:39:19;0.2426;;
2363;30.0246;29.7938;-256.755;-256.262;-256.692;-256.903;-256.942;-255.972;9:39:19;0.2308;;
2364;30.0246;29.7938;-256.758;-256.254;-256.692;-256.911;-256.95;-255.964;9:39:20;0.2308;;
2365;30.0285;29.7938;-256.758;-256.25;-256.684;-256.895;-256.935;-255.964;9:39:20;0.2347;;
2366;30.0324;29.8016;-256.762;-256.254;-256.692;-256.895;-256.942;-255.964;9:39:21;0.2308;;
2367;30.0285;29.7938;-256.762;-256.262;-256.692;-256.888;-256.935;-255.964;9:39:21;0.2347;;
2368;30.0285;29.7938;-256.762;-256.254;-256.692;-256.895;-256.935;-255.972;9:39:22;0.2347;;
2369;30.0324;29.7938;-256.758;-256.262;-256.692;-256.888;-256.942;-255.956;9:39:22;0.2386;;
2370;30.0324;29.8016;-256.762;-256.254;-256.692;-256.895;-256.942;-255.964;9:39:23;0.2308;;
2371;30.0324;29.8016;-256.758;-256.254;-256.692;-256.895;-256.942;-255.964;9:39:23;0.2308;;
2372;30.0363;29.8016;-256.762;-256.262;-256.692;-256.895;-256.942;-255.972;9:39:24;0.2347;;
2373;30.0324;29.8016;-256.758;-256.262;-256.692;-256.895;-256.95;-255.964;9:39:24;0.2308;;
2374;30.0403;29.8094;-256.762;-256.254;-256.692;-256.895;-256.942;-255.972;9:39:25;0.2309;;
2375;30.0403;29.8016;-256.758;-256.262;-256.692;-256.895;-256.942;-255.964;9:39:25;0.2387;;
2376;30.0403;29.8094;-256.758;-256.254;-256.692;-256.903;-256.935;-255.972;9:39:26;0.2309;;
2377;30.0403;29.8094;-256.755;-256.254;-256.7;-256.895;-256.942;-255.964;9:39:26;0.2309;;
2378;30.0403;29.8016;-256.762;-256.25;-256.692;-256.895;-256.935;-255.964;9:39:27;0.2387;;
2379;30.0442;29.8172;-256.758;-256.254;-256.692;-256.895;-256.935;-255.964;9:39:27;0.227;;
2380;30.0442;29.8094;-256.758;-256.262;-256.692;-256.895;-256.935;-255.964;9:39:28;0.2348;;
2381;30.0481;29.8172;-256.758;-256.254;-256.692;-256.903;-256.942;-255.956;9:39:28;0.2309;;
2382;30.052;29.8094;-256.762;-256.254;-256.692;-256.895;-256.935;-255.972;9:39:29;0.2426;;
2383;30.052;29.8172;-256.758;-256.254;-256.692;-256.895;-256.942;-255.972;9:39:29;0.2348;;
2384;30.052;29.8094;-256.758;-256.262;-256.692;-256.895;-256.942;-255.964;9:39:30;0.2426;;
2385;30.0442;29.8172;-256.758;-256.254;-256.7;-256.903;-256.942;-255.972;9:39:30;0.227;;
2386;30.0598;29.8094;-256.758;-256.25;-256.692;-256.895;-256.935;-255.964;9:39:31;0.2504;;
2387;30.052;29.8172;-256.758;-256.25;-256.692;-256.895;-256.942;-255.972;9:39:31;0.2348;;
2388;30.052;29.8094;-256.758;-256.25;-256.692;-256.903;-256.942;-255.964;9:39:32;0.2426;;
2389;30.052;29.8094;-256.758;-256.254;-256.684;-256.895;-256.942;-255.972;9:39:32;0.2426;;
2390;30.052;29.8172;-256.758;-256.25;-256.7;-256.895;-256.95;-255.98;9:39:33;0.2348;;
2391;30.0442;29.8172;-256.758;-256.254;-256.692;-256.903;-256.942;-255.964;9:39:33;0.227;;
2392;30.0442;29.8094;-256.755;-256.25;-256.692;-256.903;-256.942;-255.972;9:39:34;0.2348;;
2393;30.0403;29.8094;-256.758;-256.254;-256.692;-256.903;-256.942;-255.972;9:39:34;0.2309;;
2394;30.052;29.8016;-256.758;-256.25;-256.692;-256.903;-256.942;-255.972;9:39:35;0.2504;;
2395;30.0442;29.8094;-256.758;-256.254;-256.7;-256.903;-256.942;-255.972;9:39:35;0.2348;;
2396;30.0403;29.7938;-256.755;-256.254;-256.692;-256.895;-256.942;-255.972;9:39:36;0.2465;;
2397;30.0363;29.8016;-256.758;-256.25;-256.7;-256.903;-256.942;-255.972;9:39:36;0.2347;;
2398;30.0363;29.7859;-256.762;-256.254;-256.692;-256.903;-256.935;-255.964;9:39:37;0.2504;;
2399;30.0324;29.7938;-256.758;-256.254;-256.692;-256.903;-256.942;-255.964;9:39:37;0.2386;;
2400;30.0324;29.7938;-256.758;-256.254;-256.7;-256.903;-256.942;-255.972;9:39:38;0.2386;;
2401;30.0324;29.7938;-256.758;-256.254;-256.692;-256.895;-256.942;-255.972;9:39:38;0.2386;;
2402;30.0285;29.7859;-256.758;-256.254;-256.7;-256.903;-256.935;-255.972;9:39:39;0.2426;;
2403;30.0285;29.7938;-256.762;-256.25;-256.7;-256.903;-256.942;-255.964;9:39:39;0.2347;;
2404;30.0246;29.7859;-256.758;-256.25;-256.692;-256.903;-256.942;-255.964;9:39:40;0.2387;;
2405;30.0168;29.7859;-256.762;-256.254;-256.692;-256.903;-256.935;-255.972;9:39:40;0.2309;;
2406;30.0168;29.7781;-256.758;-256.25;-256.692;-256.903;-256.942;-255.964;9:39:41;0.2387;;
2407;30.009;29.7781;-256.758;-256.254;-256.692;-256.903;-256.942;-255.972;9:39:41;0.2309;;
2408;30.009;29.7859;-256.758;-256.262;-256.692;-256.903;-256.942;-255.964;9:39:42;0.2231;;
2409;30.009;29.7781;-256.758;-256.254;-256.692;-256.903;-256.935;-255.964;9:39:42;0.2309;;
2410;30.0011;29.7781;-256.762;-256.262;-256.692;-256.903;-256.942;-255.972;9:39:43;0.223;;
2411;30.0011;29.7703;-256.762;-256.254;-256.692;-256.903;-256.942;-255.964;9:39:43;0.2308;;
2412;30.0011;29.7703;-256.758;-256.262;-256.692;-256.903;-256.942;-255.972;9:39:44;0.2308;;
2413;29.9933;29.7781;-256.762;-256.254;-256.692;-256.903;-256.935;-255.964;9:39:44;0.2152;;
2414;29.9933;29.7625;-256.766;-256.25;-256.684;-256.903;-256.942;-255.964;9:39:45;0.2308;;
2415;30.0011;29.7625;-256.762;-256.254;-256.692;-256.895;-256.942;-255.964;9:39:45;0.2386;;
2416;29.9933;29.7625;-256.758;-256.25;-256.692;-256.903;-256.935;-255.956;9:39:46;0.2308;;
2417;29.9933;29.7625;-256.762;-256.254;-256.692;-256.888;-256.95;-255.964;9:39:46;0.2308;;
2418;29.9855;29.7625;-256.758;-256.262;-256.692;-256.895;-256.935;-255.964;9:39:47;0.223;;
2419;29.9933;29.7546;-256.762;-256.254;-256.692;-256.903;-256.942;-255.964;9:39:47;0.2387;;
2420;29.9855;29.7546;-256.758;-256.262;-256.692;-256.895;-256.942;-255.964;9:39:48;0.2309;;
2421;29.9855;29.7546;-256.758;-256.262;-256.684;-256.895;-256.942;-255.964;9:39:48;0.2309;;
2422;29.9933;29.7468;-256.762;-256.262;-256.692;-256.895;-256.935;-255.956;9:39:49;0.2465;;
2423;30.0011;29.7546;-256.762;-256.254;-256.692;-256.895;-256.95;-255.964;9:39:49;0.2465;;
2424;30.0011;29.7468;-256.762;-256.254;-256.684;-256.903;-256.935;-255.972;9:39:50;0.2543;;
