Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
1;25.8852;25.9243;-256.762;-256.262;-256.692;-256.927;-256.966;-255.964;09:18:27
2;25.8891;25.9165;-256.762;-256.262;-256.692;-256.919;-256.966;-255.964;09:18:27
3;25.8891;25.9321;-256.77;-256.262;-256.692;-256.919;-256.966;-255.964;09:18:27
4;25.8891;25.9243;-256.77;-256.269;-256.684;-256.919;-256.966;-255.964;09:18:27
5;25.8852;25.9243;-256.762;-256.262;-256.7;-256.919;-256.966;-255.964;09:18:28
6;25.8852;25.9243;-256.758;-256.262;-256.684;-256.919;-256.966;-255.964;09:18:28
7;25.8852;25.9243;-256.762;-256.262;-256.692;-256.927;-256.966;-255.964;09:18:29
8;25.8852;25.9165;-256.762;-256.262;-256.692;-256.919;-256.966;-255.964;09:18:29
9;25.8813;25.9165;-256.77;-256.269;-256.684;-256.919;-256.966;-255.972;09:18:30
10;25.8852;25.9165;-256.762;-256.262;-256.684;-256.911;-256.966;-255.964;09:18:30
11;25.8852;25.9243;-256.762;-256.269;-256.684;-256.919;-256.966;-255.964;09:18:31
12;25.8852;25.9165;-256.762;-256.269;-256.684;-256.919;-256.966;-255.964;09:18:31
13;25.8852;25.9243;-256.762;-256.269;-256.684;-256.919;-256.974;-255.972;09:18:32
14;25.8852;25.9165;-256.762;-256.262;-256.684;-256.927;-256.974;-255.964;09:18:32
15;25.8891;25.9243;-256.762;-256.269;-256.684;-256.919;-256.966;-255.964;09:18:33
16;25.8891;25.9165;-256.762;-256.262;-256.692;-256.919;-256.974;-255.956;09:18:33
17;25.8891;25.9165;-256.77;-256.269;-256.692;-256.919;-256.966;-255.964;09:18:34
18;25.8852;25.9165;-256.762;-256.262;-256.692;-256.919;-256.966;-255.964;09:18:34
19;25.893;25.9086;-256.762;-256.269;-256.684;-256.919;-256.966;-255.956;09:18:35
20;25.8891;25.9086;-256.77;-256.277;-256.684;-256.927;-256.966;-255.964;09:18:35
21;25.8891;25.9086;-256.762;-256.269;-256.692;-256.911;-256.958;-255.956;09:18:36
22;25.8852;25.9008;-256.762;-256.269;-256.692;-256.927;-256.974;-255.964;09:18:36
23;25.8852;25.9165;-256.762;-256.269;-256.692;-256.911;-256.966;-255.964;09:18:37
24;25.8891;25.9086;-256.77;-256.269;-256.692;-256.919;-256.974;-255.956;09:18:37
25;25.8852;25.9086;-256.762;-256.269;-256.692;-256.919;-256.966;-255.964;09:18:38
26;25.8891;25.9165;-256.77;-256.269;-256.692;-256.919;-256.974;-255.956;09:18:38
27;25.893;25.9086;-256.762;-256.269;-256.684;-256.919;-256.966;-255.964;09:18:39
28;25.893;25.9086;-256.762;-256.262;-256.684;-256.919;-256.958;-255.956;09:18:39
29;25.8891;25.9165;-256.762;-256.262;-256.692;-256.927;-256.974;-255.964;09:18:40
30;25.8891;25.9243;-256.762;-256.269;-256.692;-256.927;-256.974;-255.964;09:18:40
31;25.8891;25.9165;-256.77;-256.269;-256.692;-256.919;-256.966;-255.956;09:18:41
32;25.8891;25.9165;-256.77;-256.262;-256.692;-256.927;-256.974;-255.956;09:18:41
33;25.893;25.9243;-256.77;-256.262;-256.692;-256.927;-256.966;-255.964;09:18:42
34;25.8891;25.9165;-256.762;-256.269;-256.692;-256.919;-256.974;-255.956;09:18:42
35;25.893;25.9165;-256.762;-256.262;-256.692;-256.919;-256.974;-255.964;09:18:43
36;25.893;25.9165;-256.77;-256.262;-256.692;-256.919;-256.966;-255.949;09:18:43
37;25.893;25.9243;-256.762;-256.269;-256.7;-256.919;-256.974;-255.956;09:18:44
38;25.893;25.9165;-256.77;-256.262;-256.684;-256.927;-256.974;-255.956;09:18:44
39;25.893;25.9243;-256.77;-256.262;-256.692;-256.919;-256.966;-255.956;09:18:45
40;25.893;25.9165;-256.762;-256.262;-256.692;-256.927;-256.966;-255.956;09:18:45
41;25.893;25.9086;-256.762;-256.269;-256.692;-256.919;-256.974;-255.956;09:18:46
42;25.893;25.9243;-256.762;-256.262;-256.7;-256.919;-256.966;-255.956;09:18:46
43;25.893;25.9243;-256.762;-256.269;-256.692;-256.919;-256.966;-255.956;09:18:47
44;25.8891;25.9243;-256.762;-256.262;-256.692;-256.919;-256.958;-255.964;09:18:47
45;25.893;25.9165;-256.762;-256.269;-256.692;-256.919;-256.966;-255.964;09:18:48
46;25.8891;25.9243;-256.762;-256.269;-256.692;-256.919;-256.966;-255.956;09:18:48
47;25.893;25.9243;-256.762;-256.262;-256.692;-256.919;-256.966;-255.956;09:18:49
48;25.8891;25.9243;-256.762;-256.269;-256.7;-256.927;-256.974;-255.956;09:18:49
49;25.8891;25.9165;-256.766;-256.254;-256.692;-256.919;-256.966;-255.964;09:18:50
50;25.893;25.9165;-256.762;-256.262;-256.692;-256.911;-256.974;-255.956;09:18:50
51;25.8891;25.9243;-256.762;-256.262;-256.692;-256.919;-256.966;-255.964;09:18:51
52;25.893;25.9165;-256.762;-256.262;-256.7;-256.919;-256.974;-255.964;09:18:51
53;25.893;25.9243;-256.77;-256.262;-256.7;-256.927;-256.958;-255.956;09:18:52
54;25.893;25.9243;-256.762;-256.269;-256.692;-256.919;-256.966;-255.956;09:18:52
55;25.893;25.9243;-256.762;-256.262;-256.7;-256.927;-256.966;-255.964;09:18:53
56;25.893;25.9243;-256.762;-256.269;-256.692;-256.919;-256.958;-255.956;09:18:53
57;25.8891;25.9243;-256.762;-256.269;-256.692;-256.919;-256.966;-255.956;09:18:54
58;25.8891;25.9165;-256.758;-256.269;-256.692;-256.919;-256.958;-255.964;09:18:54
59;25.893;25.9165;-256.751;-256.262;-256.692;-256.919;-256.966;-255.956;09:18:55
60;25.8891;25.9086;-256.758;-256.269;-256.692;-256.911;-256.966;-255.956;09:18:55
61;25.893;25.9165;-256.755;-256.262;-256.692;-256.919;-256.974;-255.956;09:18:56
62;25.8969;25.9165;-256.755;-256.262;-256.692;-256.919;-256.958;-255.956;09:18:56
63;25.893;25.9165;-256.758;-256.262;-256.7;-256.919;-256.966;-255.956;09:18:57
64;25.893;25.9165;-256.755;-256.262;-256.692;-256.911;-256.966;-255.964;09:18:57
65;25.893;25.9165;-256.755;-256.262;-256.692;-256.927;-256.974;-255.956;09:18:58
66;25.893;25.9243;-256.755;-256.269;-256.692;-256.919;-256.958;-255.956;09:18:58
67;25.8969;25.9165;-256.751;-256.269;-256.692;-256.919;-256.966;-255.956;09:18:59
68;25.893;25.9243;-256.758;-256.262;-256.692;-256.919;-256.958;-255.949;09:18:59
69;25.893;25.9321;-256.755;-256.262;-256.692;-256.911;-256.958;-255.956;09:19:00
70;25.8891;25.9321;-256.755;-256.269;-256.692;-256.911;-256.966;-255.949;09:19:00
71;25.893;25.9243;-256.755;-256.262;-256.684;-256.911;-256.966;-255.949;09:19:01
72;25.893;25.9243;-256.755;-256.262;-256.692;-256.911;-256.958;-255.949;09:19:01
73;25.8969;25.9321;-256.755;-256.262;-256.692;-256.911;-256.966;-255.956;09:19:02
74;25.8969;25.9321;-256.755;-256.262;-256.692;-256.911;-256.958;-255.964;09:19:02
75;25.893;25.9243;-256.755;-256.269;-256.684;-256.911;-256.966;-255.956;09:19:03
76;25.8969;25.9243;-256.758;-256.262;-256.692;-256.911;-256.958;-255.956;09:19:03
77;25.893;25.9243;-256.755;-256.262;-256.684;-256.919;-256.974;-255.964;09:19:04
