Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
4;26.4916;26.4329;18.0954;-256.269;-256.676;-256.88;-256.935;-255.964;0;None;1000;None;16:56:38
5;26.4916;26.4368;18.0875;-256.262;-256.676;-256.888;-256.927;-255.964;0;None;1000;None;16:56:38
6;26.4916;26.429;18.0954;-256.277;-256.676;-256.88;-256.935;-255.964;0;None;1000;None;16:56:38
7;26.4916;26.4329;18.0954;-256.269;-256.684;-256.888;-256.927;-255.972;0;None;1000;None;16:56:38
8;26.4916;26.4329;18.0954;-256.269;-256.676;-256.88;-256.935;-255.972;0;None;1000;None;16:56:39
9;26.4916;26.4368;18.0954;-256.277;-256.676;-256.88;-256.927;-255.964;0;None;1000;None;16:56:39
10;26.4916;26.4329;18.0954;-256.277;-256.676;-256.888;-256.927;-255.972;0;None;1000;None;16:56:40
11;26.4994;26.4329;18.0954;-256.269;-256.668;-256.88;-256.927;-255.972;0;None;1000;None;16:56:40
12;26.4916;26.4368;18.0954;-256.277;-256.676;-256.888;-256.935;-255.972;0;None;1000;None;16:56:41
13;26.4916;26.4329;18.0954;-256.269;-256.676;-256.88;-256.927;-255.972;0;None;1000;None;16:56:41
14;26.5073;26.4368;18.0954;-256.277;-256.676;-256.88;-256.927;-255.964;0;None;1000;None;16:56:42
15;26.4994;26.4329;18.0954;-256.277;-256.668;-256.88;-256.935;-255.972;0;None;1000;None;16:56:42
16;26.4994;26.4368;18.0954;-256.277;-256.676;-256.88;-256.935;-255.964;0;None;1000;None;16:56:43
17;26.4916;26.4329;18.0797;-256.277;-256.684;-256.88;-256.935;-255.972;0;None;1000;None;16:56:43
18;26.4916;26.429;18.0875;-256.277;-256.676;-256.88;-256.927;-255.972;0;None;1000;None;16:56:44
19;26.4916;26.4329;18.0954;-256.277;-256.676;-256.88;-256.927;-255.964;0;None;1000;None;16:56:44
20;26.4916;26.429;18.0875;-256.269;-256.676;-256.88;-256.935;-255.972;0;None;1000;None;16:56:45
21;26.4994;26.4329;18.0875;-256.277;-256.684;-256.888;-256.919;-255.964;0;None;1000;None;16:56:45
22;26.4916;26.4329;18.0875;-256.277;-256.676;-256.88;-256.927;-255.972;0;None;1000;None;16:56:46
23;26.4916;26.429;18.0954;-256.277;-256.676;-256.88;-256.927;-255.972;0;None;1000;None;16:56:46
24;26.4916;26.4329;18.0875;-256.277;-256.676;-256.88;-256.927;-255.972;0;None;1000;None;16:56:47
25;26.4994;26.429;18.0875;-256.277;-256.676;-256.88;-256.927;-255.964;0;None;1000;None;16:56:47
26;26.4916;26.4329;18.0954;-256.269;-256.676;-256.88;-256.927;-255.964;0;None;1000;None;16:56:48
27;26.4916;26.4368;18.0954;-256.277;-256.684;-256.888;-256.927;-255.972;0;None;1000;None;16:56:48
