Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
3;26.3821;26.4094;18.1032;-256.277;-256.684;-256.895;-256.935;-255.949;0;None;1000;None;16:15:40
4;26.3742;26.4094;18.0954;-256.269;-256.692;-256.895;-256.942;-255.949;0;None;1000;None;16:15:40
5;26.3742;26.4094;18.0954;-256.277;-256.692;-256.895;-256.935;-255.949;0;None;1000;None;16:15:41
6;26.3742;26.4094;18.0954;-256.277;-256.692;-256.895;-256.935;-255.949;0;None;1000;None;16:15:41
7;26.3821;26.4094;18.1032;-256.277;-256.684;-256.903;-256.95;-255.949;0;None;1000;None;16:15:42
8;26.3742;26.4016;18.0954;-256.277;-256.692;-256.895;-256.942;-255.949;0;None;1000;None;16:15:42
9;26.3821;26.4094;18.0954;-256.277;-256.692;-256.903;-256.942;-255.949;0;None;1000;None;16:15:43
10;26.3742;26.4094;18.0954;-256.277;-256.684;-256.903;-256.942;-255.941;0;None;1000;None;16:15:43
11;26.3742;26.4016;18.0954;-256.277;-256.692;-256.895;-256.942;-255.956;0;None;1000;None;16:15:44
12;26.3821;26.3938;18.0954;-256.277;-256.684;-256.903;-256.95;-255.949;0;None;1000;None;16:15:44
13;26.3742;26.4016;18.0875;-256.277;-256.692;-256.895;-256.942;-255.949;0;None;1000;None;16:15:45
14;26.3821;26.3938;18.1032;-256.277;-256.692;-256.903;-256.95;-255.956;0;None;1000;None;16:15:45
15;26.3664;26.386;18.0954;-256.269;-256.684;-256.903;-256.95;-255.949;0;None;1000;None;16:15:46
16;26.3742;26.3938;18.1032;-256.269;-256.692;-256.895;-256.942;-255.956;0;None;1000;None;16:15:46
17;26.3742;26.3938;18.0954;-256.269;-256.684;-256.911;-256.935;-255.949;0;None;1000;None;16:15:47
18;26.3742;26.3938;18.0954;-256.277;-256.692;-256.903;-256.942;-255.949;0;None;1000;None;16:15:47
19;26.3664;26.3938;18.1032;-256.269;-256.692;-256.903;-256.935;-255.949;0;None;1000;None;16:15:48
20;26.3664;26.3938;18.0875;-256.277;-256.684;-256.903;-256.942;-255.956;0;None;1000;None;16:15:48
21;26.3742;26.4016;18.0954;-256.269;-256.692;-256.903;-256.942;-255.949;0;None;1000;None;16:15:49
22;26.3664;26.3938;18.0954;-256.277;-256.684;-256.903;-256.935;-255.956;0;None;1000;None;16:15:49
23;26.3664;26.3938;18.0875;-256.269;-256.692;-256.911;-256.935;-255.949;0;None;1000;None;16:15:50
24;26.3742;26.3938;18.0954;-256.269;-256.684;-256.903;-256.942;-255.956;0;None;1000;None;16:15:50
25;26.3586;26.3938;18.0954;-256.277;-256.684;-256.903;-256.935;-255.949;0;None;1000;None;16:15:51
26;26.3742;26.4016;18.0875;-256.269;-256.684;-256.903;-256.942;-255.956;0;None;1000;None;16:15:51
27;26.3742;26.386;18.0954;-256.269;-256.692;-256.911;-256.935;-255.956;0;None;1000;None;16:15:52
28;26.3821;26.386;18.0954;-256.269;-256.692;-256.903;-256.935;-255.949;0;None;1000;None;16:15:52
29;26.3821;26.3938;18.0954;-256.269;-256.692;-256.903;-256.942;-255.949;0;None;1000;None;16:15:53
30;26.3742;26.386;18.0954;-256.269;-256.684;-256.903;-256.942;-255.949;0;None;1000;None;16:15:53
