Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
2;24.8836;24.9423;-256.762;-256.254;-256.684;-256.919;-256.966;-255.937;13:59:46
3;24.8836;24.9423;-256.758;-256.254;-256.684;-256.919;-256.966;-255.941;13:59:46
4;24.8836;24.9423;-256.774;-256.25;-256.684;-256.927;-256.958;-255.937;13:59:46
5;24.8757;24.9423;-256.766;-256.254;-256.692;-256.927;-256.974;-255.937;13:59:47
6;24.8757;24.9344;-256.758;-256.25;-256.684;-256.919;-256.966;-255.937;13:59:47
7;24.8836;24.9423;-256.758;-256.254;-256.684;-256.919;-256.966;-255.941;13:59:48
8;24.8757;24.9344;-256.77;-256.25;-256.684;-256.927;-256.974;-255.941;13:59:48
9;24.8757;24.9423;-256.762;-256.254;-256.684;-256.927;-256.958;-255.941;13:59:49
10;24.8757;24.9344;-256.77;-256.25;-256.692;-256.919;-256.974;-255.941;13:59:49
11;24.8757;24.9344;-256.762;-256.254;-256.692;-256.927;-256.966;-255.949;13:59:50
12;24.8757;24.9344;-256.762;-256.25;-256.692;-256.927;-256.974;-255.941;13:59:50
13;24.8836;24.9344;-256.77;-256.254;-256.7;-256.927;-256.974;-255.941;13:59:51
14;24.8757;24.9344;-256.762;-256.25;-256.692;-256.919;-256.966;-255.949;13:59:51
15;24.8836;24.9344;-256.77;-256.25;-256.692;-256.927;-256.966;-255.937;13:59:52
16;24.8757;24.9344;-256.77;-256.254;-256.7;-256.919;-256.966;-255.949;13:59:52
17;24.8836;24.9344;-256.762;-256.254;-256.692;-256.927;-256.966;-255.937;13:59:53
18;24.8757;24.9344;-256.77;-256.25;-256.692;-256.927;-256.966;-255.941;13:59:53
19;24.8836;24.9344;-256.77;-256.25;-256.692;-256.919;-256.981;-255.949;13:59:54
20;24.8757;24.9423;-256.77;-256.25;-256.692;-256.927;-256.966;-255.941;13:59:54
21;24.8836;24.9501;-256.77;-256.25;-256.692;-256.927;-256.966;-255.941;13:59:55
22;24.8836;24.9501;-256.762;-256.25;-256.692;-256.927;-256.974;-255.949;13:59:55
23;24.8757;24.9501;-256.762;-256.254;-256.7;-256.927;-256.974;-255.941;13:59:56
24;24.8757;24.9423;-256.77;-256.25;-256.692;-256.919;-256.974;-255.949;13:59:56
25;24.8757;24.9423;-256.77;-256.246;-256.692;-256.927;-256.974;-255.949;13:59:57
26;24.8757;24.9423;-256.762;-256.25;-256.7;-256.919;-256.974;-255.941;13:59:57
27;24.8757;24.9501;-256.77;-256.25;-256.7;-256.919;-256.974;-255.949;13:59:58
28;24.8679;24.9423;-256.762;-256.25;-256.7;-256.927;-256.974;-255.941;13:59:58
29;24.8757;24.9423;-256.77;-256.25;-256.7;-256.927;-256.974;-255.941;13:59:59
30;24.8757;24.9501;-256.762;-256.246;-256.708;-256.927;-256.974;-255.949;13:59:59
31;24.8757;24.9423;-256.762;-256.25;-256.692;-256.927;-256.974;-255.941;14:00:00
32;24.8757;24.9423;-256.77;-256.25;-256.692;-256.927;-256.974;-255.949;14:00:00
33;24.8757;24.9423;-256.762;-256.246;-256.7;-256.919;-256.966;-255.949;14:00:01
34;24.8836;24.9344;-256.77;-256.25;-256.7;-256.919;-256.974;-255.941;14:00:01
35;24.8757;24.9423;-256.77;-256.25;-256.7;-256.919;-256.974;-255.949;14:00:02
36;24.8757;24.9423;-256.77;-256.246;-256.692;-256.919;-256.974;-255.941;14:00:02
37;24.8757;24.9423;-256.77;-256.25;-256.7;-256.919;-256.966;-255.949;14:00:03
38;24.8757;24.9423;-256.762;-256.25;-256.692;-256.919;-256.966;-255.949;14:00:03
39;24.8679;24.9423;-256.762;-256.246;-256.692;-256.919;-256.966;-255.949;14:00:04
40;24.8757;24.9501;-256.762;-256.25;-256.692;-256.927;-256.966;-255.956;14:00:04
41;24.8757;24.9344;-256.766;-256.25;-256.7;-256.919;-256.974;-255.949;14:00:05
42;24.8679;24.9423;-256.762;-256.25;-256.692;-256.927;-256.974;-255.949;14:00:05
43;24.8679;24.9423;-256.77;-256.25;-256.692;-256.935;-256.974;-255.941;14:00:06
44;24.8757;24.9423;-256.77;-256.246;-256.7;-256.927;-256.974;-255.949;14:00:06
45;24.8679;24.9344;-256.758;-256.25;-256.684;-256.927;-256.974;-255.949;14:00:07
46;24.8679;24.9344;-256.758;-256.254;-256.692;-256.927;-256.974;-255.941;14:00:07
47;24.8757;24.9423;-256.758;-256.25;-256.692;-256.935;-256.958;-255.949;14:00:08
48;24.8679;24.9423;-256.762;-256.25;-256.684;-256.927;-256.966;-255.949;14:00:08
49;24.8757;24.9423;-256.758;-256.25;-256.692;-256.935;-256.966;-255.956;14:00:09
50;24.8679;24.9423;-256.758;-256.25;-256.692;-256.927;-256.966;-255.949;14:00:09
51;24.8757;24.9423;-256.762;-256.25;-256.684;-256.935;-256.966;-255.956;14:00:10
