Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
3;24.8914;24.9501;-256.755;-256.25;-256.692;-256.919;-256.981;-255.941;14:01:30
4;24.8914;24.9423;-256.755;-256.25;-256.692;-256.919;-256.974;-255.949;14:01:30
5;24.8914;24.9501;-256.758;-256.254;-256.7;-256.919;-256.974;-255.949;14:01:30
6;24.8914;24.9423;-256.762;-256.25;-256.692;-256.919;-256.974;-255.949;14:01:30
7;24.8992;24.9501;-256.755;-256.254;-256.7;-256.919;-256.974;-255.949;14:01:31
8;24.8992;24.9501;-256.755;-256.25;-256.692;-256.919;-256.966;-255.949;14:01:31
9;24.8992;24.9501;-256.758;-256.254;-256.7;-256.927;-256.974;-255.956;14:01:32
10;24.8914;24.9501;-256.755;-256.25;-256.692;-256.919;-256.974;-255.956;14:01:32
11;24.8992;24.9423;-256.755;-256.254;-256.7;-256.919;-256.974;-255.956;14:01:33
12;24.8992;24.9423;-256.758;-256.25;-256.692;-256.919;-256.989;-255.949;14:01:33
13;24.8992;24.9501;-256.758;-256.25;-256.692;-256.927;-256.981;-255.956;14:01:34
14;24.8992;24.9423;-256.755;-256.25;-256.684;-256.919;-256.981;-255.949;14:01:34
15;24.8914;24.9501;-256.755;-256.246;-256.692;-256.927;-256.974;-255.949;14:01:35
16;24.8992;24.9423;-256.755;-256.25;-256.676;-256.919;-256.981;-255.949;14:01:35
17;24.8992;24.9423;-256.755;-256.25;-256.684;-256.927;-256.974;-255.956;14:01:36
18;24.8914;24.9501;-256.758;-256.25;-256.684;-256.919;-256.974;-255.949;14:01:36
19;24.8992;24.9344;-256.755;-256.25;-256.684;-256.927;-256.974;-255.949;14:01:37
20;24.8992;24.9423;-256.758;-256.25;-256.684;-256.935;-256.981;-255.956;14:01:37
21;24.8914;24.9501;-256.758;-256.254;-256.684;-256.927;-256.974;-255.956;14:01:38
22;24.8992;24.9423;-256.758;-256.246;-256.692;-256.927;-256.981;-255.956;14:01:38
23;24.8914;24.9423;-256.755;-256.25;-256.692;-256.927;-256.974;-255.956;14:01:39
24;24.8836;24.9423;-256.755;-256.25;-256.7;-256.927;-256.966;-255.964;14:01:39
25;24.8914;24.9423;-256.755;-256.25;-256.692;-256.927;-256.974;-255.949;14:01:40
26;24.8836;24.9423;-256.755;-256.246;-256.692;-256.927;-256.974;-255.956;14:01:40
27;24.8914;24.9423;-256.751;-256.25;-256.692;-256.927;-256.974;-255.956;14:01:41
28;24.8836;24.9344;-256.751;-256.254;-256.692;-256.927;-256.974;-255.956;14:01:41
29;24.8914;24.9423;-256.755;-256.25;-256.7;-256.919;-256.974;-255.956;14:01:42
30;24.8836;24.9423;-256.755;-256.25;-256.7;-256.927;-256.981;-255.949;14:01:42
31;24.8914;24.9423;-256.758;-256.254;-256.7;-256.919;-256.981;-255.956;14:01:43
32;24.8836;24.9423;-256.755;-256.25;-256.692;-256.927;-256.966;-255.956;14:01:43
33;24.8914;24.9501;-256.755;-256.254;-256.692;-256.919;-256.981;-255.956;14:01:44
34;24.8836;24.9344;-256.755;-256.25;-256.7;-256.927;-256.974;-255.956;14:01:44
35;24.8836;24.9423;-256.758;-256.25;-256.692;-256.927;-256.974;-255.956;14:01:45
36;24.8914;24.9344;-256.758;-256.25;-256.692;-256.927;-256.974;-255.956;14:01:45
37;24.8914;24.9423;-256.755;-256.254;-256.7;-256.927;-256.974;-255.956;14:01:46
38;24.8836;24.9344;-256.758;-256.25;-256.692;-256.927;-256.981;-255.964;14:01:46
39;24.8914;24.9344;-256.758;-256.25;-256.692;-256.927;-256.966;-255.956;14:01:47
40;24.8836;24.9423;-256.755;-256.254;-256.692;-256.919;-256.966;-255.956;14:01:47
41;24.8914;24.9344;-256.758;-256.25;-256.692;-256.927;-256.974;-255.964;14:01:48
