Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
4;25.0831;25.0049;-256.743;-256.254;-256.7;-256.903;-256.958;-255.98;15:43:49
5;25.0753;25.0049;-256.735;-256.254;-256.708;-256.903;-256.95;-255.98;15:43:49
6;25.0714;25.0088;-256.735;-256.254;-256.708;-256.895;-256.95;-255.972;15:43:50
7;25.0753;25.0088;-256.747;-256.254;-256.708;-256.903;-256.958;-255.98;15:43:50
8;25.0714;25.0127;-256.743;-256.25;-256.708;-256.903;-256.95;-255.972;15:43:51
9;25.0714;25.0049;-256.743;-256.262;-256.7;-256.895;-256.95;-255.972;15:43:51
10;25.0753;25.0088;-256.743;-256.25;-256.708;-256.903;-256.958;-255.98;15:43:52
11;25.0675;25.0088;-256.743;-256.254;-256.708;-256.895;-256.958;-255.972;15:43:52
12;25.0714;25.0088;-256.747;-256.254;-256.7;-256.895;-256.958;-255.98;15:43:53
13;25.0753;25.0049;-256.743;-256.25;-256.7;-256.903;-256.958;-255.98;15:43:53
14;25.0714;25.0049;-256.747;-256.254;-256.7;-256.895;-256.95;-255.98;15:43:54
15;25.0675;25.0088;-256.735;-256.254;-256.708;-256.903;-256.95;-255.972;15:43:54
16;25.0714;25.0088;-256.743;-256.254;-256.692;-256.903;-256.95;-255.98;15:43:55
17;25.0714;25.0049;-256.735;-256.254;-256.7;-256.895;-256.958;-255.98;15:43:55
18;25.0714;25.0049;-256.735;-256.25;-256.7;-256.903;-256.95;-255.972;15:43:56
19;25.0831;25.0088;-256.743;-256.254;-256.708;-256.903;-256.958;-255.98;15:43:56
20;25.0753;25.0088;-256.735;-256.254;-256.7;-256.903;-256.958;-255.972;15:43:57
21;25.0753;25.0049;-256.743;-256.258;-256.7;-256.903;-256.958;-255.98;15:43:57
22;25.0714;25.0088;-256.743;-256.25;-256.7;-256.903;-256.958;-255.988;15:43:58
23;25.0714;25.0088;-256.735;-256.254;-256.7;-256.903;-256.958;-255.98;15:43:58
24;25.0792;25.0088;-256.747;-256.254;-256.7;-256.903;-256.958;-255.98;15:43:59
25;25.0753;25.0088;-256.743;-256.254;-256.708;-256.903;-256.958;-255.98;15:43:59
26;25.0714;25.0049;-256.747;-256.254;-256.7;-256.903;-256.958;-255.98;15:44:00
27;25.0675;25.0049;-256.743;-256.262;-256.7;-256.903;-256.958;-255.988;15:44:00
28;25.0714;25.0049;-256.743;-256.254;-256.7;-256.895;-256.958;-255.98;15:44:01
29;25.0753;25.0049;-256.743;-256.254;-256.708;-256.903;-256.958;-255.98;15:44:01
30;25.0714;25.0088;-256.735;-256.25;-256.708;-256.895;-256.958;-255.98;15:44:02
31;25.0753;25.0088;-256.747;-256.254;-256.708;-256.903;-256.958;-255.98;15:44:02
32;25.0753;25.0088;-256.743;-256.254;-256.708;-256.903;-256.95;-255.98;15:44:03
33;25.0714;25.0088;-256.743;-256.254;-256.708;-256.903;-256.95;-255.98;15:44:03
34;25.0714;25.0088;-256.735;-256.25;-256.7;-256.903;-256.958;-255.972;15:44:04
35;25.0714;25.0049;-256.743;-256.254;-256.708;-256.903;-256.958;-255.98;15:44:04
36;25.0753;25.0088;-256.743;-256.25;-256.7;-256.903;-256.95;-255.972;15:44:05
37;25.0714;25.0088;-256.743;-256.254;-256.7;-256.895;-256.95;-255.972;15:44:05
38;25.0753;25.0088;-256.747;-256.254;-256.708;-256.903;-256.95;-255.98;15:44:06
39;25.0714;25.0127;-256.743;-256.254;-256.708;-256.903;-256.95;-255.972;15:44:06
40;25.0714;25.0127;-256.747;-256.254;-256.7;-256.903;-256.958;-255.98;15:44:07
41;25.0753;25.0127;-256.747;-256.254;-256.7;-256.903;-256.958;-255.972;15:44:07
42;25.0753;25.0127;-256.747;-256.254;-256.708;-256.895;-256.95;-255.972;15:44:08
43;25.0753;25.0088;-256.743;-256.254;-256.7;-256.911;-256.95;-255.98;15:44:08
44;25.0753;25.0127;-256.743;-256.254;-256.708;-256.903;-256.958;-255.964;15:44:09
45;25.0714;25.0127;-256.743;-256.254;-256.7;-256.903;-256.958;-255.964;15:44:09
46;25.0753;25.0127;-256.747;-256.25;-256.708;-256.903;-256.958;-255.972;15:44:10
47;25.0714;25.0127;-256.743;-256.254;-256.708;-256.903;-256.95;-255.972;15:44:10
48;25.0714;25.0088;-256.747;-256.254;-256.708;-256.903;-256.958;-255.964;15:44:11
49;25.0714;25.0088;-256.743;-256.258;-256.7;-256.903;-256.95;-255.972;15:44:11
50;25.0714;25.0127;-256.743;-256.262;-256.708;-256.903;-256.942;-255.972;15:44:12
51;25.0714;25.0127;-256.743;-256.254;-256.7;-256.903;-256.95;-255.972;15:44:12
52;25.0714;25.0127;-256.743;-256.254;-256.708;-256.895;-256.958;-255.972;15:44:13
53;25.0753;25.0088;-256.743;-256.262;-256.7;-256.903;-256.95;-255.972;15:44:13
54;25.0714;25.0127;-256.735;-256.262;-256.708;-256.903;-256.958;-255.972;15:44:14
55;25.0753;25.0127;-256.747;-256.269;-256.7;-256.903;-256.958;-255.964;15:44:14
56;25.0675;25.0127;-256.743;-256.254;-256.7;-256.911;-256.966;-255.972;15:44:15
57;25.0714;25.0127;-256.747;-256.262;-256.708;-256.903;-256.958;-255.972;15:44:15
58;25.0714;25.0127;-256.747;-256.262;-256.7;-256.911;-256.958;-255.972;15:44:16
59;25.0714;25.0127;-256.747;-256.254;-256.708;-256.903;-256.958;-255.972;15:44:16
60;25.0675;25.0166;-256.743;-256.262;-256.7;-256.895;-256.95;-255.98;15:44:17
61;25.0675;25.0127;-256.747;-256.262;-256.715;-256.903;-256.966;-255.98;15:44:17
62;25.0675;25.0166;-256.743;-256.262;-256.708;-256.895;-256.958;-255.972;15:44:18
63;25.0675;25.0166;-256.747;-256.262;-256.708;-256.903;-256.958;-255.972;15:44:18
64;25.0675;25.0166;-256.735;-256.254;-256.7;-256.895;-256.966;-255.972;15:44:19
65;25.0675;25.0166;-256.735;-256.25;-256.715;-256.911;-256.966;-255.972;15:44:19
66;25.0675;25.0166;-256.743;-256.254;-256.708;-256.895;-256.958;-255.98;15:44:20
67;25.0675;25.0166;-256.735;-256.254;-256.7;-256.903;-256.958;-255.972;15:44:20
68;25.0675;25.0166;-256.735;-256.262;-256.708;-256.895;-256.958;-255.98;15:44:21
69;25.0714;25.0166;-256.743;-256.254;-256.708;-256.903;-256.958;-255.98;15:44:21
70;25.0675;25.0166;-256.743;-256.254;-256.708;-256.903;-256.95;-255.972;15:44:22
71;25.0714;25.0166;-256.735;-256.254;-256.708;-256.895;-256.958;-255.98;15:44:22
72;25.0675;25.0205;-256.743;-256.254;-256.708;-256.903;-256.958;-255.972;15:44:23
73;25.0675;25.0166;-256.735;-256.254;-256.708;-256.903;-256.958;-255.972;15:44:23
74;25.0675;25.0166;-256.743;-256.25;-256.708;-256.895;-256.958;-255.98;15:44:24
75;25.0714;25.0127;-256.747;-256.25;-256.715;-256.903;-256.958;-255.972;15:44:24
76;25.0675;25.0127;-256.747;-256.254;-256.708;-256.903;-256.958;-255.972;15:44:25
77;25.0675;25.0127;-256.747;-256.25;-256.708;-256.895;-256.958;-255.972;15:44:25
78;25.0675;25.0166;-256.747;-256.25;-256.708;-256.911;-256.958;-255.98;15:44:26
79;25.0675;25.0166;-256.751;-256.25;-256.7;-256.903;-256.958;-255.972;15:44:26
80;25.0675;25.0166;-256.751;-256.25;-256.708;-256.903;-256.966;-255.972;15:44:27
81;25.0675;25.0166;-256.747;-256.246;-256.708;-256.895;-256.958;-255.972;15:44:27
82;25.0675;25.0166;-256.751;-256.25;-256.708;-256.903;-256.958;-255.964;15:44:28
83;25.0675;25.0127;-256.743;-256.254;-256.708;-256.903;-256.958;-255.972;15:44:28
84;25.0675;25.0166;-256.747;-256.25;-256.708;-256.895;-256.958;-255.972;15:44:29
85;25.0675;25.0166;-256.747;-256.25;-256.7;-256.903;-256.95;-255.98;15:44:29
86;25.0675;25.0127;-256.747;-256.25;-256.708;-256.903;-256.958;-255.964;15:44:30
87;25.0675;25.0166;-256.747;-256.25;-256.708;-256.903;-256.958;-255.972;15:44:30
88;25.0714;25.0127;-256.747;-256.25;-256.708;-256.903;-256.958;-255.972;15:44:31
89;25.0714;25.0166;-256.747;-256.25;-256.708;-256.903;-256.958;-255.964;15:44:31
90;25.0714;25.0166;-256.747;-256.25;-256.708;-256.895;-256.95;-255.972;15:44:32
91;25.0675;25.0205;-256.751;-256.25;-256.7;-256.903;-256.958;-255.972;15:44:32
92;25.0675;25.0166;-256.751;-256.25;-256.708;-256.903;-256.958;-255.972;15:44:33
93;25.0675;25.0166;-256.747;-256.254;-256.7;-256.903;-256.95;-255.972;15:44:33
94;25.0675;25.0166;-256.751;-256.25;-256.7;-256.903;-256.958;-255.964;15:44:34
95;25.0675;25.0127;-256.751;-256.25;-256.7;-256.903;-256.958;-255.972;15:44:34
96;25.0714;25.0127;-256.751;-256.25;-256.708;-256.903;-256.958;-255.972;15:44:35
97;25.0714;25.0166;-256.751;-256.254;-256.708;-256.903;-256.958;-255.964;15:44:35
98;25.0714;25.0166;-256.751;-256.25;-256.708;-256.903;-256.966;-255.972;15:44:36
99;25.0714;25.0127;-256.751;-256.254;-256.7;-256.911;-256.966;-255.972;15:44:36
100;25.0675;25.0166;-256.751;-256.254;-256.708;-256.903;-256.958;-255.964;15:44:37
101;25.0714;25.0127;-256.751;-256.254;-256.708;-256.911;-256.966;-255.964;15:44:37
102;25.0714;25.0166;-256.751;-256.262;-256.7;-256.903;-256.958;-255.964;15:44:38
103;25.0753;25.0127;-256.751;-256.258;-256.708;-256.911;-256.958;-255.956;15:44:38
104;25.0753;25.0166;-256.751;-256.254;-256.7;-256.911;-256.966;-255.964;15:44:39
105;25.0753;25.0127;-256.751;-256.254;-256.708;-256.911;-256.958;-255.972;15:44:39
106;25.0714;25.0166;-256.751;-256.262;-256.708;-256.903;-256.95;-255.964;15:44:40
107;25.0753;25.0127;-256.751;-256.262;-256.7;-256.911;-256.966;-255.972;15:44:40
108;25.0714;25.0166;-256.747;-256.254;-256.7;-256.903;-256.966;-255.972;15:44:41
109;25.0714;25.0166;-256.747;-256.262;-256.708;-256.895;-256.958;-255.972;15:44:41
110;25.0714;25.0166;-256.747;-256.262;-256.708;-256.903;-256.95;-255.972;15:44:42
111;25.0753;25.0166;-256.751;-256.254;-256.708;-256.895;-256.966;-255.972;15:44:42
112;25.0675;25.0166;-256.751;-256.262;-256.7;-256.903;-256.958;-255.98;15:44:43
113;25.0714;25.0244;-256.751;-256.258;-256.708;-256.895;-256.958;-255.972;15:44:43
114;25.0753;25.0166;-256.747;-256.254;-256.7;-256.903;-256.958;-255.98;15:44:44
115;25.0714;25.0127;-256.751;-256.254;-256.708;-256.903;-256.958;-255.98;15:44:44
116;25.0831;25.0166;-256.751;-256.254;-256.708;-256.903;-256.966;-255.972;15:44:45
117;25.0753;25.0127;-256.743;-256.254;-256.7;-256.903;-256.958;-255.972;15:44:45
118;25.0753;25.0205;-256.751;-256.262;-256.708;-256.911;-256.958;-255.972;15:44:46
119;25.0753;25.0166;-256.747;-256.25;-256.7;-256.903;-256.958;-255.972;15:44:46
120;25.0753;25.0166;-256.743;-256.254;-256.7;-256.903;-256.958;-255.98;15:44:47
121;25.0714;25.0166;-256.747;-256.25;-256.708;-256.911;-256.958;-255.972;15:44:47
122;25.0714;25.0166;-256.747;-256.25;-256.708;-256.903;-256.95;-255.972;15:44:48
123;25.0675;25.0244;-256.747;-256.25;-256.7;-256.903;-256.958;-255.972;15:44:48
124;25.0714;25.0205;-256.747;-256.254;-256.708;-256.903;-256.95;-255.972;15:44:49
125;25.0753;25.0244;-256.747;-256.258;-256.708;-256.903;-256.95;-255.98;15:44:49
126;25.0753;25.0166;-256.747;-256.25;-256.7;-256.911;-256.958;-255.964;15:44:50
127;25.0753;25.0166;-256.743;-256.254;-256.708;-256.903;-256.958;-255.972;15:44:50
128;25.0714;25.0244;-256.747;-256.254;-256.708;-256.903;-256.95;-255.98;15:44:51
129;25.0753;25.0244;-256.739;-256.254;-256.708;-256.911;-256.958;-255.972;15:44:51
130;25.0714;25.0166;-256.743;-256.262;-256.7;-256.911;-256.95;-255.972;15:44:52
131;25.0753;25.0166;-256.747;-256.262;-256.708;-256.903;-256.958;-255.972;15:44:52
