Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
1;24.8836;24.9736;5.65358;-176.399;-345.029;-343.111;-343.385;-144.998;13:58:06
2;24.8914;24.9736;38.2917;-168.011;-345.029;-343.111;-343.385;-126.417;13:58:22
3;24.8836;24.9736;69.9126;-159.818;-345.029;-343.111;-343.385;-107.692;13:58:22
4;24.8914;24.9814;100.575;-151.77;-345.029;-343.111;-343.385;-88.7592;13:58:22
5;24.8836;24.9814;130.31;-144.082;-345.029;-343.111;-343.385;-69.6349;13:58:22
6;24.8836;24.9814;159.098;-195.281;-316.182;-343.111;-270.687;-107.148;13:58:22
7;24.8836;24.9814;151.704;-256.355;-256.602;-289.158;-256.899;-256.035;13:58:22
8;24.8836;24.9892;-105.959;-256.324;-256.637;-256.848;-256.927;-255.996;13:58:22
9;24.8836;24.9814;-256.68;-256.293;-256.653;-256.88;-256.95;-255.98;13:58:22
10;24.8836;24.997;-256.704;-256.285;-256.668;-256.888;-256.95;-255.98;13:58:22
11;24.8992;24.9814;-256.719;-256.285;-256.661;-256.903;-256.966;-255.972;13:58:22
12;24.8914;24.9892;-256.719;-256.277;-256.661;-256.903;-256.958;-255.972;13:58:22
13;24.8992;24.9814;-256.727;-256.277;-256.668;-256.903;-256.974;-255.972;13:58:22
14;24.8992;24.9814;-256.727;-256.269;-256.668;-256.911;-256.966;-255.964;13:58:22
15;24.8992;24.9814;-256.735;-256.277;-256.661;-256.911;-256.974;-255.972;13:58:22
16;24.8914;24.9814;-256.743;-256.277;-256.668;-256.911;-256.974;-255.972;13:58:22
17;24.8914;24.9814;-256.735;-256.269;-256.676;-256.911;-256.974;-255.964;13:58:22
18;24.8914;24.9736;-256.743;-256.269;-256.668;-256.911;-256.974;-255.964;13:58:22
19;24.8992;24.9892;-256.747;-256.269;-256.676;-256.919;-256.981;-255.964;13:58:22
20;24.8992;24.9814;-256.735;-256.269;-256.676;-256.911;-256.974;-255.972;13:58:22
21;24.8992;24.9814;-256.751;-256.262;-256.684;-256.911;-256.974;-255.964;13:58:22
22;24.8914;24.9814;-256.747;-256.262;-256.684;-256.919;-256.974;-255.964;13:58:22
23;24.8914;24.9814;-256.751;-256.269;-256.676;-256.911;-256.981;-255.964;13:58:22
24;24.8992;24.9814;-256.751;-256.262;-256.684;-256.919;-256.974;-255.964;13:58:22
25;24.8992;24.9814;-256.751;-256.262;-256.684;-256.911;-256.966;-255.964;13:58:22
26;24.8914;24.9814;-256.751;-256.262;-256.684;-256.911;-256.974;-255.956;13:58:22
27;24.8914;24.9814;-256.751;-256.262;-256.684;-256.919;-256.974;-255.964;13:58:23
28;24.8992;24.9814;-256.751;-256.269;-256.684;-256.911;-256.974;-255.956;13:58:23
29;24.8914;24.9736;-256.755;-256.262;-256.676;-256.919;-256.974;-255.956;13:58:23
30;24.8992;24.9814;-256.751;-256.262;-256.684;-256.919;-256.974;-255.964;13:58:23
31;24.8914;24.9814;-256.751;-256.254;-256.684;-256.927;-256.974;-255.949;13:58:23
32;24.8992;24.9814;-256.751;-256.262;-256.676;-256.919;-256.974;-255.956;13:58:23
