Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
35;26.0612;25.9986;-256.758;-256.269;-256.715;-256.895;-256.927;-255.996;15:59:12
36;26.0534;25.9986;-256.758;-256.254;-256.715;-256.888;-256.927;-255.988;15:59:12
37;26.0534;25.9986;-256.762;-256.262;-256.715;-256.888;-256.927;-256.003;15:59:12
38;26.0612;25.9986;-256.758;-256.262;-256.715;-256.895;-256.927;-256.003;15:59:13
39;26.0534;25.9947;-256.758;-256.262;-256.715;-256.888;-256.919;-255.996;15:59:13
40;26.0534;25.9986;-256.755;-256.269;-256.715;-256.895;-256.927;-255.996;15:59:14
41;26.0612;25.9986;-256.755;-256.262;-256.715;-256.888;-256.927;-255.996;15:59:14
42;26.0456;25.9986;-256.758;-256.254;-256.715;-256.888;-256.927;-256.003;15:59:15
43;26.0534;25.9986;-256.758;-256.262;-256.715;-256.895;-256.927;-255.996;15:59:15
44;26.0534;25.9947;-256.755;-256.262;-256.715;-256.888;-256.935;-255.996;15:59:16
45;26.0534;25.9947;-256.755;-256.262;-256.715;-256.888;-256.935;-255.996;15:59:16
46;26.0612;25.9947;-256.758;-256.254;-256.715;-256.888;-256.927;-255.988;15:59:17
47;26.0456;26.0025;-256.751;-256.262;-256.723;-256.888;-256.927;-255.996;15:59:17
48;26.0612;25.9986;-256.755;-256.262;-256.708;-256.88;-256.927;-255.996;15:59:18
49;26.0534;25.9986;-256.758;-256.254;-256.723;-256.895;-256.927;-255.988;15:59:18
50;26.0612;26.0025;-256.755;-256.262;-256.708;-256.888;-256.935;-255.988;15:59:19
51;26.0534;25.9986;-256.758;-256.262;-256.723;-256.888;-256.927;-255.996;15:59:19
52;26.0534;25.9986;-256.755;-256.269;-256.708;-256.888;-256.927;-255.988;15:59:20
53;26.0534;25.9947;-256.758;-256.262;-256.715;-256.888;-256.927;-255.988;15:59:20
54;26.0612;25.9986;-256.755;-256.254;-256.715;-256.903;-256.935;-255.996;15:59:21
55;26.0534;26.0025;-256.755;-256.262;-256.715;-256.895;-256.927;-255.988;15:59:21
56;26.0612;25.9986;-256.758;-256.262;-256.715;-256.895;-256.927;-255.988;15:59:22
