Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
38;26.6442;26.4368;-256.755;-256.254;-256.723;-256.895;-256.935;-255.98;16:12:10
39;26.6598;26.4407;-256.747;-256.269;-256.723;-256.895;-256.935;-255.988;16:12:10
40;26.6677;26.4407;-256.755;-256.254;-256.731;-256.895;-256.942;-255.98;16:12:11
41;26.6677;26.4407;-256.758;-256.262;-256.723;-256.895;-256.942;-255.988;16:12:11
42;26.6755;26.4447;-256.751;-256.262;-256.723;-256.895;-256.942;-255.98;16:12:12
43;26.6755;26.4525;-256.751;-256.254;-256.723;-256.895;-256.927;-255.972;16:12:12
44;26.6833;26.4603;-256.755;-256.254;-256.715;-256.895;-256.942;-255.98;16:12:13
45;26.6833;26.4525;-256.755;-256.254;-256.731;-256.888;-256.935;-255.98;16:12:13
46;26.6833;26.4603;-256.755;-256.25;-256.723;-256.895;-256.927;-255.988;16:12:14
47;26.6911;26.4603;-256.751;-256.262;-256.723;-256.903;-256.935;-255.988;16:12:14
48;26.6911;26.476;-256.758;-256.254;-256.723;-256.903;-256.935;-255.988;16:12:15
49;26.6911;26.4603;-256.755;-256.262;-256.723;-256.903;-256.935;-255.988;16:12:15
50;26.699;26.4681;-256.758;-256.262;-256.723;-256.895;-256.942;-255.988;16:12:16
51;26.7068;26.476;-256.755;-256.269;-256.723;-256.903;-256.927;-255.996;16:12:16
52;26.7146;26.476;-256.755;-256.262;-256.723;-256.903;-256.935;-255.996;16:12:17
