Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
42;27.8571;27.7358;-256.762;-256.254;-256.715;-256.895;-256.927;-255.996;16:21:36
43;27.8571;27.7436;-256.762;-256.262;-256.715;-256.888;-256.919;-255.988;16:21:37
44;27.8571;27.7436;-256.755;-256.254;-256.715;-256.888;-256.927;-255.996;16:21:37
45;27.8492;27.7358;-256.758;-256.254;-256.715;-256.888;-256.923;-255.988;16:21:38
46;27.8492;27.7514;-256.758;-256.262;-256.723;-256.888;-256.919;-255.996;16:21:38
47;27.8571;27.7436;-256.762;-256.262;-256.715;-256.888;-256.919;-255.988;16:21:39
48;27.8492;27.7358;-256.762;-256.254;-256.708;-256.895;-256.915;-255.996;16:21:39
49;27.8492;27.7436;-256.758;-256.262;-256.715;-256.888;-256.919;-255.988;16:21:40
50;27.8414;27.7358;-256.762;-256.262;-256.723;-256.888;-256.927;-255.996;16:21:40
51;27.8414;27.7358;-256.758;-256.254;-256.715;-256.888;-256.927;-255.988;16:21:41
52;27.8414;27.728;-256.762;-256.254;-256.715;-256.888;-256.927;-255.996;16:21:41
