Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
43;27.681;27.5597;-256.758;-256.269;-256.715;-256.888;-256.935;-255.996;16:23:16
44;27.681;27.5519;-256.762;-256.262;-256.723;-256.888;-256.935;-255.996;16:23:16
45;27.6732;27.5519;-256.755;-256.269;-256.723;-256.888;-256.942;-255.996;16:23:17
46;27.6732;27.5597;-256.751;-256.262;-256.715;-256.888;-256.927;-255.988;16:23:17
47;27.6732;27.5597;-256.755;-256.269;-256.715;-256.895;-256.942;-255.996;16:23:18
48;27.6732;27.5519;-256.755;-256.262;-256.715;-256.888;-256.935;-255.988;16:23:18
49;27.6732;27.5441;-256.758;-256.262;-256.715;-256.888;-256.927;-255.996;16:23:19
50;27.6654;27.5519;-256.758;-256.269;-256.715;-256.888;-256.942;-255.988;16:23:19
51;27.681;27.5519;-256.755;-256.269;-256.715;-256.888;-256.935;-255.996;16:23:20
52;27.6654;27.5519;-256.755;-256.262;-256.715;-256.888;-256.942;-255.988;16:23:20
53;27.6654;27.5597;-256.758;-256.269;-256.715;-256.895;-256.942;-255.996;16:23:21
54;27.6654;27.5519;-256.755;-256.262;-256.723;-256.888;-256.935;-255.996;16:23:21
55;27.6654;27.5519;-256.758;-256.269;-256.723;-256.895;-256.942;-255.996;16:23:22
56;27.6654;27.5519;-256.758;-256.262;-256.715;-256.895;-256.942;-256.003;16:23:22
57;27.6732;27.5441;-256.755;-256.269;-256.731;-256.88;-256.942;-255.996;16:23:23
58;27.7201;27.5441;-256.755;-256.262;-256.715;-256.888;-256.942;-255.996;16:23:23
59;27.7749;27.5441;-256.755;-256.269;-256.723;-256.88;-256.935;-255.996;16:23:24
60;27.8101;27.5441;-256.755;-256.262;-256.723;-256.88;-256.942;-256.003;16:23:24
61;27.8179;27.5441;-256.755;-256.254;-256.723;-256.895;-256.935;-255.996;16:23:25
62;27.8179;27.5362;-256.758;-256.262;-256.723;-256.888;-256.935;-255.988;16:23:25
63;27.8023;27.5441;-256.755;-256.254;-256.731;-256.888;-256.942;-255.996;16:23:26
64;27.7945;27.5362;-256.758;-256.262;-256.723;-256.895;-256.935;-255.996;16:23:26
65;27.7945;27.5362;-256.755;-256.262;-256.731;-256.888;-256.942;-256.003;16:23:27
66;27.7866;27.5362;-256.758;-256.262;-256.723;-256.895;-256.935;-255.996;16:23:27
67;27.7866;27.5362;-256.755;-256.262;-256.715;-256.895;-256.942;-256.003;16:23:28
68;27.7827;27.5284;-256.758;-256.262;-256.723;-256.888;-256.935;-255.996;16:23:28
69;27.7788;27.5362;-256.755;-256.254;-256.715;-256.895;-256.942;-256.003;16:23:29
70;27.7749;27.5206;-256.758;-256.254;-256.723;-256.888;-256.935;-255.996;16:23:29
71;27.7593;27.5362;-256.755;-256.262;-256.723;-256.895;-256.942;-256.003;16:23:30
72;27.7593;27.5284;-256.758;-256.262;-256.723;-256.895;-256.942;-255.996;16:23:30
73;27.7593;27.5284;-256.758;-256.262;-256.723;-256.895;-256.942;-256.003;16:23:31
74;27.7514;27.5284;-256.755;-256.254;-256.723;-256.895;-256.942;-255.996;16:23:31
75;27.7436;27.5362;-256.755;-256.269;-256.715;-256.895;-256.935;-255.996;16:23:32
76;27.7358;27.5206;-256.755;-256.262;-256.723;-256.888;-256.942;-256.003;16:23:32
77;27.7358;27.5206;-256.758;-256.262;-256.723;-256.895;-256.942;-256.003;16:23:33
78;27.728;27.5284;-256.755;-256.262;-256.715;-256.895;-256.935;-255.996;16:23:33
79;27.7201;27.5284;-256.755;-256.262;-256.715;-256.895;-256.942;-256.003;16:23:34
80;27.7123;27.5206;-256.758;-256.269;-256.723;-256.888;-256.935;-256.003;16:23:34
81;27.7123;27.5284;-256.755;-256.262;-256.723;-256.895;-256.95;-256.003;16:23:35
82;27.7045;27.5206;-256.751;-256.262;-256.715;-256.895;-256.958;-255.996;16:23:35
83;27.7045;27.5206;-256.755;-256.262;-256.715;-256.888;-256.942;-255.996;16:23:36
84;27.7045;27.5284;-256.758;-256.262;-256.723;-256.895;-256.942;-255.996;16:23:36
85;27.6967;27.5206;-256.755;-256.262;-256.723;-256.895;-256.942;-255.996;16:23:37
86;27.7045;27.5206;-256.755;-256.262;-256.723;-256.888;-256.942;-255.996;16:23:37
87;27.6967;27.5206;-256.755;-256.262;-256.731;-256.888;-256.958;-255.996;16:23:38
88;27.6967;27.5128;-256.758;-256.262;-256.715;-256.888;-256.95;-255.996;16:23:38
89;27.6967;27.5284;-256.758;-256.262;-256.723;-256.888;-256.942;-255.996;16:23:39
90;27.7045;27.5206;-256.755;-256.262;-256.723;-256.888;-256.942;-255.996;16:23:39
91;27.7045;27.5206;-256.758;-256.262;-256.723;-256.88;-256.95;-255.996;16:23:40
92;27.7045;27.5284;-256.758;-256.262;-256.715;-256.888;-256.95;-255.996;16:23:40
93;27.7123;27.5284;-256.755;-256.254;-256.715;-256.888;-256.942;-255.996;16:23:41
94;27.7045;27.5284;-256.758;-256.262;-256.723;-256.888;-256.95;-255.996;16:23:41
95;27.7045;27.5284;-256.758;-256.262;-256.723;-256.888;-256.942;-255.996;16:23:42
96;27.7045;27.5362;-256.755;-256.254;-256.715;-256.888;-256.958;-255.996;16:23:42
97;27.7045;27.5284;-256.758;-256.262;-256.715;-256.888;-256.942;-255.996;16:23:43
98;27.7045;27.5362;-256.755;-256.262;-256.723;-256.895;-256.95;-255.988;16:23:43
99;27.7123;27.5362;-256.758;-256.262;-256.715;-256.888;-256.95;-255.996;16:23:44
100;27.7123;27.5441;-256.758;-256.254;-256.723;-256.88;-256.942;-255.996;16:23:44
101;27.728;27.5441;-256.758;-256.262;-256.715;-256.895;-256.95;-255.996;16:23:45
102;27.7201;27.5441;-256.755;-256.262;-256.715;-256.888;-256.942;-255.988;16:23:45
103;27.7201;27.5441;-256.758;-256.262;-256.723;-256.888;-256.935;-255.988;16:23:46
