Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
37;26.0769;26.0025;-256.762;-256.262;-256.723;-256.903;-256.942;-255.988;16:10:39
38;26.0691;26.0065;-256.762;-256.269;-256.723;-256.895;-256.935;-255.98;16:10:40
39;26.0769;26.0065;-256.762;-256.262;-256.723;-256.903;-256.942;-255.98;16:10:40
40;26.0769;26.0065;-256.77;-256.262;-256.715;-256.903;-256.942;-255.98;16:10:41
41;26.0769;26.0025;-256.762;-256.262;-256.723;-256.903;-256.935;-255.98;16:10:41
42;26.0847;26.0065;-256.762;-256.262;-256.723;-256.903;-256.942;-255.98;16:10:42
43;26.0769;26.0025;-256.762;-256.262;-256.723;-256.903;-256.935;-255.98;16:10:42
44;26.0769;26.0025;-256.758;-256.262;-256.715;-256.903;-256.927;-255.98;16:10:43
45;26.0769;26.0065;-256.762;-256.262;-256.723;-256.903;-256.935;-255.988;16:10:43
46;26.0691;26.0065;-256.758;-256.262;-256.723;-256.895;-256.942;-255.98;16:10:44
47;26.0769;26.0065;-256.758;-256.262;-256.723;-256.903;-256.935;-255.988;16:10:44
48;26.0691;26.0065;-256.762;-256.262;-256.723;-256.895;-256.942;-255.98;16:10:45
49;26.0769;26.0065;-256.758;-256.262;-256.723;-256.903;-256.935;-255.972;16:10:45
50;26.0691;26.0065;-256.755;-256.262;-256.723;-256.895;-256.935;-255.98;16:10:46
51;26.0691;26.0065;-256.762;-256.262;-256.723;-256.903;-256.927;-255.988;16:10:46
52;26.0769;26.0025;-256.762;-256.262;-256.731;-256.903;-256.935;-255.98;16:10:47
53;26.0769;26.0025;-256.758;-256.262;-256.723;-256.903;-256.942;-255.972;16:10:47
54;26.0769;26.0025;-256.762;-256.262;-256.731;-256.903;-256.927;-255.988;16:10:48
55;26.0769;26.0025;-256.758;-256.262;-256.723;-256.903;-256.942;-255.988;16:10:48
56;26.0769;26.0025;-256.758;-256.262;-256.731;-256.903;-256.927;-255.988;16:10:49
57;26.0769;25.9986;-256.762;-256.254;-256.723;-256.903;-256.942;-255.98;16:10:49
58;26.0691;26.0025;-256.758;-256.262;-256.731;-256.895;-256.927;-255.988;16:10:50
59;26.0769;25.9986;-256.758;-256.254;-256.723;-256.903;-256.935;-255.98;16:10:50
60;26.0769;26.0025;-256.758;-256.269;-256.723;-256.895;-256.935;-255.988;16:10:51
61;26.0691;25.9986;-256.762;-256.254;-256.731;-256.903;-256.935;-255.988;16:10:51
62;26.0769;25.9986;-256.762;-256.269;-256.723;-256.895;-256.935;-255.98;16:10:52
63;26.0691;25.9986;-256.77;-256.262;-256.731;-256.903;-256.935;-255.988;16:10:52
64;26.0769;25.9986;-256.762;-256.262;-256.731;-256.895;-256.935;-255.988;16:10:53
65;26.0691;25.9986;-256.77;-256.262;-256.723;-256.903;-256.935;-255.98;16:10:53
66;26.0769;25.9986;-256.762;-256.262;-256.731;-256.903;-256.935;-255.98;16:10:54
67;26.0691;25.9986;-256.762;-256.262;-256.723;-256.895;-256.935;-255.988;16:10:54
68;26.0612;25.9947;-256.762;-256.262;-256.731;-256.895;-256.927;-255.988;16:10:55
69;26.0769;25.9986;-256.762;-256.269;-256.723;-256.895;-256.942;-255.98;16:10:55
70;26.0691;26.0025;-256.758;-256.254;-256.723;-256.895;-256.942;-255.988;16:10:56
71;26.0691;25.9986;-256.762;-256.262;-256.731;-256.895;-256.935;-255.98;16:10:56
72;26.0691;26.0025;-256.762;-256.269;-256.731;-256.895;-256.935;-255.988;16:10:57
73;26.0769;25.9986;-256.762;-256.262;-256.715;-256.895;-256.935;-255.988;16:10:57
74;26.0691;26.0025;-256.762;-256.254;-256.723;-256.895;-256.935;-255.98;16:10:58
75;26.0769;25.9986;-256.762;-256.262;-256.723;-256.895;-256.935;-255.988;16:10:58
76;26.0769;26.0025;-256.762;-256.262;-256.723;-256.895;-256.935;-255.98;16:10:59
77;26.0847;25.9986;-256.758;-256.262;-256.723;-256.888;-256.942;-255.988;16:10:59
78;26.0847;25.9986;-256.762;-256.262;-256.731;-256.888;-256.935;-255.98;16:11:00
79;26.0769;26.0025;-256.758;-256.262;-256.731;-256.895;-256.942;-255.98;16:11:00
80;26.0769;26.0065;-256.762;-256.262;-256.723;-256.895;-256.942;-255.98;16:11:01
81;26.0769;26.0025;-256.758;-256.262;-256.723;-256.895;-256.942;-255.98;16:11:01
82;26.0769;26.0025;-256.758;-256.254;-256.731;-256.895;-256.942;-255.98;16:11:02
83;26.0769;26.0025;-256.755;-256.262;-256.723;-256.895;-256.935;-255.98;16:11:02
84;26.0769;26.0025;-256.755;-256.262;-256.723;-256.903;-256.927;-255.988;16:11:03
85;26.0769;26.0025;-256.758;-256.262;-256.731;-256.895;-256.935;-255.98;16:11:03
86;26.0847;26.0025;-256.762;-256.254;-256.723;-256.895;-256.927;-255.988;16:11:04
87;26.0847;26.0065;-256.758;-256.269;-256.723;-256.903;-256.935;-255.98;16:11:04
88;26.0964;26.0104;-256.762;-256.262;-256.731;-256.895;-256.935;-255.98;16:11:05
89;26.0925;26.0104;-256.758;-256.262;-256.723;-256.903;-256.935;-255.988;16:11:05
90;26.0964;26.0104;-256.758;-256.262;-256.723;-256.895;-256.942;-255.98;16:11:06
91;26.1004;26.0104;-256.758;-256.262;-256.723;-256.895;-256.942;-255.988;16:11:06
92;26.1004;26.0143;-256.758;-256.262;-256.723;-256.903;-256.935;-255.972;16:11:07
93;26.1004;26.0143;-256.751;-256.262;-256.723;-256.895;-256.935;-255.98;16:11:07
94;26.1043;26.0143;-256.755;-256.262;-256.731;-256.895;-256.935;-255.98;16:11:08
95;26.1043;26.0221;-256.755;-256.262;-256.731;-256.903;-256.935;-255.98;16:11:08
96;26.1043;26.0143;-256.751;-256.262;-256.731;-256.895;-256.927;-255.98;16:11:09
97;26.1121;26.0299;-256.755;-256.269;-256.723;-256.895;-256.935;-255.98;16:11:09
98;26.1121;26.0299;-256.755;-256.262;-256.731;-256.895;-256.927;-255.972;16:11:10
99;26.1277;26.0378;-256.762;-256.262;-256.731;-256.903;-256.935;-255.98;16:11:10
100;26.1199;26.0456;-256.758;-256.262;-256.723;-256.895;-256.927;-255.98;16:11:11
101;26.1356;26.0378;-256.77;-256.269;-256.723;-256.903;-256.927;-255.972;16:11:11
102;26.1277;26.0378;-256.762;-256.262;-256.731;-256.888;-256.935;-255.98;16:11:12
103;26.1356;26.0378;-256.762;-256.262;-256.723;-256.903;-256.935;-255.98;16:11:12
104;26.1277;26.0378;-256.762;-256.262;-256.723;-256.895;-256.927;-255.98;16:11:13
105;26.1434;26.0456;-256.762;-256.269;-256.731;-256.903;-256.935;-255.98;16:11:13
106;26.1434;26.0456;-256.762;-256.262;-256.723;-256.895;-256.935;-255.98;16:11:14
107;26.1512;26.0456;-256.758;-256.269;-256.723;-256.895;-256.942;-255.98;16:11:14
108;26.1669;26.0612;-256.762;-256.262;-256.723;-256.903;-256.927;-255.98;16:11:15
109;26.1669;26.0612;-256.762;-256.262;-256.731;-256.895;-256.935;-255.98;16:11:15
110;26.1747;26.0691;-256.762;-256.262;-256.723;-256.895;-256.935;-255.972;16:11:16
111;26.1747;26.0691;-256.766;-256.262;-256.731;-256.895;-256.927;-255.98;16:11:16
112;26.1825;26.0691;-256.762;-256.262;-256.731;-256.895;-256.942;-255.98;16:11:17
113;26.1903;26.0691;-256.762;-256.262;-256.731;-256.903;-256.942;-255.98;16:11:17
114;26.1825;26.0691;-256.77;-256.262;-256.731;-256.895;-256.942;-255.972;16:11:18
115;26.1903;26.0769;-256.762;-256.254;-256.731;-256.903;-256.935;-255.972;16:11:18
116;26.1903;26.0847;-256.758;-256.262;-256.723;-256.903;-256.942;-255.98;16:11:19
117;26.206;26.0847;-256.762;-256.254;-256.723;-256.895;-256.942;-255.988;16:11:19
118;26.206;26.0925;-256.762;-256.262;-256.723;-256.903;-256.942;-255.98;16:11:20
119;26.2138;26.0925;-256.758;-256.262;-256.723;-256.895;-256.942;-255.98;16:11:20
120;26.2295;26.1004;-256.762;-256.254;-256.723;-256.903;-256.942;-255.98;16:11:21
121;26.2216;26.1004;-256.77;-256.262;-256.723;-256.895;-256.942;-255.972;16:11:21
122;26.2295;26.1082;-256.762;-256.254;-256.715;-256.895;-256.95;-255.98;16:11:22
123;26.2295;26.116;-256.762;-256.254;-256.723;-256.895;-256.935;-255.98;16:11:22
124;26.2451;26.1082;-256.762;-256.262;-256.715;-256.903;-256.942;-255.972;16:11:23
125;26.2373;26.1082;-256.77;-256.254;-256.723;-256.895;-256.942;-255.988;16:11:23
126;26.2529;26.116;-256.762;-256.254;-256.715;-256.903;-256.942;-255.98;16:11:24
