Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
1;25.0909;25.1887;25.1027;-207.903;-339.59;-343.111;-343.385;-188.732;0;None;1000;None;10:00:56
2;25.0909;25.1887;25.0948;-198.615;-345.029;-343.111;-343.385;-170.617;0;None;1000;None;10:00:56
3;25.0988;25.1809;25.1027;-189.714;-345.029;-343.111;-343.385;-152.31;0;None;1000;None;10:00:57
4;25.0909;25.1809;25.1027;-181.145;-345.029;-343.111;-343.385;-133.867;0;None;1000;None;10:00:57
5;25.0988;25.1887;25.1027;-172.784;-345.029;-343.111;-343.385;-115.227;0;None;1000;None;10:00:58
6;25.0909;25.1809;25.1105;-164.58;-345.029;-343.111;-343.385;-96.3299;0;None;1000;None;10:00:58
7;25.0988;25.1887;25.1105;-156.559;-345.029;-343.111;-343.385;-77.229;0;None;1000;None;10:00:59
8;25.0909;25.1887;25.1105;-173.974;-341.406;-343.111;-294.933;-59.3841;0;None;1000;None;10:00:59
9;25.0831;25.1966;25.1027;-256.379;-256.586;-312.097;-256.876;-256.066;0;None;1000;None;10:01:00
10;25.0909;25.1966;25.1105;-256.324;-256.629;-256.813;-256.907;-256.011;0;None;1000;None;10:01:00
11;25.0831;25.1966;25.1183;-256.301;-256.645;-256.848;-256.915;-255.996;0;None;1000;None;10:01:01
12;25.0909;25.2044;25.1183;-256.293;-256.653;-256.864;-256.927;-255.988;0;None;1000;None;10:01:01
13;25.0753;25.1966;25.1183;-256.293;-256.661;-256.864;-256.935;-255.988;0;None;1000;None;10:01:02
14;25.0753;25.2044;25.1105;-256.285;-256.661;-256.88;-256.942;-255.98;0;None;1000;None;10:01:02
15;25.0753;25.1966;25.1027;-256.285;-256.668;-256.88;-256.942;-255.98;0;None;1000;None;10:01:03
16;25.0753;25.2044;25.1027;-256.285;-256.661;-256.88;-256.942;-255.98;0;None;1000;None;10:01:03
17;25.0831;25.2044;25.1105;-256.285;-256.668;-256.88;-256.95;-255.98;0;None;1000;None;10:01:04
18;25.0831;25.1966;25.1027;-256.277;-256.661;-256.888;-256.95;-255.972;0;None;1000;None;10:01:04
19;25.0753;25.1966;25.1027;-256.277;-256.668;-256.88;-256.95;-255.98;0;None;1000;None;10:01:05
20;25.0753;25.1966;25.1027;-256.277;-256.676;-256.88;-256.95;-255.964;0;None;1000;None;10:01:05
21;25.0753;25.1966;25.0948;-256.269;-256.668;-256.88;-256.95;-255.98;0;None;1000;None;10:01:06
22;25.0831;25.1887;25.1105;-256.269;-256.676;-256.888;-256.95;-255.972;0;None;1000;None;10:01:06
23;25.0831;25.1966;25.1027;-256.277;-256.676;-256.88;-256.958;-255.972;0;None;1000;None;10:01:07
24;25.0909;25.1809;25.1105;-256.269;-256.676;-256.888;-256.958;-255.972;0;None;1000;None;10:01:07
25;25.0831;25.1887;25.1027;-256.277;-256.668;-256.888;-256.95;-255.98;0;None;1000;None;10:01:08
26;25.0753;25.1887;25.1105;-256.269;-256.676;-256.888;-256.95;-255.972;0;None;1000;None;10:01:08
27;25.0831;25.1966;25.1105;-256.269;-256.676;-256.888;-256.95;-255.98;0;None;1000;None;10:01:09
28;25.0831;25.1887;25.1027;-256.277;-256.668;-256.888;-256.942;-255.972;0;None;1000;None;10:01:09
29;25.0831;25.1966;25.1027;-256.269;-256.668;-256.88;-256.942;-255.972;0;None;1000;None;10:01:10
30;25.0831;25.2044;25.0948;-256.277;-256.668;-256.895;-256.95;-255.972;0;None;1000;None;10:01:10
31;25.0831;25.1966;25.1027;-256.269;-256.676;-256.895;-256.942;-255.98;0;None;1000;None;10:01:11
32;25.0831;25.1966;25.1027;-256.277;-256.668;-256.888;-256.95;-255.972;0;None;1000;None;10:01:11
33;25.0909;25.1966;25.0948;-256.269;-256.668;-256.888;-256.942;-255.98;0;None;1000;None;10:01:12
34;25.0831;25.2044;25.1027;-256.277;-256.668;-256.888;-256.95;-255.972;0;None;1000;None;10:01:12
35;25.0831;25.2044;25.0948;-256.269;-256.668;-256.895;-256.942;-255.972;0;None;1000;None;10:01:13
36;25.0988;25.22;25.1027;-256.269;-256.676;-256.895;-256.95;-255.98;0;None;1000;None;10:01:13
37;25.0988;25.22;25.0948;-256.269;-256.668;-256.895;-256.95;-255.972;0;None;1000;None;10:01:14
38;25.1066;25.22;25.0948;-256.269;-256.668;-256.888;-256.95;-255.98;0;None;1000;None;10:01:14
39;25.1301;25.224;25.0948;-256.269;-256.668;-256.895;-256.95;-255.972;0;None;1000;None;10:01:15
