Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time;;С куллеромм;Макс;Мин;deLTA;Без куллера;Макс;Мин;deLTA
1;27.9588;27.9823;-256.743;-256.25;-256.676;-256.903;-256.95;-255.956;11:41:04;;ДТ8;36.0577;34.7627;1.295;;36.5037;34.97;1.5337
2;27.9627;27.9823;-256.735;-256.246;-256.676;-256.903;-256.958;-255.956;11:41:04;;ДТ7;34.7274;33.5693;1.1581;;35.6351;33.9136;1.7215
3;27.9588;27.9823;-256.743;-256.25;-256.684;-256.903;-256.95;-255.949;11:41:04;;;;;;;;;
4;27.9627;27.9744;-256.743;-256.25;-256.684;-256.903;-256.95;-255.956;11:41:04;;;Суммарная нестабильность;;;;;;
5;27.9588;27.9823;-256.743;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:05;;;;;;2.9344;;;
6;27.9588;27.9823;-256.743;-256.246;-256.684;-256.919;-256.958;-255.956;11:41:05;;;;;;;;;
7;27.9627;27.9744;-256.743;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:06;;;;;;;;;
8;27.9588;27.9823;-256.743;-256.25;-256.684;-256.903;-256.958;-255.956;11:41:06;;;;;;;;;
9;27.9588;27.9823;-256.751;-256.25;-256.684;-256.919;-256.95;-255.956;11:41:07;;;;;;;;;
10;27.9627;27.9666;-256.747;-256.25;-256.692;-256.911;-256.95;-255.949;11:41:07;;;;;;;;;
11;27.9588;27.9744;-256.747;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:08;;;;;;;;;
12;27.9627;27.9588;-256.743;-256.25;-256.684;-256.911;-256.95;-255.956;11:41:08;;;;;;;;;
13;27.9627;27.9588;-256.747;-256.25;-256.692;-256.919;-256.958;-255.949;11:41:09;;;;;;;;;
14;27.9588;27.9666;-256.751;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:09;;;;;;;;;
15;27.9627;27.9588;-256.747;-256.25;-256.692;-256.919;-256.95;-255.956;11:41:10;;;;;;;;;
16;27.9588;27.9666;-256.751;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:10;;;;;;;;;
17;27.9588;27.951;-256.751;-256.25;-256.692;-256.919;-256.95;-255.949;11:41:11;;;;;;;;;
18;27.9627;27.9588;-256.751;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:11;;;;;;;;;
19;27.9627;27.951;-256.747;-256.25;-256.676;-256.919;-256.942;-255.949;11:41:12;;;;;;;;;
20;27.9627;27.9588;-256.751;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:12;;;;;;;;;
21;27.9627;27.9588;-256.751;-256.25;-256.676;-256.911;-256.942;-255.949;11:41:13;;;;;;;;;
22;27.9627;27.9666;-256.747;-256.25;-256.692;-256.911;-256.95;-255.949;11:41:13;;;;;;;;;
23;27.9627;27.951;-256.751;-256.25;-256.684;-256.911;-256.942;-255.949;11:41:14;;;;;;;;;
24;27.9588;27.9588;-256.743;-256.254;-256.692;-256.911;-256.95;-255.949;11:41:14;;;;;;;;;
25;27.9627;27.9588;-256.747;-256.25;-256.692;-256.919;-256.942;-255.956;11:41:15;;;;;;;;;
26;27.9627;27.951;-256.743;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:15;;;;;;;;;
27;27.9588;27.9588;-256.747;-256.25;-256.684;-256.911;-256.95;-255.949;11:41:16;;;;;;;;;
28;27.9588;27.951;-256.747;-256.25;-256.684;-256.911;-256.942;-255.949;11:41:16;;;;;;;;;
29;27.9627;27.951;-256.743;-256.254;-256.676;-256.911;-256.958;-255.949;11:41:17;;;;;;;;;
30;27.9588;27.9431;-256.747;-256.25;-256.692;-256.911;-256.95;-255.949;11:41:17;;;;;;;;;
31;27.9588;27.951;-256.743;-256.254;-256.684;-256.911;-256.942;-255.949;11:41:18;;;;;;;;;
32;27.9627;27.951;-256.747;-256.254;-256.692;-256.919;-256.95;-255.941;11:41:18;;;;;;;;;
33;27.9627;27.951;-256.747;-256.254;-256.684;-256.911;-256.95;-255.949;11:41:19;;;;;;;;;
34;27.9666;27.951;-256.747;-256.254;-256.692;-256.911;-256.942;-255.949;11:41:19;;;;;;;;;
35;27.9627;27.9431;-256.751;-256.25;-256.692;-256.911;-256.942;-255.949;11:41:20;;;;;;;;;
36;27.9588;27.951;-256.747;-256.25;-256.684;-256.911;-256.95;-255.956;11:41:20;;;;;;;;;
37;27.9588;27.951;-256.747;-256.254;-256.7;-256.911;-256.942;-255.949;11:41:21;;;;;;;;;
38;27.9549;27.951;-256.743;-256.25;-256.684;-256.911;-256.942;-255.949;11:41:21;;;;;;;;;
39;27.9588;27.951;-256.743;-256.25;-256.692;-256.911;-256.958;-255.949;11:41:22;;;;;;;;;
40;27.9588;27.951;-256.747;-256.25;-256.684;-256.911;-256.942;-255.941;11:41:22;;;;;;;;;
41;27.9588;27.9431;-256.743;-256.25;-256.692;-256.911;-256.942;-255.949;11:41:23;;;;;;;;;
42;27.9588;27.951;-256.743;-256.254;-256.692;-256.911;-256.942;-255.949;11:41:23;;;;;;;;;
43;27.9627;27.9431;-256.743;-256.25;-256.684;-256.919;-256.935;-255.949;11:41:24;;;;;;;;;
44;27.9588;27.9353;-256.747;-256.25;-256.684;-256.903;-256.935;-255.949;11:41:24;;;;;;;;;
45;27.9549;27.9431;-256.747;-256.25;-256.684;-256.919;-256.95;-255.941;11:41:25;;;;;;;;;
46;27.9549;27.9353;-256.747;-256.246;-256.684;-256.911;-256.942;-255.949;11:41:25;;;;;;;;;
47;27.9549;27.9431;-256.751;-256.25;-256.684;-256.911;-256.935;-255.949;11:41:26;;;;;;;;;
48;27.951;27.9353;-256.743;-256.25;-256.684;-256.919;-256.942;-255.949;11:41:26;;;;;;;;;
49;27.9588;27.9353;-256.743;-256.25;-256.684;-256.911;-256.935;-255.949;11:41:27;;;;;;;;;
50;27.9549;27.9353;-256.747;-256.25;-256.684;-256.911;-256.935;-255.949;11:41:27;;;;;;;;;
51;27.9549;27.9275;-256.751;-256.254;-256.692;-256.903;-256.935;-255.949;11:41:28;;;;;;;;;
52;27.951;27.9275;-256.747;-256.25;-256.692;-256.903;-256.935;-255.949;11:41:28;;;;;;;;;
53;27.9549;27.9275;-256.747;-256.25;-256.684;-256.911;-256.942;-255.941;11:41:29;;;;;;;;;
54;27.951;27.9275;-256.747;-256.25;-256.684;-256.903;-256.942;-255.949;11:41:29;;;;;;;;;
55;27.9549;27.9353;-256.747;-256.254;-256.684;-256.911;-256.942;-255.949;11:41:30;;;;;;;;;
56;27.9588;27.9275;-256.747;-256.25;-256.684;-256.911;-256.942;-255.956;11:41:30;;;;;;;;;
57;27.9549;27.9353;-256.747;-256.254;-256.676;-256.911;-256.95;-255.949;11:41:31;;;;;;;;;
58;27.951;27.9197;-256.747;-256.254;-256.684;-256.903;-256.95;-255.949;11:41:31;;;;;;;;;
59;27.9549;27.9275;-256.743;-256.254;-256.684;-256.903;-256.942;-255.949;11:41:32;;;;;;;;;
60;27.9588;27.9197;-256.747;-256.262;-256.684;-256.911;-256.95;-255.949;11:41:32;;;;;;;;;
61;27.9588;27.9197;-256.743;-256.254;-256.676;-256.911;-256.95;-255.949;11:41:33;;;;;;;;;
62;27.9549;27.9197;-256.727;-256.254;-256.684;-256.903;-256.95;-255.949;11:41:33;;;;;;;;;
63;27.9588;27.9275;-256.727;-256.254;-256.684;-256.911;-256.95;-255.949;11:41:34;;;;;;;;;
64;27.9549;27.9197;-256.735;-256.254;-256.684;-256.911;-256.95;-255.949;11:41:34;;;;;;;;;
65;27.9549;27.9197;-256.735;-256.254;-256.684;-256.903;-256.95;-255.956;11:41:35;;;;;;;;;
66;27.9471;27.9275;-256.735;-256.262;-256.684;-256.903;-256.942;-255.949;11:41:35;;;;;;;;;
67;27.9549;27.9275;-256.743;-256.262;-256.684;-256.911;-256.942;-255.956;11:41:36;;;;;;;;;
68;27.9549;27.9197;-256.743;-256.254;-256.684;-256.903;-256.942;-255.956;11:41:36;;;;;;;;;
69;27.9588;27.9275;-256.743;-256.254;-256.692;-256.911;-256.942;-255.949;11:41:37;;;;;;;;;
70;27.9549;27.9118;-256.743;-256.254;-256.684;-256.903;-256.95;-255.949;11:41:37;;;;;;;;;
71;27.9588;27.9197;-256.743;-256.262;-256.676;-256.911;-256.942;-255.949;11:41:38;;;;;;;;;
72;27.9549;27.9197;-256.743;-256.254;-256.684;-256.911;-256.942;-255.949;11:41:38;;;;;;;;;
73;27.9588;27.9275;-256.735;-256.254;-256.692;-256.911;-256.95;-255.949;11:41:39;;;;;;;;;
74;27.951;27.9275;-256.743;-256.254;-256.676;-256.903;-256.942;-255.949;11:41:39;;;;;;;;;
75;27.9549;27.9197;-256.735;-256.254;-256.684;-256.911;-256.95;-255.941;11:41:40;;;;;;;;;
76;27.9549;27.9197;-256.743;-256.254;-256.692;-256.919;-256.95;-255.949;11:41:40;;;;;;;;;
77;27.9549;27.9197;-256.743;-256.254;-256.684;-256.919;-256.942;-255.949;11:41:41;;;;;;;;;
78;27.9549;27.9197;-256.739;-256.254;-256.684;-256.919;-256.95;-255.949;11:41:41;;;;;;;;;
79;27.9549;27.9275;-256.743;-256.254;-256.684;-256.911;-256.95;-255.949;11:41:42;;;;;;;;;
80;27.9549;27.9197;-256.743;-256.254;-256.684;-256.919;-256.95;-255.949;11:41:42;;;;;;;;;
81;27.9549;27.9197;-256.743;-256.254;-256.692;-256.911;-256.95;-255.949;11:41:43;;;;;;;;;
82;27.951;27.9197;-256.743;-256.254;-256.692;-256.919;-256.95;-255.949;11:41:43;;;;;;;;;
83;27.9549;27.9118;-256.743;-256.254;-256.692;-256.919;-256.95;-255.956;11:41:44;;;;;;;;;
84;27.951;27.9197;-256.743;-256.254;-256.692;-256.919;-256.942;-255.956;11:41:44;;;;;;;;;
85;27.9549;27.9118;-256.743;-256.254;-256.692;-256.911;-256.942;-255.956;11:41:45;;;;;;;;;
86;27.9549;27.9197;-256.743;-256.262;-256.692;-256.919;-256.942;-255.949;11:41:45;;;;;;;;;
87;27.9549;27.904;-256.739;-256.254;-256.692;-256.911;-256.935;-255.949;11:41:46;;;;;;;;;
88;27.9549;27.9197;-256.743;-256.254;-256.692;-256.927;-256.942;-255.949;11:41:46;;;;;;;;;
89;27.9549;27.9118;-256.735;-256.254;-256.692;-256.911;-256.95;-255.956;11:41:47;;;;;;;;;
90;27.951;27.9118;-256.735;-256.254;-256.692;-256.919;-256.942;-255.956;11:41:47;;;;;;;;;
91;27.9549;27.9118;-256.735;-256.254;-256.692;-256.927;-256.942;-255.956;11:41:48;;;;;;;;;
92;27.9549;27.9118;-256.735;-256.254;-256.7;-256.911;-256.942;-255.956;11:41:48;;;;;;;;;
93;27.9549;27.9118;-256.727;-256.254;-256.692;-256.927;-256.942;-255.949;11:41:49;;;;;;;;;
94;27.9549;27.9118;-256.735;-256.254;-256.692;-256.919;-256.942;-255.956;11:41:49;;;;;;;;;
95;27.9549;27.9197;-256.727;-256.254;-256.692;-256.919;-256.942;-255.956;11:41:50;;;;;;;;;
96;27.9549;27.9197;-256.735;-256.25;-256.692;-256.919;-256.942;-255.956;11:41:50;;;;;;;;;
97;27.9549;27.9118;-256.735;-256.254;-256.7;-256.919;-256.942;-255.949;11:41:51;;;;;;;;;
98;27.9549;27.9197;-256.727;-256.25;-256.692;-256.919;-256.95;-255.956;11:41:51;;;;;;;;;
99;27.9549;27.9118;-256.727;-256.254;-256.692;-256.919;-256.942;-255.949;11:41:52;;;;;;;;;
100;27.9588;27.9118;-256.727;-256.25;-256.692;-256.919;-256.942;-255.949;11:41:52;;;;;;;;;
101;27.9588;27.9197;-256.743;-256.25;-256.692;-256.919;-256.95;-255.949;11:41:53;;;;;;;;;
102;27.9627;27.9197;-256.735;-256.258;-256.692;-256.911;-256.942;-255.956;11:41:53;;;;;;;;;
103;27.9784;27.9431;-256.735;-256.254;-256.692;-256.919;-256.95;-255.949;11:41:54;;;;;;;;;
104;27.9784;27.9353;-256.735;-256.25;-256.7;-256.911;-256.942;-255.956;11:41:54;;;;;;;;;
105;28.0018;27.9588;-256.735;-256.254;-256.692;-256.919;-256.95;-255.949;11:41:55;;;;;;;;;
106;28.0175;27.9823;-256.735;-256.254;-256.7;-256.911;-256.95;-255.956;11:41:55;;;;;;;;;
107;28.0488;27.9979;-256.735;-256.25;-256.692;-256.919;-256.95;-255.949;11:41:56;;;;;;;;;
108;28.0723;28.0136;-256.747;-256.254;-256.7;-256.911;-256.942;-255.956;11:41:56;;;;;;;;;
109;28.0957;28.0253;-256.743;-256.25;-256.692;-256.919;-256.935;-255.949;11:41:57;;;;;;;;;
110;28.1114;28.041;-256.743;-256.25;-256.7;-256.919;-256.95;-255.949;11:41:57;;;;;;;;;
111;28.1427;28.0449;-256.743;-256.25;-256.692;-256.919;-256.958;-255.941;11:41:58;;;;;;;;;
112;28.1662;28.0723;-256.743;-256.254;-256.692;-256.911;-256.958;-255.949;11:41:58;;;;;;;;;
113;28.1818;28.0879;-256.743;-256.254;-256.684;-256.919;-256.958;-255.956;11:41:59;;;;;;;;;
114;28.2092;28.1036;-256.743;-256.25;-256.7;-256.919;-256.95;-255.956;11:41:59;;;;;;;;;
115;28.2327;28.1192;-256.743;-256.254;-256.684;-256.911;-256.95;-255.949;11:42:00;;;;;;;;;
116;28.2718;28.1505;-256.743;-256.254;-256.692;-256.919;-256.95;-255.949;11:42:00;;;;;;;;;
117;28.2953;28.1662;-256.743;-256.254;-256.684;-256.911;-256.942;-255.956;11:42:01;;;;;;;;;
118;28.3266;28.1896;-256.743;-256.258;-256.692;-256.919;-256.958;-255.956;11:42:01;;;;;;;;;
119;28.3579;28.2131;-256.747;-256.25;-256.692;-256.911;-256.95;-255.949;11:42:02;;;;;;;;;
120;28.3853;28.2366;-256.739;-256.25;-256.692;-256.911;-256.95;-255.956;11:42:02;;;;;;;;;
121;28.4048;28.2561;-256.747;-256.25;-256.684;-256.911;-256.95;-255.949;11:42:03;;;;;;;;;
122;28.4479;28.2718;-256.743;-256.254;-256.692;-256.919;-256.95;-255.956;11:42:03;;;;;;;;;
123;28.4713;28.2953;-256.747;-256.254;-256.684;-256.919;-256.958;-255.949;11:42:04;;;;;;;;;
124;28.4948;28.3187;-256.747;-256.254;-256.684;-256.919;-256.95;-255.949;11:42:04;;;;;;;;;
125;28.5261;28.3422;-256.747;-256.254;-256.684;-256.911;-256.95;-255.956;11:42:05;;;;;;;;;
126;28.5652;28.3657;-256.743;-256.254;-256.692;-256.919;-256.958;-255.949;11:42:05;;;;;;;;;
127;28.5926;28.3813;-256.747;-256.254;-256.684;-256.911;-256.958;-255.956;11:42:06;;;;;;;;;
128;28.6122;28.4126;-256.747;-256.254;-256.692;-256.919;-256.95;-255.964;11:42:06;;;;;;;;;
129;28.6474;28.4322;-256.747;-256.254;-256.692;-256.911;-256.958;-255.956;11:42:07;;;;;;;;;
130;28.6709;28.4439;-256.743;-256.262;-256.692;-256.919;-256.95;-255.949;11:42:07;;;;;;;;;
131;28.7022;28.4557;-256.747;-256.254;-256.684;-256.911;-256.95;-255.956;11:42:08;;;;;;;;;
132;28.7413;28.4948;-256.747;-256.262;-256.692;-256.911;-256.958;-255.949;11:42:08;;;;;;;;;
133;28.7648;28.5105;-256.743;-256.254;-256.692;-256.911;-256.958;-255.949;11:42:09;;;;;;;;;
134;28.8117;28.5339;-256.747;-256.254;-256.684;-256.911;-256.958;-255.956;11:42:09;;;;;;;;;
135;28.8235;28.5574;-256.747;-256.25;-256.684;-256.919;-256.95;-255.956;11:42:10;;;;;;;;;
136;28.8391;28.5887;-256.743;-256.254;-256.684;-256.911;-256.966;-255.949;11:42:10;;;;;;;;;
137;28.8861;28.6122;-256.743;-256.25;-256.684;-256.919;-256.958;-255.949;11:42:11;;;;;;;;;
138;28.9252;28.6357;-256.747;-256.254;-256.684;-256.911;-256.95;-255.956;11:42:11;;;;;;;;;
139;28.9565;28.6591;-256.751;-256.254;-256.684;-256.911;-256.958;-255.949;11:42:12;;;;;;;;;
140;28.9839;28.6709;-256.747;-256.25;-256.684;-256.911;-256.95;-255.956;11:42:12;;;;;;;;;
141;28.9995;28.7022;-256.747;-256.25;-256.692;-256.911;-256.95;-255.949;11:42:13;;;;;;;;;
142;29.0308;28.7178;-256.747;-256.254;-256.684;-256.919;-256.95;-255.956;11:42:13;;;;;;;;;
143;29.0621;28.7491;-256.747;-256.25;-256.692;-256.919;-256.958;-255.956;11:42:14;;;;;;;;;
144;29.1012;28.7648;-256.751;-256.25;-256.692;-256.911;-256.958;-255.949;11:42:14;;;;;;;;;
145;29.1247;28.7961;-256.747;-256.25;-256.7;-256.919;-256.958;-255.949;11:42:15;;;;;;;;;
146;29.156;28.8274;-256.747;-256.254;-256.692;-256.911;-256.958;-255.949;11:42:15;;;;;;;;;
147;29.1873;28.8508;-256.743;-256.254;-256.692;-256.919;-256.95;-255.949;11:42:16;;;;;;;;;
148;29.2108;28.8626;-256.747;-256.254;-256.692;-256.919;-256.958;-255.956;11:42:16;;;;;;;;;
149;29.2304;28.8782;-256.747;-256.254;-256.692;-256.911;-256.95;-255.949;11:42:17;;;;;;;;;
150;29.2695;28.9017;-256.747;-256.254;-256.692;-256.919;-256.966;-255.949;11:42:17;;;;;;;;;
151;29.293;28.9252;-256.747;-256.254;-256.692;-256.911;-256.95;-255.949;11:42:18;;;;;;;;;
152;29.3243;28.9487;-256.747;-256.25;-256.692;-256.919;-256.958;-255.949;11:42:18;;;;;;;;;
153;29.3477;28.9721;-256.743;-256.258;-256.684;-256.919;-256.966;-255.941;11:42:19;;;;;;;;;
154;29.3869;28.9956;-256.747;-256.25;-256.684;-256.911;-256.958;-255.956;11:42:19;;;;;;;;;
155;29.4143;29.0191;-256.747;-256.254;-256.692;-256.919;-256.966;-255.949;11:42:20;;;;;;;;;
156;29.4299;29.0308;-256.747;-256.254;-256.684;-256.919;-256.95;-255.949;11:42:20;;;;;;;;;
157;29.4534;29.0386;-256.751;-256.254;-256.684;-256.911;-256.966;-255.949;11:42:21;;;;;;;;;
158;29.4769;29.0543;-256.751;-256.254;-256.692;-256.919;-256.966;-255.949;11:42:21;;;;;;;;;
159;29.516;29.0934;-256.751;-256.262;-256.684;-256.919;-256.958;-255.949;11:42:22;;;;;;;;;
160;29.5473;29.1091;-256.751;-256.254;-256.684;-256.911;-256.958;-255.949;11:42:22;;;;;;;;;
161;29.5708;29.1404;-256.747;-256.25;-256.7;-256.911;-256.966;-255.949;11:42:23;;;;;;;;;
162;29.5942;29.156;-256.747;-256.25;-256.692;-256.919;-256.95;-255.949;11:42:23;;;;;;;;;
163;29.6177;29.1795;-256.751;-256.25;-256.692;-256.919;-256.966;-255.956;11:42:24;;;;;;;;;
164;29.6412;29.203;-256.743;-256.254;-256.692;-256.911;-256.958;-255.949;11:42:24;;;;;;;;;
165;29.6607;29.2264;-256.747;-256.25;-256.684;-256.919;-256.966;-255.949;11:42:25;;;;;;;;;
166;29.6842;29.246;-256.751;-256.254;-256.692;-256.911;-256.958;-255.956;11:42:25;;;;;;;;;
167;29.7077;29.2538;-256.751;-256.254;-256.692;-256.911;-256.958;-255.956;11:42:26;;;;;;;;;
168;29.739;29.2773;-256.747;-256.25;-256.692;-256.911;-256.958;-255.964;11:42:26;;;;;;;;;
169;29.7625;29.3008;-256.755;-256.246;-256.692;-256.911;-256.966;-255.949;11:42:27;;;;;;;;;
170;29.7938;29.3243;-256.751;-256.254;-256.692;-256.911;-256.958;-255.956;11:42:27;;;;;;;;;
171;29.8172;29.3399;-256.747;-256.25;-256.692;-256.919;-256.958;-255.956;11:42:28;;;;;;;;;
172;29.8407;29.3556;-256.743;-256.25;-256.692;-256.911;-256.958;-255.949;11:42:28;;;;;;;;;
173;29.8603;29.379;-256.747;-256.25;-256.692;-256.919;-256.966;-255.956;11:42:29;;;;;;;;;
174;29.8838;29.4025;-256.751;-256.25;-256.692;-256.911;-256.95;-255.949;11:42:29;;;;;;;;;
175;29.8994;29.426;-256.747;-256.246;-256.692;-256.919;-256.958;-255.949;11:42:30;;;;;;;;;
176;29.9307;29.4416;-256.747;-256.25;-256.692;-256.911;-256.95;-255.949;11:42:30;;;;;;;;;
177;29.9542;29.4612;-256.747;-256.25;-256.692;-256.919;-256.95;-255.941;11:42:31;;;;;;;;;
178;29.9777;29.4651;-256.747;-256.246;-256.692;-256.911;-256.958;-255.956;11:42:31;;;;;;;;;
179;30.009;29.4769;-256.747;-256.246;-256.692;-256.911;-256.958;-255.949;11:42:32;;;;;;;;;
180;30.0246;29.4925;-256.751;-256.25;-256.692;-256.919;-256.966;-255.949;11:42:32;;;;;;;;;
181;30.0403;29.516;-256.747;-256.246;-256.7;-256.911;-256.966;-255.949;11:42:33;;;;;;;;;
182;30.0598;29.5395;-256.747;-256.25;-256.692;-256.919;-256.958;-255.949;11:42:33;;;;;;;;;
183;30.0833;29.5551;-256.747;-256.246;-256.684;-256.911;-256.958;-255.949;11:42:34;;;;;;;;;
184;30.1068;29.5786;-256.743;-256.246;-256.684;-256.911;-256.958;-255.949;11:42:34;;;;;;;;;
185;30.1302;29.5942;-256.747;-256.25;-256.692;-256.911;-256.958;-255.949;11:42:35;;;;;;;;;
186;30.1537;29.6255;-256.751;-256.25;-256.684;-256.911;-256.958;-255.949;11:42:35;;;;;;;;;
187;30.1772;29.6334;-256.747;-256.246;-256.692;-256.911;-256.958;-255.949;11:42:36;;;;;;;;;
188;30.2085;29.6451;-256.747;-256.25;-256.692;-256.919;-256.958;-255.949;11:42:36;;;;;;;;;
189;30.2241;29.6529;-256.747;-256.25;-256.692;-256.911;-256.966;-255.941;11:42:37;;;;;;;;;
190;30.2437;29.6764;-256.747;-256.25;-256.692;-256.911;-256.966;-255.949;11:42:37;;;;;;;;;
191;30.2554;29.692;-256.747;-256.246;-256.684;-256.911;-256.966;-255.949;11:42:38;;;;;;;;;
192;30.2828;29.7155;-256.747;-256.25;-256.684;-256.919;-256.95;-255.941;11:42:38;;;;;;;;;
193;30.2985;29.7233;-256.747;-256.246;-256.692;-256.911;-256.958;-255.949;11:42:39;;;;;;;;;
194;30.322;29.739;-256.747;-256.246;-256.692;-256.919;-256.958;-255.949;11:42:39;;;;;;;;;
195;30.3454;29.7546;-256.751;-256.242;-256.692;-256.919;-256.958;-255.941;11:42:40;;;;;;;;;
196;30.3689;29.7703;-256.751;-256.25;-256.692;-256.919;-256.958;-255.956;11:42:40;;;;;;;;;
197;30.3846;29.7938;-256.747;-256.246;-256.692;-256.911;-256.958;-255.941;11:42:41;;;;;;;;;
198;30.4159;29.8094;-256.747;-256.246;-256.692;-256.919;-256.958;-255.949;11:42:41;;;;;;;;;
199;30.4393;29.8251;-256.751;-256.246;-256.692;-256.919;-256.958;-255.949;11:42:42;;;;;;;;;
200;30.455;29.8446;-256.747;-256.246;-256.684;-256.911;-256.958;-255.941;11:42:42;;;;;;;;;
201;30.4706;29.8525;-256.751;-256.246;-256.692;-256.903;-256.958;-255.949;11:42:43;;;;;;;;;
202;30.4785;29.8759;-256.747;-256.246;-256.692;-256.903;-256.958;-255.956;11:42:43;;;;;;;;;
203;30.5058;29.8759;-256.751;-256.25;-256.692;-256.903;-256.966;-255.949;11:42:44;;;;;;;;;
204;30.5215;29.8916;-256.747;-256.246;-256.692;-256.903;-256.958;-255.949;11:42:44;;;;;;;;;
205;30.5528;29.9072;-256.751;-256.246;-256.684;-256.911;-256.958;-255.949;11:42:45;;;;;;;;;
206;30.5684;29.9307;-256.751;-256.246;-256.7;-256.903;-256.958;-255.956;11:42:45;;;;;;;;;
207;30.5919;29.9385;-256.747;-256.246;-256.684;-256.895;-256.958;-255.941;11:42:46;;;;;;;;;
208;30.5997;29.962;-256.743;-256.25;-256.684;-256.903;-256.958;-255.956;11:42:46;;;;;;;;;
209;30.631;29.9777;-256.747;-256.246;-256.684;-256.903;-256.958;-255.949;11:42:47;;;;;;;;;
210;30.6467;29.9933;-256.747;-256.25;-256.676;-256.903;-256.958;-255.956;11:42:47;;;;;;;;;
211;30.6623;30.009;-256.747;-256.246;-256.684;-256.911;-256.966;-255.956;11:42:48;;;;;;;;;
212;30.6819;30.0246;-256.747;-256.246;-256.684;-256.903;-256.958;-255.949;11:42:48;;;;;;;;;
213;30.6858;30.0324;-256.747;-256.246;-256.684;-256.911;-256.966;-255.956;11:42:49;;;;;;;;;
214;30.6976;30.0559;-256.751;-256.246;-256.684;-256.911;-256.95;-255.956;11:42:49;;;;;;;;;
215;30.721;30.0637;-256.751;-256.246;-256.684;-256.911;-256.958;-255.949;11:42:50;;;;;;;;;
216;30.7367;30.0755;-256.743;-256.246;-256.692;-256.919;-256.95;-255.956;11:42:50;;;;;;;;;
217;30.7602;30.0794;-256.747;-256.242;-256.684;-256.903;-256.95;-255.949;11:42:51;;;;;;;;;
218;30.7758;30.0989;-256.747;-256.25;-256.692;-256.911;-256.95;-255.956;11:42:51;;;;;;;;;
219;30.7993;30.0989;-256.743;-256.246;-256.692;-256.911;-256.958;-255.949;11:42:52;;;;;;;;;
220;30.8149;30.1224;-256.747;-256.242;-256.684;-256.911;-256.958;-255.956;11:42:52;;;;;;;;;
221;30.8228;30.1381;-256.747;-256.25;-256.692;-256.903;-256.95;-255.949;11:42:53;;;;;;;;;
222;30.8462;30.1537;-256.747;-256.25;-256.684;-256.911;-256.95;-255.956;11:42:53;;;;;;;;;
223;30.8619;30.1694;-256.747;-256.246;-256.684;-256.911;-256.95;-255.949;11:42:54;;;;;;;;;
224;30.8814;30.185;-256.747;-256.25;-256.692;-256.911;-256.95;-255.956;11:42:54;;;;;;;;;
225;30.8854;30.1928;-256.751;-256.246;-256.684;-256.911;-256.95;-255.949;11:42:55;;;;;;;;;
226;30.901;30.2163;-256.751;-256.246;-256.684;-256.911;-256.95;-255.956;11:42:55;;;;;;;;;
227;30.9127;30.232;-256.747;-256.246;-256.692;-256.911;-256.958;-255.949;11:42:56;;;;;;;;;
228;30.9284;30.2476;-256.755;-256.246;-256.684;-256.903;-256.95;-255.956;11:42:56;;;;;;;;;
229;30.944;30.2515;-256.751;-256.25;-256.684;-256.911;-256.958;-255.956;11:42:57;;;;;;;;;
230;30.9597;30.2554;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;11:42:57;;;;;;;;;
231;30.9753;30.2672;-256.755;-256.25;-256.692;-256.911;-256.958;-255.949;11:42:58;;;;;;;;;
232;30.9832;30.2907;-256.751;-256.246;-256.684;-256.911;-256.958;-255.964;11:42:58;;;;;;;;;
233;31.0066;30.2985;-256.751;-256.246;-256.684;-256.911;-256.958;-255.956;11:42:59;;;;;;;;;
234;31.0145;30.322;-256.751;-256.246;-256.692;-256.911;-256.958;-255.956;11:42:59;;;;;;;;;
235;31.0301;30.3376;-256.747;-256.246;-256.7;-256.911;-256.958;-255.956;11:43:00;;;;;;;;;
236;31.0536;30.3454;-256.755;-256.25;-256.684;-256.911;-256.958;-255.964;11:43:00;;;;;;;;;
237;31.0653;30.3611;-256.751;-256.246;-256.692;-256.911;-256.958;-255.956;11:43:01;;;;;;;;;
238;31.0771;30.3846;-256.751;-256.246;-256.692;-256.911;-256.958;-255.956;11:43:01;;;;;;;;;
239;31.0888;30.3924;-256.751;-256.246;-256.692;-256.903;-256.958;-255.949;11:43:02;;;;;;;;;
240;31.1123;30.408;-256.747;-256.25;-256.684;-256.911;-256.958;-255.956;11:43:02;;;;;;;;;
241;31.1201;30.4159;-256.751;-256.25;-256.692;-256.911;-256.958;-255.956;11:43:03;;;;;;;;;
242;31.1358;30.4315;-256.751;-256.246;-256.684;-256.911;-256.958;-255.949;11:43:03;;;;;;;;;
243;31.1514;30.4472;-256.751;-256.246;-256.692;-256.911;-256.958;-255.956;11:43:04;;;;;;;;;
