Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time;;С куллеромм;Макс;Мин;deLTA;Без куллера;Макс;Мин;deLTA
754;34.2149;32.8807;-256.747;-256.25;-256.684;-256.919;-256.927;-255.964;11:47:19;;;;;;;;;
755;34.2149;32.8729;-256.751;-256.246;-256.676;-256.919;-256.927;-255.972;11:47:20;;;;;;;;;
756;34.2071;32.8807;-256.751;-256.246;-256.684;-256.911;-256.927;-255.972;11:47:20;;;;;;;;;
757;34.2071;32.8846;-256.755;-256.246;-256.684;-256.919;-256.927;-255.964;11:47:21;;;;;;;;;
758;34.2227;32.8807;-256.751;-256.246;-256.684;-256.911;-256.927;-255.964;11:47:21;;;;;;;;;
759;34.2149;32.8846;-256.755;-256.246;-256.684;-256.919;-256.927;-255.972;11:47:22;;;;;;;;;
760;34.2227;32.8846;-256.747;-256.246;-256.676;-256.919;-256.935;-255.964;11:47:22;;;;;;;;;
761;34.2149;32.8886;-256.751;-256.246;-256.692;-256.919;-256.927;-255.972;11:47:23;;;;;;;;;
762;34.2227;32.8886;-256.747;-256.242;-256.684;-256.919;-256.927;-255.964;11:47:23;;;;;;;;;
763;34.2227;32.8886;-256.751;-256.246;-256.684;-256.911;-256.935;-255.964;11:47:24;;;;;;;;;
764;34.2227;32.8964;-256.743;-256.25;-256.684;-256.919;-256.935;-255.964;11:47:24;;;;;;;;;
765;34.2227;32.8964;-256.743;-256.246;-256.676;-256.927;-256.927;-255.964;11:47:25;;;;;;;;;
766;34.2306;32.8925;-256.735;-256.246;-256.676;-256.911;-256.927;-255.964;11:47:25;;;;;;;;;
767;34.2384;32.8964;-256.743;-256.246;-256.676;-256.919;-256.935;-255.972;11:47:26;;;;;;;;;
768;34.2306;32.8925;-256.735;-256.246;-256.676;-256.919;-256.927;-255.956;11:47:26;;;;;;;;;
769;34.2384;32.8964;-256.743;-256.246;-256.668;-256.919;-256.935;-255.972;11:47:27;;;;;;;;;
770;34.2384;32.8964;-256.735;-256.246;-256.676;-256.911;-256.935;-255.956;11:47:27;;;;;;;;;
771;34.2462;32.9003;-256.735;-256.246;-256.668;-256.927;-256.935;-255.972;11:47:28;;;;;;;;;
772;34.2462;32.8964;-256.735;-256.25;-256.676;-256.919;-256.927;-255.964;11:47:28;;;;;;;;;
773;34.2462;32.9003;-256.743;-256.25;-256.676;-256.919;-256.919;-255.964;11:47:29;;;;;;;;;
774;34.2462;32.8964;-256.727;-256.25;-256.676;-256.911;-256.935;-255.964;11:47:29;;;;;;;;;
775;34.254;32.9003;-256.735;-256.25;-256.676;-256.927;-256.927;-255.972;11:47:30;;;;;;;;;
776;34.254;32.9003;-256.727;-256.246;-256.676;-256.919;-256.935;-255.964;11:47:30;;;;;;;;;
777;34.2619;32.9081;-256.735;-256.25;-256.676;-256.919;-256.927;-255.972;11:47:31;;;;;;;;;
778;34.2619;32.9081;-256.719;-256.25;-256.676;-256.911;-256.935;-255.964;11:47:31;;;;;;;;;
779;34.2697;32.9159;-256.735;-256.25;-256.676;-256.919;-256.935;-255.972;11:47:32;;;;;;;;;
780;34.2697;32.9159;-256.735;-256.25;-256.684;-256.919;-256.935;-255.972;11:47:32;;;;;;;;;
781;34.2775;32.9238;-256.735;-256.25;-256.676;-256.919;-256.927;-255.972;11:47:33;;;;;;;;;
782;34.2775;32.9238;-256.735;-256.25;-256.676;-256.911;-256.935;-255.964;11:47:33;;;;;;;;;
783;34.2853;32.9238;-256.743;-256.25;-256.684;-256.919;-256.927;-255.964;11:47:34;;;;;;;;;
784;34.2775;32.9238;-256.735;-256.246;-256.676;-256.911;-256.942;-255.972;11:47:34;;;;;;;;;
785;34.2853;32.9316;-256.743;-256.25;-256.676;-256.919;-256.927;-255.972;11:47:35;;;;;;;;;
786;34.2853;32.9394;-256.735;-256.25;-256.684;-256.919;-256.935;-255.964;11:47:35;;;;;;;;;
787;34.2932;32.9394;-256.743;-256.254;-256.676;-256.919;-256.927;-255.972;11:47:36;;;;;;;;;
788;34.2775;32.9472;-256.743;-256.25;-256.676;-256.911;-256.935;-255.972;11:47:36;;;;;;;;;
789;34.2932;32.9472;-256.743;-256.25;-256.684;-256.919;-256.935;-255.972;11:47:37;;;;;;;;;
790;34.2932;32.9551;-256.743;-256.25;-256.684;-256.919;-256.935;-255.964;11:47:37;;;;;;;;;
791;34.2932;32.9551;-256.739;-256.25;-256.676;-256.911;-256.927;-255.972;11:47:38;;;;;;;;;
792;34.2932;32.9551;-256.739;-256.25;-256.684;-256.911;-256.927;-255.964;11:47:38;;;;;;;;;
793;34.301;32.9629;-256.743;-256.246;-256.676;-256.911;-256.927;-255.972;11:47:39;;;;;;;;;
794;34.301;32.9629;-256.743;-256.25;-256.676;-256.911;-256.927;-255.972;11:47:39;;;;;;;;;
795;34.3166;32.9785;-256.743;-256.246;-256.676;-256.903;-256.919;-255.964;11:47:40;;;;;;;;;
796;34.3088;32.9785;-256.743;-256.246;-256.676;-256.911;-256.927;-255.972;11:47:40;;;;;;;;;
797;34.3166;32.9785;-256.747;-256.246;-256.684;-256.903;-256.927;-255.972;11:47:41;;;;;;;;;
798;34.3245;32.9785;-256.743;-256.25;-256.684;-256.911;-256.942;-255.972;11:47:41;;;;;;;;;
799;34.3245;32.9785;-256.743;-256.246;-256.676;-256.911;-256.935;-255.964;11:47:42;;;;;;;;;
800;34.3245;32.9707;-256.747;-256.25;-256.676;-256.903;-256.935;-255.972;11:47:42;;;;;;;;;
801;34.3401;32.9785;-256.747;-256.242;-256.676;-256.911;-256.927;-255.972;11:47:43;;;;;;;;;
802;34.3323;32.9942;-256.743;-256.246;-256.684;-256.911;-256.935;-255.972;11:47:43;;;;;;;;;
803;34.3401;32.9864;-256.743;-256.246;-256.676;-256.911;-256.927;-255.964;11:47:44;;;;;;;;;
804;34.3479;32.9864;-256.747;-256.246;-256.676;-256.911;-256.942;-255.972;11:47:44;;;;;;;;;
805;34.3401;32.9864;-256.747;-256.25;-256.676;-256.903;-256.935;-255.972;11:47:45;;;;;;;;;
806;34.3479;32.9942;-256.747;-256.25;-256.676;-256.911;-256.935;-255.972;11:47:45;;;;;;;;;
807;34.3558;33.002;-256.743;-256.246;-256.676;-256.903;-256.927;-255.972;11:47:46;;;;;;;;;
808;34.3479;32.9942;-256.739;-256.246;-256.676;-256.911;-256.927;-255.964;11:47:46;;;;;;;;;
809;34.3479;32.9942;-256.747;-256.25;-256.668;-256.911;-256.919;-255.98;11:47:47;;;;;;;;;
810;34.3479;33.0098;-256.743;-256.25;-256.676;-256.903;-256.927;-255.972;11:47:47;;;;;;;;;
811;34.3558;33.0098;-256.743;-256.25;-256.676;-256.911;-256.919;-255.972;11:47:48;;;;;;;;;
812;34.3479;33.0098;-256.747;-256.246;-256.676;-256.903;-256.935;-255.972;11:47:48;;;;;;;;;
813;34.3558;33.0255;-256.743;-256.25;-256.668;-256.919;-256.927;-255.98;11:47:49;;;;;;;;;
814;34.3479;33.0177;-256.747;-256.246;-256.676;-256.911;-256.927;-255.972;11:47:49;;;;;;;;;
815;34.3479;33.0255;-256.751;-256.246;-256.684;-256.911;-256.935;-255.98;11:47:50;;;;;;;;;
816;34.3401;33.0177;-256.743;-256.242;-256.676;-256.919;-256.935;-255.972;11:47:50;;;;;;;;;
817;34.3479;33.0255;-256.747;-256.246;-256.676;-256.911;-256.935;-255.972;11:47:51;;;;;;;;;
818;34.3479;33.0177;-256.751;-256.246;-256.668;-256.919;-256.935;-255.98;11:47:51;;;;;;;;;
819;34.3479;33.0333;-256.747;-256.246;-256.676;-256.919;-256.927;-255.98;11:47:52;;;;;;;;;
820;34.3479;33.0255;-256.747;-256.246;-256.676;-256.911;-256.919;-255.972;11:47:52;;;;;;;;;
821;34.3479;33.0255;-256.743;-256.246;-256.668;-256.919;-256.935;-255.972;11:47:53;;;;;;;;;
822;34.3479;33.0411;-256.751;-256.246;-256.676;-256.919;-256.927;-255.972;11:47:53;;;;;;;;;
823;34.3636;33.049;-256.747;-256.25;-256.668;-256.911;-256.927;-255.972;11:47:54;;;;;;;;;
824;34.3558;33.0411;-256.755;-256.246;-256.676;-256.911;-256.935;-255.964;11:47:54;;;;;;;;;
825;34.3636;33.0411;-256.755;-256.254;-256.676;-256.919;-256.927;-255.972;11:47:55;;;;;;;;;
826;34.3558;33.049;-256.751;-256.246;-256.676;-256.919;-256.942;-255.964;11:47:55;;;;;;;;;
827;34.3714;33.049;-256.751;-256.254;-256.676;-256.919;-256.927;-255.964;11:47:56;;;;;;;;;
828;34.3714;33.049;-256.755;-256.25;-256.676;-256.911;-256.935;-255.956;11:47:56;;;;;;;;;
829;34.3714;33.049;-256.755;-256.25;-256.668;-256.911;-256.927;-255.964;11:47:57;;;;;;;;;
830;34.3714;33.0411;-256.751;-256.25;-256.676;-256.911;-256.927;-255.956;11:47:57;;;;;;;;;
831;34.3714;33.0568;-256.751;-256.25;-256.676;-256.903;-256.935;-255.964;11:47:58;;;;;;;;;
832;34.3714;33.049;-256.755;-256.25;-256.676;-256.911;-256.927;-255.956;11:47:58;;;;;;;;;
833;34.3792;33.0568;-256.751;-256.25;-256.676;-256.911;-256.935;-255.964;11:47:59;;;;;;;;;
834;34.3714;33.049;-256.755;-256.254;-256.684;-256.911;-256.927;-255.964;11:47:59;;;;;;;;;
835;34.3714;33.049;-256.751;-256.254;-256.684;-256.911;-256.927;-255.956;11:48:00;;;;;;;;;
836;34.3792;33.0568;-256.755;-256.254;-256.684;-256.911;-256.935;-255.964;11:48:00;;;;;;;;;
837;34.3792;33.0607;-256.751;-256.258;-256.676;-256.919;-256.927;-255.964;11:48:01;;;;;;;;;
838;34.3792;33.0685;-256.751;-256.25;-256.684;-256.919;-256.935;-255.956;11:48:01;;;;;;;;;
839;34.3871;33.0646;-256.755;-256.254;-256.684;-256.919;-256.919;-255.972;11:48:02;;;;;;;;;
840;34.3871;33.0685;-256.751;-256.25;-256.676;-256.911;-256.927;-255.964;11:48:02;;;;;;;;;
841;34.3871;33.0685;-256.755;-256.25;-256.684;-256.919;-256.927;-255.964;11:48:03;;;;;;;;;
842;34.391;33.0685;-256.751;-256.25;-256.684;-256.919;-256.935;-255.956;11:48:03;;;;;;;;;
843;34.3949;33.0685;-256.751;-256.25;-256.676;-256.911;-256.935;-255.956;11:48:04;;;;;;;;;
844;34.391;33.0724;-256.751;-256.25;-256.676;-256.919;-256.927;-255.956;11:48:04;;;;;;;;;
845;34.391;33.0646;-256.755;-256.25;-256.684;-256.911;-256.927;-255.964;11:48:05;;;;;;;;;
846;34.3949;33.0685;-256.755;-256.25;-256.692;-256.911;-256.927;-255.956;11:48:05;;;;;;;;;
847;34.3949;33.0724;-256.755;-256.25;-256.676;-256.911;-256.927;-255.964;11:48:06;;;;;;;;;
848;34.3988;33.0685;-256.751;-256.25;-256.676;-256.919;-256.927;-255.972;11:48:06;;;;;;;;;
849;34.3949;33.0724;-256.751;-256.25;-256.676;-256.919;-256.927;-255.964;11:48:07;;;;;;;;;
850;34.3988;33.0724;-256.755;-256.25;-256.676;-256.919;-256.927;-255.964;11:48:07;;;;;;;;;
851;34.3988;33.0724;-256.755;-256.25;-256.684;-256.911;-256.927;-255.964;11:48:08;;;;;;;;;
852;34.3988;33.0764;-256.755;-256.25;-256.676;-256.919;-256.919;-255.964;11:48:08;;;;;;;;;
853;34.4027;33.0764;-256.751;-256.25;-256.684;-256.919;-256.927;-255.964;11:48:09;;;;;;;;;
854;34.4027;33.0842;-256.751;-256.25;-256.684;-256.911;-256.935;-255.972;11:48:09;;;;;;;;;
855;34.4027;33.0842;-256.747;-256.25;-256.676;-256.911;-256.927;-255.964;11:48:10;;;;;;;;;
856;34.4027;33.0842;-256.751;-256.254;-256.684;-256.919;-256.935;-255.964;11:48:10;;;;;;;;;
857;34.4066;33.0842;-256.751;-256.25;-256.676;-256.919;-256.927;-255.964;11:48:11;;;;;;;;;
858;34.4066;33.0842;-256.743;-256.254;-256.684;-256.919;-256.935;-255.964;11:48:11;;;;;;;;;
859;34.4066;33.0842;-256.747;-256.25;-256.684;-256.911;-256.927;-255.964;11:48:12;;;;;;;;;
860;34.4144;33.0842;-256.747;-256.254;-256.684;-256.919;-256.927;-255.972;11:48:12;;;;;;;;;
861;34.4066;33.0842;-256.747;-256.254;-256.676;-256.919;-256.927;-255.972;11:48:13;;;;;;;;;
862;34.4066;33.092;-256.751;-256.25;-256.684;-256.919;-256.927;-255.964;11:48:13;;;;;;;;;
863;34.4144;33.092;-256.747;-256.254;-256.684;-256.911;-256.935;-255.964;11:48:14;;;;;;;;;
864;34.4066;33.0998;-256.747;-256.25;-256.676;-256.911;-256.935;-255.972;11:48:14;;;;;;;;;
865;34.4144;33.1077;-256.747;-256.25;-256.684;-256.919;-256.935;-255.964;11:48:15;;;;;;;;;
866;34.4144;33.1077;-256.743;-256.254;-256.676;-256.911;-256.935;-255.972;11:48:15;;;;;;;;;
867;34.4144;33.0998;-256.743;-256.25;-256.684;-256.919;-256.927;-255.964;11:48:16;;;;;;;;;
868;34.4223;33.1077;-256.747;-256.254;-256.676;-256.911;-256.927;-255.98;11:48:16;;;;;;;;;
869;34.4223;33.1155;-256.747;-256.254;-256.684;-256.911;-256.927;-255.972;11:48:17;;;;;;;;;
870;34.4301;33.1155;-256.751;-256.254;-256.676;-256.911;-256.935;-255.972;11:48:17;;;;;;;;;
871;34.4223;33.1155;-256.747;-256.25;-256.676;-256.919;-256.935;-255.98;11:48:18;;;;;;;;;
872;34.4223;33.1233;-256.751;-256.25;-256.684;-256.911;-256.927;-255.98;11:48:18;;;;;;;;;
873;34.4223;33.1233;-256.751;-256.25;-256.676;-256.911;-256.927;-255.972;11:48:19;;;;;;;;;
874;34.4379;33.1311;-256.751;-256.25;-256.676;-256.919;-256.935;-255.98;11:48:19;;;;;;;;;
875;34.4301;33.1233;-256.751;-256.254;-256.676;-256.911;-256.935;-255.972;11:48:20;;;;;;;;;
876;34.4379;33.1311;-256.751;-256.246;-256.676;-256.911;-256.942;-255.98;11:48:20;;;;;;;;;
877;34.4301;33.139;-256.747;-256.25;-256.684;-256.919;-256.935;-255.972;11:48:21;;;;;;;;;
878;34.4379;33.1233;-256.747;-256.25;-256.676;-256.911;-256.942;-255.972;11:48:21;;;;;;;;;
879;34.4379;33.1311;-256.751;-256.25;-256.684;-256.911;-256.935;-255.972;11:48:22;;;;;;;;;
880;34.4457;33.1311;-256.747;-256.246;-256.676;-256.911;-256.942;-255.98;11:48:22;;;;;;;;;
881;34.4379;33.1311;-256.747;-256.25;-256.676;-256.919;-256.942;-255.972;11:48:23;;;;;;;;;
882;34.4457;33.139;-256.751;-256.254;-256.684;-256.911;-256.927;-255.964;11:48:23;;;;;;;;;
883;34.4536;33.1311;-256.747;-256.25;-256.676;-256.919;-256.927;-255.964;11:48:24;;;;;;;;;
884;34.4536;33.1468;-256.751;-256.25;-256.676;-256.911;-256.919;-255.972;11:48:24;;;;;;;;;
885;34.4536;33.139;-256.751;-256.25;-256.684;-256.919;-256.927;-255.972;11:48:25;;;;;;;;;
886;34.4536;33.1546;-256.755;-256.25;-256.676;-256.903;-256.927;-255.972;11:48:25;;;;;;;;;
887;34.4536;33.1468;-256.751;-256.25;-256.684;-256.911;-256.927;-255.972;11:48:26;;;;;;;;;
888;34.4614;33.1546;-256.758;-256.246;-256.684;-256.903;-256.919;-255.972;11:48:26;;;;;;;;;
889;34.4692;33.1546;-256.755;-256.25;-256.676;-256.911;-256.927;-255.964;11:48:27;;;;;;;;;
890;34.4692;33.1546;-256.755;-256.25;-256.684;-256.911;-256.935;-255.964;11:48:27;;;;;;;;;
891;34.477;33.1546;-256.747;-256.25;-256.684;-256.903;-256.935;-255.964;11:48:28;;;;;;;;;
892;34.4692;33.1546;-256.747;-256.254;-256.676;-256.911;-256.935;-255.964;11:48:28;;;;;;;;;
893;34.477;33.1546;-256.747;-256.25;-256.684;-256.911;-256.927;-255.972;11:48:29;;;;;;;;;
894;34.4849;33.1546;-256.743;-256.25;-256.684;-256.911;-256.927;-255.972;11:48:29;;;;;;;;;
895;34.4849;33.1624;-256.747;-256.254;-256.684;-256.911;-256.919;-255.972;11:48:30;;;;;;;;;
896;34.4927;33.1546;-256.747;-256.25;-256.684;-256.911;-256.935;-255.972;11:48:30;;;;;;;;;
897;34.4927;33.1624;-256.751;-256.25;-256.676;-256.911;-256.927;-255.972;11:48:31;;;;;;;;;
898;34.5005;33.1624;-256.747;-256.254;-256.684;-256.919;-256.919;-255.964;11:48:31;;;;;;;;;
899;34.4927;33.1624;-256.751;-256.25;-256.684;-256.911;-256.927;-255.972;11:48:32;;;;;;;;;
900;34.4927;33.1781;-256.747;-256.25;-256.684;-256.911;-256.919;-255.964;11:48:32;;;;;;;;;
901;34.5005;33.1703;-256.747;-256.25;-256.676;-256.919;-256.927;-255.972;11:48:33;;;;;;;;;
902;34.5005;33.1781;-256.747;-256.25;-256.684;-256.911;-256.935;-255.972;11:48:33;;;;;;;;;
903;34.5005;33.1703;-256.747;-256.254;-256.676;-256.919;-256.935;-255.972;11:48:34;;;;;;;;;
904;34.5005;33.1781;-256.747;-256.25;-256.676;-256.911;-256.927;-255.972;11:48:34;;;;;;;;;
905;34.5005;33.1781;-256.747;-256.25;-256.676;-256.911;-256.927;-255.98;11:48:35;;;;;;;;;
906;34.5083;33.1859;-256.747;-256.254;-256.676;-256.919;-256.927;-255.972;11:48:35;;;;;;;;;
907;34.5005;33.1781;-256.747;-256.254;-256.676;-256.911;-256.927;-255.972;11:48:36;;;;;;;;;
908;34.5005;33.1781;-256.747;-256.254;-256.676;-256.911;-256.919;-255.972;11:48:36;;;;;;;;;
909;34.5083;33.1859;-256.743;-256.254;-256.684;-256.911;-256.942;-255.972;11:48:37;;;;;;;;;
910;34.5083;33.1859;-256.747;-256.25;-256.684;-256.919;-256.927;-255.972;11:48:37;;;;;;;;;
911;34.5083;33.1859;-256.747;-256.254;-256.676;-256.911;-256.935;-255.964;11:48:38;;;;;;;;;
912;34.5162;33.1859;-256.751;-256.254;-256.684;-256.911;-256.927;-255.972;11:48:38;;;;;;;;;
913;34.5083;33.1937;-256.747;-256.254;-256.676;-256.919;-256.927;-255.972;11:48:39;;;;;;;;;
914;34.5083;33.1937;-256.747;-256.25;-256.676;-256.919;-256.927;-255.972;11:48:39;;;;;;;;;
915;34.5162;33.2016;-256.751;-256.25;-256.676;-256.903;-256.935;-255.972;11:48:40;;;;;;;;;
916;34.524;33.2016;-256.747;-256.25;-256.676;-256.911;-256.927;-255.972;11:48:40;;;;;;;;;
917;34.524;33.2016;-256.747;-256.25;-256.684;-256.903;-256.942;-255.972;11:48:41;;;;;;;;;
918;34.524;33.2094;-256.747;-256.25;-256.676;-256.903;-256.927;-255.972;11:48:41;;;;;;;;;
919;34.524;33.2016;-256.747;-256.25;-256.676;-256.903;-256.935;-255.972;11:48:42;;;;;;;;;
920;34.5318;33.2094;-256.751;-256.254;-256.676;-256.911;-256.935;-255.972;11:48:42;;;;;;;;;
921;34.5318;33.2172;-256.743;-256.254;-256.684;-256.903;-256.935;-255.964;11:48:43;;;;;;;;;
922;34.5318;33.2172;-256.747;-256.254;-256.676;-256.911;-256.927;-255.964;11:48:43;;;;;;;;;
923;34.5318;33.2172;-256.751;-256.25;-256.684;-256.903;-256.942;-255.972;11:48:44;;;;;;;;;
924;34.5318;33.2172;-256.747;-256.254;-256.676;-256.911;-256.935;-255.972;11:48:44;;;;;;;;;
925;34.5318;33.2172;-256.751;-256.254;-256.676;-256.911;-256.942;-255.964;11:48:45;;;;;;;;;
926;34.524;33.225;-256.747;-256.254;-256.684;-256.903;-256.935;-255.964;11:48:45;;;;;;;;;
927;34.5318;33.2407;-256.747;-256.25;-256.676;-256.911;-256.942;-255.972;11:48:46;;;;;;;;;
928;34.524;33.2329;-256.747;-256.254;-256.676;-256.911;-256.942;-255.972;11:48:46;;;;;;;;;
929;34.524;33.2329;-256.751;-256.25;-256.676;-256.919;-256.942;-255.964;11:48:47;;;;;;;;;
930;34.5162;33.2407;-256.747;-256.246;-256.676;-256.911;-256.95;-255.972;11:48:47;;;;;;;;;
931;34.5318;33.2485;-256.747;-256.246;-256.684;-256.919;-256.942;-255.972;11:48:48;;;;;;;;;
932;34.5318;33.2485;-256.747;-256.25;-256.676;-256.919;-256.942;-255.972;11:48:48;;;;;;;;;
933;34.5396;33.2407;-256.751;-256.25;-256.684;-256.911;-256.95;-255.972;11:48:49;;;;;;;;;
934;34.524;33.2407;-256.751;-256.25;-256.684;-256.911;-256.942;-255.98;11:48:49;;;;;;;;;
935;34.524;33.2407;-256.755;-256.25;-256.676;-256.919;-256.942;-255.972;11:48:50;;;;;;;;;
936;34.524;33.2485;-256.755;-256.254;-256.684;-256.919;-256.935;-255.98;11:48:50;;;;;;;;;
937;34.5396;33.2563;-256.755;-256.25;-256.676;-256.911;-256.935;-255.972;11:48:51;;;;;;;;;
938;34.5396;33.2642;-256.751;-256.25;-256.684;-256.911;-256.935;-255.98;11:48:51;;;;;;;;;
939;34.5318;33.2642;-256.751;-256.25;-256.676;-256.911;-256.935;-255.972;11:48:52;;;;;;;;;
940;34.5396;33.2759;-256.755;-256.25;-256.676;-256.911;-256.935;-255.972;11:48:52;;;;;;;;;
941;34.5396;33.272;-256.755;-256.246;-256.676;-256.903;-256.935;-255.972;11:48:53;;;;;;;;;
942;34.5553;33.2798;-256.755;-256.25;-256.676;-256.911;-256.935;-255.972;11:48:53;;;;;;;;;
943;34.5475;33.2798;-256.747;-256.25;-256.684;-256.911;-256.935;-255.972;11:48:54;;;;;;;;;
944;34.5553;33.2876;-256.755;-256.25;-256.684;-256.911;-256.927;-255.972;11:48:54;;;;;;;;;
945;34.5475;33.2837;-256.751;-256.246;-256.676;-256.919;-256.935;-255.972;11:48:55;;;;;;;;;
946;34.5475;33.2876;-256.755;-256.25;-256.684;-256.911;-256.935;-255.98;11:48:55;;;;;;;;;
947;34.5553;33.2915;-256.755;-256.25;-256.676;-256.919;-256.942;-255.964;11:48:56;;;;;;;;;
948;34.5475;33.2915;-256.755;-256.25;-256.684;-256.911;-256.927;-255.972;11:48:56;;;;;;;;;
949;34.5475;33.2876;-256.755;-256.25;-256.684;-256.911;-256.942;-255.972;11:48:57;;;;;;;;;
950;34.5553;33.2915;-256.751;-256.25;-256.676;-256.919;-256.935;-255.972;11:48:57;;;;;;;;;
951;34.5553;33.2915;-256.755;-256.254;-256.676;-256.911;-256.927;-255.972;11:48:58;;;;;;;;;
952;34.5475;33.2915;-256.755;-256.25;-256.684;-256.911;-256.935;-255.972;11:48:58;;;;;;;;;
953;34.5553;33.2915;-256.755;-256.254;-256.684;-256.911;-256.935;-255.972;11:48:59;;;;;;;;;
954;34.5553;33.3072;-256.758;-256.25;-256.684;-256.903;-256.927;-255.972;11:48:59;;;;;;;;;
955;34.5631;33.2955;-256.755;-256.254;-256.684;-256.911;-256.935;-255.972;11:49:00;;;;;;;;;
956;34.5709;33.2915;-256.758;-256.254;-256.684;-256.919;-256.927;-255.972;11:49:00;;;;;;;;;
957;34.5788;33.2915;-256.755;-256.25;-256.676;-256.919;-256.935;-255.972;11:49:01;;;;;;;;;
958;34.5788;33.2994;-256.755;-256.254;-256.676;-256.911;-256.927;-255.964;11:49:01;;;;;;;;;
959;34.5788;33.2994;-256.755;-256.25;-256.668;-256.919;-256.935;-255.972;11:49:02;;;;;;;;;
960;34.5866;33.2915;-256.758;-256.254;-256.676;-256.911;-256.927;-255.964;11:49:02;;;;;;;;;
961;34.5788;33.3072;-256.755;-256.25;-256.676;-256.919;-256.927;-255.972;11:49:03;;;;;;;;;
962;34.5866;33.3072;-256.751;-256.25;-256.676;-256.919;-256.927;-255.972;11:49:03;;;;;;;;;
963;34.5788;33.3072;-256.755;-256.254;-256.684;-256.911;-256.935;-255.964;11:49:04;;;;;;;;;
964;34.5866;33.315;-256.755;-256.25;-256.676;-256.919;-256.935;-255.972;11:49:04;;;;;;;;;
965;34.5866;33.3072;-256.751;-256.25;-256.668;-256.919;-256.927;-255.972;11:49:05;;;;;;;;;
966;34.5944;33.3072;-256.751;-256.254;-256.661;-256.919;-256.935;-255.964;11:49:05;;;;;;;;;
967;34.5788;33.3072;-256.751;-256.25;-256.676;-256.919;-256.935;-255.972;11:49:06;;;;;;;;;
968;34.5866;33.3072;-256.755;-256.25;-256.676;-256.919;-256.927;-255.964;11:49:06;;;;;;;;;
969;34.5944;33.3072;-256.751;-256.25;-256.676;-256.919;-256.935;-255.972;11:49:07;;;;;;;;;
970;34.5788;33.3072;-256.751;-256.25;-256.676;-256.919;-256.935;-255.972;11:49:07;;;;;;;;;
971;34.5788;33.3072;-256.743;-256.25;-256.668;-256.919;-256.935;-255.972;11:49:08;;;;;;;;;
972;34.5788;33.3072;-256.747;-256.254;-256.676;-256.919;-256.927;-255.972;11:49:08;;;;;;;;;
973;34.5788;33.3072;-256.747;-256.25;-256.668;-256.919;-256.935;-255.972;11:49:09;;;;;;;;;
974;34.5866;33.2994;-256.747;-256.25;-256.676;-256.919;-256.935;-255.98;11:49:09;;;;;;;;;
975;34.5866;33.2994;-256.751;-256.25;-256.676;-256.919;-256.935;-255.972;11:49:10;;;;;;;;;
976;34.5866;33.3072;-256.747;-256.25;-256.676;-256.927;-256.942;-255.98;11:49:10;;;;;;;;;
977;34.5944;33.2994;-256.747;-256.25;-256.676;-256.919;-256.927;-255.964;11:49:11;;;;;;;;;
978;34.5944;33.2994;-256.747;-256.25;-256.676;-256.919;-256.935;-255.98;11:49:11;;;;;;;;;
979;34.5944;33.2994;-256.743;-256.254;-256.668;-256.919;-256.942;-255.972;11:49:12;;;;;;;;;
980;34.5944;33.2994;-256.751;-256.25;-256.676;-256.911;-256.935;-255.98;11:49:12;;;;;;;;;
981;34.6022;33.3072;-256.747;-256.25;-256.676;-256.919;-256.935;-255.972;11:49:13;;;;;;;;;
982;34.6022;33.315;-256.747;-256.25;-256.668;-256.919;-256.935;-255.972;11:49:13;;;;;;;;;
983;34.6062;33.3228;-256.743;-256.25;-256.676;-256.919;-256.942;-255.98;11:49:14;;;;;;;;;
984;34.6101;33.315;-256.743;-256.25;-256.668;-256.911;-256.935;-255.972;11:49:14;;;;;;;;;
985;34.6101;33.3307;-256.747;-256.254;-256.668;-256.911;-256.935;-255.98;11:49:15;;;;;;;;;
986;34.6101;33.3228;-256.743;-256.25;-256.676;-256.911;-256.927;-255.972;11:49:15;;;;;;;;;
987;34.6101;33.3307;-256.751;-256.25;-256.668;-256.911;-256.935;-255.972;11:49:16;;;;;;;;;
988;34.6101;33.3385;-256.747;-256.254;-256.676;-256.919;-256.927;-255.972;11:49:16;;;;;;;;;
989;34.6101;33.3385;-256.747;-256.254;-256.676;-256.919;-256.927;-255.964;11:49:17;;;;;;;;;
990;34.6101;33.3385;-256.751;-256.254;-256.668;-256.919;-256.935;-255.98;11:49:17;;;;;;;;;
991;34.6101;33.3463;-256.747;-256.254;-256.676;-256.919;-256.927;-255.964;11:49:18;;;;;;;;;
992;34.614;33.3463;-256.751;-256.25;-256.676;-256.919;-256.942;-255.972;11:49:18;;;;;;;;;
993;34.614;33.3541;-256.747;-256.254;-256.676;-256.919;-256.935;-255.964;11:49:19;;;;;;;;;
994;34.6179;33.3541;-256.747;-256.262;-256.676;-256.919;-256.935;-255.98;11:49:19;;;;;;;;;
995;34.6179;33.3463;-256.747;-256.254;-256.676;-256.919;-256.935;-255.964;11:49:20;;;;;;;;;
996;34.6179;33.362;-256.751;-256.254;-256.676;-256.919;-256.927;-255.972;11:49:20;;;;;;;;;
997;34.6179;33.3541;-256.751;-256.254;-256.684;-256.927;-256.927;-255.972;11:49:21;;;;;;;;;
