Number;DT1;DT2;Time;;;С куллеромм;Макс;Мин;deLTA;Без куллера;Макс;Мин;deLTA
1133;35.0913;34.4223;16:09:52;;;;;;;;;;
1134;35.0991;34.4223;16:09:52;;;;;;;;;;
1135;35.107;34.4301;16:09:53;;;;;;;;;;
1136;35.107;34.4301;16:09:53;;;;;;;;;;
1137;35.1148;34.4301;16:09:54;;;;;;;;;;
1138;35.1148;34.4301;16:09:54;;;;;;;;;;
1139;35.1226;34.4301;16:09:55;;;;;;;;;;
1140;35.1148;34.4301;16:09:55;;;;;;;;;;
1141;35.1226;34.4301;16:09:56;;;;;;;;;;
1142;35.1226;34.4223;16:09:56;;;;;;;;;;
1143;35.1148;34.4301;16:09:57;;;;;;;;;;
1144;35.1148;34.4223;16:09:57;;;;;;;;;;
1145;35.107;34.4223;16:09:58;;;;;;;;;;
1146;35.107;34.4223;16:09:58;;;;;;;;;;
1147;35.0913;34.4144;16:09:59;;;;;;;;;;
1148;35.0913;34.4066;16:09:59;;;;;;;;;;
1149;35.0835;34.4066;16:10:00;;;;;;;;;;
1150;35.0757;34.4144;16:10:00;;;;;;;;;;
1151;35.0678;34.4066;16:10:01;;;;;;;;;;
1152;35.0678;34.391;16:10:01;;;;;;;;;;
1153;35.0522;34.391;16:10:02;;;;;;;;;;
1154;35.0522;34.391;16:10:02;;;;;;;;;;
1155;35.0522;34.3831;16:10:03;;;;;;;;;;
1156;35.0522;34.3753;16:10:03;;;;;;;;;;
1157;35.0365;34.3831;16:10:04;;;;;;;;;;
1158;35.0365;34.3675;16:10:04;;;;;;;;;;
1159;35.0209;34.3753;16:10:05;;;;;;;;;;
1160;35.0209;34.3675;16:10:05;;;;;;;;;;
1161;35.0131;34.3675;16:10:06;;;;;;;;;;
1162;35.0131;34.3597;16:10:06;;;;;;;;;;
1163;35.0091;34.3518;16:10:07;;;;;;;;;;
1164;35.0052;34.344;16:10:07;;;;;;;;;;
1165;34.9974;34.344;16:10:08;;;;;;;;;;
1166;34.9974;34.3362;16:10:08;;;;;;;;;;
1167;34.9935;34.3284;16:10:09;;;;;;;;;;
1168;34.9974;34.3362;16:10:09;;;;;;;;;;
1169;34.9974;34.3362;16:10:10;;;;;;;;;;
1170;35.0013;34.3518;16:10:10;;;;;;;;;;
1171;35.0091;34.3597;16:10:11;;;;;;;;;;
1172;35.0209;34.3675;16:10:11;;;;;;;;;;
1173;35.0365;34.391;16:10:12;;;;;;;;;;
1174;35.06;34.3988;16:10:12;;;;;;;;;;
1175;35.0757;34.4066;16:10:13;;;;;;;;;;
1176;35.0835;34.4144;16:10:13;;;;;;;;;;
1177;35.0991;34.4301;16:10:14;;;;;;;;;;
1178;35.0991;34.4379;16:10:14;;;;;;;;;;
1179;35.1148;34.4379;16:10:15;;;;;;;;;;
1180;35.1148;34.4457;16:10:15;;;;;;;;;;
1181;35.1148;34.4457;16:10:16;;;;;;;;;;
1182;35.1148;34.4457;16:10:16;;;;;;;;;;
1183;35.1226;34.4379;16:10:17;;;;;;;;;;
1184;35.1304;34.4536;16:10:17;;;;;;;;;;
1185;35.107;34.4457;16:10:18;;;;;;;;;;
1186;35.107;34.4536;16:10:18;;;;;;;;;;
1187;35.107;34.4379;16:10:19;;;;;;;;;;
1188;35.107;34.4536;16:10:19;;;;;;;;;;
1189;35.0991;34.4379;16:10:20;;;;;;;;;;
1190;35.0913;34.4457;16:10:20;;;;;;;;;;
1191;35.0913;34.4301;16:10:21;;;;;;;;;;
1192;35.0835;34.4379;16:10:21;;;;;;;;;;
1193;35.0913;34.4379;16:10:22;;;;;;;;;;
1194;35.0835;34.4223;16:10:22;;;;;;;;;;
1195;35.0757;34.4379;16:10:23;;;;;;;;;;
1196;35.0678;34.4301;16:10:23;;;;;;;;;;
1197;35.0678;34.4301;16:10:24;;;;;;;;;;
1198;35.06;34.4223;16:10:24;;;;;;;;;;
1199;35.0522;34.4223;16:10:25;;;;;;;;;;
1200;35.0522;34.4066;16:10:25;;;;;;;;;;
1201;35.0444;34.4144;16:10:26;;;;;;;;;;
1202;35.0365;34.3988;16:10:26;;;;;;;;;;
1203;35.0365;34.4066;16:10:27;;;;;;;;;;
1204;35.0365;34.391;16:10:27;;;;;;;;;;
1205;35.0209;34.3988;16:10:28;;;;;;;;;;
1206;35.0209;34.391;16:10:28;;;;;;;;;;
1207;35.0131;34.3831;16:10:29;;;;;;;;;;
1208;35.0091;34.391;16:10:29;;;;;;;;;;
1209;35.0052;34.3753;16:10:30;;;;;;;;;;
1210;34.9974;34.3753;16:10:30;;;;;;;;;;
1211;34.9974;34.3675;16:10:31;;;;;;;;;;
1212;34.9935;34.3675;16:10:31;;;;;;;;;;
1213;34.9935;34.3675;16:10:32;;;;;;;;;;
1214;34.9974;34.3675;16:10:32;;;;;;;;;;
1215;35.0013;34.3831;16:10:33;;;;;;;;;;
1216;35.017;34.391;16:10:33;;;;;;;;;;
1217;35.0287;34.4066;16:10:34;;;;;;;;;;
1218;35.0522;34.4223;16:10:34;;;;;;;;;;
1219;35.0678;34.4301;16:10:35;;;;;;;;;;
1220;35.0835;34.4379;16:10:35;;;;;;;;;;
1221;35.107;34.4457;16:10:36;;;;;;;;;;
1222;35.107;34.4536;16:10:36;;;;;;;;;;
1223;35.1148;34.4614;16:10:37;;;;;;;;;;
1224;35.1148;34.4614;16:10:37;;;;;;;;;;
1225;35.1226;34.4692;16:10:38;;;;;;;;;;
1226;35.1226;34.4614;16:10:38;;;;;;;;;;
1227;35.1304;34.4614;16:10:39;;;;;;;;;;
1228;35.1304;34.4614;16:10:39;;;;;;;;;;
1229;35.1383;34.4614;16:10:40;;;;;;;;;;
1230;35.1304;34.4614;16:10:40;;;;;;;;;;
1231;35.1461;34.4536;16:10:41;;;;;;;;;;
1232;35.1304;34.4536;16:10:41;;;;;;;;;;
1233;35.1383;34.4614;16:10:42;;;;;;;;;;
1234;35.1304;34.4457;16:10:42;;;;;;;;;;
1235;35.1226;34.4536;16:10:43;;;;;;;;;;
1236;35.1148;34.4379;16:10:43;;;;;;;;;;
1237;35.107;34.4379;16:10:44;;;;;;;;;;
1238;35.107;34.4457;16:10:44;;;;;;;;;;
1239;35.107;34.4301;16:10:45;;;;;;;;;;
1240;35.0991;34.4379;16:10:45;;;;;;;;;;
1241;35.0835;34.4223;16:10:46;;;;;;;;;;
1242;35.0913;34.4301;16:10:46;;;;;;;;;;
1243;35.0757;34.4223;16:10:47;;;;;;;;;;
1244;35.0678;34.4144;16:10:47;;;;;;;;;;
1245;35.0678;34.4223;16:10:48;;;;;;;;;;
1246;35.0522;34.4144;16:10:48;;;;;;;;;;
1247;35.0522;34.4066;16:10:49;;;;;;;;;;
1248;35.0444;34.3988;16:10:49;;;;;;;;;;
1249;35.0365;34.3988;16:10:50;;;;;;;;;;
1250;35.0287;34.3988;16:10:50;;;;;;;;;;
1251;35.0209;34.3831;16:10:51;;;;;;;;;;
1252;35.0131;34.3831;16:10:51;;;;;;;;;;
1253;35.0091;34.3831;16:10:52;;;;;;;;;;
1254;35.0091;34.3831;16:10:52;;;;;;;;;;
1255;35.0052;34.3831;16:10:53;;;;;;;;;;
1256;35.0052;34.3753;16:10:53;;;;;;;;;;
1257;34.9974;34.3597;16:10:54;;;;;;;;;;
1258;34.9974;34.3597;16:10:54;;;;;;;;;;
1259;34.9857;34.3597;16:10:55;;;;;;;;;;
1260;34.9857;34.3518;16:10:55;;;;;;;;;;
1261;34.9857;34.3518;16:10:56;;;;;;;;;;
1262;34.9935;34.3518;16:10:56;;;;;;;;;;
1263;34.9974;34.3597;16:10:57;;;;;;;;;;
1264;35.0091;34.3831;16:10:57;;;;;;;;;;
1265;35.0287;34.3831;16:10:58;;;;;;;;;;
1266;35.0522;34.4066;16:10:58;;;;;;;;;;
1267;35.0835;34.4301;16:10:59;;;;;;;;;;
1268;35.1148;34.4457;16:10:59;;;;;;;;;;
1269;35.1304;34.4614;16:11:00;;;;;;;;;;
1270;35.1461;34.4692;16:11:00;;;;;;;;;;
1271;35.1617;34.4849;16:11:01;;;;;;;;;;
1272;35.1774;34.4849;16:11:01;;;;;;;;;;
1273;35.1852;34.4888;16:11:02;;;;;;;;;;
1274;35.2009;34.4888;16:11:02;;;;;;;;;;
1275;35.193;34.4966;16:11:03;;;;;;;;;;
1276;35.2087;34.4966;16:11:03;;;;;;;;;;
1277;35.2009;34.4966;16:11:04;;;;;;;;;;
1278;35.2126;34.4927;16:11:04;;;;;;;;;;
1279;35.2126;34.5005;16:11:05;;;;;;;;;;
1280;35.2126;34.4966;16:11:05;;;;;;;;;;
1281;35.2126;34.4966;16:11:06;;;;;;;;;;
1282;35.2126;34.5005;16:11:06;;;;;;;;;;
1283;35.2087;34.4966;16:11:07;;;;;;;;;;
1284;35.2126;34.4966;16:11:07;;;;;;;;;;
1285;35.2126;34.4927;16:11:08;;;;;;;;;;
1286;35.2087;34.4966;16:11:08;;;;;;;;;;
1287;35.193;34.4927;16:11:09;;;;;;;;;;
1288;35.2009;34.4966;16:11:09;;;;;;;;;;
1289;35.2009;34.4927;16:11:10;;;;;;;;;;
1290;35.193;34.4888;16:11:10;;;;;;;;;;
1291;35.1774;34.4849;16:11:11;;;;;;;;;;
1292;35.1852;34.4888;16:11:11;;;;;;;;;;
1293;35.1774;34.477;16:11:12;;;;;;;;;;
1294;35.1617;34.477;16:11:12;;;;;;;;;;
1295;35.1617;34.4692;16:11:13;;;;;;;;;;
1296;35.1539;34.4536;16:11:13;;;;;;;;;;
1297;35.1539;34.4614;16:11:14;;;;;;;;;;
1298;35.1461;34.4536;16:11:14;;;;;;;;;;
1299;35.1304;34.4457;16:11:15;;;;;;;;;;
1300;35.1383;34.4457;16:11:15;;;;;;;;;;
1301;35.1226;34.4457;16:11:16;;;;;;;;;;
1302;35.1226;34.4379;16:11:16;;;;;;;;;;
1303;35.1148;34.4379;16:11:17;;;;;;;;;;
1304;35.0991;34.4223;16:11:17;;;;;;;;;;
1305;35.0913;34.4223;16:11:18;;;;;;;;;;
1306;35.0835;34.4144;16:11:18;;;;;;;;;;
1307;35.0757;34.4066;16:11:19;;;;;;;;;;
1308;35.0757;34.4144;16:11:19;;;;;;;;;;
1309;35.0678;34.4066;16:11:20;;;;;;;;;;
1310;35.0522;34.391;16:11:20;;;;;;;;;;
1311;35.0522;34.3988;16:11:21;;;;;;;;;;
1312;35.0444;34.391;16:11:21;;;;;;;;;;
1313;35.0287;34.391;16:11:22;;;;;;;;;;
1314;35.0209;34.3753;16:11:22;;;;;;;;;;
1315;35.0209;34.3831;16:11:23;;;;;;;;;;
1316;35.0091;34.3753;16:11:23;;;;;;;;;;
1317;35.0052;34.3753;16:11:24;;;;;;;;;;
1318;35.0013;34.3753;16:11:24;;;;;;;;;;
1319;34.9935;34.3675;16:11:25;;;;;;;;;;
1320;34.9974;34.3518;16:11:25;;;;;;;;;;
1321;34.9857;34.3518;16:11:26;;;;;;;;;;
1322;34.9857;34.3518;16:11:26;;;;;;;;;;
1323;34.9857;34.3518;16:11:27;;;;;;;;;;
1324;34.9974;34.3518;16:11:27;;;;;;;;;;
1325;34.9896;34.3597;16:11:28;;;;;;;;;;
1326;35.0013;34.3753;16:11:28;;;;;;;;;;
1327;35.0209;34.3988;16:11:29;;;;;;;;;;
1328;35.0444;34.4066;16:11:29;;;;;;;;;;
1329;35.0835;34.4379;16:11:30;;;;;;;;;;
1330;35.107;34.4457;16:11:30;;;;;;;;;;
1331;35.1304;34.4692;16:11:31;;;;;;;;;;
1332;35.1539;34.4692;16:11:31;;;;;;;;;;
1333;35.1696;34.4888;16:11:32;;;;;;;;;;
1334;35.1774;34.4888;16:11:32;;;;;;;;;;
1335;35.1852;34.4966;16:11:33;;;;;;;;;;
1336;35.1852;34.4966;16:11:33;;;;;;;;;;
1337;35.1852;34.5044;16:11:34;;;;;;;;;;
1338;35.2009;34.5005;16:11:34;;;;;;;;;;
1339;35.193;34.5044;16:11:35;;;;;;;;;;
1340;35.2087;34.5044;16:11:35;;;;;;;;;;
1341;35.2009;34.5044;16:11:36;;;;;;;;;;
1342;35.2126;34.5044;16:11:36;;;;;;;;;;
1343;35.2009;34.5123;16:11:37;;;;;;;;;;
1344;35.2087;34.5123;16:11:37;;;;;;;;;;
1345;35.2009;34.5123;16:11:38;;;;;;;;;;
1346;35.2009;34.5083;16:11:38;;;;;;;;;;
1347;35.193;34.5044;16:11:39;;;;;;;;;;
1348;35.193;34.5005;16:11:39;;;;;;;;;;
1349;35.193;34.5005;16:11:40;;;;;;;;;;
1350;35.193;34.5044;16:11:40;;;;;;;;;;
1351;35.1774;34.5005;16:11:41;;;;;;;;;;
1352;35.1774;34.4927;16:11:41;;;;;;;;;;
1353;35.1774;34.4966;16:11:42;;;;;;;;;;
1354;35.1774;34.4927;16:11:42;;;;;;;;;;
1355;35.1696;34.4927;16:11:43;;;;;;;;;;
1356;35.1696;34.4888;16:11:43;;;;;;;;;;
1357;35.1539;34.4927;16:11:44;;;;;;;;;;
1358;35.1461;34.4888;16:11:44;;;;;;;;;;
1359;35.1304;34.4888;16:11:45;;;;;;;;;;
1360;35.1383;34.4849;16:11:45;;;;;;;;;;
1361;35.1226;34.4849;16:11:46;;;;;;;;;;
1362;35.1226;34.477;16:11:46;;;;;;;;;;
1363;35.1148;34.477;16:11:47;;;;;;;;;;
1364;35.107;34.4692;16:11:47;;;;;;;;;;
1365;35.0991;34.4692;16:11:48;;;;;;;;;;
1366;35.0991;34.4614;16:11:48;;;;;;;;;;
1367;35.0835;34.4614;16:11:49;;;;;;;;;;
1368;35.0757;34.4536;16:11:49;;;;;;;;;;
1369;35.0678;34.4457;16:11:50;;;;;;;;;;
1370;35.06;34.4379;16:11:50;;;;;;;;;;
1371;35.06;34.4457;16:11:51;;;;;;;;;;
1372;35.0522;34.4301;16:11:51;;;;;;;;;;
1373;35.0365;34.4223;16:11:52;;;;;;;;;;
1374;35.0287;34.4223;16:11:52;;;;;;;;;;
1375;35.0287;34.4144;16:11:53;;;;;;;;;;
1376;35.0209;34.4144;16:11:53;;;;;;;;;;
1377;35.0131;34.4066;16:11:54;;;;;;;;;;
1378;35.0091;34.4066;16:11:54;;;;;;;;;;
1379;35.0052;34.391;16:11:55;;;;;;;;;;
1380;35.0013;34.391;16:11:55;;;;;;;;;;
1381;34.9974;34.3831;16:11:56;;;;;;;;;;
1382;34.9974;34.3831;16:11:56;;;;;;;;;;
1383;34.9857;34.3753;16:11:57;;;;;;;;;;
1384;34.9935;34.3831;16:11:57;;;;;;;;;;
1385;34.9896;34.3988;16:11:58;;;;;;;;;;
1386;35.0013;34.3988;16:11:58;;;;;;;;;;
1387;35.0052;34.4223;16:11:59;;;;;;;;;;
1388;35.0287;34.4223;16:11:59;;;;;;;;;;
1389;35.0522;34.4457;16:12:00;;;;;;;;;;
1390;35.0678;34.4536;16:12:00;;;;;;;;;;
1391;35.0757;34.4614;16:12:01;;;;;;;;;;
1392;35.0835;34.4692;16:12:01;;;;;;;;;;
1393;35.107;34.477;16:12:02;;;;;;;;;;
1394;35.107;34.477;16:12:02;;;;;;;;;;
1395;35.1148;34.477;16:12:03;;;;;;;;;;
1396;35.1226;34.477;16:12:03;;;;;;;;;;
1397;35.1148;34.4849;16:12:04;;;;;;;;;;
1398;35.1226;34.4849;16:12:04;;;;;;;;;;
1399;35.1148;34.4849;16:12:05;;;;;;;;;;
1400;35.1148;34.477;16:12:05;;;;;;;;;;
1401;35.1226;34.477;16:12:06;;;;;;;;;;
1402;35.1148;34.477;16:12:06;;;;;;;;;;
1403;35.1148;34.4692;16:12:07;;;;;;;;;;
1404;35.1226;34.4692;16:12:07;;;;;;;;;;
1405;35.107;34.4614;16:12:08;;;;;;;;;;
1406;35.1148;34.4614;16:12:08;;;;;;;;;;
1407;35.107;34.4536;16:12:09;;;;;;;;;;
1408;35.107;34.4614;16:12:09;;;;;;;;;;
1409;35.107;34.4614;16:12:10;;;;;;;;;;
1410;35.0991;34.4614;16:12:10;;;;;;;;;;
1411;35.0835;34.4614;16:12:11;;;;;;;;;;
1412;35.0835;34.4536;16:12:11;;;;;;;;;;
1413;35.0835;34.4457;16:12:12;;;;;;;;;;
1414;35.0757;34.4457;16:12:12;;;;;;;;;;
1415;35.0678;34.4379;16:12:13;;;;;;;;;;
1416;35.0757;34.4379;16:12:13;;;;;;;;;;
1417;35.06;34.4301;16:12:14;;;;;;;;;;
1418;35.06;34.4301;16:12:14;;;;;;;;;;
1419;35.0522;34.4301;16:12:15;;;;;;;;;;
1420;35.0444;34.4223;16:12:15;;;;;;;;;;
1421;35.0365;34.4223;16:12:16;;;;;;;;;;
1422;35.0287;34.4223;16:12:16;;;;;;;;;;
1423;35.0287;34.4144;16:12:17;;;;;;;;;;
1424;35.0131;34.3988;16:12:17;;;;;;;;;;
1425;35.0091;34.3988;16:12:18;;;;;;;;;;
1426;35.0013;34.391;16:12:18;;;;;;;;;;
1427;34.9974;34.3831;16:12:19;;;;;;;;;;
1428;35.0013;34.3831;16:12:19;;;;;;;;;;
1429;34.9935;34.3831;16:12:20;;;;;;;;;;
1430;34.9974;34.3753;16:12:20;;;;;;;;;;
1431;35.0013;34.3753;16:12:21;;;;;;;;;;
1432;34.9974;34.391;16:12:21;;;;;;;;;;
1433;35.0013;34.391;16:12:22;;;;;;;;;;
1434;35.0052;34.3988;16:12:22;;;;;;;;;;
1435;35.0209;34.4144;16:12:23;;;;;;;;;;
1436;35.0287;34.4223;16:12:23;;;;;;;;;;
1437;35.0522;34.4301;16:12:24;;;;;;;;;;
1438;35.0522;34.4379;16:12:24;;;;;;;;;;
1439;35.0678;34.4457;16:12:25;;;;;;;;;;
1440;35.0835;34.4457;16:12:25;;;;;;;;;;
1441;35.0835;34.4536;16:12:26;;;;;;;;;;
1442;35.0913;34.4536;16:12:26;;;;;;;;;;
1443;35.0991;34.4614;16:12:27;;;;;;;;;;
1444;35.107;34.4536;16:12:27;;;;;;;;;;
1445;35.0991;34.4614;16:12:28;;;;;;;;;;
1446;35.107;34.4614;16:12:28;;;;;;;;;;
1447;35.0991;34.4614;16:12:29;;;;;;;;;;
1448;35.0991;34.4614;16:12:29;;;;;;;;;;
1449;35.0991;34.4614;16:12:30;;;;;;;;;;
1450;35.0913;34.4614;16:12:30;;;;;;;;;;
1451;35.0913;34.4614;16:12:31;;;;;;;;;;
1452;35.0835;34.4536;16:12:31;;;;;;;;;;
1453;35.0835;34.4536;16:12:32;;;;;;;;;;
1454;35.0757;34.4536;16:12:32;;;;;;;;;;
1455;35.0757;34.4457;16:12:33;;;;;;;;;;
1456;35.06;34.4457;16:12:33;;;;;;;;;;
1457;35.06;34.4457;16:12:34;;;;;;;;;;
1458;35.06;34.4379;16:12:34;;;;;;;;;;
1459;35.0522;34.4379;16:12:35;;;;;;;;;;
1460;35.0522;34.4301;16:12:35;;;;;;;;;;
1461;35.0365;34.4301;16:12:36;;;;;;;;;;
1462;35.0365;34.4223;16:12:36;;;;;;;;;;
1463;35.0365;34.4144;16:12:37;;;;;;;;;;
1464;35.0131;34.4144;16:12:37;;;;;;;;;;
1465;35.0209;34.4144;16:12:38;;;;;;;;;;
1466;35.0091;34.4066;16:12:38;;;;;;;;;;
1467;35.0091;34.3988;16:12:39;;;;;;;;;;
1468;35.0052;34.391;16:12:39;;;;;;;;;;
1469;35.0013;34.391;16:12:40;;;;;;;;;;
1470;34.9974;34.391;16:12:40;;;;;;;;;;
1471;34.9974;34.3753;16:12:41;;;;;;;;;;
1472;34.9935;34.3753;16:12:41;;;;;;;;;;
1473;34.9935;34.3831;16:12:42;;;;;;;;;;
1474;34.9857;34.3675;16:12:42;;;;;;;;;;
1475;34.9974;34.3831;16:12:43;;;;;;;;;;
1476;35.0013;34.391;16:12:43;;;;;;;;;;
1477;35.0209;34.4066;16:12:44;;;;;;;;;;
1478;35.0365;34.4223;16:12:44;;;;;;;;;;
1479;35.0678;34.4379;16:12:45;;;;;;;;;;
1480;35.0913;34.4536;16:12:45;;;;;;;;;;
1481;35.1148;34.4692;16:12:46;;;;;;;;;;
1482;35.1304;34.4888;16:12:46;;;;;;;;;;
1483;35.1461;34.4888;16:12:47;;;;;;;;;;
1484;35.1539;34.4927;16:12:47;;;;;;;;;;
1485;35.1696;34.4927;16:12:48;;;;;;;;;;
1486;35.1774;34.4966;16:12:48;;;;;;;;;;
1487;35.1774;34.4966;16:12:49;;;;;;;;;;
1488;35.1774;34.5005;16:12:49;;;;;;;;;;
1489;35.1774;34.5005;16:12:50;;;;;;;;;;
1490;35.1852;34.4966;16:12:50;;;;;;;;;;
1491;35.1852;34.5005;16:12:51;;;;;;;;;;
1492;35.1774;34.5044;16:12:51;;;;;;;;;;
1493;35.1852;34.5005;16:12:52;;;;;;;;;;
1494;35.1852;34.5005;16:12:52;;;;;;;;;;
1495;35.1852;34.4966;16:12:53;;;;;;;;;;
1496;35.1774;34.5005;16:12:53;;;;;;;;;;
1497;35.1774;34.4927;16:12:54;;;;;;;;;;
1498;35.1696;34.4927;16:12:54;;;;;;;;;;
1499;35.1696;34.4927;16:12:55;;;;;;;;;;
1500;35.1617;34.4927;16:12:55;;;;;;;;;;
1501;35.1539;34.4888;16:12:56;;;;;;;;;;
1502;35.1617;34.4849;16:12:56;;;;;;;;;;
1503;35.1539;34.4849;16:12:57;;;;;;;;;;
1504;35.1461;34.4849;16:12:57;;;;;;;;;;
1505;35.1383;34.477;16:12:58;;;;;;;;;;
1506;35.1304;34.477;16:12:58;;;;;;;;;;
1507;35.1304;34.4692;16:12:59;;;;;;;;;;
1508;35.1226;34.4614;16:12:59;;;;;;;;;;
1509;35.1148;34.4614;16:13:00;;;;;;;;;;
1510;35.0991;34.4614;16:13:00;;;;;;;;;;
1511;35.0991;34.4536;16:13:01;;;;;;;;;;
1512;35.0991;34.4536;16:13:01;;;;;;;;;;
1513;35.0913;34.4536;16:13:02;;;;;;;;;;
1514;35.0835;34.4536;16:13:02;;;;;;;;;;
1515;35.0835;34.4536;16:13:03;;;;;;;;;;
1516;35.0678;34.4379;16:13:03;;;;;;;;;;
1517;35.06;34.4379;16:13:04;;;;;;;;;;
1518;35.0678;34.4457;16:13:04;;;;;;;;;;
1519;35.0522;34.4301;16:13:05;;;;;;;;;;
1520;35.0444;34.4301;16:13:05;;;;;;;;;;
1521;35.0444;34.4379;16:13:06;;;;;;;;;;
1522;35.0365;34.4223;16:13:06;;;;;;;;;;
1523;35.0209;34.4223;16:13:07;;;;;;;;;;
1524;35.0209;34.4144;16:13:07;;;;;;;;;;
1525;35.0131;34.4066;16:13:08;;;;;;;;;;
1526;35.0131;34.3988;16:13:08;;;;;;;;;;
1527;35.0091;34.3988;16:13:09;;;;;;;;;;
1528;35.0013;34.391;16:13:09;;;;;;;;;;
1529;35.0013;34.3753;16:13:10;;;;;;;;;;
1530;34.9974;34.3597;16:13:10;;;;;;;;;;
1531;34.9935;34.3597;16:13:11;;;;;;;;;;
1532;34.9935;34.344;16:13:11;;;;;;;;;;
1533;34.9974;34.344;16:13:12;;;;;;;;;;
1534;34.9935;34.344;16:13:12;;;;;;;;;;
1535;35.0013;34.3597;16:13:13;;;;;;;;;;
1536;35.0091;34.3753;16:13:13;;;;;;;;;;
1537;35.0365;34.391;16:13:14;;;;;;;;;;
1538;35.0444;34.4144;16:13:14;;;;;;;;;;
1539;35.0678;34.4144;16:13:15;;;;;;;;;;
1540;35.0835;34.4223;16:13:15;;;;;;;;;;
1541;35.0991;34.4223;16:13:16;;;;;;;;;;
1542;35.0991;34.4301;16:13:16;;;;;;;;;;
1543;35.107;34.4379;16:13:17;;;;;;;;;;
1544;35.1148;34.4457;16:13:17;;;;;;;;;;
1545;35.1148;34.4457;16:13:18;;;;;;;;;;
1546;35.1148;34.4536;16:13:18;;;;;;;;;;
1547;35.107;34.4536;16:13:19;;;;;;;;;;
1548;35.1148;34.4457;16:13:19;;;;;;;;;;
1549;35.107;34.4457;16:13:20;;;;;;;;;;
1550;35.1148;34.4457;16:13:20;;;;;;;;;;
1551;35.107;34.4379;16:13:21;;;;;;;;;;
1552;35.1148;34.4379;16:13:21;;;;;;;;;;
1553;35.107;34.4379;16:13:22;;;;;;;;;;
1554;35.107;34.4379;16:13:22;;;;;;;;;;
1555;35.0991;34.4379;16:13:23;;;;;;;;;;
1556;35.0991;34.4301;16:13:23;;;;;;;;;;
1557;35.0991;34.4223;16:13:24;;;;;;;;;;
1558;35.0913;34.4223;16:13:24;;;;;;;;;;
1559;35.0913;34.4223;16:13:25;;;;;;;;;;
1560;35.0835;34.4144;16:13:25;;;;;;;;;;
1561;35.0835;34.4066;16:13:26;;;;;;;;;;
1562;35.0835;34.4066;16:13:26;;;;;;;;;;
1563;35.0757;34.3988;16:13:27;;;;;;;;;;
1564;35.0678;34.4066;16:13:27;;;;;;;;;;
1565;35.0678;34.4066;16:13:28;;;;;;;;;;
1566;35.0522;34.4066;16:13:28;;;;;;;;;;
1567;35.0522;34.3988;16:13:29;;;;;;;;;;
1568;35.0444;34.3988;16:13:29;;;;;;;;;;
1569;35.0287;34.391;16:13:30;;;;;;;;;;
1570;35.0209;34.391;16:13:30;;;;;;;;;;
1571;35.0131;34.3831;16:13:31;;;;;;;;;;
1572;35.0091;34.391;16:13:31;;;;;;;;;;
1573;35.0091;34.3753;16:13:32;;;;;;;;;;
1574;35.0052;34.3831;16:13:32;;;;;;;;;;
1575;35.0013;34.3675;16:13:33;;;;;;;;;;
1576;34.9896;34.3675;16:13:33;;;;;;;;;;
1577;34.9896;34.3675;16:13:34;;;;;;;;;;
1578;34.9857;34.3675;16:13:34;;;;;;;;;;
1579;34.9857;34.3518;16:13:35;;;;;;;;;;
1580;34.9857;34.3675;16:13:35;;;;;;;;;;
1581;34.9974;34.3675;16:13:36;;;;;;;;;;
1582;35.0052;34.3753;16:13:36;;;;;;;;;;
1583;35.0131;34.3988;16:13:37;;;;;;;;;;
1584;35.0444;34.4066;16:13:37;;;;;;;;;;
1585;35.0678;34.4379;16:13:38;;;;;;;;;;
1586;35.0913;34.4457;16:13:38;;;;;;;;;;
1587;35.1148;34.4536;16:13:39;;;;;;;;;;
1588;35.1304;34.477;16:13:39;;;;;;;;;;
1589;35.1461;34.4692;16:13:40;;;;;;;;;;
1590;35.1539;34.4888;16:13:40;;;;;;;;;;
1591;35.1617;34.4888;16:13:41;;;;;;;;;;
1592;35.1774;34.4927;16:13:41;;;;;;;;;;
1593;35.1852;34.4927;16:13:42;;;;;;;;;;
1594;35.1852;34.4927;16:13:42;;;;;;;;;;
1595;35.1852;34.4966;16:13:43;;;;;;;;;;
1596;35.1852;34.4966;16:13:43;;;;;;;;;;
1597;35.1852;34.4966;16:13:44;;;;;;;;;;
1598;35.193;34.4966;16:13:44;;;;;;;;;;
1599;35.1852;34.5005;16:13:45;;;;;;;;;;
1600;35.1852;34.4966;16:13:45;;;;;;;;;;
1601;35.1852;34.4966;16:13:46;;;;;;;;;;
1602;35.1852;34.5005;16:13:46;;;;;;;;;;
1603;35.1774;34.4966;16:13:47;;;;;;;;;;
1604;35.1774;34.5005;16:13:47;;;;;;;;;;
1605;35.1852;34.4966;16:13:48;;;;;;;;;;
1606;35.1617;34.4966;16:13:48;;;;;;;;;;
1607;35.1617;34.4966;16:13:49;;;;;;;;;;
1608;35.1617;34.4927;16:13:49;;;;;;;;;;
1609;35.1461;34.4888;16:13:50;;;;;;;;;;
1610;35.1539;34.4927;16:13:50;;;;;;;;;;
1611;35.1461;34.4927;16:13:51;;;;;;;;;;
1612;35.1383;34.4888;16:13:51;;;;;;;;;;
1613;35.1304;34.4849;16:13:52;;;;;;;;;;
1614;35.1226;34.4849;16:13:52;;;;;;;;;;
1615;35.107;34.477;16:13:53;;;;;;;;;;
1616;35.107;34.477;16:13:53;;;;;;;;;;
