Number;DT1;DT2;Time;;;С куллеромм;Макс;Мин;deLTA;Без куллера;Макс;Мин;deLTA
1617;35.0991;34.4692;16:13:54;;;;;;;;;;
1618;35.0991;34.4692;16:13:54;;;;;;;;;;
1619;35.0913;34.4614;16:13:55;;;;;;;;;;
1620;35.0757;34.4614;16:13:55;;;;;;;;;;
1621;35.0835;34.4536;16:13:56;;;;;;;;;;
1622;35.0678;34.4536;16:13:56;;;;;;;;;;
1623;35.0678;34.4457;16:13:57;;;;;;;;;;
1624;35.0522;34.4379;16:13:57;;;;;;;;;;
1625;35.06;34.4301;16:13:58;;;;;;;;;;
1626;35.0444;34.4301;16:13:58;;;;;;;;;;
1627;35.0365;34.4301;16:13:59;;;;;;;;;;
1628;35.0365;34.4223;16:13:59;;;;;;;;;;
1629;35.0287;34.4144;16:14:00;;;;;;;;;;
1630;35.0209;34.4223;16:14:00;;;;;;;;;;
1631;35.0131;34.4144;16:14:01;;;;;;;;;;
1632;35.0091;34.4066;16:14:01;;;;;;;;;;
1633;35.0052;34.3988;16:14:02;;;;;;;;;;
1634;35.0091;34.3988;16:14:02;;;;;;;;;;
1635;34.9974;34.3831;16:14:03;;;;;;;;;;
1636;34.9896;34.3831;16:14:03;;;;;;;;;;
1637;34.9935;34.3753;16:14:04;;;;;;;;;;
1638;34.9857;34.3831;16:14:04;;;;;;;;;;
1639;34.9974;34.3831;16:14:05;;;;;;;;;;
1640;35.0013;34.3988;16:14:05;;;;;;;;;;
1641;35.0209;34.4144;16:14:06;;;;;;;;;;
1642;35.0365;34.4301;16:14:06;;;;;;;;;;
1643;35.06;34.4457;16:14:07;;;;;;;;;;
1644;35.0757;34.4536;16:14:07;;;;;;;;;;
1645;35.0913;34.4614;16:14:08;;;;;;;;;;
1646;35.0913;34.4614;16:14:08;;;;;;;;;;
1647;35.1148;34.477;16:14:09;;;;;;;;;;
1648;35.1148;34.4849;16:14:09;;;;;;;;;;
1649;35.1304;34.4692;16:14:10;;;;;;;;;;
1650;35.1383;34.4849;16:14:10;;;;;;;;;;
1651;35.1383;34.4888;16:14:11;;;;;;;;;;
1652;35.1304;34.4849;16:14:11;;;;;;;;;;
1653;35.1461;34.4888;16:14:12;;;;;;;;;;
1654;35.1383;34.4888;16:14:12;;;;;;;;;;
1655;35.1383;34.4888;16:14:13;;;;;;;;;;
1656;35.1383;34.4888;16:14:13;;;;;;;;;;
1657;35.1383;34.4888;16:14:14;;;;;;;;;;
1658;35.1304;34.4849;16:14:14;;;;;;;;;;
1659;35.1383;34.4849;16:14:15;;;;;;;;;;
1660;35.1226;34.477;16:14:15;;;;;;;;;;
1661;35.1304;34.4849;16:14:16;;;;;;;;;;
1662;35.1226;34.4849;16:14:16;;;;;;;;;;
1663;35.1148;34.4692;16:14:17;;;;;;;;;;
1664;35.107;34.477;16:14:17;;;;;;;;;;
1665;35.107;34.4692;16:14:18;;;;;;;;;;
1666;35.107;34.4614;16:14:18;;;;;;;;;;
1667;35.107;34.4614;16:14:19;;;;;;;;;;
1668;35.0913;34.4614;16:14:19;;;;;;;;;;
1669;35.0835;34.4614;16:14:20;;;;;;;;;;
1670;35.0757;34.4536;16:14:20;;;;;;;;;;
1671;35.0757;34.4457;16:14:21;;;;;;;;;;
1672;35.0678;34.4536;16:14:21;;;;;;;;;;
1673;35.06;34.4457;16:14:22;;;;;;;;;;
1674;35.06;34.4536;16:14:22;;;;;;;;;;
1675;35.06;34.4457;16:14:23;;;;;;;;;;
1676;35.0444;34.4301;16:14:23;;;;;;;;;;
1677;35.0444;34.4301;16:14:24;;;;;;;;;;
1678;35.0365;34.4301;16:14:24;;;;;;;;;;
1679;35.0365;34.4223;16:14:25;;;;;;;;;;
1680;35.0131;34.4144;16:14:25;;;;;;;;;;
1681;35.0209;34.3988;16:14:26;;;;;;;;;;
1682;35.0091;34.4066;16:14:26;;;;;;;;;;
1683;35.0091;34.391;16:14:27;;;;;;;;;;
1684;35.0052;34.3831;16:14:27;;;;;;;;;;
1685;35.0013;34.3753;16:14:28;;;;;;;;;;
1686;34.9974;34.3753;16:14:28;;;;;;;;;;
1687;34.9935;34.3675;16:14:29;;;;;;;;;;
1688;34.9778;34.3597;16:14:29;;;;;;;;;;
1689;34.9778;34.3675;16:14:30;;;;;;;;;;
1690;34.9778;34.3597;16:14:30;;;;;;;;;;
1691;34.9857;34.3753;16:14:31;;;;;;;;;;
1692;34.9896;34.3831;16:14:31;;;;;;;;;;
1693;35.0091;34.4066;16:14:32;;;;;;;;;;
1694;35.0287;34.4223;16:14:32;;;;;;;;;;
1695;35.0522;34.4301;16:14:33;;;;;;;;;;
1696;35.0835;34.4536;16:14:33;;;;;;;;;;
1697;35.107;34.4614;16:14:34;;;;;;;;;;
1698;35.1148;34.477;16:14:34;;;;;;;;;;
1699;35.1383;34.4849;16:14:35;;;;;;;;;;
1700;35.1461;34.4888;16:14:35;;;;;;;;;;
1701;35.1539;34.4927;16:14:36;;;;;;;;;;
1702;35.1696;34.4966;16:14:36;;;;;;;;;;
1703;35.1774;34.5005;16:14:37;;;;;;;;;;
1704;35.1774;34.5005;16:14:37;;;;;;;;;;
1705;35.1774;34.5044;16:14:38;;;;;;;;;;
1706;35.1696;34.5005;16:14:38;;;;;;;;;;
1707;35.1696;34.5044;16:14:39;;;;;;;;;;
1708;35.1696;34.5005;16:14:39;;;;;;;;;;
1709;35.1696;34.5005;16:14:40;;;;;;;;;;
1710;35.1617;34.5005;16:14:40;;;;;;;;;;
1711;35.1617;34.4966;16:14:41;;;;;;;;;;
1712;35.1617;34.5005;16:14:41;;;;;;;;;;
1713;35.1617;34.4966;16:14:42;;;;;;;;;;
1714;35.1539;34.4966;16:14:42;;;;;;;;;;
1715;35.1539;34.4927;16:14:43;;;;;;;;;;
1716;35.1461;34.4927;16:14:43;;;;;;;;;;
1717;35.1461;34.4927;16:14:44;;;;;;;;;;
1718;35.1383;34.4888;16:14:44;;;;;;;;;;
1719;35.1304;34.4849;16:14:45;;;;;;;;;;
1720;35.1304;34.4849;16:14:45;;;;;;;;;;
1721;35.1226;34.477;16:14:46;;;;;;;;;;
1722;35.1148;34.4692;16:14:46;;;;;;;;;;
1723;35.107;34.477;16:14:47;;;;;;;;;;
1724;35.107;34.4692;16:14:47;;;;;;;;;;
1725;35.0991;34.4536;16:14:48;;;;;;;;;;
1726;35.0991;34.4614;16:14:48;;;;;;;;;;
1727;35.0913;34.4536;16:14:49;;;;;;;;;;
1728;35.0757;34.4536;16:14:49;;;;;;;;;;
1729;35.0835;34.4379;16:14:50;;;;;;;;;;
1730;35.0678;34.4379;16:14:50;;;;;;;;;;
1731;35.0678;34.4379;16:14:51;;;;;;;;;;
1732;35.06;34.4301;16:14:51;;;;;;;;;;
1733;35.0444;34.4223;16:14:52;;;;;;;;;;
1734;35.0365;34.4301;16:14:52;;;;;;;;;;
1735;35.0287;34.4144;16:14:53;;;;;;;;;;
1736;35.0287;34.4223;16:14:53;;;;;;;;;;
1737;35.0131;34.4144;16:14:54;;;;;;;;;;
1738;35.017;34.4066;16:14:54;;;;;;;;;;
1739;35.0091;34.3988;16:14:55;;;;;;;;;;
1740;35.0052;34.3988;16:14:55;;;;;;;;;;
1741;35.0052;34.391;16:14:56;;;;;;;;;;
1742;35.0013;34.391;16:14:56;;;;;;;;;;
1743;35.0013;34.3831;16:14:57;;;;;;;;;;
1744;34.9974;34.3753;16:14:57;;;;;;;;;;
1745;34.9935;34.3831;16:14:58;;;;;;;;;;
1746;34.9857;34.3831;16:14:58;;;;;;;;;;
1747;34.9778;34.3753;16:14:59;;;;;;;;;;
1748;34.9935;34.391;16:14:59;;;;;;;;;;
1749;34.9974;34.4066;16:15:00;;;;;;;;;;
1750;35.0091;34.4144;16:15:00;;;;;;;;;;
1751;35.0209;34.4223;16:15:01;;;;;;;;;;
1752;35.0522;34.4457;16:15:01;;;;;;;;;;
1753;35.0835;34.4692;16:15:02;;;;;;;;;;
1754;35.107;34.477;16:15:02;;;;;;;;;;
1755;35.1226;34.4888;16:15:03;;;;;;;;;;
1756;35.1461;34.4966;16:15:03;;;;;;;;;;
1757;35.1461;34.5005;16:15:04;;;;;;;;;;
1758;35.1539;34.5044;16:15:04;;;;;;;;;;
1759;35.1539;34.5044;16:15:05;;;;;;;;;;
1760;35.1774;34.5044;16:15:05;;;;;;;;;;
1761;35.1696;34.5123;16:15:06;;;;;;;;;;
1762;35.1774;34.5123;16:15:06;;;;;;;;;;
1763;35.1852;34.5201;16:15:07;;;;;;;;;;
1764;35.1852;34.5201;16:15:07;;;;;;;;;;
1765;35.1852;34.5123;16:15:08;;;;;;;;;;
1766;35.1774;34.5201;16:15:08;;;;;;;;;;
1767;35.1852;34.5123;16:15:09;;;;;;;;;;
1768;35.1774;34.5201;16:15:09;;;;;;;;;;
1769;35.1774;34.5201;16:15:10;;;;;;;;;;
1770;35.1696;34.5201;16:15:10;;;;;;;;;;
1771;35.1696;34.5123;16:15:11;;;;;;;;;;
1772;35.1696;34.5201;16:15:11;;;;;;;;;;
1773;35.1617;34.5044;16:15:12;;;;;;;;;;
1774;35.1617;34.5123;16:15:12;;;;;;;;;;
1775;35.1539;34.5123;16:15:13;;;;;;;;;;
1776;35.1461;34.5044;16:15:13;;;;;;;;;;
1777;35.1383;34.5005;16:15:14;;;;;;;;;;
1778;35.1304;34.5005;16:15:14;;;;;;;;;;
1779;35.1148;34.5005;16:15:15;;;;;;;;;;
1780;35.1148;34.4966;16:15:15;;;;;;;;;;
1781;35.1226;34.4966;16:15:16;;;;;;;;;;
1782;35.107;34.4927;16:15:16;;;;;;;;;;
1783;35.107;34.4927;16:15:17;;;;;;;;;;
1784;35.0913;34.4888;16:15:17;;;;;;;;;;
1785;35.0913;34.4849;16:15:18;;;;;;;;;;
1786;35.0913;34.477;16:15:18;;;;;;;;;;
1787;35.0835;34.477;16:15:19;;;;;;;;;;
1788;35.0757;34.477;16:15:19;;;;;;;;;;
1789;35.0757;34.477;16:15:20;;;;;;;;;;
1790;35.0678;34.4692;16:15:20;;;;;;;;;;
1791;35.0678;34.4614;16:15:21;;;;;;;;;;
1792;35.0522;34.4614;16:15:21;;;;;;;;;;
1793;35.0522;34.4614;16:15:22;;;;;;;;;;
1794;35.0444;34.4536;16:15:22;;;;;;;;;;
1795;35.0365;34.4457;16:15:23;;;;;;;;;;
1796;35.0365;34.4379;16:15:23;;;;;;;;;;
1797;35.0209;34.4379;16:15:24;;;;;;;;;;
1798;35.0209;34.4379;16:15:24;;;;;;;;;;
1799;35.017;34.4223;16:15:25;;;;;;;;;;
1800;35.0131;34.4223;16:15:25;;;;;;;;;;
1801;35.0091;34.4223;16:15:26;;;;;;;;;;
1802;35.0013;34.4066;16:15:26;;;;;;;;;;
1803;35.0013;34.4066;16:15:27;;;;;;;;;;
1804;34.9974;34.4066;16:15:27;;;;;;;;;;
1805;34.9974;34.3988;16:15:28;;;;;;;;;;
1806;34.9778;34.391;16:15:28;;;;;;;;;;
1807;34.9778;34.391;16:15:29;;;;;;;;;;
1808;34.9857;34.391;16:15:29;;;;;;;;;;
1809;34.9857;34.3988;16:15:30;;;;;;;;;;
1810;34.9974;34.4144;16:15:30;;;;;;;;;;
1811;35.0052;34.4301;16:15:31;;;;;;;;;;
1812;35.0209;34.4457;16:15:31;;;;;;;;;;
1813;35.0522;34.4614;16:15:32;;;;;;;;;;
1814;35.0678;34.4731;16:15:32;;;;;;;;;;
1815;35.0913;34.4849;16:15:33;;;;;;;;;;
1816;35.1148;34.4966;16:15:33;;;;;;;;;;
1817;35.1226;34.4966;16:15:34;;;;;;;;;;
1818;35.1383;34.5044;16:15:34;;;;;;;;;;
1819;35.1539;34.5005;16:15:35;;;;;;;;;;
1820;35.1617;34.5044;16:15:35;;;;;;;;;;
1821;35.1696;34.5123;16:15:36;;;;;;;;;;
1822;35.1774;34.5201;16:15:36;;;;;;;;;;
1823;35.1774;34.5201;16:15:37;;;;;;;;;;
1824;35.1774;34.5279;16:15:37;;;;;;;;;;
1825;35.1774;34.5279;16:15:38;;;;;;;;;;
1826;35.1774;34.5279;16:15:38;;;;;;;;;;
1827;35.1852;34.5279;16:15:39;;;;;;;;;;
1828;35.1774;34.5201;16:15:39;;;;;;;;;;
1829;35.1696;34.5279;16:15:40;;;;;;;;;;
1830;35.1696;34.5201;16:15:40;;;;;;;;;;
1831;35.1774;34.5279;16:15:41;;;;;;;;;;
1832;35.1696;34.5201;16:15:41;;;;;;;;;;
1833;35.1617;34.5201;16:15:42;;;;;;;;;;
1834;35.1539;34.5201;16:15:42;;;;;;;;;;
1835;35.1617;34.5044;16:15:43;;;;;;;;;;
1836;35.1539;34.5123;16:15:43;;;;;;;;;;
1837;35.1617;34.5005;16:15:44;;;;;;;;;;
1838;35.1461;34.5005;16:15:44;;;;;;;;;;
1839;35.1539;34.5005;16:15:45;;;;;;;;;;
1840;35.1383;34.5005;16:15:45;;;;;;;;;;
1841;35.1304;34.5005;16:15:46;;;;;;;;;;
1842;35.1226;34.4927;16:15:46;;;;;;;;;;
1843;35.1226;34.4927;16:15:47;;;;;;;;;;
1844;35.1148;34.4927;16:15:47;;;;;;;;;;
1845;35.107;34.4927;16:15:48;;;;;;;;;;
1846;35.0991;34.4927;16:15:48;;;;;;;;;;
1847;35.0991;34.4888;16:15:49;;;;;;;;;;
1848;35.0991;34.4849;16:15:49;;;;;;;;;;
1849;35.0757;34.4849;16:15:50;;;;;;;;;;
1850;35.0757;34.477;16:15:50;;;;;;;;;;
1851;35.0678;34.477;16:15:51;;;;;;;;;;
1852;35.0678;34.477;16:15:51;;;;;;;;;;
1853;35.06;34.4692;16:15:52;;;;;;;;;;
1854;35.0522;34.4692;16:15:52;;;;;;;;;;
1855;35.0365;34.4614;16:15:53;;;;;;;;;;
1856;35.0365;34.4614;16:15:53;;;;;;;;;;
1857;35.0209;34.4457;16:15:54;;;;;;;;;;
1858;35.0209;34.4457;16:15:54;;;;;;;;;;
1859;35.0131;34.4379;16:15:55;;;;;;;;;;
1860;35.0091;34.4301;16:15:55;;;;;;;;;;
1861;35.0052;34.4223;16:15:56;;;;;;;;;;
1862;35.0091;34.4144;16:15:56;;;;;;;;;;
1863;35.0013;34.4144;16:15:57;;;;;;;;;;
1864;34.9974;34.4066;16:15:57;;;;;;;;;;
1865;34.9935;34.3988;16:15:58;;;;;;;;;;
1866;34.9857;34.3988;16:15:58;;;;;;;;;;
1867;34.9857;34.3988;16:15:59;;;;;;;;;;
1868;34.9974;34.3988;16:15:59;;;;;;;;;;
1869;35.0013;34.4066;16:16:00;;;;;;;;;;
1870;35.0091;34.4301;16:16:00;;;;;;;;;;
1871;35.0287;34.4379;16:16:01;;;;;;;;;;
1872;35.0444;34.4614;16:16:01;;;;;;;;;;
1873;35.06;34.4692;16:16:02;;;;;;;;;;
1874;35.0678;34.477;16:16:02;;;;;;;;;;
1875;35.0835;34.4692;16:16:03;;;;;;;;;;
1876;35.0913;34.4849;16:16:03;;;;;;;;;;
1877;35.0991;34.4849;16:16:04;;;;;;;;;;
1878;35.0913;34.4849;16:16:04;;;;;;;;;;
1879;35.107;34.4849;16:16:05;;;;;;;;;;
1880;35.107;34.4849;16:16:05;;;;;;;;;;
1881;35.107;34.4888;16:16:06;;;;;;;;;;
1882;35.107;34.4888;16:16:06;;;;;;;;;;
1883;35.1148;34.4888;16:16:07;;;;;;;;;;
1884;35.107;34.4927;16:16:07;;;;;;;;;;
1885;35.107;34.4888;16:16:08;;;;;;;;;;
1886;35.107;34.4849;16:16:08;;;;;;;;;;
1887;35.1148;34.4888;16:16:09;;;;;;;;;;
1888;35.107;34.4888;16:16:09;;;;;;;;;;
1889;35.0991;34.4849;16:16:10;;;;;;;;;;
1890;35.0991;34.477;16:16:10;;;;;;;;;;
1891;35.0913;34.4849;16:16:11;;;;;;;;;;
1892;35.0835;34.477;16:16:11;;;;;;;;;;
1893;35.0835;34.477;16:16:12;;;;;;;;;;
1894;35.0757;34.4692;16:16:12;;;;;;;;;;
1895;35.0678;34.477;16:16:13;;;;;;;;;;
1896;35.0678;34.4614;16:16:13;;;;;;;;;;
1897;35.06;34.4536;16:16:14;;;;;;;;;;
1898;35.06;34.4379;16:16:14;;;;;;;;;;
1899;35.0522;34.4379;16:16:15;;;;;;;;;;
1900;35.0444;34.4301;16:16:15;;;;;;;;;;
1901;35.0444;34.4223;16:16:16;;;;;;;;;;
1902;35.0365;34.4301;16:16:16;;;;;;;;;;
1903;35.0287;34.4223;16:16:17;;;;;;;;;;
1904;35.0287;34.4144;16:16:17;;;;;;;;;;
1905;35.0209;34.4066;16:16:18;;;;;;;;;;
1906;35.0287;34.4066;16:16:18;;;;;;;;;;
1907;35.0131;34.391;16:16:19;;;;;;;;;;
1908;35.0091;34.391;16:16:19;;;;;;;;;;
1909;35.0052;34.3831;16:16:20;;;;;;;;;;
1910;35.0052;34.3831;16:16:20;;;;;;;;;;
1911;35.0013;34.3753;16:16:21;;;;;;;;;;
1912;34.9857;34.3675;16:16:21;;;;;;;;;;
1913;34.9857;34.3675;16:16:22;;;;;;;;;;
1914;34.9857;34.3597;16:16:22;;;;;;;;;;
1915;34.9778;34.3518;16:16:23;;;;;;;;;;
1916;34.9778;34.3518;16:16:23;;;;;;;;;;
1917;34.9935;34.3597;16:16:24;;;;;;;;;;
1918;34.9974;34.3675;16:16:24;;;;;;;;;;
1919;35.0131;34.3831;16:16:25;;;;;;;;;;
1920;35.0287;34.3988;16:16:25;;;;;;;;;;
1921;35.06;34.4144;16:16:26;;;;;;;;;;
1922;35.0835;34.4379;16:16:26;;;;;;;;;;
1923;35.1148;34.4536;16:16:27;;;;;;;;;;
1924;35.1304;34.4614;16:16:27;;;;;;;;;;
1925;35.1539;34.477;16:16:28;;;;;;;;;;
1926;35.1539;34.477;16:16:28;;;;;;;;;;
1927;35.1774;34.4888;16:16:29;;;;;;;;;;
1928;35.193;34.4927;16:16:29;;;;;;;;;;
1929;35.2009;34.4966;16:16:30;;;;;;;;;;
1930;35.2009;34.5005;16:16:30;;;;;;;;;;
1931;35.2087;34.5005;16:16:31;;;;;;;;;;
1932;35.2087;34.5005;16:16:31;;;;;;;;;;
1933;35.2087;34.5005;16:16:32;;;;;;;;;;
1934;35.2126;34.5044;16:16:32;;;;;;;;;;
1935;35.2165;34.5044;16:16:33;;;;;;;;;;
1936;35.2126;34.5044;16:16:33;;;;;;;;;;
1937;35.2165;34.5005;16:16:34;;;;;;;;;;
1938;35.2126;34.5044;16:16:34;;;;;;;;;;
1939;35.2126;34.5123;16:16:35;;;;;;;;;;
1940;35.2087;34.5044;16:16:35;;;;;;;;;;
1941;35.2126;34.5005;16:16:36;;;;;;;;;;
1942;35.2126;34.5005;16:16:36;;;;;;;;;;
1943;35.2126;34.5005;16:16:37;;;;;;;;;;
1944;35.2009;34.4966;16:16:37;;;;;;;;;;
1945;35.2009;34.5005;16:16:38;;;;;;;;;;
1946;35.193;34.4966;16:16:38;;;;;;;;;;
1947;35.1852;34.4966;16:16:39;;;;;;;;;;
1948;35.1852;34.4966;16:16:39;;;;;;;;;;
1949;35.1852;34.4927;16:16:40;;;;;;;;;;
1950;35.1774;34.4966;16:16:40;;;;;;;;;;
1951;35.1696;34.4927;16:16:41;;;;;;;;;;
1952;35.1696;34.4888;16:16:41;;;;;;;;;;
1953;35.1617;34.4888;16:16:42;;;;;;;;;;
1954;35.1617;34.4927;16:16:42;;;;;;;;;;
1955;35.1461;34.4888;16:16:43;;;;;;;;;;
1956;35.1383;34.4888;16:16:43;;;;;;;;;;
1957;35.1226;34.4888;16:16:44;;;;;;;;;;
1958;35.1226;34.4849;16:16:44;;;;;;;;;;
1959;35.107;34.4849;16:16:45;;;;;;;;;;
1960;35.107;34.477;16:16:45;;;;;;;;;;
1961;35.0913;34.477;16:16:46;;;;;;;;;;
1962;35.0835;34.477;16:16:46;;;;;;;;;;
1963;35.0678;34.4692;16:16:47;;;;;;;;;;
1964;35.06;34.4614;16:16:47;;;;;;;;;;
1965;35.0522;34.4614;16:16:48;;;;;;;;;;
