Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P now;T imp;K_prop;Time
248;30.1615;28.5652;-256.747;-256.242;-256.692;-256.919;-256.95;-255.956;37.599;None;37.35;11:53:16
249;30.1694;28.5809;-256.747;-256.25;-256.692;-256.911;-256.958;-255.964;37.599;None;37.35;11:53:17
250;30.1694;28.5887;-256.747;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;None;37.35;11:53:17
251;30.1772;28.6044;-256.743;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;None;37.35;11:53:18
252;30.1694;28.6122;-256.751;-256.242;-256.692;-256.927;-256.95;-255.964;37.599;None;37.35;11:53:18
253;30.1694;28.62;-256.747;-256.246;-256.692;-256.919;-256.958;-255.964;37.599;None;37.35;11:53:19
254;30.1772;28.6278;-256.751;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;None;37.35;11:53:19
255;30.1694;28.6278;-256.747;-256.242;-256.684;-256.927;-256.958;-255.964;37.599;None;37.35;11:53:20
256;30.1694;28.6396;-256.747;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;None;37.35;11:53:20
257;30.1615;28.6396;-256.747;-256.246;-256.692;-256.919;-256.95;-255.964;37.599;None;37.35;11:53:21
258;30.1694;28.6474;-256.747;-256.242;-256.692;-256.935;-256.966;-255.964;37.599;None;37.35;11:53:21
259;30.1537;28.6474;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;None;37.35;11:53:22
260;30.1537;28.6552;-256.751;-256.242;-256.692;-256.927;-256.966;-255.956;37.599;None;37.35;11:53:22
261;30.1459;28.663;-256.751;-256.238;-256.692;-256.927;-256.966;-255.964;37.599;None;37.35;11:53:23
262;30.1459;28.663;-256.747;-256.242;-256.692;-256.927;-256.966;-255.964;37.599;None;37.35;11:53:23
263;30.1302;28.6709;-256.747;-256.242;-256.692;-256.919;-256.958;-255.964;37.599;None;37.35;11:53:24
264;30.1302;28.6865;-256.751;-256.242;-256.692;-256.927;-256.966;-255.964;37.599;None;37.35;11:53:24
265;30.1146;28.6787;-256.747;-256.238;-256.692;-256.927;-256.958;-255.964;37.599;None;37.35;11:53:25
266;30.1068;28.6865;-256.747;-256.242;-256.692;-256.927;-256.966;-255.956;37.599;None;37.35;11:53:25
267;30.0911;28.6787;-256.747;-256.242;-256.684;-256.927;-256.958;-255.964;37.599;None;37.35;11:53:26
268;30.0833;28.6943;-256.747;-256.246;-256.7;-256.927;-256.966;-255.964;37.599;None;37.35;11:53:26
269;30.0755;28.6943;-256.747;-256.242;-256.692;-256.927;-256.958;-255.956;37.599;None;37.35;11:53:27
270;30.0598;28.71;-256.747;-256.242;-256.684;-256.927;-256.958;-255.964;37.599;None;37.35;11:53:27
271;30.052;28.7022;-256.747;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;None;37.35;11:53:28
272;30.0481;28.7022;-256.747;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;None;37.35;11:53:28
273;30.0363;28.71;-256.751;-256.242;-256.684;-256.919;-256.966;-255.964;37.599;None;37.35;11:53:29
274;30.0324;28.7178;-256.747;-256.242;-256.692;-256.935;-256.966;-255.956;37.599;None;37.35;11:53:29
275;30.0168;28.71;-256.747;-256.238;-256.692;-256.919;-256.966;-255.964;37.599;None;37.35;11:53:30
276;30.0168;28.7178;-256.747;-256.242;-256.7;-256.919;-256.966;-255.964;37.599;None;37.35;11:53:30
277;30.009;28.7178;-256.743;-256.242;-256.692;-256.919;-256.958;-255.964;37.599;None;37.35;11:53:31
278;29.9855;28.7256;-256.743;-256.242;-256.692;-256.935;-256.966;-255.956;37.599;None;37.35;11:53:31
279;29.9777;28.7256;-256.747;-256.242;-256.684;-256.919;-256.966;-255.964;37.599;5;37.35;11:53:32
280;29.9698;28.7256;-256.743;-256.242;-256.7;-256.927;-256.958;-255.956;37.599;8;37.35;11:53:32
281;29.9464;28.7335;-256.747;-256.242;-256.684;-256.927;-256.958;-255.964;37.599;11;37.35;11:53:33
282;29.9464;28.7335;-256.743;-256.242;-256.692;-256.919;-256.966;-255.964;37.599;21;37.35;11:53:33
283;29.9229;28.7335;-256.747;-256.242;-256.684;-256.927;-256.958;-255.964;37.599;21;37.35;11:53:34
284;29.9072;28.7335;-256.747;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;30;37.35;11:53:34
285;29.8994;28.7413;-256.743;-256.242;-256.684;-256.919;-256.966;-255.956;37.599;36;37.35;11:53:35
286;29.8838;28.7335;-256.747;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;39;37.35;11:53:35
287;29.8759;28.7413;-256.743;-256.242;-256.692;-256.919;-256.966;-255.964;37.599;46;37.35;11:53:36
288;29.8642;28.7335;-256.747;-256.242;-256.692;-256.927;-256.95;-255.956;37.599;49;37.35;11:53:36
289;29.8642;28.7491;-256.747;-256.242;-256.684;-256.919;-256.966;-255.964;37.599;53;37.35;11:53:37
290;29.8564;28.7491;-256.743;-256.238;-256.684;-256.927;-256.966;-255.956;37.599;53;37.35;11:53:37
291;29.8564;28.7491;-256.743;-256.242;-256.684;-256.919;-256.958;-255.964;37.599;57;37.35;11:53:38
292;29.8485;28.7569;-256.747;-256.238;-256.692;-256.927;-256.966;-255.956;37.599;57;37.35;11:53:38
293;29.8485;28.7648;-256.743;-256.238;-256.684;-256.919;-256.958;-255.956;37.599;60;37.35;11:53:39
294;29.8329;28.7569;-256.747;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;60;37.35;11:53:39
295;29.8329;28.7726;-256.743;-256.242;-256.692;-256.919;-256.966;-255.956;37.599;66;37.35;11:53:40
296;29.8251;28.7726;-256.739;-256.242;-256.684;-256.935;-256.966;-255.956;37.599;66;37.35;11:53:40
297;29.8172;28.7804;-256.747;-256.238;-256.692;-256.927;-256.958;-255.956;37.599;69;37.35;11:53:41
298;29.8172;28.7882;-256.751;-256.242;-256.692;-256.927;-256.95;-255.956;37.599;72;37.35;11:53:41
299;29.8172;28.7961;-256.751;-256.238;-256.684;-256.919;-256.958;-255.964;37.599;72;37.35;11:53:42
300;29.8172;28.8039;-256.751;-256.242;-256.684;-256.919;-256.95;-255.956;37.599;72;37.35;11:53:42
301;29.8094;28.8117;-256.755;-256.242;-256.684;-256.927;-256.958;-255.956;37.599;72;37.35;11:53:43
302;29.8094;28.8039;-256.755;-256.242;-256.684;-256.919;-256.958;-255.956;37.599;75;37.35;11:53:43
303;29.8016;28.8195;-256.751;-256.238;-256.692;-256.919;-256.958;-255.956;37.599;75;37.35;11:53:44
304;29.7938;28.8274;-256.751;-256.242;-256.684;-256.927;-256.966;-255.956;37.599;78;37.35;11:53:44
305;29.8016;28.8352;-256.751;-256.238;-256.684;-256.919;-256.958;-255.956;37.599;81;37.35;11:53:45
306;29.7938;28.8352;-256.751;-256.242;-256.692;-256.927;-256.958;-255.964;37.599;78;37.35;11:53:45
307;29.7938;28.8508;-256.755;-256.242;-256.684;-256.911;-256.958;-255.956;37.599;81;37.35;11:53:46
308;29.8016;28.8508;-256.751;-256.238;-256.684;-256.919;-256.958;-255.956;37.599;81;37.35;11:53:46
309;29.8016;28.8587;-256.755;-256.242;-256.692;-256.919;-256.958;-255.964;37.599;78;37.35;11:53:47
310;29.7938;28.8587;-256.755;-256.238;-256.684;-256.927;-256.958;-255.964;37.599;78;37.35;11:53:47
311;29.8016;28.8665;-256.755;-256.242;-256.684;-256.919;-256.958;-255.964;37.599;81;37.35;11:53:48
312;29.8016;28.8704;-256.751;-256.238;-256.692;-256.919;-256.958;-255.956;37.599;78;37.35;11:53:48
313;29.8016;28.8704;-256.751;-256.242;-256.684;-256.927;-256.966;-255.964;37.599;78;37.35;11:53:49
314;29.8016;28.8939;-256.755;-256.238;-256.676;-256.919;-256.966;-255.956;37.599;78;37.35;11:53:49
315;29.8094;28.8861;-256.751;-256.238;-256.684;-256.919;-256.958;-255.956;37.599;78;37.35;11:53:50
316;29.8094;28.9017;-256.755;-256.242;-256.692;-256.927;-256.958;-255.956;37.599;75;37.35;11:53:50
317;29.8172;28.9017;-256.755;-256.238;-256.684;-256.919;-256.966;-255.956;37.599;75;37.35;11:53:51
318;29.8172;28.9174;-256.751;-256.242;-256.684;-256.927;-256.958;-255.949;37.599;72;37.35;11:53:51
319;29.8094;28.9174;-256.751;-256.238;-256.692;-256.919;-256.966;-255.956;37.599;72;37.35;11:53:52
320;29.8094;28.933;-256.755;-256.242;-256.684;-256.919;-256.966;-255.956;37.599;75;37.35;11:53:52
321;29.8172;28.9408;-256.751;-256.242;-256.684;-256.919;-256.966;-255.956;37.599;75;37.35;11:53:53
322;29.8172;28.9487;-256.751;-256.246;-256.684;-256.919;-256.966;-255.956;37.599;72;37.35;11:53:53
323;29.8251;28.9565;-256.755;-256.242;-256.692;-256.927;-256.966;-255.956;37.599;72;37.35;11:53:54
324;29.8172;28.9565;-256.751;-256.246;-256.684;-256.919;-256.974;-255.949;37.599;69;37.35;11:53:54
325;29.8251;28.9721;-256.751;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;72;37.35;11:53:55
326;29.8251;28.98;-256.751;-256.246;-256.684;-256.927;-256.966;-255.956;37.599;69;37.35;11:53:55
327;29.8329;28.98;-256.747;-256.242;-256.684;-256.919;-256.974;-255.956;37.599;69;37.35;11:53:56
328;29.8329;29.0034;-256.755;-256.242;-256.692;-256.927;-256.966;-255.956;37.599;66;37.35;11:53:56
329;29.8329;29.0034;-256.755;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;66;37.35;11:53:57
330;29.8407;29.0191;-256.751;-256.242;-256.692;-256.927;-256.966;-255.964;37.599;66;37.35;11:53:57
331;29.8329;29.0269;-256.755;-256.246;-256.692;-256.919;-256.958;-255.949;37.599;63;37.35;11:53:58
332;29.8329;29.0269;-256.755;-256.246;-256.7;-256.927;-256.958;-255.956;37.599;66;37.35;11:53:58
333;29.8407;29.0308;-256.755;-256.242;-256.692;-256.927;-256.958;-255.956;37.599;66;37.35;11:53:59
334;29.8329;29.0386;-256.751;-256.242;-256.7;-256.919;-256.958;-255.949;37.599;63;37.35;11:53:59
335;29.8407;29.0347;-256.751;-256.246;-256.7;-256.927;-256.966;-255.956;37.599;66;37.35;11:54:00
336;29.8329;29.0426;-256.751;-256.246;-256.7;-256.927;-256.958;-255.949;37.599;63;37.35;11:54:00
337;29.8407;29.0426;-256.751;-256.242;-256.692;-256.927;-256.958;-255.956;37.599;66;37.35;11:54:01
338;29.8407;29.0543;-256.751;-256.246;-256.692;-256.927;-256.966;-255.949;37.599;63;37.35;11:54:01
339;29.8485;29.0543;-256.751;-256.242;-256.684;-256.919;-256.958;-255.956;37.599;63;37.35;11:54:02
340;29.8485;29.0699;-256.743;-256.246;-256.692;-256.927;-256.966;-255.949;37.599;60;37.35;11:54:02
341;29.8525;29.0856;-256.743;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;60;37.35;11:54:03
342;29.8525;29.0856;-256.747;-256.246;-256.692;-256.927;-256.966;-255.949;37.599;58;37.35;11:54:03
343;29.8525;29.0934;-256.743;-256.246;-256.684;-256.919;-256.966;-255.956;37.599;58;37.35;11:54:04
344;29.8564;29.0934;-256.743;-256.242;-256.7;-256.927;-256.958;-255.949;37.599;58;37.35;11:54:04
345;29.8564;29.1091;-256.743;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;57;37.35;11:54:05
346;29.8564;29.1169;-256.743;-256.242;-256.708;-256.919;-256.966;-255.949;37.599;57;37.35;11:54:05
347;29.8564;29.1247;-256.743;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;57;37.35;11:54:06
348;29.8564;29.1247;-256.743;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;57;37.35;11:54:06
349;29.8564;29.1404;-256.743;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;57;37.35;11:54:07
350;29.8564;29.156;-256.735;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;57;37.35;11:54:07
351;29.8564;29.156;-256.743;-256.246;-256.684;-256.919;-256.974;-255.949;37.599;57;37.35;11:54:08
352;29.8564;29.156;-256.743;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;57;37.35;11:54:08
353;29.8525;29.1717;-256.743;-256.246;-256.684;-256.919;-256.974;-255.956;37.599;57;37.35;11:54:09
354;29.8603;29.1795;-256.743;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;58;37.35;11:54:09
355;29.8564;29.1795;-256.735;-256.246;-256.684;-256.911;-256.958;-255.949;37.599;55;37.35;11:54:10
356;29.8564;29.1873;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;57;37.35;11:54:10
357;29.8603;29.1951;-256.743;-256.246;-256.684;-256.919;-256.966;-255.949;37.599;57;37.35;11:54:11
358;29.8564;29.203;-256.743;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;55;37.35;11:54:11
359;29.8564;29.2108;-256.743;-256.246;-256.684;-256.911;-256.966;-255.956;37.599;57;37.35;11:54:12
360;29.8603;29.2108;-256.743;-256.246;-256.692;-256.919;-256.966;-255.949;37.599;57;37.35;11:54:12
361;29.8564;29.2108;-256.743;-256.25;-256.684;-256.919;-256.974;-255.949;37.599;55;37.35;11:54:13
362;29.8642;29.2264;-256.743;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;57;37.35;11:54:13
363;29.8642;29.2264;-256.735;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;53;37.35;11:54:14
364;29.8642;29.2343;-256.743;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;53;37.35;11:54:14
365;29.8642;29.2421;-256.735;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;53;37.35;11:54:15
366;29.8642;29.2421;-256.735;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;53;37.35;11:54:15
367;29.8642;29.246;-256.735;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;53;37.35;11:54:16
368;29.8642;29.2499;-256.747;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;53;37.35;11:54:16
369;29.8681;29.2499;-256.747;-256.246;-256.7;-256.927;-256.958;-255.949;37.599;53;37.35;11:54:17
370;29.8681;29.2577;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;52;37.35;11:54:17
371;29.8681;29.2577;-256.747;-256.246;-256.692;-256.927;-256.95;-255.956;37.599;52;37.35;11:54:18
372;29.8681;29.2617;-256.751;-256.246;-256.692;-256.919;-256.958;-255.949;37.599;52;37.35;11:54:18
373;29.8681;29.2695;-256.747;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;52;37.35;11:54:19
374;29.8681;29.2773;-256.751;-256.25;-256.7;-256.927;-256.974;-255.964;37.599;52;37.35;11:54:19
375;29.8681;29.2851;-256.747;-256.246;-256.684;-256.911;-256.966;-255.956;37.599;52;37.35;11:54:20
376;29.8759;29.2851;-256.747;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;52;37.35;11:54:20
377;29.8681;29.3008;-256.751;-256.25;-256.684;-256.911;-256.958;-255.956;37.599;49;37.35;11:54:21
378;29.8759;29.3008;-256.747;-256.25;-256.692;-256.927;-256.958;-255.949;37.599;52;37.35;11:54:21
379;29.8681;29.3008;-256.747;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;49;37.35;11:54:22
380;29.8759;29.3086;-256.747;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;52;37.35;11:54:22
381;29.8681;29.3164;-256.747;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;49;37.35;11:54:23
382;29.8759;29.3164;-256.751;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;52;37.35;11:54:23
383;29.8759;29.3321;-256.751;-256.246;-256.684;-256.919;-256.958;-255.964;37.599;49;37.35;11:54:24
384;29.8838;29.3321;-256.747;-256.25;-256.692;-256.927;-256.966;-255.949;37.599;49;37.35;11:54:24
385;29.8838;29.3321;-256.755;-256.246;-256.684;-256.919;-256.95;-255.964;37.599;46;37.35;11:54:25
386;29.8759;29.3477;-256.751;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;46;37.35;11:54:25
387;29.8838;29.3477;-256.751;-256.246;-256.684;-256.911;-256.958;-255.949;37.599;49;37.35;11:54:26
388;29.8838;29.3556;-256.751;-256.246;-256.692;-256.911;-256.95;-255.956;37.599;46;37.35;11:54:26
389;29.8838;29.3556;-256.751;-256.246;-256.684;-256.911;-256.958;-255.956;37.599;46;37.35;11:54:27
390;29.8759;29.3634;-256.751;-256.246;-256.692;-256.919;-256.95;-255.956;37.599;46;37.35;11:54:27
391;29.8838;29.3712;-256.755;-256.25;-256.684;-256.911;-256.958;-255.964;37.599;49;37.35;11:54:28
392;29.8916;29.379;-256.751;-256.246;-256.692;-256.911;-256.958;-255.956;37.599;46;37.35;11:54:28
393;29.8838;29.3712;-256.751;-256.246;-256.684;-256.911;-256.95;-255.956;37.599;43;37.35;11:54:29
394;29.8838;29.379;-256.751;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;46;37.35;11:54:29
395;29.8838;29.3869;-256.751;-256.25;-256.684;-256.911;-256.958;-255.956;37.599;46;37.35;11:54:30
396;29.8838;29.4025;-256.751;-256.246;-256.692;-256.911;-256.966;-255.956;37.599;46;37.35;11:54:30
397;29.8838;29.4025;-256.747;-256.25;-256.692;-256.903;-256.958;-255.956;37.599;46;37.35;11:54:31
398;29.8838;29.4025;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;46;37.35;11:54:31
399;29.8916;29.4182;-256.751;-256.246;-256.692;-256.903;-256.958;-255.956;37.599;46;37.35;11:54:32
400;29.8838;29.4182;-256.747;-256.246;-256.692;-256.911;-256.958;-255.964;37.599;43;37.35;11:54:32
401;29.8838;29.4182;-256.751;-256.246;-256.7;-256.903;-256.966;-255.956;37.599;46;37.35;11:54:33
402;29.8838;29.426;-256.755;-256.25;-256.684;-256.919;-256.958;-255.956;37.599;46;37.35;11:54:33
403;29.8838;29.426;-256.751;-256.246;-256.692;-256.911;-256.95;-255.964;37.599;46;37.35;11:54:34
404;29.8759;29.426;-256.755;-256.246;-256.692;-256.911;-256.958;-255.956;37.599;46;37.35;11:54:34
405;29.8916;29.4338;-256.755;-256.254;-256.692;-256.911;-256.958;-255.956;37.599;49;37.35;11:54:35
406;29.8838;29.4416;-256.751;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;43;37.35;11:54:35
407;29.8838;29.4416;-256.755;-256.246;-256.684;-256.911;-256.958;-255.956;37.599;46;37.35;11:54:36
408;29.8916;29.4495;-256.751;-256.246;-256.684;-256.911;-256.958;-255.949;37.599;46;37.35;11:54:36
409;29.8916;29.4495;-256.751;-256.246;-256.684;-256.911;-256.958;-255.956;37.599;43;37.35;11:54:37
410;29.8916;29.4573;-256.751;-256.25;-256.684;-256.919;-256.966;-255.949;37.599;43;37.35;11:54:37
411;29.8916;29.4495;-256.751;-256.246;-256.684;-256.911;-256.958;-255.956;37.599;43;37.35;11:54:38
412;29.8916;29.4612;-256.751;-256.25;-256.684;-256.911;-256.966;-255.949;37.599;43;37.35;11:54:38
413;29.8916;29.4573;-256.747;-256.25;-256.684;-256.911;-256.958;-255.956;37.599;43;37.35;11:54:39
414;29.8916;29.4651;-256.751;-256.246;-256.684;-256.919;-256.958;-255.956;37.599;43;37.35;11:54:39
415;29.8916;29.4651;-256.747;-256.25;-256.684;-256.911;-256.966;-255.956;37.599;43;37.35;11:54:40
416;29.8994;29.4729;-256.747;-256.25;-256.684;-256.919;-256.958;-255.964;37.599;43;37.35;11:54:40
417;29.8916;29.4729;-256.747;-256.246;-256.684;-256.911;-256.958;-255.956;37.599;39;37.35;11:54:41
418;29.8994;29.4729;-256.747;-256.25;-256.684;-256.919;-256.958;-255.956;37.599;43;37.35;11:54:41
419;29.8916;29.4729;-256.747;-256.246;-256.692;-256.911;-256.966;-255.956;37.599;39;37.35;11:54:42
420;29.8838;29.4847;-256.747;-256.246;-256.684;-256.911;-256.958;-255.949;37.599;43;37.35;11:54:42
421;29.8916;29.4847;-256.747;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;46;37.35;11:54:43
422;29.8916;29.4925;-256.743;-256.242;-256.684;-256.911;-256.966;-255.964;37.599;43;37.35;11:54:43
423;29.8838;29.4847;-256.747;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;43;37.35;11:54:44
424;29.8916;29.4925;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;46;37.35;11:54:44
425;29.8916;29.5003;-256.747;-256.246;-256.684;-256.911;-256.966;-255.956;37.599;43;37.35;11:54:45
426;29.8916;29.5003;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;43;37.35;11:54:45
427;29.8838;29.5082;-256.747;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;43;37.35;11:54:46
428;29.8916;29.5003;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;46;37.35;11:54:46
429;29.8994;29.5082;-256.747;-256.25;-256.684;-256.919;-256.958;-255.956;37.599;43;37.35;11:54:47
430;29.8916;29.5082;-256.747;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;39;37.35;11:54:47
431;29.8994;29.5082;-256.747;-256.246;-256.692;-256.927;-256.966;-255.956;37.599;43;37.35;11:54:48
432;29.8994;29.5082;-256.751;-256.25;-256.692;-256.919;-256.958;-255.964;37.599;39;37.35;11:54:48
433;29.8994;29.5082;-256.747;-256.25;-256.7;-256.919;-256.966;-255.956;37.599;39;37.35;11:54:49
434;29.8994;29.5082;-256.743;-256.25;-256.684;-256.927;-256.958;-255.949;37.599;39;37.35;11:54:49
435;29.8994;29.516;-256.747;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;39;37.35;11:54:50
436;29.8994;29.5238;-256.747;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;39;37.35;11:54:50
437;29.9072;29.5316;-256.747;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;39;37.35;11:54:51
438;29.8994;29.5238;-256.751;-256.246;-256.7;-256.935;-256.966;-255.964;37.599;36;37.35;11:54:51
439;29.8994;29.5238;-256.747;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;39;37.35;11:54:52
440;29.8916;29.516;-256.751;-256.246;-256.692;-256.919;-256.958;-255.956;37.599;39;37.35;11:54:52
441;29.8916;29.516;-256.747;-256.25;-256.684;-256.927;-256.966;-255.956;37.599;43;37.35;11:54:53
442;29.8916;29.5238;-256.751;-256.25;-256.692;-256.919;-256.958;-255.964;37.599;43;37.35;11:54:53
443;29.8916;29.5238;-256.747;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;43;37.35;11:54:54
444;29.8916;29.516;-256.747;-256.25;-256.684;-256.927;-256.966;-255.956;37.599;43;37.35;11:54:54
445;29.8916;29.5316;-256.751;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;43;37.35;11:54:55
446;29.8838;29.5316;-256.751;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;43;37.35;11:54:55
447;29.8838;29.5316;-256.747;-256.25;-256.7;-256.927;-256.966;-255.956;37.599;46;37.35;11:54:56
448;29.8916;29.5395;-256.751;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;46;37.35;11:54:56
449;29.8916;29.5395;-256.751;-256.25;-256.692;-256.919;-256.958;-255.956;37.599;43;37.35;11:54:57
450;29.8994;29.5473;-256.751;-256.25;-256.7;-256.927;-256.958;-255.956;37.599;43;37.35;11:54:57
451;29.8994;29.5395;-256.755;-256.25;-256.692;-256.927;-256.974;-255.956;37.599;39;37.35;11:54:58
452;29.8916;29.5473;-256.751;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;39;37.35;11:54:58
453;29.8916;29.5551;-256.751;-256.25;-256.7;-256.927;-256.958;-255.964;37.599;43;37.35;11:54:59
454;29.8994;29.5473;-256.751;-256.246;-256.692;-256.919;-256.958;-255.949;37.599;43;37.35;11:54:59
455;29.8994;29.5629;-256.751;-256.246;-256.692;-256.919;-256.966;-255.956;37.599;39;37.35;11:55:00
456;29.8916;29.5629;-256.755;-256.25;-256.7;-256.919;-256.958;-255.956;37.599;39;37.35;11:55:00
457;29.8916;29.5551;-256.747;-256.25;-256.692;-256.927;-256.974;-255.949;37.599;43;37.35;11:55:01
458;29.8916;29.5708;-256.743;-256.25;-256.692;-256.919;-256.974;-255.956;37.599;43;37.35;11:55:01
459;29.8994;29.5629;-256.747;-256.246;-256.692;-256.927;-256.974;-255.949;37.599;43;37.35;11:55:02
460;29.8916;29.5708;-256.743;-256.25;-256.7;-256.919;-256.966;-255.949;37.599;39;37.35;11:55:02
461;29.8994;29.5708;-256.747;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;43;37.35;11:55:03
462;29.8916;29.5708;-256.747;-256.246;-256.7;-256.911;-256.966;-255.956;37.599;39;37.35;11:55:03
463;29.8994;29.5786;-256.751;-256.25;-256.692;-256.919;-256.958;-255.949;37.599;43;37.35;11:55:04
464;29.8916;29.5786;-256.747;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;39;37.35;11:55:04
465;29.8994;29.5864;-256.747;-256.25;-256.7;-256.927;-256.966;-255.949;37.599;43;37.35;11:55:05
466;29.8916;29.5864;-256.747;-256.25;-256.692;-256.919;-256.958;-255.949;37.599;39;37.35;11:55:05
467;29.9072;29.5864;-256.747;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;43;37.35;11:55:06
468;29.8994;29.5864;-256.751;-256.246;-256.692;-256.919;-256.958;-255.949;37.599;36;37.35;11:55:06
469;29.8994;29.5864;-256.747;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:07
470;29.9072;29.5864;-256.751;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:07
471;29.8994;29.5864;-256.747;-256.246;-256.7;-256.927;-256.958;-255.956;37.599;36;37.35;11:55:08
472;29.9072;29.5864;-256.747;-256.25;-256.692;-256.919;-256.958;-255.949;37.599;39;37.35;11:55:08
473;29.8994;29.5942;-256.747;-256.25;-256.692;-256.927;-256.95;-255.956;37.599;36;37.35;11:55:09
474;29.8994;29.5786;-256.747;-256.25;-256.692;-256.927;-256.966;-255.956;37.599;39;37.35;11:55:09
475;29.9072;29.5864;-256.751;-256.25;-256.7;-256.919;-256.958;-255.949;37.599;39;37.35;11:55:10
476;29.8994;29.5864;-256.747;-256.25;-256.7;-256.927;-256.95;-255.956;37.599;36;37.35;11:55:10
477;29.8994;29.5942;-256.747;-256.25;-256.692;-256.919;-256.958;-255.949;37.599;39;37.35;11:55:11
478;29.9151;29.5864;-256.747;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:11
479;29.8994;29.6021;-256.743;-256.246;-256.692;-256.927;-256.95;-255.949;37.599;33;37.35;11:55:12
480;29.9151;29.6021;-256.747;-256.25;-256.692;-256.927;-256.958;-255.956;37.599;39;37.35;11:55:12
481;29.9151;29.5942;-256.743;-256.246;-256.692;-256.927;-256.958;-255.949;37.599;33;37.35;11:55:13
482;29.9072;29.6021;-256.747;-256.246;-256.7;-256.919;-256.958;-255.949;37.599;33;37.35;11:55:13
483;29.9151;29.6177;-256.743;-256.25;-256.692;-256.927;-256.958;-255.949;37.599;36;37.35;11:55:14
484;29.9151;29.6099;-256.743;-256.246;-256.692;-256.919;-256.958;-255.941;37.599;33;37.35;11:55:14
485;29.9229;29.6255;-256.747;-256.246;-256.684;-256.927;-256.958;-255.956;37.599;33;37.35;11:55:15
486;29.9151;29.6255;-256.747;-256.246;-256.692;-256.927;-256.958;-255.956;37.599;30;37.35;11:55:15
487;29.9151;29.6177;-256.743;-256.25;-256.7;-256.919;-256.958;-255.949;37.599;33;37.35;11:55:16
