Number;DT1;DT2;P_now;T_imp;K_prop;T_stab;Time
2867;29.6686;29.293;37.599;172;50;30;12:46:53
2868;29.649;29.2773;37.599;176;50;30;12:46:54
2869;29.649;29.2617;37.599;186;50;30;12:46:54
2870;29.6373;29.2499;37.599;186;50;30;12:46:55
2871;29.6373;29.246;37.599;192;50;30;12:46:55
2872;29.6255;29.2421;37.599;192;50;30;12:46:56
2873;29.6177;29.2186;37.599;199;50;30;12:46:56
2874;29.6177;29.2108;37.599;203;50;30;12:46:57
2875;29.6099;29.1951;37.599;203;50;30;12:46:57
2876;29.6099;29.203;37.599;207;50;30;12:46:58
2877;29.6099;29.1951;37.599;207;50;30;12:46:58
2878;29.6177;29.1951;37.599;207;50;30;12:46:59
2879;29.6021;29.1873;37.599;203;50;30;12:46:59
2880;29.6099;29.1873;37.599;211;50;30;12:47:00
2881;29.6021;29.1717;37.599;207;50;30;12:47:00
2882;29.6099;29.1717;37.599;211;50;30;12:47:01
2883;29.6099;29.1638;37.599;207;50;30;12:47:01
2884;29.6099;29.1638;37.599;207;50;30;12:47:02
2885;29.6177;29.156;37.599;207;50;30;12:47:02
2886;29.6177;29.1482;37.599;203;50;30;12:47:03
2887;29.6334;29.156;37.599;203;50;30;12:47:03
2888;29.6334;29.1482;37.599;195;50;30;12:47:04
2889;29.6373;29.1482;37.599;195;50;30;12:47:04
2890;29.6334;29.1404;37.599;192;50;30;12:47:05
2891;29.6334;29.1404;37.599;195;50;30;12:47:05
2892;29.6373;29.1325;37.599;195;50;30;12:47:06
2893;29.6373;29.1404;37.599;192;50;30;12:47:06
2894;29.6373;29.1325;37.599;192;50;30;12:47:07
2895;29.6412;29.1247;37.599;192;50;30;12:47:07
2896;29.6373;29.1169;37.599;190;50;30;12:47:08
2897;29.6451;29.1247;37.599;192;50;30;12:47:08
2898;29.6412;29.1169;37.599;188;50;30;12:47:09
2899;29.6451;29.1247;37.599;190;50;30;12:47:09
2900;29.649;29.1091;37.599;188;50;30;12:47:10
2901;29.6451;29.1091;37.599;186;50;30;12:47:10
2902;29.6568;29.1091;37.599;188;50;30;12:47:11
2903;29.6529;29.1012;37.599;182;50;30;12:47:11
2904;29.6686;29.1012;37.599;184;50;30;12:47:12
2905;29.6607;29.1012;37.599;176;50;30;12:47:12
2906;29.6686;29.0778;37.599;180;50;30;12:47:13
2907;29.6686;29.0856;37.599;176;50;30;12:47:13
2908;29.6764;29.0856;37.599;176;50;30;12:47:14
2909;29.6842;29.0856;37.599;172;50;30;12:47:14
2910;29.6842;29.0934;37.599;167;50;30;12:47:15
2911;29.692;29.0856;37.599;167;50;30;12:47:15
2912;29.692;29.0856;37.599;163;50;30;12:47:16
2913;29.7077;29.0856;37.599;163;50;30;12:47:16
2914;29.7077;29.0856;37.599;155;50;30;12:47:17
2915;29.7077;29.0856;37.599;155;50;30;12:47:17
2916;29.6999;29.0778;37.599;155;50;30;12:47:18
2917;29.6999;29.0778;37.599;159;50;30;12:47:18
2918;29.7155;29.0778;37.599;159;50;30;12:47:19
2919;29.7155;29.0778;37.599;151;50;30;12:47:19
2920;29.7077;29.0699;37.599;151;50;30;12:47:20
2921;29.7155;29.0543;37.599;155;50;30;12:47:20
2922;29.7077;29.0621;37.599;151;50;30;12:47:21
2923;29.7155;29.0543;37.599;155;50;30;12:47:21
2924;29.7077;29.0543;37.599;151;50;30;12:47:22
2925;29.7077;29.0543;37.599;155;50;30;12:47:22
2926;29.7077;29.0465;37.599;155;50;30;12:47:23
2927;29.7077;29.0465;37.599;155;50;30;12:47:23
2928;29.7155;29.0465;37.599;155;50;30;12:47:24
2929;29.7077;29.0426;37.599;151;50;30;12:47:24
2930;29.7155;29.0426;37.599;155;50;30;12:47:25
2931;29.6999;29.0386;37.599;151;50;30;12:47:25
2932;29.7077;29.0347;37.599;159;50;30;12:47:26
2933;29.6999;29.0347;37.599;155;50;30;12:47:26
2934;29.6999;29.0308;37.599;159;50;30;12:47:27
2935;29.6999;29.0308;37.599;159;50;30;12:47:27
2936;29.6999;29.0269;37.599;159;50;30;12:47:28
2937;29.692;29.0191;37.599;159;50;30;12:47:28
2938;29.6999;29.0191;37.599;163;50;30;12:47:29
2939;29.7077;29.0113;37.599;159;50;30;12:47:29
2940;29.6999;29.0113;37.599;155;50;30;12:47:30
2941;29.6999;29.0113;37.599;159;50;30;12:47:30
2942;29.692;28.9956;37.599;159;50;30;12:47:31
2943;29.7077;29.0034;37.599;163;50;30;12:47:31
2944;29.6999;29.0034;37.599;155;50;30;12:47:32
2945;29.7077;29.0034;37.599;159;50;30;12:47:32
2946;29.7077;29.0034;37.599;155;50;30;12:47:33
2947;29.7077;28.9956;37.599;155;50;30;12:47:33
2948;29.6999;28.9956;37.599;155;50;30;12:47:34
2949;29.7077;28.9956;37.599;159;50;30;12:47:34
2950;29.7077;28.9878;37.599;155;50;30;12:47:35
2951;29.7077;28.9956;37.599;155;50;30;12:47:35
2952;29.6999;28.98;37.599;155;50;30;12:47:36
2953;29.692;28.98;37.599;159;50;30;12:47:36
2954;29.6999;28.98;37.599;163;50;30;12:47:37
2955;29.6999;28.98;37.599;159;50;30;12:47:37
2956;29.6999;28.98;37.599;159;50;30;12:47:38
2957;29.6999;28.9643;37.599;159;50;30;12:47:38
2958;29.692;28.9565;37.599;159;50;30;12:47:39
2959;29.6842;28.9487;37.599;163;50;30;12:47:39
2960;29.692;28.9565;37.599;167;50;30;12:47:40
2961;29.6842;28.9487;37.599;163;50;30;12:47:40
2962;29.692;28.9487;37.599;167;50;30;12:47:41
2963;29.6764;28.933;37.599;163;50;30;12:47:41
2964;29.6764;28.933;37.599;172;50;30;12:47:42
2965;29.6686;28.9252;37.599;172;50;30;12:47:42
2966;29.6764;28.9252;37.599;176;50;30;12:47:43
2967;29.6764;28.9252;37.599;172;50;30;12:47:43
2968;29.6686;28.9174;37.599;172;50;30;12:47:44
2969;29.6686;28.9252;37.599;176;50;30;12:47:44
2970;29.6764;28.9252;37.599;176;50;30;12:47:45
2971;29.6686;28.9174;37.599;172;50;30;12:47:45
2972;29.6764;28.9174;37.599;176;50;30;12:47:46
2973;29.6764;28.9095;37.599;172;50;30;12:47:46
2974;29.6764;28.9095;37.599;172;50;30;12:47:47
2975;29.6842;28.9017;37.599;172;50;30;12:47:47
2976;29.692;28.9017;37.599;167;50;30;12:47:48
2977;29.692;28.8939;37.599;163;50;30;12:47:48
2978;29.6999;28.9017;37.599;163;50;30;12:47:49
2979;29.7077;28.9017;37.599;159;50;30;12:47:49
2980;29.7077;28.9017;37.599;155;50;30;12:47:50
2981;29.7077;28.8939;37.599;155;50;30;12:47:50
2982;29.7077;28.8939;37.599;155;50;30;12:47:51
2983;29.6999;28.8861;37.599;155;50;30;12:47:51
2984;29.6999;28.8861;37.599;159;50;30;12:47:52
2985;29.6999;28.8782;37.599;159;50;30;12:47:52
2986;29.7077;28.8782;37.599;159;50;30;12:47:53
2987;29.6999;28.8861;37.599;155;50;30;12:47:53
2988;29.7077;28.8782;37.599;159;50;30;12:47:54
2989;29.6999;28.8704;37.599;155;50;30;12:47:54
2990;29.692;28.8704;37.599;159;50;30;12:47:55
2991;29.692;28.8704;37.599;163;50;30;12:47:55
2992;29.6999;28.8704;37.599;163;50;30;12:47:56
2993;29.6999;28.8626;37.599;159;50;30;12:47:56
2994;29.692;28.8665;37.599;159;50;30;12:47:57
2995;29.692;28.8626;37.599;163;50;30;12:47:57
2996;29.692;28.8626;37.599;163;50;30;12:47:58
2997;29.6999;28.8587;37.599;163;50;30;12:47:58
2998;29.692;28.8665;37.599;159;50;30;12:47:59
2999;29.6999;28.8587;37.599;163;50;30;12:47:59
3000;29.692;28.8587;37.599;159;50;30;12:48:00
3001;29.6999;28.8626;37.599;163;50;30;12:48:00
3002;29.7077;28.8587;37.599;159;50;30;12:48:01
3003;29.7077;28.8587;37.599;155;50;30;12:48:01
3004;29.7077;28.8548;37.599;155;50;30;12:48:02
3005;29.7077;28.8548;37.599;155;50;30;12:48:02
3006;29.6999;28.8548;37.599;155;50;30;12:48:03
3007;29.6999;28.8469;37.599;159;50;30;12:48:03
3008;29.7077;28.8508;37.599;159;50;30;12:48:04
3009;29.6999;28.8508;37.599;155;50;30;12:48:04
3010;29.6999;28.8352;37.599;159;50;30;12:48:05
3011;29.7077;28.8508;37.599;159;50;30;12:48:05
3012;29.692;28.843;37.599;155;50;30;12:48:06
3013;29.6999;28.843;37.599;163;50;30;12:48:06
3014;29.6999;28.843;37.599;159;50;30;12:48:07
3015;29.692;28.843;37.599;159;50;30;12:48:07
3016;29.692;28.8352;37.599;163;50;30;12:48:08
3017;29.692;28.8274;37.599;163;50;30;12:48:08
3018;29.6842;28.8352;37.599;163;50;30;12:48:09
3019;29.6999;28.8352;37.599;167;50;30;12:48:09
3020;29.692;28.8117;37.599;159;50;30;12:48:10
3021;29.6842;28.8195;37.599;163;50;30;12:48:10
3022;29.6999;28.8117;37.599;167;50;30;12:48:11
3023;29.692;28.8117;37.599;159;50;30;12:48:11
3024;29.692;28.8039;37.599;163;50;30;12:48:12
3025;29.6842;28.8117;37.599;163;50;30;12:48:12
3026;29.6842;28.8039;37.599;167;50;30;12:48:13
3027;29.6842;28.8039;37.599;167;50;30;12:48:13
3028;29.6842;28.8039;37.599;167;50;30;12:48:14
3029;29.6842;28.8039;37.599;167;50;30;12:48:14
3030;29.6842;28.7961;37.599;167;50;30;12:48:15
3031;29.6686;28.7882;37.599;167;50;30;12:48:15
3032;29.6686;28.7882;37.599;176;50;30;12:48:16
3033;29.6764;28.7961;37.599;176;50;30;12:48:16
3034;29.6764;28.7961;37.599;172;50;30;12:48:17
3035;29.6764;28.7882;37.599;172;50;30;12:48:17
3036;29.6686;28.7804;37.599;172;50;30;12:48:18
3037;29.6686;28.7882;37.599;176;50;30;12:48:18
3038;29.6764;28.7882;37.599;176;50;30;12:48:19
3039;29.6686;28.7961;37.599;172;50;30;12:48:19
3040;29.6686;28.7882;37.599;176;50;30;12:48:20
3041;29.6686;28.7961;37.599;176;50;30;12:48:20
3042;29.6686;28.7804;37.599;176;50;30;12:48:21
3043;29.6686;28.7882;37.599;176;50;30;12:48:21
3044;29.6686;28.7882;37.599;176;50;30;12:48:22
3045;29.6764;28.7804;37.599;176;50;30;12:48:22
3046;29.6764;28.7804;37.599;172;50;30;12:48:23
3047;29.6764;28.7882;37.599;172;50;30;12:48:23
3048;29.6764;28.7804;37.599;172;50;30;12:48:24
3049;29.6842;28.7882;37.599;172;50;30;12:48:24
3050;29.6842;28.7804;37.599;167;50;30;12:48:25
3051;29.692;28.7726;37.599;167;50;30;12:48:25
3052;29.692;28.7804;37.599;163;50;30;12:48:26
3053;29.6842;28.7804;37.599;163;50;30;12:48:26
3054;29.6999;28.7804;37.599;167;50;30;12:48:27
3055;29.6999;28.7804;37.599;159;50;30;12:48:27
3056;29.692;28.7804;37.599;159;50;30;12:48:28
3057;29.692;28.7726;37.599;163;50;30;12:48:28
3058;29.6999;28.7726;37.599;163;50;30;12:48:29
3059;29.6999;28.7726;37.599;159;50;30;12:48:29
3060;29.692;28.7804;37.599;159;50;30;12:48:30
3061;29.692;28.7726;37.599;163;50;30;12:48:30
3062;29.6842;28.7648;37.599;163;50;30;12:48:31
3063;29.6842;28.7648;37.599;167;50;30;12:48:31
3064;29.6764;28.7726;37.599;167;50;30;12:48:32
3065;29.6842;28.7648;37.599;172;50;30;12:48:32
3066;29.6842;28.7648;37.599;167;50;30;12:48:33
3067;29.6764;28.7569;37.599;167;50;30;12:48:33
3068;29.6842;28.7569;37.599;172;50;30;12:48:34
3069;29.692;28.7569;37.599;167;50;30;12:48:34
3070;29.692;28.7569;37.599;163;50;30;12:48:35
3071;29.692;28.7569;37.599;163;50;30;12:48:35
3072;29.692;28.7491;37.599;163;50;30;12:48:36
3073;29.692;28.7413;37.599;163;50;30;12:48:36
3074;29.692;28.7413;37.599;163;50;30;12:48:37
3075;29.6999;28.7491;37.599;163;50;30;12:48:37
3076;29.6842;28.7491;37.599;159;50;30;12:48:38
3077;29.6999;28.7569;37.599;167;50;30;12:48:38
3078;29.692;28.7491;37.599;159;50;30;12:48:39
3079;29.6999;28.7491;37.599;163;50;30;12:48:39
3080;29.692;28.7413;37.599;159;50;30;12:48:40
3081;29.692;28.7491;37.599;163;50;30;12:48:40
3082;29.6999;28.7413;37.599;163;50;30;12:48:41
3083;29.6999;28.7413;37.599;159;50;30;12:48:41
3084;29.6999;28.7413;37.599;159;50;30;12:48:42
3085;29.6999;28.7413;37.599;159;50;30;12:48:42
3086;29.7077;28.7413;37.599;159;50;30;12:48:43
3087;29.6999;28.7335;37.599;155;50;30;12:48:43
3088;29.692;28.7335;37.599;159;50;30;12:48:44
3089;29.692;28.7335;37.599;163;50;30;12:48:44
3090;29.6842;28.7335;37.599;163;50;30;12:48:45
3091;29.692;28.7335;37.599;167;50;30;12:48:45
3092;29.692;28.7335;37.599;163;50;30;12:48:46
3093;29.6842;28.7413;37.599;163;50;30;12:48:46
3094;29.692;28.7335;37.599;167;50;30;12:48:47
3095;29.692;28.7413;37.599;163;50;30;12:48:47
3096;29.692;28.7413;37.599;163;50;30;12:48:48
3097;29.6999;28.7413;37.599;163;50;30;12:48:48
3098;29.6999;28.7335;37.599;159;50;30;12:48:49
3099;29.6999;28.7335;37.599;159;50;30;12:48:49
3100;29.692;28.7335;37.599;159;50;30;12:48:50
3101;29.7077;28.7413;37.599;163;50;30;12:48:50
3102;29.6999;28.7335;37.599;155;50;30;12:48:51
3103;29.6999;28.7335;37.599;159;50;30;12:48:51
3104;29.6999;28.7256;37.599;159;50;30;12:48:52
3105;29.6999;28.7335;37.599;159;50;30;12:48:52
3106;29.6999;28.7256;37.599;159;50;30;12:48:53
3107;29.6999;28.7335;37.599;159;50;30;12:48:53
3108;29.7077;28.7256;37.599;159;50;30;12:48:54
3109;29.6999;28.7256;37.599;155;50;30;12:48:54
3110;29.6999;28.7178;37.599;159;50;30;12:48:55
3111;29.6999;28.71;37.599;159;50;30;12:48:55
3112;29.6999;28.7178;37.599;159;50;30;12:48:56
3113;29.692;28.7178;37.599;159;50;30;12:48:56
3114;29.6999;28.71;37.599;163;50;30;12:48:57
3115;29.6842;28.71;37.599;159;50;30;12:48:57
3116;29.692;28.71;37.599;167;50;30;12:48:58
3117;29.692;28.71;37.599;163;50;30;12:48:58
3118;29.692;28.71;37.599;163;50;30;12:48:59
3119;29.692;28.71;37.599;163;50;30;12:48:59
3120;29.6842;28.7022;37.599;163;50;30;12:49:00
3121;29.692;28.7022;37.599;167;50;30;12:49:00
3122;29.6842;28.7022;37.599;163;50;30;12:49:01
3123;29.6842;28.7022;37.599;167;50;30;12:49:01
3124;29.6764;28.7022;37.599;167;50;30;12:49:02
3125;29.6842;28.6943;37.599;172;50;30;12:49:02
3126;29.6764;28.7022;37.599;167;50;30;12:49:03
3127;29.692;28.7022;37.599;172;50;30;12:49:03
3128;29.6842;28.71;37.599;163;50;30;12:49:04
3129;29.6842;28.7022;37.599;167;50;30;12:49:04
3130;29.6842;28.6943;37.599;167;50;30;12:49:05
3131;29.692;28.6943;37.599;167;50;30;12:49:05
3132;29.692;28.7022;37.599;163;50;30;12:49:06
3133;29.6842;28.7022;37.599;163;50;30;12:49:06
3134;29.692;28.7022;37.599;167;50;30;12:49:07
3135;29.6842;28.6943;37.599;163;50;30;12:49:07
3136;29.6764;28.6943;37.599;167;50;30;12:49:08
3137;29.6842;28.6943;37.599;172;50;30;12:49:08
3138;29.6764;28.7022;37.599;167;50;30;12:49:09
3139;29.6842;28.7022;37.599;172;50;30;12:49:09
3140;29.6842;28.6943;37.599;167;50;30;12:49:10
3141;29.6842;28.6865;37.599;167;50;30;12:49:10
3142;29.692;28.6943;37.599;167;50;30;12:49:11
3143;29.692;28.6943;37.599;163;50;30;12:49:11
3144;29.692;28.6943;37.599;163;50;30;12:49:12
3145;29.6842;28.7022;37.599;163;50;30;12:49:12
3146;29.692;28.6865;37.599;167;50;30;12:49:13
3147;29.692;28.6943;37.599;163;50;30;12:49:13
3148;29.6842;28.6943;37.599;163;50;30;12:49:14
3149;29.692;28.6943;37.599;167;50;30;12:49:14
3150;29.692;28.6943;37.599;163;50;30;12:49:15
3151;29.6842;28.6943;37.599;163;50;30;12:49:15
3152;29.6842;28.7022;37.599;167;50;30;12:49:16
3153;29.6842;28.7022;37.599;167;50;30;12:49:16
3154;29.6842;28.7022;37.599;167;50;30;12:49:17
3155;29.6842;28.7022;37.599;167;50;30;12:49:17
3156;29.692;28.6943;37.599;167;50;30;12:49:18
3157;29.692;28.6943;37.599;163;50;30;12:49:18
3158;29.692;28.7022;37.599;163;50;30;12:49:19
3159;29.692;28.7022;37.599;163;50;30;12:49:19
3160;29.692;28.6943;37.599;163;50;30;12:49:20
3161;29.6842;28.7022;37.599;163;50;30;12:49:20
3162;29.6842;28.7022;37.599;167;50;30;12:49:21
3163;29.6842;28.7022;37.599;167;50;30;12:49:21
3164;29.692;28.7022;37.599;167;50;30;12:49:22
3165;29.692;28.7022;37.599;163;50;30;12:49:22
3166;29.6842;28.6943;37.599;163;50;30;12:49:23
3167;29.6842;28.7022;37.599;167;50;30;12:49:23
3168;29.692;28.6943;37.599;167;50;30;12:49:24
3169;29.6842;28.7022;37.599;163;50;30;12:49:24
3170;29.6842;28.7022;37.599;167;50;30;12:49:25
3171;29.6842;28.6943;37.599;167;50;30;12:49:25
3172;29.6764;28.7022;37.599;167;50;30;12:49:26
3173;29.6842;28.6943;37.599;172;50;30;12:49:26
3174;29.692;28.7022;37.599;167;50;30;12:49:27
3175;29.6842;28.6943;37.599;163;50;30;12:49:27
3176;29.6842;28.7022;37.599;167;50;30;12:49:28
3177;29.692;28.6943;37.599;167;50;30;12:49:28
3178;29.6764;28.6943;37.599;163;50;30;12:49:29
3179;29.692;28.7022;37.599;172;50;30;12:49:29
3180;29.692;28.7022;37.599;163;50;30;12:49:30
3181;29.692;28.6943;37.599;163;50;30;12:49:30
3182;29.6842;28.6943;37.599;163;50;30;12:49:31
3183;29.6842;28.6865;37.599;167;50;30;12:49:31
3184;29.692;28.7022;37.599;167;50;30;12:49:32
3185;29.6999;28.6943;37.599;163;50;30;12:49:32
3186;29.692;28.6943;37.599;159;50;30;12:49:33
3187;29.692;28.6865;37.599;163;50;30;12:49:33
3188;29.6842;28.6865;37.599;163;50;30;12:49:34
3189;29.692;28.6865;37.599;167;50;30;12:49:34
3190;29.692;28.6943;37.599;163;50;30;12:49:35
3191;29.692;28.6865;37.599;163;50;30;12:49:35
3192;29.692;28.6943;37.599;163;50;30;12:49:36
3193;29.6999;28.6865;37.599;163;50;30;12:49:36
3194;29.692;28.6943;37.599;159;50;30;12:49:37
3195;29.6999;28.6943;37.599;163;50;30;12:49:37
3196;29.6842;28.6865;37.599;159;50;30;12:49:38
3197;29.6842;28.6865;37.599;167;50;30;12:49:38
3198;29.6842;28.6787;37.599;167;50;30;12:49:39
3199;29.6764;28.6787;37.599;167;50;30;12:49:39
3200;29.6764;28.6865;37.599;172;50;30;12:49:40
3201;29.6842;28.6787;37.599;172;50;30;12:49:40
3202;29.6842;28.6787;37.599;167;50;30;12:49:41
3203;29.6842;28.6865;37.599;167;50;30;12:49:41
3204;29.6842;28.6787;37.599;167;50;30;12:49:42
3205;29.6842;28.6943;37.599;167;50;30;12:49:42
3206;29.6999;28.6865;37.599;167;50;30;12:49:43
3207;29.692;28.6865;37.599;159;50;30;12:49:43
3208;29.6842;28.6787;37.599;163;50;30;12:49:44
3209;29.6842;28.6787;37.599;167;50;30;12:49:44
3210;29.6842;28.6865;37.599;167;50;30;12:49:45
3211;29.6842;28.6787;37.599;167;50;30;12:49:45
3212;29.6764;28.6787;37.599;167;50;30;12:49:46
3213;29.6842;28.6787;37.599;172;50;30;12:49:46
3214;29.6842;28.6709;37.599;167;50;30;12:49:47
3215;29.6764;28.6787;37.599;167;50;30;12:49:47
3216;29.6842;28.6709;37.599;172;50;30;12:49:48
3217;29.6842;28.6787;37.599;167;50;30;12:49:48
3218;29.6842;28.6787;37.599;167;50;30;12:49:49
3219;29.6842;28.6709;37.599;167;50;30;12:49:49
3220;29.6842;28.6709;37.599;167;50;30;12:49:50
3221;29.6842;28.6787;37.599;167;50;30;12:49:50
3222;29.6999;28.6787;37.599;167;50;30;12:49:51
3223;29.692;28.6709;37.599;159;50;30;12:49:51
3224;29.692;28.6787;37.599;163;50;30;12:49:52
3225;29.6999;28.663;37.599;163;50;30;12:49:52
3226;29.692;28.6709;37.599;159;50;30;12:49:53
3227;29.6999;28.663;37.599;163;50;30;12:49:53
3228;29.692;28.663;37.599;159;50;30;12:49:54
3229;29.6999;28.663;37.599;163;50;30;12:49:54
3230;29.692;28.6787;37.599;159;50;30;12:49:55
3231;29.6999;28.6709;37.599;163;50;30;12:49:55
3232;29.692;28.6787;37.599;159;50;30;12:49:56
3233;29.6999;28.6787;37.599;163;50;30;12:49:56
3234;29.692;28.6709;37.599;159;50;30;12:49:57
3235;29.692;28.663;37.599;163;50;30;12:49:57
3236;29.692;28.6709;37.599;163;50;30;12:49:58
3237;29.6999;28.663;37.599;163;50;30;12:49:58
3238;29.6842;28.6709;37.599;159;50;30;12:49:59
3239;29.6842;28.6709;37.599;167;50;30;12:49:59
3240;29.692;28.663;37.599;167;50;30;12:50:00
3241;29.692;28.6709;37.599;163;50;30;12:50:00
3242;29.692;28.6787;37.599;163;50;30;12:50:01
3243;29.692;28.6787;37.599;163;50;30;12:50:01
3244;29.692;28.6709;37.599;163;50;30;12:50:02
3245;29.692;28.6709;37.599;163;50;30;12:50:02
3246;29.692;28.6787;37.599;163;50;30;12:50:03
3247;29.6999;28.6787;37.599;163;50;30;12:50:03
3248;29.692;28.6709;37.599;159;50;30;12:50:04
3249;29.692;28.6709;37.599;163;50;30;12:50:04
3250;29.6842;28.663;37.599;163;50;30;12:50:05
3251;29.692;28.6709;37.599;167;50;30;12:50:05
3252;29.6842;28.6787;37.599;163;50;30;12:50:06
3253;29.6842;28.6787;37.599;167;50;30;12:50:06
3254;29.6764;28.6787;37.599;167;50;30;12:50:07
3255;29.6764;28.6709;37.599;172;50;30;12:50:07
3256;29.6764;28.6709;37.599;172;50;30;12:50:08
3257;29.6842;28.6865;37.599;172;50;30;12:50:08
3258;29.6842;28.6787;37.599;167;50;30;12:50:09
3259;29.6842;28.6709;37.599;167;50;30;12:50:09
3260;29.6764;28.6709;37.599;167;50;30;12:50:10
3261;29.6842;28.6709;37.599;172;50;30;12:50:10
3262;29.6842;28.6709;37.599;167;50;30;12:50:11
3263;29.692;28.6787;37.599;167;50;30;12:50:11
3264;29.6842;28.6709;37.599;163;50;30;12:50:12
3265;29.6842;28.6709;37.599;167;50;30;12:50:12
3266;29.6842;28.6709;37.599;167;50;30;12:50:13
3267;29.692;28.6709;37.599;167;50;30;12:50:13
3268;29.692;28.6787;37.599;163;50;30;12:50:14
3269;29.6842;28.6709;37.599;163;50;30;12:50:14
3270;29.6842;28.6709;37.599;167;50;30;12:50:15
3271;29.692;28.663;37.599;167;50;30;12:50:15
3272;29.6842;28.663;37.599;163;50;30;12:50:16
3273;29.6842;28.663;37.599;167;50;30;12:50:16
3274;29.692;28.663;37.599;167;50;30;12:50:17
3275;29.6999;28.663;37.599;163;50;30;12:50:17
3276;29.692;28.6552;37.599;159;50;30;12:50:18
3277;29.6999;28.663;37.599;163;50;30;12:50:18
3278;29.6999;28.663;37.599;159;50;30;12:50:19
3279;29.6999;28.663;37.599;159;50;30;12:50:19
3280;29.6999;28.6552;37.599;159;50;30;12:50:20
3281;29.692;28.6552;37.599;159;50;30;12:50:20
3282;29.692;28.663;37.599;163;50;30;12:50:21
3283;29.692;28.6591;37.599;163;50;30;12:50:21
3284;29.692;28.6552;37.599;163;50;30;12:50:22
3285;29.692;28.663;37.599;163;50;30;12:50:22
3286;29.6764;28.663;37.599;163;50;30;12:50:23
3287;29.692;28.663;37.599;172;50;30;12:50:23
3288;29.692;28.6709;37.599;163;50;30;12:50:24
3289;29.692;28.6709;37.599;163;50;30;12:50:24
3290;29.6999;28.663;37.599;163;50;30;12:50:25
3291;29.6999;28.663;37.599;159;50;30;12:50:25
3292;29.692;28.6552;37.599;159;50;30;12:50:26
3293;29.6999;28.663;37.599;163;50;30;12:50:26
3294;29.6999;28.663;37.599;159;50;30;12:50:27
3295;29.6999;28.6552;37.599;159;50;30;12:50:27
3296;29.6999;28.663;37.599;159;50;30;12:50:28
3297;29.6999;28.6552;37.599;159;50;30;12:50:28
3298;29.692;28.6513;37.599;159;50;30;12:50:29
3299;29.6999;28.6552;37.599;163;50;30;12:50:29
3300;29.6842;28.6552;37.599;159;50;30;12:50:30
3301;29.692;28.6513;37.599;167;50;30;12:50:30
3302;29.6842;28.6513;37.599;163;50;30;12:50:31
3303;29.692;28.6513;37.599;167;50;30;12:50:31
3304;29.692;28.6513;37.599;163;50;30;12:50:32
3305;29.6999;28.6513;37.599;163;50;30;12:50:32
3306;29.692;28.6474;37.599;159;50;30;12:50:33
3307;29.692;28.6474;37.599;163;50;30;12:50:33
3308;29.692;28.6435;37.599;163;50;30;12:50:34
3309;29.692;28.6474;37.599;163;50;30;12:50:34
3310;29.6999;28.6474;37.599;163;50;30;12:50:35
3311;29.6999;28.6474;37.599;159;50;30;12:50:35
3312;29.6999;28.6474;37.599;159;50;30;12:50:36
3313;29.692;28.6474;37.599;159;50;30;12:50:36
3314;29.692;28.6513;37.599;163;50;30;12:50:37
3315;29.6999;28.6474;37.599;163;50;30;12:50:37
3316;29.6999;28.6513;37.599;159;50;30;12:50:38
3317;29.692;28.6513;37.599;159;50;30;12:50:38
3318;29.692;28.6435;37.599;163;50;30;12:50:39
3319;29.692;28.6474;37.599;163;50;30;12:50:39
3320;29.6842;28.6474;37.599;163;50;30;12:50:40
3321;29.692;28.6435;37.599;167;50;30;12:50:40
3322;29.6764;28.6396;37.599;163;50;30;12:50:41
3323;29.692;28.6435;37.599;172;50;30;12:50:41
3324;29.6764;28.6474;37.599;163;50;30;12:50:42
3325;29.692;28.6474;37.599;172;50;30;12:50:42
3326;29.692;28.6474;37.599;163;50;30;12:50:43
3327;29.6999;28.6474;37.599;163;50;30;12:50:43
3328;29.692;28.6396;37.599;159;50;30;12:50:44
3329;29.692;28.6435;37.599;163;50;30;12:50:44
3330;29.692;28.6435;37.599;163;50;30;12:50:45
3331;29.6842;28.6435;37.599;163;50;30;12:50:45
3332;29.692;28.6435;37.599;167;50;30;12:50:46
3333;29.6842;28.6357;37.599;163;50;30;12:50:46
3334;29.6842;28.6396;37.599;167;50;30;12:50:47
3335;29.692;28.6435;37.599;167;50;30;12:50:47
3336;29.692;28.6396;37.599;163;50;30;12:50:48
3337;29.692;28.6396;37.599;163;50;30;12:50:48
3338;29.6842;28.6396;37.599;163;50;30;12:50:49
3339;29.692;28.6278;37.599;167;50;30;12:50:49
3340;29.6842;28.6396;37.599;163;50;30;12:50:50
3341;29.6999;28.6396;37.599;167;50;30;12:50:50
3342;29.692;28.6357;37.599;159;50;30;12:50:51
3343;29.692;28.6396;37.599;163;50;30;12:50:51
3344;29.692;28.6357;37.599;163;50;30;12:50:52
3345;29.6842;28.6396;37.599;163;50;30;12:50:52
3346;29.6842;28.6435;37.599;167;50;30;12:50:53
3347;29.6764;28.6474;37.599;167;50;30;12:50:53
3348;29.6686;28.6435;37.599;172;50;30;12:50:54
3349;29.6686;28.6435;37.599;176;50;30;12:50:54
3350;29.6607;28.6396;37.599;176;50;30;12:50:55
3351;29.6764;28.6435;37.599;180;50;30;12:50:55
3352;29.6764;28.6474;37.599;172;50;30;12:50:56
3353;29.6764;28.6474;37.599;172;50;30;12:50:56
3354;29.6686;28.6435;37.599;172;50;30;12:50:57
