Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
6;31.2218;30.9284;-256.747;-256.25;-256.7;-256.911;-256.966;-255.964;0;None;1000;None;12:12:38
7;31.2297;30.9206;-256.751;-256.25;-256.7;-256.911;-256.974;-255.964;0;None;1000;None;12:12:39
8;31.2297;30.9206;-256.747;-256.25;-256.7;-256.903;-256.974;-255.964;0;None;1000;None;12:12:39
9;31.2297;30.9284;-256.751;-256.246;-256.708;-256.911;-256.974;-255.956;0;None;1000;None;12:12:40
10;31.2297;30.9206;-256.755;-256.25;-256.708;-256.903;-256.974;-255.964;0;None;1000;None;12:12:40
11;31.2297;30.9284;-256.751;-256.246;-256.708;-256.911;-256.974;-255.964;0;None;1000;None;12:12:41
12;31.2218;30.9362;-256.755;-256.25;-256.708;-256.903;-256.981;-255.964;0;None;1000;None;12:12:41
13;31.2297;30.9284;-256.751;-256.25;-256.7;-256.903;-256.966;-255.972;0;None;1000;None;12:12:42
14;31.2297;30.9206;-256.751;-256.246;-256.708;-256.911;-256.981;-255.972;0;None;1000;None;12:12:42
15;31.2297;30.9284;-256.751;-256.25;-256.708;-256.903;-256.966;-255.964;0;None;1000;None;12:12:43
16;31.2297;30.9284;-256.751;-256.246;-256.708;-256.903;-256.966;-255.972;0;None;1000;None;12:12:43
17;31.2218;30.9284;-256.751;-256.25;-256.708;-256.911;-256.974;-255.964;0;None;1000;None;12:12:44
18;31.214;30.9206;-256.751;-256.25;-256.7;-256.903;-256.966;-255.972;0;None;1000;None;12:12:44
19;31.214;30.9284;-256.751;-256.25;-256.708;-256.911;-256.974;-255.956;0;None;1000;None;12:12:45
20;31.2062;30.9284;-256.751;-256.246;-256.7;-256.903;-256.958;-255.964;0;None;1000;None;12:12:45
21;31.2062;30.9206;-256.747;-256.25;-256.7;-256.903;-256.966;-255.964;0;None;1000;None;12:12:46
22;31.1984;30.9284;-256.747;-256.25;-256.7;-256.903;-256.958;-255.964;0;None;1000;None;12:12:46
23;31.1984;30.9206;-256.747;-256.25;-256.7;-256.911;-256.966;-255.964;0;None;1000;None;12:12:47
24;31.1905;30.9206;-256.739;-256.25;-256.708;-256.903;-256.966;-255.964;0;None;1000;None;12:12:47
25;31.1905;30.9206;-256.747;-256.25;-256.7;-256.911;-256.966;-255.956;0;None;1000;None;12:12:48
26;31.1905;30.9206;-256.747;-256.25;-256.7;-256.903;-256.958;-255.956;0;None;1000;None;12:12:48
27;31.1827;30.9127;-256.743;-256.25;-256.7;-256.903;-256.966;-255.964;0;None;1000;None;12:12:49
28;31.1827;30.9127;-256.747;-256.25;-256.7;-256.895;-256.974;-255.964;0;None;1000;None;12:12:49
29;31.1749;30.9049;-256.735;-256.25;-256.7;-256.903;-256.974;-255.964;0;None;1000;None;12:12:50
30;31.1671;30.9049;-256.735;-256.25;-256.708;-256.903;-256.966;-255.956;0;None;1000;None;12:12:50
31;31.1749;30.9049;-256.743;-256.254;-256.692;-256.895;-256.966;-255.964;0;None;1000;None;12:12:51
32;31.1592;30.8893;-256.735;-256.25;-256.708;-256.903;-256.966;-255.964;0;None;1000;None;12:12:51
33;31.1592;30.8971;-256.735;-256.25;-256.7;-256.895;-256.974;-255.964;0;None;1000;None;12:12:52
34;31.1592;30.8814;-256.743;-256.25;-256.708;-256.895;-256.974;-255.964;0;None;1000;None;12:12:52
35;31.1514;30.8814;-256.743;-256.25;-256.7;-256.895;-256.974;-255.956;0;None;1000;None;12:12:53
36;31.1358;30.8814;-256.735;-256.246;-256.7;-256.895;-256.966;-255.964;0;None;1000;None;12:12:53
37;31.1358;30.8814;-256.735;-256.25;-256.7;-256.895;-256.958;-255.964;0;None;1000;None;12:12:54
38;31.1279;30.8736;-256.735;-256.25;-256.7;-256.895;-256.958;-255.964;0;None;1000;None;12:12:54
39;31.1279;30.8736;-256.743;-256.246;-256.7;-256.903;-256.966;-255.964;37.599;None;37.35;30;12:12:55
40;31.1201;30.8736;-256.735;-256.25;-256.708;-256.895;-256.966;-255.964;37.599;None;37.35;30;12:12:55
41;31.1123;30.8658;-256.743;-256.25;-256.708;-256.895;-256.958;-255.964;37.599;None;37.35;30;12:12:56
42;31.1045;30.8619;-256.747;-256.25;-256.7;-256.903;-256.966;-255.972;37.599;None;37.35;30;12:12:56
43;31.0966;30.8619;-256.743;-256.25;-256.708;-256.895;-256.966;-255.972;37.599;None;37.35;30;12:12:57
44;31.1045;30.8619;-256.743;-256.25;-256.708;-256.895;-256.966;-255.964;37.599;None;37.35;30;12:12:57
