Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;K_int;T_stab;Time
47;27.5793;27.5206;27.2702;-256.277;-256.676;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:26.507
48;27.5793;27.5128;27.2702;-256.269;-256.684;-256.872;-256.915;-255.988;0;None;1000;1000;None;2025-04-24 15:38:27.006
49;27.5871;27.5128;27.2624;-256.269;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:27.506
50;27.5871;27.5206;27.2545;-256.269;-256.684;-256.88;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:28.007
51;27.5871;27.5128;27.2624;-256.269;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:28.506
52;27.5871;27.5128;27.2545;-256.269;-256.684;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:29.007
53;27.5871;27.5128;27.2624;-256.269;-256.692;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:29.506
54;27.5793;27.5128;27.2624;-256.277;-256.676;-256.864;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:30.007
55;27.5871;27.5206;27.2545;-256.269;-256.676;-256.872;-256.915;-255.988;0;None;1000;1000;None;2025-04-24 15:38:30.507
56;27.5871;27.5206;27.2545;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:31.006
57;27.5793;27.5049;27.2545;-256.269;-256.684;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:31.507
58;27.5793;27.5128;27.2545;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:32.007
59;27.5793;27.5128;27.2545;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:32.507
60;27.5871;27.5206;27.2467;-256.277;-256.684;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:33.007
61;27.5793;27.5128;27.2467;-256.277;-256.684;-256.864;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:33.507
62;27.5793;27.5128;27.2545;-256.269;-256.676;-256.864;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:34.007
63;27.5871;27.5206;27.2624;-256.277;-256.684;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:34.506
64;27.5871;27.5128;27.2545;-256.269;-256.684;-256.872;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:38:35.006
65;27.5793;27.5206;27.2545;-256.277;-256.676;-256.864;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:38:35.507
66;27.5793;27.5206;27.2624;-256.269;-256.692;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:36.007
67;27.5793;27.5128;27.2624;-256.277;-256.676;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:36.506
68;27.5871;27.5206;27.2624;-256.277;-256.692;-256.872;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:38:37.008
69;27.5793;27.5206;27.2702;-256.269;-256.684;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:37.507
70;27.5871;27.5206;27.2624;-256.269;-256.676;-256.872;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:38:38.007
71;27.5871;27.5206;27.2545;-256.277;-256.684;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:38.507
72;27.5871;27.5284;27.2545;-256.269;-256.684;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:39.006
73;27.5871;27.5128;27.2467;-256.277;-256.676;-256.864;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:39.507
74;27.5871;27.5206;27.2624;-256.269;-256.684;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:40.007
75;27.5793;27.5206;27.2467;-256.277;-256.692;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:40.507
76;27.5871;27.5206;27.2624;-256.285;-256.684;-256.864;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:41.006
77;27.5793;27.5206;27.2545;-256.277;-256.692;-256.864;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:41.506
78;27.5793;27.5128;27.2467;-256.277;-256.684;-256.872;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:38:42.006
79;27.5871;27.5206;27.2545;-256.269;-256.684;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:42.511
80;27.5793;27.5128;27.2545;-256.269;-256.676;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:43.006
81;27.5871;27.5128;27.2624;-256.277;-256.684;-256.872;-256.927;-255.996;0;None;1000;1000;None;2025-04-24 15:38:43.507
82;27.5793;27.5049;27.2624;-256.269;-256.692;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:44.011
83;27.5793;27.5128;27.2624;-256.269;-256.684;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:44.506
84;27.5871;27.5128;27.2624;-256.277;-256.692;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:45.007
85;27.5949;27.5128;27.2624;-256.269;-256.684;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:45.507
86;27.5871;27.5206;27.2545;-256.277;-256.692;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:46.006
87;27.5949;27.5128;27.2624;-256.277;-256.684;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:46.507
88;27.5793;27.5206;27.2545;-256.277;-256.692;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:47.006
89;27.5949;27.5128;27.2624;-256.277;-256.692;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:47.506
90;27.5871;27.5128;27.2545;-256.269;-256.692;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:48.006
91;27.5871;27.5128;27.2545;-256.277;-256.684;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:48.506
92;27.5793;27.5206;27.2545;-256.277;-256.692;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:49.007
93;27.5949;27.5206;27.2545;-256.269;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:49.506
94;27.5949;27.5128;27.2389;-256.277;-256.684;-256.88;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:50.006
95;27.5871;27.5128;27.2467;-256.277;-256.684;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:50.506
96;27.5871;27.5206;27.2389;-256.277;-256.692;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:51.006
97;27.5949;27.5206;27.2311;-256.285;-256.684;-256.88;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:38:51.507
98;27.5793;27.5206;27.2389;-256.277;-256.692;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:52.006
99;27.5871;27.5284;27.2311;-256.285;-256.684;-256.88;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:52.506
100;27.5871;27.5128;27.2232;-256.277;-256.692;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:53.006
101;27.5871;27.5206;27.2311;-256.285;-256.692;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:53.506
102;27.5871;27.5128;27.2232;-256.285;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:54.007
103;27.5871;27.5128;27.2232;-256.285;-256.676;-256.88;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:38:54.507
104;27.5793;27.5206;27.2232;-256.277;-256.692;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:55.006
105;27.5871;27.5128;27.2311;-256.277;-256.684;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:55.506
106;27.5793;27.5206;27.2311;-256.277;-256.692;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:56.006
107;27.5793;27.5206;27.2311;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:56.506
108;27.5754;27.5284;27.2311;-256.285;-256.692;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:57.011
109;27.5793;27.5206;27.2232;-256.285;-256.684;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:57.507
110;27.5793;27.5206;27.2311;-256.277;-256.692;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:38:58.007
111;27.5793;27.5284;27.2232;-256.277;-256.684;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:38:58.507
112;27.5793;27.5284;27.2232;-256.277;-256.692;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:38:59.006
113;27.5754;27.5284;27.2232;-256.277;-256.692;-256.88;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:38:59.513
114;27.5793;27.5128;27.2232;-256.277;-256.692;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:00.006
115;27.5754;27.5284;27.2311;-256.277;-256.692;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:00.506
116;27.5793;27.5206;27.2311;-256.277;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:01.006
117;27.5832;27.5128;27.2232;-256.277;-256.692;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:01.507
118;27.5793;27.5206;27.2232;-256.285;-256.684;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:02.006
119;27.5754;27.5284;27.2232;-256.277;-256.684;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:02.506
120;27.5793;27.5128;27.2232;-256.277;-256.684;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:39:03.006
121;27.5754;27.5206;27.2232;-256.277;-256.692;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:03.506
122;27.5793;27.5206;27.2154;-256.277;-256.676;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:04.006
123;27.5754;27.5206;27.2232;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:04.506
124;27.5793;27.5206;27.2154;-256.277;-256.684;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:05.006
125;27.5793;27.5284;27.2154;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:05.506
126;27.5754;27.5128;27.2076;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:06.007
127;27.5754;27.5206;27.2154;-256.277;-256.684;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:06.506
128;27.5793;27.5206;27.2154;-256.277;-256.676;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:07.006
129;27.5793;27.5284;27.2076;-256.277;-256.692;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:07.506
130;27.5754;27.5206;27.1998;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:08.006
131;27.5832;27.5128;27.2154;-256.277;-256.676;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:08.512
132;27.5754;27.5128;27.2076;-256.277;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:09.006
133;27.5793;27.5128;27.2154;-256.285;-256.684;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:09.507
134;27.5793;27.5128;27.2076;-256.277;-256.684;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:10.006
135;27.5793;27.5128;27.2154;-256.277;-256.684;-256.88;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:39:10.506
136;27.5754;27.5128;27.2076;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:11.006
137;27.5793;27.5128;27.2154;-256.277;-256.676;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:11.506
138;27.5754;27.5128;27.2076;-256.277;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:12.006
139;27.5754;27.5128;27.2076;-256.277;-256.676;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:12.506
140;27.5793;27.5206;27.2154;-256.285;-256.684;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:13.007
141;27.5754;27.5206;27.1998;-256.277;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:13.507
142;27.5754;27.5128;27.2076;-256.285;-256.676;-256.872;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:39:14.007
143;27.5754;27.5206;27.2076;-256.277;-256.692;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:14.507
144;27.5715;27.5128;27.2076;-256.277;-256.676;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:15.006
145;27.5754;27.5206;27.2154;-256.277;-256.692;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:15.506
146;27.5793;27.5128;27.2076;-256.277;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:16.011
147;27.5754;27.5206;27.2076;-256.285;-256.684;-256.864;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:16.512
148;27.5754;27.5128;27.2076;-256.277;-256.676;-256.88;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:39:17.011
149;27.5754;27.5049;27.2076;-256.277;-256.684;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:17.513
150;27.5754;27.5128;27.1998;-256.277;-256.676;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:18.011
151;27.5754;27.5206;27.1919;-256.277;-256.676;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:18.513
152;27.5754;27.5128;27.1998;-256.277;-256.676;-256.88;-256.915;-255.988;0;None;1000;1000;None;2025-04-24 15:39:19.011
153;27.5754;27.5128;27.1998;-256.277;-256.684;-256.88;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:39:19.512
154;27.5793;27.5206;27.1998;-256.277;-256.676;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:20.011
155;27.5754;27.5206;27.1998;-256.277;-256.676;-256.88;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:39:20.511
156;27.5754;27.5206;27.2076;-256.285;-256.676;-256.88;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:39:21.012
157;27.5754;27.5206;27.1998;-256.277;-256.676;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:21.513
158;27.5754;27.5206;27.1998;-256.277;-256.676;-256.88;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:39:22.013
159;27.5754;27.5206;27.1998;-256.277;-256.684;-256.88;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:39:22.512
160;27.5754;27.5128;27.1998;-256.277;-256.684;-256.872;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:39:23.012
161;27.5754;27.5128;27.1998;-256.277;-256.676;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:23.512
162;27.5793;27.5206;27.2076;-256.277;-256.684;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:24.012
163;27.5754;27.5128;27.1998;-256.277;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:24.513
164;27.5793;27.5206;27.1998;-256.269;-256.684;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:25.012
165;27.5754;27.5206;27.1919;-256.269;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:25.508
166;27.5793;27.5206;27.1919;-256.277;-256.684;-256.872;-256.935;-255.988;0;None;1000;1000;None;2025-04-24 15:39:26.011
167;27.5754;27.5206;27.1919;-256.269;-256.684;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:39:26.511
168;27.5793;27.5206;27.1919;-256.269;-256.684;-256.888;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:27.012
169;27.5793;27.5206;27.1998;-256.269;-256.692;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:27.513
170;27.5793;27.5206;27.1919;-256.269;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:28.012
171;27.5871;27.5206;27.1998;-256.269;-256.692;-256.88;-256.923;-255.988;0;None;1000;1000;None;2025-04-24 15:39:28.513
172;27.5793;27.5206;27.1998;-256.269;-256.684;-256.872;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:29.012
173;27.5793;27.5206;27.1919;-256.269;-256.684;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:29.513
174;27.5793;27.5206;27.1998;-256.277;-256.684;-256.872;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:30.012
175;27.5871;27.5284;27.1998;-256.269;-256.676;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:30.513
176;27.5793;27.5206;27.2076;-256.277;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:31.012
177;27.5871;27.5206;27.1919;-256.277;-256.684;-256.872;-256.919;-255.988;0;None;1000;1000;None;2025-04-24 15:39:31.513
178;27.5793;27.5206;27.1998;-256.269;-256.684;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:32.013
179;27.5871;27.5206;27.1919;-256.269;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:32.513
180;27.5871;27.5206;27.1998;-256.277;-256.684;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:33.013
181;27.5793;27.5284;27.1919;-256.269;-256.692;-256.88;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:39:33.513
182;27.5871;27.5284;27.1998;-256.277;-256.676;-256.88;-256.927;-255.988;0;None;1000;1000;None;2025-04-24 15:39:34.011
183;27.5871;27.5284;27.1998;-256.269;-256.684;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:34.513
184;27.5793;27.5206;27.2076;-256.277;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:35.012
185;27.5871;27.5284;27.2076;-256.269;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:35.511
186;27.5793;27.5206;27.2076;-256.277;-256.692;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:36.012
187;27.5754;27.5206;27.2076;-256.269;-256.684;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:36.511
188;27.5793;27.5206;27.1998;-256.277;-256.692;-256.872;-256.931;-255.988;0;None;1000;1000;None;2025-04-24 15:39:37.011
189;27.5754;27.5206;27.2076;-256.269;-256.692;-256.88;-256.919;-255.972;0;None;1000;1000;None;2025-04-24 15:39:37.511
190;27.5793;27.5206;27.1998;-256.277;-256.684;-256.872;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:39:38.012
191;27.5754;27.5284;27.2076;-256.277;-256.692;-256.88;-256.919;-255.98;0;None;1000;1000;None;2025-04-24 15:39:38.511
192;27.5793;27.5206;27.2076;-256.277;-256.684;-256.88;-256.927;-255.972;0;None;1000;1000;None;2025-04-24 15:39:39.013
193;27.5793;27.5284;27.2076;-256.277;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:39.513
194;27.5871;27.5284;27.1998;-256.269;-256.684;-256.88;-256.923;-255.98;0;None;1000;1000;None;2025-04-24 15:39:40.012
195;27.5793;27.5284;27.1998;-256.277;-256.692;-256.872;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:40.513
196;27.5871;27.5206;27.2154;-256.269;-256.684;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:41.013
197;27.5871;27.5284;27.2154;-256.277;-256.684;-256.88;-256.935;-255.98;0;None;1000;1000;None;2025-04-24 15:39:41.513
198;27.5793;27.5284;27.2154;-256.277;-256.692;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:42.012
199;27.5871;27.5284;27.2076;-256.277;-256.684;-256.88;-256.935;-255.972;0;None;1000;1000;None;2025-04-24 15:39:42.512
200;27.5793;27.5284;27.2154;-256.269;-256.692;-256.888;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:43.012
201;27.5793;27.5206;27.2076;-256.277;-256.692;-256.88;-256.927;-255.98;0;None;1000;1000;None;2025-04-24 15:39:43.513
