Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
1;24.5314;24.6097;-36.0029;-187.237;-337.348;-343.111;-343.385;-166.215;16:37:58
2;24.5236;24.6097;-2.12841;-178.497;-345.029;-343.111;-343.385;-147.682;16:37:58
3;24.5236;24.6136;30.5763;-170.069;-345.029;-343.111;-343.385;-129.038;16:37:58
4;24.5236;24.6136;62.1972;-161.818;-345.029;-343.111;-343.385;-110.196;16:37:59
5;24.5158;24.6136;92.8126;-153.75;-345.029;-343.111;-343.385;-91.228;16:37:59
6;24.5158;24.6097;122.473;-145.897;-345.029;-343.111;-343.385;-72.1662;16:38:00
7;24.5158;24.6136;151.187;-166.814;-338.921;-343.111;-292.671;-54.7634;16:38:00
8;24.508;24.6136;169.768;-256.348;-256.586;-311.471;-256.895;-256.042;16:38:01
9;24.5158;24.6136;-12.5161;-256.293;-256.637;-256.856;-256.919;-255.996;16:38:01
10;24.5001;24.6136;-256.688;-256.269;-256.653;-256.888;-256.942;-255.988;16:38:02
11;24.508;24.6136;-256.719;-256.262;-256.661;-256.903;-256.942;-255.972;16:38:02
12;24.5158;24.6136;-256.727;-256.254;-256.668;-256.911;-256.966;-255.972;16:38:03
13;24.508;24.6097;-256.735;-256.254;-256.661;-256.919;-256.958;-255.964;16:38:03
14;24.5158;24.6136;-256.743;-256.25;-256.668;-256.919;-256.958;-255.964;16:38:04
15;24.508;24.6136;-256.747;-256.25;-256.676;-256.927;-256.966;-255.956;16:38:04
16;24.508;24.6136;-256.747;-256.25;-256.661;-256.919;-256.966;-255.956;16:38:05
17;24.5158;24.6097;-256.747;-256.25;-256.668;-256.927;-256.974;-255.956;16:38:05
18;24.508;24.6136;-256.751;-256.246;-256.661;-256.927;-256.966;-255.964;16:38:06
19;24.508;24.6136;-256.751;-256.246;-256.676;-256.927;-256.966;-255.956;16:38:06
20;24.5158;24.6097;-256.751;-256.246;-256.668;-256.927;-256.974;-255.964;16:38:07
21;24.5158;24.6136;-256.751;-256.25;-256.668;-256.919;-256.966;-255.956;16:38:07
22;24.5158;24.6097;-256.747;-256.25;-256.668;-256.935;-256.966;-255.964;16:38:08
23;24.5158;24.6097;-256.751;-256.246;-256.668;-256.927;-256.974;-255.956;16:38:08
24;24.5158;24.6175;-256.755;-256.25;-256.676;-256.927;-256.966;-255.956;16:38:09
25;24.5158;24.6136;-256.751;-256.25;-256.668;-256.927;-256.966;-255.964;16:38:09
26;24.5158;24.6136;-256.755;-256.25;-256.668;-256.927;-256.974;-255.956;16:38:10
27;24.5236;24.6097;-256.755;-256.25;-256.676;-256.935;-256.974;-255.956;16:38:10
28;24.5158;24.6097;-256.755;-256.25;-256.676;-256.927;-256.966;-255.956;16:38:11
29;24.5158;24.6136;-256.758;-256.25;-256.668;-256.927;-256.958;-255.956;16:38:11
30;24.5158;24.6097;-256.755;-256.25;-256.668;-256.935;-256.966;-255.956;16:38:12
31;24.5236;24.6136;-256.755;-256.25;-256.676;-256.935;-256.974;-255.956;16:38:12
32;24.5236;24.6097;-256.751;-256.246;-256.668;-256.935;-256.966;-255.956;16:38:13
33;24.5236;24.6136;-256.755;-256.25;-256.676;-256.935;-256.966;-255.956;16:38:13
34;24.5314;24.6136;-256.755;-256.25;-256.676;-256.935;-256.974;-255.964;16:38:14
35;24.5236;24.6136;-256.755;-256.25;-256.684;-256.927;-256.981;-255.956;16:38:14
36;24.5314;24.6136;-256.755;-256.246;-256.676;-256.935;-256.974;-255.956;16:38:15
37;24.5236;24.6175;-256.758;-256.25;-256.684;-256.935;-256.966;-255.956;16:38:15
38;24.5236;24.6136;-256.755;-256.246;-256.676;-256.935;-256.974;-255.964;16:38:16
39;24.5158;24.6175;-256.751;-256.246;-256.684;-256.927;-256.966;-255.949;16:38:16
40;24.5236;24.6175;-256.751;-256.25;-256.684;-256.935;-256.974;-255.956;16:38:17
41;24.5158;24.6175;-256.751;-256.246;-256.684;-256.927;-256.981;-255.956;16:38:17
42;24.5158;24.6175;-256.755;-256.25;-256.684;-256.935;-256.974;-255.964;16:38:18
