Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
1;24.0111;24.0424;24.0619;-256.277;-256.668;-256.911;-256.958;-255.988;0;None;1000;None;10:44:01
2;24.0111;24.0502;24.0541;-256.277;-256.676;-256.903;-256.958;-255.98;0;None;1000;None;10:44:01
3;24.0032;24.0424;24.0541;-256.277;-256.668;-256.911;-256.966;-255.988;0;None;1000;None;10:44:01
4;24.0111;24.0424;24.0541;-256.277;-256.676;-256.903;-256.966;-255.98;0;None;1000;None;10:44:01
5;24.0111;24.0424;24.0463;-256.269;-256.668;-256.895;-256.966;-255.988;0;None;1000;None;10:44:01
6;24.0111;24.0502;24.0619;-256.277;-256.668;-256.903;-256.966;-255.98;0;None;1000;None;10:44:01
7;24.0111;24.0345;24.0619;-256.269;-256.676;-256.895;-256.966;-255.988;0;None;1000;None;10:44:02
8;24.0111;24.0424;24.0619;-256.277;-256.676;-256.903;-256.966;-255.988;0;None;1000;None;10:44:02
9;24.0111;24.0424;24.0541;-256.269;-256.668;-256.903;-256.966;-255.98;0;None;1000;None;10:44:03
10;24.0111;24.0345;24.0541;-256.277;-256.668;-256.903;-256.966;-255.988;0;None;1000;None;10:44:03
11;24.0111;24.0345;24.0541;-256.269;-256.676;-256.903;-256.966;-255.988;0;None;1000;None;10:44:04
12;24.0032;24.0424;24.0541;-256.269;-256.676;-256.911;-256.966;-255.98;0;None;1000;None;10:44:04
13;24.0032;24.0502;24.0541;-256.277;-256.668;-256.903;-256.966;-255.98;0;None;1000;None;10:44:05
14;24.0032;24.0424;24.0541;-256.269;-256.676;-256.903;-256.966;-255.98;0;None;1000;None;10:44:05
15;23.9954;24.0424;24.0541;-256.277;-256.661;-256.911;-256.966;-255.988;0;None;1000;None;10:44:06
16;24.0032;24.0424;24.0619;-256.277;-256.668;-256.911;-256.966;-255.98;0;None;1000;None;10:44:06
17;24.0032;24.0424;24.0541;-256.277;-256.676;-256.911;-256.958;-255.98;0;None;1000;None;10:44:07
18;24.0111;24.0424;24.0619;-256.277;-256.668;-256.911;-256.966;-255.988;0;None;1000;None;10:44:07
19;24.0111;24.0345;24.0698;-256.277;-256.668;-256.919;-256.958;-255.98;0;None;1000;None;10:44:08
20;24.0111;24.0502;24.0541;-256.277;-256.676;-256.919;-256.966;-255.972;0;None;1000;None;10:44:08
21;24.0189;24.0502;24.0619;-256.277;-256.676;-256.919;-256.966;-255.98;0;None;1000;None;10:44:09
22;24.0228;24.058;24.0541;-256.277;-256.676;-256.919;-256.966;-255.972;0;None;1000;None;10:44:09
23;24.0267;24.0737;24.0619;-256.269;-256.676;-256.911;-256.966;-255.98;0;None;1000;None;10:44:10
24;24.0267;24.0815;24.0619;-256.277;-256.668;-256.919;-256.966;-255.972;0;None;1000;None;10:44:10
25;24.0385;24.0815;24.0541;-256.277;-256.676;-256.919;-256.966;-255.98;0;None;1000;None;10:44:11
26;24.0463;24.105;24.0619;-256.277;-256.676;-256.911;-256.958;-255.972;0;None;1000;None;10:44:11
27;24.0541;24.1128;24.0619;-256.277;-256.668;-256.919;-256.95;-255.972;0;None;1000;None;10:44:12
28;24.0698;24.1128;24.0698;-256.277;-256.668;-256.919;-256.958;-255.98;0;None;1000;None;10:44:12
29;24.0854;24.1284;24.0619;-256.277;-256.676;-256.911;-256.958;-255.972;0;None;1000;None;10:44:13
30;24.0932;24.1363;24.0776;-256.277;-256.676;-256.911;-256.974;-255.972;0;None;1000;None;10:44:13
31;24.1089;24.1597;24.0698;-256.277;-256.676;-256.911;-256.966;-255.98;0;None;1000;None;10:44:14
32;24.1245;24.1676;24.0776;-256.285;-256.676;-256.911;-256.958;-255.98;0;None;1000;None;10:44:14
33;24.1402;24.1754;24.0776;-256.269;-256.684;-256.911;-256.966;-255.98;0;None;1000;None;10:44:15
34;24.1558;24.1832;24.0776;-256.269;-256.676;-256.911;-256.966;-255.98;0;None;1000;None;10:44:15
35;24.1637;24.1871;24.0815;-256.269;-256.676;-256.919;-256.95;-255.972;0;None;1000;None;10:44:16
36;24.1793;24.195;24.0698;-256.277;-256.676;-256.911;-256.966;-255.98;0;None;1000;None;10:44:16
37;24.1871;24.195;24.0776;-256.269;-256.668;-256.911;-256.966;-255.972;0;None;1000;None;10:44:17
38;24.1871;24.195;24.0698;-256.277;-256.676;-256.903;-256.958;-255.98;0;None;1000;None;10:44:17
39;24.2028;24.2028;24.0776;-256.269;-256.668;-256.911;-256.958;-255.972;0;None;1000;None;10:44:18
40;24.2028;24.2106;24.0698;-256.277;-256.676;-256.903;-256.966;-255.972;0;None;1000;None;10:44:18
41;24.2184;24.2106;24.0698;-256.269;-256.676;-256.911;-256.966;-255.972;0;None;1000;None;10:44:19
42;24.2263;24.2263;24.0698;-256.277;-256.668;-256.911;-256.966;-255.972;0;None;1000;None;10:44:19
43;24.2263;24.2184;24.0698;-256.277;-256.676;-256.919;-256.958;-255.972;0;None;1000;None;10:44:20
44;24.2263;24.2263;24.0776;-256.269;-256.676;-256.911;-256.966;-255.972;0;None;1000;None;10:44:20
45;24.2263;24.2263;24.0698;-256.269;-256.668;-256.911;-256.958;-255.964;0;None;1000;None;10:44:21
46;24.2341;24.2341;24.0698;-256.269;-256.668;-256.919;-256.958;-255.972;0;None;1000;None;10:44:21
47;24.2341;24.2263;24.0698;-256.269;-256.668;-256.903;-256.966;-255.972;0;None;1000;None;10:44:22
48;24.2263;24.2263;24.0698;-256.269;-256.676;-256.911;-256.958;-255.98;0;None;1000;None;10:44:22
49;24.2341;24.2263;24.0776;-256.269;-256.668;-256.911;-256.966;-255.972;0;None;1000;None;10:44:23
50;24.238;24.2341;24.0698;-256.269;-256.668;-256.911;-256.958;-255.972;0;None;1000;None;10:44:23
51;24.2341;24.2263;24.0698;-256.277;-256.676;-256.903;-256.966;-255.972;0;None;1000;None;10:44:24
52;24.2341;24.2341;24.0776;-256.269;-256.668;-256.903;-256.966;-255.98;0;None;1000;None;10:44:24
53;24.238;24.2263;24.0776;-256.277;-256.676;-256.903;-256.966;-255.972;0;None;1000;None;10:44:25
54;24.2341;24.2419;24.0776;-256.269;-256.668;-256.895;-256.966;-255.98;0;None;1000;None;10:44:25
55;24.238;24.2341;24.0776;-256.277;-256.668;-256.903;-256.966;-255.972;0;None;1000;None;10:44:26
56;24.238;24.2341;24.0815;-256.277;-256.676;-256.895;-256.958;-255.972;0;None;1000;None;10:44:26
57;24.2419;24.2419;24.0815;-256.269;-256.661;-256.903;-256.958;-255.972;0;None;1000;None;10:44:27
58;24.238;24.2341;24.0776;-256.277;-256.676;-256.895;-256.966;-255.972;0;None;1000;None;10:44:27
59;24.2419;24.2419;24.0815;-256.269;-256.668;-256.903;-256.958;-255.972;0;None;1000;None;10:44:28
60;24.2419;24.2341;24.0776;-256.277;-256.668;-256.895;-256.966;-255.972;0;None;1000;None;10:44:28
61;24.238;24.2419;24.0776;-256.277;-256.668;-256.903;-256.958;-255.972;0;None;1000;None;10:44:29
62;24.238;24.2419;24.0776;-256.269;-256.668;-256.903;-256.958;-255.972;0;None;1000;None;10:44:29
63;24.238;24.2419;24.0776;-256.277;-256.661;-256.903;-256.958;-255.972;0;None;1000;None;10:44:30
64;24.2341;24.2419;24.0776;-256.269;-256.676;-256.903;-256.966;-255.972;0;None;1000;None;10:44:30
65;24.238;24.2419;24.0698;-256.269;-256.668;-256.903;-256.958;-255.98;0;None;1000;None;10:44:31
66;24.238;24.2419;24.0698;-256.269;-256.676;-256.895;-256.966;-255.98;0;None;1000;None;10:44:31
67;24.238;24.2263;24.0776;-256.269;-256.684;-256.903;-256.958;-255.98;0;None;1000;None;10:44:32
68;24.238;24.2341;24.0698;-256.269;-256.668;-256.903;-256.958;-255.972;0;None;1000;None;10:44:32
69;24.2341;24.2341;24.0776;-256.277;-256.676;-256.903;-256.966;-255.98;0;None;1000;None;10:44:33
70;24.2341;24.2341;24.0698;-256.269;-256.668;-256.895;-256.958;-255.98;0;None;1000;None;10:44:33
71;24.238;24.2419;24.0737;-256.269;-256.676;-256.895;-256.958;-255.98;0;None;1000;None;10:44:34
72;24.2419;24.2419;24.0776;-256.269;-256.676;-256.903;-256.958;-255.98;0;None;1000;None;10:44:34
73;24.2458;24.2497;24.0776;-256.277;-256.668;-256.903;-256.966;-255.972;0;None;1000;None;10:44:35
74;24.2497;24.2576;24.0776;-256.269;-256.676;-256.903;-256.966;-255.98;0;None;1000;None;10:44:35
75;24.2497;24.2576;24.0698;-256.269;-256.668;-256.911;-256.966;-255.98;0;None;1000;None;10:44:36
