Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;K_int;T_stab;Time
6;28.1114;28.0488;27.638;-256.269;-256.676;-256.848;-256.915;-255.929;0;None;1000;1000;None;2025-04-22 17:04:59.469
7;28.1192;28.0449;27.638;-256.262;-256.668;-256.864;-256.915;-255.929;0;None;1000;1000;None;2025-04-22 17:04:59.685
8;28.1114;28.0449;27.6458;-256.269;-256.676;-256.856;-256.915;-255.933;0;None;1000;1000;None;2025-05-22 17:05:00.182
9;28.1114;28.0449;27.6301;-256.262;-256.676;-256.864;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:00.680
10;28.1114;28.0449;27.638;-256.277;-256.676;-256.856;-256.915;-255.929;0;None;1000;1000;None;2025-05-22 17:05:01.185
11;28.1114;28.0449;27.6458;-256.269;-256.676;-256.864;-256.915;-255.929;0;None;1000;1000;None;2025-05-22 17:05:01.686
12;28.1114;28.0449;27.6458;-256.269;-256.676;-256.864;-256.927;-255.933;0;None;1000;1000;None;2025-05-22 17:05:02.186
13;28.1036;28.0488;27.6458;-256.277;-256.668;-256.856;-256.923;-255.929;0;None;1000;1000;None;2025-05-22 17:05:02.685
14;28.1114;28.0449;27.638;-256.269;-256.676;-256.864;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:03.185
15;28.1036;28.0488;27.6458;-256.269;-256.676;-256.856;-256.915;-255.929;0;None;1000;1000;None;2025-05-22 17:05:03.685
16;28.1036;28.0488;27.638;-256.269;-256.676;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:04.178
17;28.0957;28.0488;27.638;-256.269;-256.676;-256.856;-256.915;-255.929;0;None;1000;1000;None;2025-05-22 17:05:04.685
18;28.1036;28.0488;27.638;-256.269;-256.676;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:05.185
19;28.1036;28.0488;27.638;-256.269;-256.676;-256.864;-256.915;-255.933;0;None;1000;1000;None;2025-05-22 17:05:05.686
20;28.1114;28.0527;27.638;-256.277;-256.676;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:06.185
21;28.1036;28.0566;27.638;-256.277;-256.668;-256.856;-256.927;-255.933;0;None;1000;1000;None;2025-05-22 17:05:06.679
22;28.1036;28.0488;27.638;-256.277;-256.668;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:07.186
23;28.1036;28.0488;27.638;-256.277;-256.676;-256.864;-256.927;-255.929;0;None;1000;1000;None;2025-05-22 17:05:07.678
24;28.1114;28.0449;27.6458;-256.285;-256.676;-256.856;-256.927;-255.929;0;None;1000;1000;None;2025-05-22 17:05:08.185
25;28.1036;28.0488;27.638;-256.277;-256.676;-256.856;-256.927;-255.933;0;None;1000;1000;None;2025-05-22 17:05:08.685
26;28.1036;28.0488;27.6458;-256.277;-256.668;-256.864;-256.927;-255.933;0;None;1000;1000;None;2025-05-22 17:05:09.185
27;28.1036;28.0527;27.6458;-256.269;-256.676;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:09.683
28;28.1036;28.0488;27.638;-256.277;-256.676;-256.864;-256.915;-255.933;0;None;1000;1000;None;2025-05-22 17:05:10.182
29;28.1036;28.0488;27.6458;-256.269;-256.676;-256.856;-256.919;-255.937;0;None;1000;1000;None;2025-05-22 17:05:10.686
30;28.1114;28.0488;27.638;-256.277;-256.676;-256.856;-256.919;-255.929;0;None;1000;1000;None;2025-05-22 17:05:11.181
31;28.1036;28.0488;27.6536;-256.277;-256.676;-256.864;-256.919;-255.937;0;None;1000;1000;None;2025-05-22 17:05:11.685
32;28.1114;28.0449;27.6536;-256.277;-256.684;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:12.185
33;28.1114;28.0566;27.6536;-256.277;-256.676;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:12.685
34;28.1036;28.0488;27.6536;-256.277;-256.668;-256.864;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:13.185
35;28.1114;28.0488;27.6536;-256.269;-256.676;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:13.685
36;28.1036;28.0488;27.6536;-256.277;-256.668;-256.864;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:14.184
37;28.1114;28.0566;27.6458;-256.269;-256.668;-256.856;-256.919;-255.937;0;None;1000;1000;None;2025-05-22 17:05:14.685
38;28.1036;28.0566;27.6458;-256.277;-256.676;-256.856;-256.927;-255.929;0;None;1000;1000;None;2025-05-22 17:05:15.184
39;28.1114;28.0644;27.6458;-256.277;-256.676;-256.856;-256.927;-255.937;0;None;1000;1000;None;2025-05-22 17:05:15.682
40;28.1036;28.0566;27.6458;-256.277;-256.676;-256.864;-256.927;-255.929;0;None;1000;1000;None;2025-05-22 17:05:16.186
41;28.1114;28.0644;27.638;-256.277;-256.668;-256.848;-256.923;-255.933;0;None;1000;1000;None;2025-05-22 17:05:16.685
42;28.1114;28.0566;27.6458;-256.277;-256.676;-256.856;-256.919;-255.933;0;None;1000;1000;None;2025-05-22 17:05:17.185
43;28.1114;28.0488;27.6458;-256.277;-256.676;-256.856;-256.919;-255.929;0;None;1000;1000;None;2025-05-22 17:05:17.686
44;28.1114;28.0527;27.6458;-256.285;-256.676;-256.856;-256.919;-255.929;6.363;None;200;100;35;2025-05-22 17:05:18.186
45;28.1036;28.0566;27.638;-256.277;-256.676;-256.856;-256.919;-255.929;6.363;400;200;100;35;2025-05-22 17:05:18.686
46;28.1114;28.0566;27.638;-256.277;-256.676;-256.856;-256.919;-255.929;6.363;400;200;100;35;2025-05-22 17:05:19.185
47;28.1036;28.0488;27.638;-256.277;-256.668;-256.856;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:19.685
48;28.1036;28.0566;27.6223;-256.277;-256.668;-256.856;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:20.184
49;28.1114;28.0488;27.6301;-256.277;-256.676;-256.848;-256.919;-255.929;6.363;400;200;100;35;2025-05-22 17:05:20.687
50;28.1036;28.0566;27.6301;-256.277;-256.676;-256.856;-256.919;-255.929;6.363;400;200;100;35;2025-05-22 17:05:21.182
51;28.1036;28.0488;27.6301;-256.285;-256.676;-256.848;-256.919;-255.933;6.363;400;200;100;35;2025-05-22 17:05:21.685
52;28.1036;28.0566;27.6301;-256.277;-256.668;-256.856;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:22.187
53;28.1036;28.0488;27.6301;-256.269;-256.676;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-05-22 17:05:22.685
54;28.1114;28.0488;27.638;-256.285;-256.668;-256.848;-256.923;-255.929;6.363;400;200;100;35;2025-05-22 17:05:23.185
55;28.1114;28.0488;27.6301;-256.269;-256.676;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-05-22 17:05:23.684
56;28.1036;28.0488;27.6223;-256.285;-256.676;-256.848;-256.919;-255.929;6.363;400;200;100;35;2025-05-22 17:05:24.178
57;28.0957;28.0488;27.6301;-256.277;-256.676;-256.856;-256.919;-255.929;6.363;400;200;100;35;2025-05-22 17:05:24.686
58;28.1114;28.0527;27.6223;-256.277;-256.668;-256.848;-256.927;-255.929;6.363;400;200;100;35;2025-05-22 17:05:25.185
59;28.1114;28.0488;27.6301;-256.269;-256.676;-256.848;-256.919;-255.929;6.363;400;200;100;35;2025-05-22 17:05:25.687
60;28.0957;28.0449;27.6301;-256.277;-256.668;-256.848;-256.915;-255.925;6.363;400;200;100;35;2025-05-22 17:05:26.185
61;28.1036;28.041;27.6223;-256.269;-256.668;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-05-22 17:05:26.686
62;28.1036;28.0449;27.6301;-256.269;-256.676;-256.856;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:27.181
63;28.1036;28.0449;27.6223;-256.277;-256.676;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-05-22 17:05:27.686
64;28.1114;28.0449;27.6458;-256.269;-256.668;-256.848;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:28.187
65;28.1036;28.0449;27.6458;-256.262;-256.676;-256.856;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:28.686
66;28.1036;28.041;27.638;-256.269;-256.668;-256.848;-256.919;-255.925;6.363;400;200;100;35;2025-05-22 17:05:29.181
67;28.1114;28.0449;27.6458;-256.269;-256.668;-256.856;-256.919;-255.929;6.363;400;200;100;35;2025-05-22 17:05:29.687
68;28.0957;28.0449;27.638;-256.277;-256.676;-256.848;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:30.185
69;28.1036;28.0449;27.6458;-256.262;-256.668;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-05-22 17:05:30.685
70;28.1114;28.0488;27.638;-256.269;-256.661;-256.848;-256.911;-255.929;6.363;400;200;100;35;2025-05-22 17:05:31.185
71;28.1114;28.0488;27.638;-256.269;-256.668;-256.841;-256.911;-255.933;6.363;400;200;100;35;2025-05-22 17:05:31.685
72;28.1192;28.0488;27.6458;-256.269;-256.661;-256.848;-256.911;-255.929;6.363;400;200;100;35;2025-05-22 17:05:32.182
73;28.1114;28.041;27.6458;-256.269;-256.668;-256.856;-256.911;-255.933;6.363;400;200;100;35;2025-05-22 17:05:32.685
74;28.1114;28.041;27.638;-256.277;-256.668;-256.856;-256.911;-255.929;6.363;400;200;100;35;2025-05-22 17:05:33.186
75;28.1036;28.0449;27.6458;-256.277;-256.661;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-05-22 17:05:33.684
76;28.1114;28.0449;27.638;-256.269;-256.668;-256.848;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:34.185
77;28.1036;28.0449;27.6458;-256.277;-256.661;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-05-22 17:05:34.685
78;28.1114;28.0449;27.638;-256.277;-256.668;-256.856;-256.907;-255.929;6.363;400;200;100;35;2025-05-22 17:05:35.186
79;28.1036;28.041;27.638;-256.269;-256.668;-256.848;-256.911;-255.933;6.363;400;200;100;35;2025-05-22 17:05:35.684
80;28.1114;28.037;27.6301;-256.277;-256.668;-256.848;-256.915;-255.929;6.363;400;200;100;35;2025-05-22 17:05:36.185
81;28.0957;28.0449;27.638;-256.269;-256.668;-256.848;-256.911;-255.933;6.363;400;200;100;35;2025-05-22 17:05:36.681
82;28.1114;28.041;27.638;-256.269;-256.668;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-05-22 17:05:37.185
83;28.1036;28.0449;27.6301;-256.277;-256.676;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-05-22 17:05:37.686
