Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;K_int;T_stab;Time
19;28.0723;28.0136;27.6301;-256.293;-256.637;-256.848;-256.915;-255.937;0;None;1000;1000;None;2025-55-22 16:55:40.397
20;28.0723;28.0057;27.6301;-256.293;-256.637;-256.848;-256.919;-255.933;0;None;1000;1000;None;2025-55-22 16:55:40.901
21;28.0723;28.0136;27.6301;-256.293;-256.645;-256.848;-256.919;-255.933;0;None;1000;1000;None;2025-55-22 16:55:41.406
22;28.0644;28.0214;27.638;-256.285;-256.637;-256.848;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:41.903
23;28.0723;28.0214;27.6301;-256.301;-256.645;-256.856;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:42.404
24;28.0723;28.0214;27.6301;-256.293;-256.645;-256.848;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:42.908
25;28.0723;28.0136;27.6301;-256.293;-256.653;-256.856;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:43.403
26;28.0723;28.0214;27.6301;-256.285;-256.645;-256.848;-256.919;-255.929;0;None;1000;1000;None;2025-55-22 16:55:43.906
27;28.0723;28.0214;27.6301;-256.285;-256.653;-256.841;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:44.398
28;28.0723;28.0136;27.6223;-256.293;-256.645;-256.848;-256.919;-255.929;0;None;1000;1000;None;2025-55-22 16:55:44.902
29;28.0723;28.0214;27.638;-256.293;-256.645;-256.848;-256.919;-255.929;0;None;1000;1000;None;2025-55-22 16:55:45.403
30;28.0723;28.0136;27.6301;-256.301;-256.653;-256.848;-256.919;-255.933;0;None;1000;1000;None;2025-55-22 16:55:45.908
31;28.0801;28.0214;27.6301;-256.285;-256.653;-256.848;-256.915;-255.929;0;None;1000;1000;None;2025-55-22 16:55:46.407
32;28.0723;28.0214;27.6301;-256.293;-256.645;-256.848;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:46.906
33;28.0801;28.0214;27.638;-256.293;-256.653;-256.848;-256.919;-255.929;0;None;1000;1000;None;2025-55-22 16:55:47.401
34;28.0723;28.0136;27.638;-256.293;-256.645;-256.848;-256.915;-255.929;0;None;1000;1000;None;2025-55-22 16:55:47.900
35;28.0723;28.0214;27.638;-256.293;-256.645;-256.856;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:48.405
36;28.0723;28.0214;27.6301;-256.285;-256.653;-256.848;-256.915;-255.929;0;None;1000;1000;None;2025-55-22 16:55:48.899
37;28.0801;28.0292;27.638;-256.285;-256.653;-256.848;-256.911;-255.933;0;None;1000;1000;None;2025-55-22 16:55:49.408
38;28.0801;28.0214;27.6301;-256.285;-256.653;-256.841;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:49.902
39;28.0801;28.0292;27.638;-256.285;-256.653;-256.848;-256.915;-255.929;0;None;1000;1000;None;2025-55-22 16:55:50.404
40;28.0801;28.0214;27.6301;-256.285;-256.653;-256.848;-256.915;-255.929;0;None;1000;1000;None;2025-55-22 16:55:50.908
41;28.0801;28.0292;27.6458;-256.293;-256.653;-256.841;-256.915;-255.933;0;None;1000;1000;None;2025-55-22 16:55:51.403
42;28.0801;28.0253;27.6301;-256.285;-256.661;-256.848;-256.915;-255.929;0;None;1000;1000;None;2025-55-22 16:55:51.903
43;28.0723;28.0214;27.638;-256.285;-256.645;-256.848;-256.919;-255.933;0;None;1000;1000;None;2025-55-22 16:55:52.400
44;28.0801;28.0292;27.6458;-256.293;-256.653;-256.848;-256.915;-255.929;0;None;1000;1000;None;2025-55-22 16:55:52.906
45;28.0801;28.0214;27.638;-256.285;-256.653;-256.841;-256.919;-255.933;0;None;1000;1000;None;2025-55-22 16:55:53.401
46;28.0801;28.0292;27.638;-256.285;-256.645;-256.848;-256.915;-255.929;6.363;None;200;100;35;2025-55-22 16:55:53.909
47;28.0801;28.0331;27.6301;-256.277;-256.645;-256.841;-256.915;-255.933;6.363;400;200;100;35;2025-55-22 16:55:54.407
48;28.0723;28.0214;27.6458;-256.277;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-55-22 16:55:54.908
49;28.0723;28.0292;27.638;-256.277;-256.645;-256.848;-256.911;-255.933;6.363;400;200;100;35;2025-55-22 16:55:55.405
50;28.0801;28.0292;27.6458;-256.285;-256.645;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-55-22 16:55:55.903
51;28.0723;28.0292;27.6536;-256.277;-256.653;-256.848;-256.911;-255.937;6.363;400;200;100;35;2025-55-22 16:55:56.399
52;28.0644;28.0214;27.6458;-256.285;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-55-22 16:55:56.903
53;28.0723;28.0292;27.6536;-256.285;-256.653;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-55-22 16:55:57.403
54;28.0723;28.0214;27.6458;-256.277;-256.645;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-55-22 16:55:57.909
55;28.0723;28.0292;27.6458;-256.285;-256.653;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-55-22 16:55:58.404
56;28.0723;28.0214;27.638;-256.285;-256.645;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-55-22 16:55:58.906
57;28.0723;28.0214;27.6301;-256.285;-256.645;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-55-22 16:55:59.403
58;28.0644;28.0292;27.6301;-256.285;-256.645;-256.856;-256.919;-255.937;6.363;400;200;100;35;2025-55-22 16:55:59.899
59;28.0723;28.0214;27.638;-256.285;-256.653;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:00.408
60;28.0644;28.0136;27.638;-256.285;-256.645;-256.864;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:00.905
61;28.0644;28.0214;27.638;-256.285;-256.645;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:01.406
62;28.0644;28.0136;27.638;-256.285;-256.653;-256.864;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:01.906
63;28.0723;28.0214;27.638;-256.293;-256.645;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:02.401
64;28.0644;28.0214;27.638;-256.285;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:02.904
65;28.0723;28.0214;27.638;-256.293;-256.645;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:03.406
66;28.0723;28.0214;27.638;-256.285;-256.645;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:03.908
67;28.0723;28.0214;27.638;-256.285;-256.645;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:04.405
68;28.0801;28.0136;27.6458;-256.293;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:04.908
69;28.0723;28.0214;27.6458;-256.293;-256.645;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:05.402
70;28.0801;28.0214;27.6458;-256.285;-256.637;-256.856;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:05.908
71;28.0801;28.0292;27.638;-256.285;-256.645;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:06.400
72;28.0723;28.0136;27.638;-256.293;-256.653;-256.864;-256.927;-255.937;6.363;400;200;100;35;2025-56-22 16:56:06.903
73;28.0801;28.0136;27.6458;-256.277;-256.645;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:07.406
74;28.0723;28.0292;27.6458;-256.285;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:07.902
75;28.0801;28.0292;27.6458;-256.277;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:08.408
76;28.0723;28.0292;27.638;-256.285;-256.645;-256.864;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:08.907
77;28.0723;28.0214;27.6458;-256.285;-256.653;-256.864;-256.919;-255.929;6.363;400;200;100;35;2025-56-22 16:56:09.406
78;28.0801;28.0214;27.638;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:09.906
79;28.0644;28.0214;27.638;-256.277;-256.645;-256.864;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:10.407
80;28.0723;28.0214;27.638;-256.277;-256.653;-256.864;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:10.903
81;28.0644;28.0292;27.638;-256.285;-256.653;-256.864;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:11.407
82;28.0723;28.0292;27.638;-256.285;-256.661;-256.864;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:11.901
83;28.0644;28.0292;27.638;-256.277;-256.653;-256.864;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:12.404
84;28.0723;28.0292;27.638;-256.285;-256.661;-256.864;-256.927;-255.937;6.363;400;200;100;35;2025-56-22 16:56:12.908
85;28.0723;28.0292;27.6458;-256.277;-256.661;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:13.404
86;28.0723;28.0331;27.638;-256.285;-256.653;-256.864;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:13.906
87;28.0723;28.0331;27.6458;-256.277;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:14.402
88;28.0723;28.0292;27.638;-256.277;-256.661;-256.856;-256.927;-255.937;6.363;400;200;100;35;2025-56-22 16:56:14.898
89;28.0644;28.0292;27.6536;-256.285;-256.653;-256.864;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:15.406
90;28.0801;28.0292;27.638;-256.277;-256.653;-256.864;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:15.906
91;28.0723;28.0292;27.6536;-256.269;-256.645;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:16.409
92;28.0723;28.0214;27.6458;-256.285;-256.653;-256.864;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:16.904
93;28.0801;28.0214;27.6536;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:17.404
94;28.0723;28.0292;27.6458;-256.285;-256.653;-256.872;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:17.903
95;28.0723;28.0214;27.6458;-256.277;-256.645;-256.856;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:18.400
96;28.0723;28.0136;27.6458;-256.277;-256.653;-256.864;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:18.906
97;28.0801;28.0214;27.6458;-256.277;-256.653;-256.856;-256.915;-255.929;6.363;400;200;100;35;2025-56-22 16:56:19.400
98;28.0723;28.0136;27.6458;-256.277;-256.653;-256.864;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:19.907
99;28.0723;28.0214;27.638;-256.277;-256.661;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:20.401
100;28.0801;28.0136;27.6458;-256.277;-256.653;-256.864;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:20.906
101;28.0723;28.0292;27.6536;-256.277;-256.653;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:21.403
102;28.0723;28.0136;27.6458;-256.277;-256.653;-256.848;-256.911;-255.941;6.363;400;200;100;35;2025-56-22 16:56:21.907
103;28.0801;28.0214;27.6536;-256.269;-256.653;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:22.408
104;28.0723;28.0057;27.6458;-256.277;-256.653;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:22.901
105;28.0801;28.0214;27.6458;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:23.407
106;28.0801;28.0214;27.6458;-256.269;-256.645;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:23.904
107;28.0801;28.0136;27.6536;-256.277;-256.653;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:24.408
108;28.0879;28.0136;27.6458;-256.277;-256.653;-256.848;-256.915;-255.941;6.363;400;200;100;35;2025-56-22 16:56:24.908
109;28.0801;28.0136;27.6458;-256.277;-256.645;-256.848;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:25.401
110;28.0879;28.0136;27.6458;-256.277;-256.653;-256.856;-256.919;-255.941;6.363;400;200;100;35;2025-56-22 16:56:25.908
111;28.0801;28.0136;27.6536;-256.269;-256.653;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:26.408
112;28.0801;28.0214;27.6458;-256.277;-256.653;-256.856;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:26.900
113;28.0801;28.0136;27.6536;-256.269;-256.645;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:27.406
114;28.0801;28.0214;27.638;-256.277;-256.653;-256.856;-256.915;-255.941;6.363;400;200;100;35;2025-56-22 16:56:27.908
115;28.0801;28.0214;27.6536;-256.269;-256.645;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:28.398
116;28.0801;28.0214;27.6458;-256.269;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:28.906
117;28.0879;28.0214;27.6536;-256.277;-256.645;-256.856;-256.915;-255.941;6.363;400;200;100;35;2025-56-22 16:56:29.407
118;28.0801;28.0214;27.6458;-256.277;-256.645;-256.848;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:29.908
119;28.0801;28.0136;27.6458;-256.269;-256.645;-256.856;-256.911;-255.929;6.363;400;200;100;35;2025-56-22 16:56:30.408
120;28.0801;28.0292;27.6458;-256.277;-256.653;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:30.909
121;28.0723;28.0214;27.6536;-256.277;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:31.409
122;28.0801;28.0292;27.6458;-256.277;-256.645;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:31.909
123;28.0723;28.0136;27.6458;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:32.407
124;28.0723;28.0292;27.638;-256.277;-256.653;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:32.904
125;28.0723;28.0253;27.638;-256.285;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:33.407
126;28.0723;28.0214;27.638;-256.277;-256.637;-256.864;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:33.909
127;28.0801;28.0331;27.6536;-256.269;-256.645;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:34.404
128;28.0723;28.0214;27.6458;-256.285;-256.645;-256.864;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:34.907
129;28.0801;28.0292;27.6458;-256.277;-256.653;-256.856;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:35.401
130;28.0879;28.0292;27.6458;-256.277;-256.645;-256.864;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:35.908
131;28.0801;28.0292;27.6458;-256.277;-256.645;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:36.403
132;28.0801;28.0214;27.6458;-256.277;-256.653;-256.864;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:36.907
133;28.0644;28.0292;27.6458;-256.285;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:37.409
134;28.0801;28.0292;27.6458;-256.277;-256.645;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:37.905
135;28.0644;28.0214;27.6458;-256.277;-256.653;-256.864;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:38.407
136;28.0723;28.0292;27.6458;-256.277;-256.653;-256.856;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:38.907
137;28.0644;28.0292;27.6458;-256.277;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:39.404
138;28.0723;28.0214;27.638;-256.285;-256.645;-256.856;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:39.909
139;28.0644;28.0214;27.6458;-256.285;-256.653;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:40.407
140;28.0644;28.0214;27.638;-256.277;-256.661;-256.864;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:40.907
141;28.0644;28.0214;27.6536;-256.269;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:41.405
142;28.0644;28.0214;27.6458;-256.277;-256.645;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:41.910
143;28.0644;28.0292;27.6536;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:42.406
144;28.0723;28.0292;27.6458;-256.277;-256.645;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:42.908
145;28.0644;28.0214;27.6536;-256.277;-256.653;-256.856;-256.911;-255.929;6.363;400;200;100;35;2025-56-22 16:56:43.406
146;28.0723;28.0214;27.6536;-256.285;-256.645;-256.864;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:43.902
147;28.0801;28.0214;27.6536;-256.269;-256.653;-256.848;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:44.406
148;28.0723;28.0214;27.6536;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:44.904
149;28.0801;28.0214;27.6536;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:45.407
150;28.0801;28.0214;27.6536;-256.277;-256.653;-256.856;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:45.907
151;28.0801;28.0214;27.6458;-256.277;-256.661;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:46.406
152;28.0723;28.0292;27.6536;-256.269;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:46.901
153;28.0723;28.0214;27.6536;-256.277;-256.661;-256.848;-256.919;-255.937;6.363;400;200;100;35;2025-56-22 16:56:47.407
154;28.0723;28.0292;27.6458;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:47.908
155;28.0723;28.0331;27.6536;-256.277;-256.653;-256.856;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:48.409
156;28.0723;28.0214;27.6536;-256.285;-256.653;-256.864;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:48.904
157;28.0723;28.0292;27.6458;-256.269;-256.661;-256.848;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:49.404
158;28.0644;28.0292;27.6458;-256.277;-256.653;-256.864;-256.915;-255.941;6.363;400;200;100;35;2025-56-22 16:56:49.905
159;28.0723;28.0292;27.6536;-256.277;-256.653;-256.856;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:50.408
160;28.0644;28.0214;27.6458;-256.269;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:50.904
161;28.0723;28.0331;27.6458;-256.269;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:51.408
162;28.0801;28.0331;27.638;-256.269;-256.653;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:51.908
163;28.0879;28.0292;27.6458;-256.277;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:52.407
164;28.0801;28.0214;27.6536;-256.269;-256.661;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:52.909
165;28.0723;28.0214;27.6458;-256.269;-256.653;-256.856;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:53.407
166;28.0801;28.0292;27.6458;-256.277;-256.653;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:53.905
167;28.0723;28.0331;27.6536;-256.269;-256.661;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:54.406
168;28.0723;28.0292;27.6458;-256.269;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:54.908
169;28.0644;28.0292;27.6536;-256.277;-256.653;-256.856;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:55.408
170;28.0723;28.0292;27.6536;-256.277;-256.653;-256.864;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:55.908
171;28.0644;28.0292;27.6536;-256.277;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:56.408
172;28.0723;28.0331;27.6458;-256.277;-256.653;-256.856;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:56.907
173;28.0723;28.0331;27.6458;-256.277;-256.645;-256.848;-256.911;-255.933;6.363;400;200;100;35;2025-56-22 16:56:57.399
174;28.0644;28.0292;27.638;-256.285;-256.653;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-56-22 16:56:57.905
175;28.0723;28.0331;27.6458;-256.269;-256.653;-256.841;-256.919;-255.933;6.363;400;200;100;35;2025-56-22 16:56:58.401
176;28.0723;28.0331;27.638;-256.277;-256.653;-256.848;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:58.908
177;28.0644;28.0292;27.6458;-256.277;-256.653;-256.848;-256.911;-255.937;6.363;400;200;100;35;2025-56-22 16:56:59.408
178;28.0723;28.0331;27.638;-256.277;-256.661;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-56-22 16:56:59.909
179;28.0723;28.0331;27.638;-256.277;-256.653;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-57-22 16:57:00.402
180;28.0723;28.0292;27.6301;-256.269;-256.653;-256.848;-256.915;-255.937;6.363;400;200;100;35;2025-57-22 16:57:00.908
181;28.0723;28.0331;27.638;-256.277;-256.653;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-57-22 16:57:01.408
182;28.0644;28.0331;27.6301;-256.277;-256.661;-256.848;-256.919;-255.937;6.363;400;200;100;35;2025-57-22 16:57:01.909
183;28.0644;28.0292;27.6301;-256.269;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-57-22 16:57:02.402
184;28.0644;28.0292;27.6458;-256.277;-256.653;-256.848;-256.919;-255.937;6.363;400;200;100;35;2025-57-22 16:57:02.908
185;28.0566;28.0331;27.6301;-256.277;-256.653;-256.848;-256.919;-255.933;6.363;400;200;100;35;2025-57-22 16:57:03.402
186;28.0723;28.0253;27.638;-256.269;-256.661;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-57-22 16:57:03.908
187;28.0644;28.0292;27.6301;-256.277;-256.653;-256.848;-256.919;-255.937;6.363;400;200;100;35;2025-57-22 16:57:04.406
188;28.0644;28.0292;27.6223;-256.277;-256.653;-256.856;-256.919;-255.937;6.363;400;200;100;35;2025-57-22 16:57:04.908
189;28.0723;28.0331;27.638;-256.277;-256.645;-256.848;-256.919;-255.929;6.363;400;200;100;35;2025-57-22 16:57:05.407
190;28.0723;28.0292;27.6301;-256.285;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-57-22 16:57:05.909
191;28.0723;28.0331;27.638;-256.277;-256.661;-256.841;-256.919;-255.937;6.363;400;200;100;35;2025-57-22 16:57:06.411
192;28.0723;28.0331;27.6301;-256.277;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-57-22 16:57:06.907
193;28.0723;28.0292;27.6301;-256.277;-256.653;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-57-22 16:57:07.409
194;28.0723;28.0292;27.638;-256.277;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-57-22 16:57:07.907
195;28.0723;28.0292;27.6301;-256.269;-256.653;-256.848;-256.919;-255.933;6.363;400;200;100;35;2025-57-22 16:57:08.402
196;28.0801;28.0331;27.6301;-256.277;-256.653;-256.856;-256.915;-255.937;6.363;400;200;100;35;2025-57-22 16:57:08.907
197;28.0801;28.0331;27.638;-256.277;-256.653;-256.848;-256.919;-255.929;6.363;400;200;100;35;2025-57-22 16:57:09.404
198;28.0801;28.0292;27.638;-256.277;-256.645;-256.856;-256.919;-255.937;6.363;400;200;100;35;2025-57-22 16:57:09.907
199;28.0723;28.037;27.638;-256.277;-256.653;-256.848;-256.919;-255.933;6.363;400;200;100;35;2025-57-22 16:57:10.407
200;28.0723;28.037;27.638;-256.277;-256.653;-256.848;-256.919;-255.937;6.363;400;200;100;35;2025-57-22 16:57:10.910
201;28.0801;28.0331;27.638;-256.269;-256.653;-256.856;-256.919;-255.933;6.363;400;200;100;35;2025-57-22 16:57:11.411
202;28.0723;28.037;27.638;-256.277;-256.661;-256.848;-256.923;-255.937;6.363;400;200;100;35;2025-57-22 16:57:11.906
203;28.0723;28.0331;27.638;-256.277;-256.653;-256.848;-256.915;-255.933;6.363;400;200;100;35;2025-57-22 16:57:12.410
