Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
224;28.0644;27.9979;27.6223;-256.285;-256.684;-256.841;-256.919;-255.933;6.363;400;200;100;30;16:50:50.804
225;28.0723;27.9979;27.6301;-256.293;-256.684;-256.848;-256.919;-255.937;6.363;400;200;100;30;16:50:51.301
226;28.0644;27.9979;27.638;-256.285;-256.692;-256.841;-256.927;-255.937;6.363;400;200;100;30;16:50:51.805
227;28.0644;27.9979;27.6301;-256.285;-256.684;-256.841;-256.923;-255.941;6.363;400;200;100;30;16:50:52.299
228;28.0723;27.9979;27.6223;-256.285;-256.684;-256.848;-256.919;-255.945;6.363;400;200;100;30;16:50:52.805
229;28.0644;27.9979;27.6301;-256.293;-256.684;-256.848;-256.919;-255.937;6.363;400;200;100;30;16:50:53.297
230;28.0723;27.9901;27.6301;-256.293;-256.676;-256.841;-256.915;-255.949;6.363;400;200;100;30;16:50:53.801
231;28.0644;27.9979;27.6301;-256.285;-256.684;-256.841;-256.919;-255.941;6.363;400;200;100;30;16:50:54.300
232;28.0723;27.9901;27.6301;-256.293;-256.684;-256.848;-256.923;-255.941;6.363;400;200;100;30;16:50:54.806
233;28.0644;27.9979;27.6301;-256.285;-256.684;-256.841;-256.919;-255.949;6.363;400;200;100;30;16:50:55.305
234;28.0644;27.9979;27.6301;-256.285;-256.684;-256.848;-256.927;-255.937;6.363;400;200;100;30;16:50:55.800
235;28.0644;27.9901;27.638;-256.293;-256.684;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:50:56.306
236;28.0644;27.9901;27.6458;-256.285;-256.684;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:50:56.808
237;28.0644;27.9901;27.638;-256.293;-256.684;-256.848;-256.915;-255.941;6.363;400;200;100;30;16:50:57.303
238;28.0644;27.9901;27.638;-256.293;-256.676;-256.848;-256.915;-255.941;6.363;400;200;100;30;16:50:57.806
239;28.0723;27.9979;27.638;-256.285;-256.684;-256.841;-256.915;-255.941;6.363;400;200;100;30;16:50:58.303
240;28.0723;27.9901;27.6458;-256.293;-256.684;-256.841;-256.919;-255.941;6.363;400;200;100;30;16:50:58.798
241;28.0644;27.9901;27.638;-256.293;-256.684;-256.848;-256.919;-255.937;6.363;400;200;100;30;16:50:59.303
242;28.0723;27.9901;27.638;-256.285;-256.684;-256.841;-256.919;-255.941;6.363;400;200;100;30;16:50:59.798
243;28.0644;27.9901;27.638;-256.293;-256.684;-256.841;-256.919;-255.941;6.363;400;200;100;30;16:51:00.303
244;28.0723;27.9901;27.638;-256.285;-256.684;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:51:00.800
245;28.0644;27.9901;27.638;-256.285;-256.692;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:51:01.304
246;28.0644;27.9901;27.638;-256.285;-256.684;-256.841;-256.915;-255.941;6.363;400;200;100;30;16:51:01.806
247;28.0644;27.9901;27.6536;-256.285;-256.684;-256.848;-256.915;-255.941;6.363;400;200;100;30;16:51:02.299
248;28.0723;27.9823;27.638;-256.285;-256.676;-256.841;-256.915;-255.941;6.363;400;200;100;30;16:51:02.803
249;28.0644;27.9901;27.6458;-256.285;-256.676;-256.848;-256.915;-255.941;6.363;400;200;100;30;16:51:03.307
250;28.0644;27.9823;27.6458;-256.285;-256.684;-256.841;-256.919;-255.937;6.363;400;200;100;30;16:51:03.801
251;28.0644;27.9823;27.6536;-256.293;-256.676;-256.841;-256.915;-255.945;6.363;400;200;100;30;16:51:04.306
252;28.0723;27.9744;27.638;-256.285;-256.684;-256.848;-256.915;-255.941;6.363;400;200;100;30;16:51:04.802
253;28.0644;27.9744;27.638;-256.293;-256.676;-256.833;-256.915;-255.937;6.363;400;200;100;30;16:51:05.307
254;28.0723;27.9744;27.638;-256.293;-256.684;-256.848;-256.915;-255.941;6.363;400;200;100;30;16:51:05.806
255;28.0723;27.9823;27.638;-256.293;-256.692;-256.841;-256.919;-255.937;6.363;400;200;100;30;16:51:06.301
256;28.0644;27.9823;27.638;-256.293;-256.692;-256.848;-256.919;-255.937;6.363;400;200;100;30;16:51:06.807
257;28.0644;27.9744;27.6458;-256.285;-256.684;-256.841;-256.915;-255.937;6.363;400;200;100;30;16:51:07.301
258;28.0723;27.9744;27.6301;-256.285;-256.684;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:51:07.806
259;28.0801;27.9823;27.6458;-256.293;-256.684;-256.848;-256.919;-255.937;6.363;400;200;100;30;16:51:08.301
260;28.0644;27.9744;27.6458;-256.285;-256.684;-256.848;-256.915;-255.937;6.363;400;200;100;30;16:51:08.805
261;28.0644;27.9744;27.638;-256.285;-256.684;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:51:09.300
262;28.0723;27.9823;27.6301;-256.293;-256.684;-256.848;-256.919;-255.937;6.363;400;200;100;30;16:51:09.805
263;28.0644;27.9823;27.638;-256.285;-256.676;-256.841;-256.915;-255.941;6.363;400;200;100;30;16:51:10.307
264;28.0644;27.9823;27.6301;-256.293;-256.684;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:51:10.807
265;28.0566;27.9901;27.6301;-256.293;-256.676;-256.841;-256.919;-255.941;6.363;400;200;100;30;16:51:11.301
266;28.0566;27.9823;27.638;-256.293;-256.684;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:51:11.806
267;28.0488;27.9823;27.638;-256.293;-256.676;-256.848;-256.919;-255.941;6.363;400;200;100;30;16:51:12.300
268;28.0566;27.9901;27.638;-256.285;-256.684;-256.848;-256.915;-255.941;6.363;400;200;100;30;16:51:12.804
269;28.0566;27.9823;27.6301;-256.293;-256.684;-256.841;-256.915;-255.941;6.363;400;200;100;30;16:51:13.302
270;28.0644;27.9823;27.6458;-256.293;-256.676;-256.848;-256.915;-255.941;6.363;400;200;100;30;16:51:13.799
271;28.0683;27.9705;27.638;-256.293;-256.684;-256.85;-256.919;-255.951;6.363;400;200;100;30;16:51:14.834
272;0;0;0;0;0;0;0;0;6.363;400;200;100;30;16:51:15.845
