Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
6;21.4288;21.4719;21.6636;-256.262;-256.692;-256.919;-256.981;-255.964;0;None;1000;None;04-14 09:53:18.390
7;21.4288;21.464;21.6675;-256.262;-256.692;-256.919;-256.981;-255.972;0;None;1000;None;04-14 09:53:18.395
8;21.4366;21.4719;21.6636;-256.262;-256.692;-256.919;-256.981;-255.972;0;None;1000;None;04-14 09:53:18.398
9;21.421;21.464;21.6636;-256.262;-256.684;-256.919;-256.981;-255.964;0;None;1000;None;04-14 09:53:18.399
10;21.4366;21.4719;21.6597;-256.269;-256.692;-256.919;-256.974;-255.972;0;None;1000;None;04-14 09:53:18.401
11;21.421;21.4719;21.6636;-256.262;-256.692;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:53:18.843
12;21.4288;21.464;21.6636;-256.262;-256.684;-256.919;-256.981;-255.972;0;None;1000;None;04-14 09:53:19.341
13;21.4288;21.4719;21.6636;-256.262;-256.684;-256.911;-256.974;-255.964;0;None;1000;None;04-14 09:53:19.851
14;21.4288;21.464;21.6636;-256.262;-256.692;-256.919;-256.981;-255.972;0;None;1000;None;04-14 09:53:20.346
15;21.4288;21.4719;21.6636;-256.262;-256.692;-256.919;-256.974;-255.964;0;None;1000;None;04-14 09:53:20.842
16;21.4288;21.464;21.6597;-256.262;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;04-14 09:53:21.355
17;21.4288;21.4719;21.6597;-256.262;-256.692;-256.919;-256.981;-255.964;0;None;1000;None;04-14 09:53:21.854
18;21.4288;21.4719;21.6597;-256.262;-256.7;-256.919;-256.981;-255.972;0;None;1000;None;04-14 09:53:22.354
19;21.421;21.464;21.6597;-256.262;-256.692;-256.919;-256.981;-255.972;0;None;1000;None;04-14 09:53:22.854
20;21.4288;21.4719;21.6597;-256.262;-256.692;-256.919;-256.974;-255.972;0;None;1000;None;04-14 09:53:23.352
21;21.4288;21.4719;21.6636;-256.254;-256.692;-256.919;-256.981;-255.964;0;None;1000;None;04-14 09:53:23.839
22;21.4288;21.4719;21.6597;-256.262;-256.684;-256.911;-256.966;-255.964;0;None;1000;None;04-14 09:53:24.352
23;21.4288;21.464;21.6597;-256.262;-256.692;-256.911;-256.974;-255.972;0;None;1000;None;04-14 09:53:24.846
24;21.421;21.4719;21.6636;-256.262;-256.684;-256.919;-256.981;-255.972;0;None;1000;None;04-14 09:53:25.353
25;21.4288;21.464;21.6597;-256.254;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;04-14 09:53:25.846
26;21.4288;21.464;21.6636;-256.262;-256.692;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:53:26.344
27;21.421;21.4719;21.6597;-256.254;-256.7;-256.903;-256.974;-255.964;0;None;1000;None;04-14 09:53:26.854
28;21.4366;21.464;21.6597;-256.262;-256.692;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:53:27.343
29;21.4288;21.4719;21.6597;-256.254;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;04-14 09:53:27.853
30;21.4288;21.4719;21.6597;-256.254;-256.692;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:53:28.345
31;21.4288;21.4719;21.6636;-256.254;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;04-14 09:53:28.839
32;21.4366;21.464;21.6636;-256.254;-256.692;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:53:29.346
33;21.4288;21.4719;21.6636;-256.25;-256.692;-256.911;-256.974;-255.972;0;None;1000;None;04-14 09:53:29.844
34;21.421;21.464;21.6675;-256.254;-256.684;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:53:30.351
35;21.4288;21.4719;21.6636;-256.262;-256.692;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:53:30.842
36;21.4288;21.4719;21.6636;-256.262;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;04-14 09:53:31.351
37;21.4366;21.4719;21.6675;-256.262;-256.692;-256.919;-256.974;-255.972;0;None;1000;None;04-14 09:53:31.844
38;21.4366;21.4719;21.6675;-256.262;-256.7;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:53:32.339
39;21.4366;21.464;21.6675;-256.254;-256.7;-256.919;-256.974;-255.972;0;None;1000;None;04-14 09:53:32.849
40;21.4288;21.4719;21.6636;-256.262;-256.684;-256.911;-256.989;-255.964;0;None;1000;None;04-14 09:53:33.341
41;21.4288;21.464;21.6675;-256.254;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;04-14 09:53:33.852
