Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
4;21.4132;21.4562;21.6792;-256.258;-256.684;-256.911;-256.989;-255.964;0;None;1000;None;2025-04-14 09:52:03.309
5;21.4132;21.4719;21.6792;-256.262;-256.676;-256.911;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:03.569
6;21.421;21.4719;21.6714;-256.262;-256.684;-256.911;-256.974;-255.972;0;None;1000;None;2025-04-14 09:52:04.071
7;21.4053;21.464;21.6792;-256.254;-256.684;-256.911;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:04.555
8;21.4132;21.4719;21.6792;-256.254;-256.684;-256.911;-256.974;-255.972;0;None;1000;None;2025-04-14 09:52:05.068
9;21.4132;21.4719;21.6714;-256.254;-256.684;-256.911;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:05.559
10;21.4132;21.464;21.6792;-256.262;-256.684;-256.911;-256.974;-255.964;0;None;1000;None;2025-04-14 09:52:06.069
11;21.4132;21.4719;21.6714;-256.25;-256.676;-256.911;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:06.561
12;21.4053;21.4719;21.6792;-256.262;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:07.071
13;21.421;21.4719;21.6714;-256.254;-256.676;-256.911;-256.974;-255.964;0;None;1000;None;2025-04-14 09:52:07.563
14;21.4132;21.4719;21.6714;-256.262;-256.684;-256.919;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:08.062
15;21.4132;21.4797;21.6714;-256.262;-256.684;-256.911;-256.974;-255.964;0;None;1000;None;2025-04-14 09:52:08.570
16;21.4132;21.4719;21.6792;-256.262;-256.684;-256.911;-256.974;-255.964;0;None;1000;None;2025-04-14 09:52:09.071
17;21.4132;21.4719;21.6714;-256.254;-256.676;-256.911;-256.974;-255.964;0;None;1000;None;2025-04-14 09:52:09.566
18;21.421;21.464;21.6714;-256.262;-256.676;-256.911;-256.974;-255.964;0;None;1000;None;2025-04-14 09:52:10.062
19;21.4132;21.4719;21.6675;-256.262;-256.676;-256.919;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:10.569
20;21.421;21.4719;21.6714;-256.262;-256.676;-256.911;-256.981;-255.964;0;None;1000;None;2025-04-14 09:52:11.063
21;21.4132;21.464;21.6675;-256.254;-256.676;-256.919;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:11.571
22;21.421;21.4797;21.6636;-256.262;-256.676;-256.919;-256.974;-255.964;0;None;1000;None;2025-04-14 09:52:12.063
23;21.421;21.4719;21.6675;-256.262;-256.676;-256.911;-256.981;-255.964;0;None;1000;None;2025-04-14 09:52:12.557
24;21.421;21.464;21.6636;-256.262;-256.684;-256.911;-256.974;-255.972;0;None;1000;None;2025-04-14 09:52:13.067
25;21.421;21.464;21.6636;-256.262;-256.676;-256.919;-256.974;-255.964;0;None;1000;None;2025-04-14 09:52:13.561
26;21.421;21.4719;21.6636;-256.269;-256.676;-256.911;-256.981;-255.972;0;None;1000;None;2025-04-14 09:52:14.071
27;21.4132;21.4719;21.6597;-256.262;-256.684;-256.919;-256.981;-255.964;0;None;1000;None;2025-04-14 09:52:14.567
