Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
8;21.5658;21.6714;21.6792;-256.262;-256.668;-256.903;-256.966;-255.964;0;None;1000;None;10:08:09.901
9;21.5618;21.6714;21.687;-256.262;-256.676;-256.895;-256.966;-255.964;0;None;1000;None;10:08:09.906
10;21.5618;21.6636;21.6792;-256.254;-256.676;-256.903;-256.966;-255.956;0;None;1000;None;10:08:10.315
11;21.5618;21.6714;21.6792;-256.262;-256.668;-256.895;-256.966;-255.949;0;None;1000;None;10:08:10.808
12;21.5658;21.6636;21.6792;-256.262;-256.676;-256.903;-256.966;-255.956;0;None;1000;None;10:08:11.308
13;21.5579;21.6636;21.6714;-256.254;-256.676;-256.895;-256.974;-255.949;0;None;1000;None;10:08:11.815
14;21.5618;21.6636;21.6792;-256.254;-256.684;-256.895;-256.966;-255.956;0;None;1000;None;10:08:12.315
15;21.5618;21.6714;21.6792;-256.254;-256.676;-256.903;-256.958;-255.956;0;None;1000;None;10:08:12.815
16;21.5618;21.6714;21.6792;-256.262;-256.676;-256.903;-256.966;-255.949;0;None;1000;None;10:08:13.315
17;21.5579;21.6714;21.6792;-256.254;-256.676;-256.895;-256.958;-255.956;0;None;1000;None;10:08:13.815
18;21.5618;21.6636;21.6792;-256.262;-256.676;-256.903;-256.958;-255.949;0;None;1000;None;10:08:14.315
19;21.5658;21.6636;21.6792;-256.254;-256.684;-256.903;-256.966;-255.956;0;None;1000;None;10:08:14.815
20;21.5618;21.6636;21.6714;-256.262;-256.684;-256.903;-256.958;-255.949;0;None;1000;None;10:08:15.308
21;21.5618;21.6557;21.6792;-256.269;-256.676;-256.911;-256.966;-255.956;0;None;1000;None;10:08:15.815
22;21.5658;21.6636;21.6714;-256.262;-256.676;-256.903;-256.966;-255.949;0;None;1000;None;10:08:16.315
23;21.5658;21.6714;21.6792;-256.269;-256.676;-256.903;-256.958;-255.956;0;None;1000;None;10:08:16.815
24;21.5658;21.6636;21.6792;-256.269;-256.676;-256.903;-256.958;-255.956;0;None;1000;None;10:08:17.308
25;21.5697;21.6636;21.6675;-256.269;-256.684;-256.903;-256.958;-255.956;0;None;1000;None;10:08:17.815
26;21.5658;21.6636;21.6636;-256.262;-256.676;-256.903;-256.966;-255.949;0;None;1000;None;10:08:18.315
27;21.5697;21.6714;21.6636;-256.269;-256.684;-256.903;-256.958;-255.956;0;None;1000;None;10:08:18.814
28;21.5697;21.6636;21.6636;-256.269;-256.676;-256.895;-256.966;-255.949;0;None;1000;None;10:08:19.315
29;21.5697;21.6792;21.6636;-256.262;-256.676;-256.903;-256.966;-255.956;0;None;1000;None;10:08:19.815
30;21.5736;21.6714;21.6636;-256.262;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:08:20.315
31;21.5658;21.6714;21.6636;-256.269;-256.676;-256.903;-256.966;-255.949;0;None;1000;None;10:08:20.815
32;21.5697;21.6792;21.6597;-256.262;-256.684;-256.903;-256.974;-255.949;0;None;1000;None;10:08:21.315
33;21.5658;21.6714;21.6636;-256.262;-256.676;-256.895;-256.966;-255.956;0;None;1000;None;10:08:21.815
34;21.5697;21.6714;21.6636;-256.262;-256.684;-256.895;-256.974;-255.949;0;None;1000;None;10:08:22.315
35;21.5658;21.6792;21.6675;-256.269;-256.676;-256.903;-256.966;-255.949;0;None;1000;None;10:08:22.815
36;21.5697;21.6714;21.6597;-256.262;-256.676;-256.895;-256.966;-255.956;0;None;1000;None;10:08:23.315
37;21.5697;21.6714;21.6675;-256.269;-256.684;-256.903;-256.966;-255.949;0;None;1000;None;10:08:23.815
38;21.5697;21.6714;21.6636;-256.262;-256.668;-256.895;-256.966;-255.956;0;None;1000;None;10:08:24.315
39;21.5697;21.6792;21.6636;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:08:24.815
40;21.5697;21.6714;21.6636;-256.262;-256.676;-256.903;-256.958;-255.956;0;None;1000;None;10:08:25.315
41;21.5697;21.6714;21.6675;-256.262;-256.684;-256.903;-256.958;-255.956;0;None;1000;None;10:08:25.815
42;21.5736;21.6714;21.6675;-256.269;-256.676;-256.903;-256.958;-255.949;0;None;1000;None;10:08:26.315
43;21.5697;21.6714;21.6714;-256.262;-256.676;-256.888;-256.958;-255.956;0;None;1000;None;10:08:26.815
44;21.5736;21.6792;21.6675;-256.254;-256.684;-256.895;-256.958;-255.949;0;None;1000;None;10:08:27.315
45;21.5697;21.6792;21.6675;-256.262;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:08:27.815
46;21.5736;21.6792;21.6636;-256.262;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:08:28.315
47;21.5814;21.687;21.6675;-256.262;-256.676;-256.895;-256.95;-255.949;0;None;1000;None;10:08:28.815
48;21.5814;21.687;21.6714;-256.262;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:08:29.315
49;21.5814;21.687;21.6675;-256.262;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:08:29.815
50;21.5892;21.687;21.6675;-256.269;-256.676;-256.903;-256.95;-255.949;0;None;1000;None;10:08:30.315
51;21.5892;21.6792;21.6636;-256.262;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:08:30.808
52;21.5892;21.687;21.6675;-256.262;-256.676;-256.895;-256.958;-255.949;0;None;1000;None;10:08:31.315
53;21.5971;21.6949;21.6675;-256.254;-256.676;-256.895;-256.958;-255.956;0;None;1000;None;10:08:31.814
