Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
3;21.4053;21.464;21.687;-256.269;-256.692;-256.903;-256.974;-255.98;0;None;1000;None;2025-04-14 09:51:34.053
4;21.4132;21.464;21.687;-256.269;-256.692;-256.911;-256.981;-255.98;0;None;1000;None;2025-04-14 09:51:34.277
5;21.4132;21.464;21.687;-256.269;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;2025-04-14 09:51:34.771
6;21.4132;21.4719;21.687;-256.269;-256.7;-256.903;-256.981;-255.98;0;None;1000;None;2025-04-14 09:51:35.276
7;21.421;21.4719;21.687;-256.262;-256.692;-256.903;-256.981;-255.98;0;None;1000;None;2025-04-14 09:51:35.772
8;21.421;21.464;21.687;-256.269;-256.7;-256.911;-256.974;-255.98;0;None;1000;None;2025-04-14 09:51:36.263
9;21.421;21.4719;21.687;-256.269;-256.684;-256.903;-256.981;-255.98;0;None;1000;None;2025-04-14 09:51:36.773
10;21.421;21.4719;21.687;-256.262;-256.692;-256.903;-256.974;-255.972;0;None;1000;None;2025-04-14 09:51:37.265
11;21.421;21.464;21.687;-256.269;-256.684;-256.903;-256.981;-255.98;0;None;1000;None;2025-04-14 09:51:37.774
12;21.421;21.464;21.687;-256.269;-256.684;-256.911;-256.981;-255.98;0;None;1000;None;2025-04-14 09:51:38.272
13;21.4132;21.4719;21.6949;-256.269;-256.684;-256.911;-256.981;-255.988;0;None;1000;None;2025-04-14 09:51:38.762
14;21.421;21.4719;21.687;-256.269;-256.692;-256.903;-256.974;-255.98;0;None;1000;None;2025-04-14 09:51:39.275
15;21.4132;21.4719;21.6792;-256.269;-256.684;-256.911;-256.989;-255.988;0;None;1000;None;2025-04-14 09:51:39.776
