Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
5;21.421;21.4562;21.6636;-256.262;-256.684;-256.911;-256.981;-255.964;0;None;1000;None;04-14 09:52:55.189
6;21.4366;21.4484;21.6675;-256.262;-256.684;-256.919;-256.981;-255.964;0;None;1000;None;04-14 09:52:55.193
7;21.4288;21.4562;21.6675;-256.262;-256.692;-256.911;-256.981;-255.972;0;None;1000;None;04-14 09:52:55.682
8;21.4288;21.464;21.6636;-256.269;-256.684;-256.919;-256.974;-255.964;0;None;1000;None;04-14 09:52:56.194
9;21.4288;21.464;21.6675;-256.262;-256.692;-256.919;-256.974;-255.964;0;None;1000;None;04-14 09:52:56.680
10;21.4288;21.464;21.6636;-256.254;-256.684;-256.919;-256.974;-255.972;0;None;1000;None;04-14 09:52:57.186
11;21.4288;21.464;21.6675;-256.262;-256.684;-256.919;-256.974;-255.964;0;None;1000;None;04-14 09:52:57.694
12;21.4366;21.464;21.6636;-256.262;-256.684;-256.919;-256.981;-255.964;0;None;1000;None;04-14 09:52:58.188
13;21.421;21.4719;21.6636;-256.254;-256.692;-256.919;-256.981;-255.964;0;None;1000;None;04-14 09:52:58.681
14;21.4288;21.464;21.6675;-256.262;-256.684;-256.919;-256.981;-255.964;0;None;1000;None;04-14 09:52:59.189
15;21.4288;21.464;21.6675;-256.254;-256.692;-256.919;-256.974;-255.972;0;None;1000;None;04-14 09:52:59.684
16;21.4288;21.4562;21.6675;-256.262;-256.676;-256.919;-256.981;-255.956;0;None;1000;None;04-14 09:53:00.179
17;21.4288;21.4719;21.6675;-256.254;-256.684;-256.919;-256.981;-255.972;0;None;1000;None;04-14 09:53:00.694
