Number;Measure;Time
1;27.2272;11:33:43
3;27.1685;11:33:43
17;27.2272;11:33:43
19;27.1489;11:33:43
33;27.2272;11:33:43
35;27.1685;11:33:43
49;27.2272;11:33:43
51;27.1685;11:33:43
65;27.2272;11:33:43
67;27.1685;11:33:43
1;27.2272;11:33:44
3;27.1685;11:33:44
17;27.2272;11:33:44
19;27.1489;11:33:44
33;27.2272;11:33:44
35;27.1685;11:33:44
49;27.2272;11:33:44
51;27.1685;11:33:44
1;27.2272;11:33:45
3;27.1489;11:33:45
17;27.2272;11:33:45
19;27.1685;11:33:45
33;27.2272;11:33:45
35;27.1685;11:33:45
49;27.2272;11:33:45
51;27.1685;11:33:45
1;27.2272;11:33:46
3;27.1489;11:33:46
17;27.2272;11:33:46
19;27.1685;11:33:46
33;27.2272;11:33:46
35;27.1685;11:33:46
49;27.2272;11:33:46
51;27.1685;11:33:46
1;27.2272;11:33:47
3;27.1685;11:33:47
17;27.2272;11:33:47
19;27.1685;11:33:47
33;27.2272;11:33:47
35;27.1685;11:33:47
49;27.2272;11:33:47
51;27.1489;11:33:47
1;27.2272;11:33:49
3;27.1685;11:33:49
17;27.2076;11:33:49
19;27.1489;11:33:49
33;27.2272;11:33:49
35;27.1489;11:33:49
49;27.2272;11:33:49
51;27.1685;11:33:49
1;27.2272;11:33:50
3;27.1685;11:33:50
17;27.2272;11:33:50
19;27.1489;11:33:50
33;27.2076;11:33:50
35;27.1489;11:33:50
49;27.2272;11:33:50
51;27.1685;11:33:50
1;27.2272;11:33:51
3;27.1489;11:33:51
17;27.2076;11:33:51
19;27.1489;11:33:51
33;27.2272;11:33:51
35;27.1489;11:33:51
49;27.2076;11:33:51
51;27.1489;11:33:51
1;27.2076;11:33:52
3;27.1489;11:33:52
17;27.2272;11:33:52
19;27.1489;11:33:52
33;27.2076;11:33:52
35;27.1489;11:33:52
49;27.2076;11:33:52
51;27.1489;11:33:52
1;27.2076;11:33:53
3;27.1685;11:33:53
17;27.2272;11:33:53
19;27.1489;11:33:53
33;27.2076;11:33:53
35;27.1489;11:33:53
49;27.2076;11:33:53
51;27.1685;11:33:53
1;27.2272;11:33:54
3;27.1489;11:33:54
17;27.2076;11:33:54
19;27.1489;11:33:54
33;27.2076;11:33:54
35;27.1489;11:33:54
49;27.2272;11:33:54
51;27.1489;11:33:54
1;27.2076;11:33:55
3;27.1489;11:33:55
17;27.2076;11:33:55
19;27.1489;11:33:55
33;27.2272;11:33:55
35;27.1489;11:33:55
49;27.2076;11:33:55
51;27.1489;11:33:55
1;27.2076;11:33:56
3;27.1489;11:33:56
17;27.2272;11:33:56
19;27.1489;11:33:56
33;27.2076;11:33:56
35;27.1489;11:33:56
49;27.2076;11:33:56
51;27.1489;11:33:56
1;27.2272;11:33:57
3;27.1489;11:33:57
17;27.2272;11:33:57
19;27.1489;11:33:57
33;27.2076;11:33:57
35;27.1489;11:33:57
49;27.2076;11:33:57
51;27.1489;11:33:57
1;27.2272;11:33:58
3;27.1489;11:33:58
17;27.2076;11:33:58
19;27.1489;11:33:58
33;27.2076;11:33:58
35;27.1489;11:33:58
49;27.2076;11:33:58
51;27.1489;11:33:58
1;27.2076;11:33:59
3;27.1489;11:33:59
17;27.2272;11:33:59
19;27.1489;11:33:59
33;27.2076;11:33:59
35;27.1293;11:33:59
49;27.188;11:33:59
51;27.1489;11:33:59
65;27.2272;11:33:59
67;27.1489;11:33:59
1;27.2076;11:34:00
3;27.1489;11:34:00
17;27.188;11:34:00
19;27.1293;11:34:00
33;27.2076;11:34:00
35;27.1489;11:34:00
1;27.2076;11:34:01
3;27.1489;11:34:01
17;27.2076;11:34:01
19;27.1293;11:34:01
33;27.2076;11:34:01
35;27.1489;11:34:01
49;27.2076;11:34:01
51;27.1293;11:34:01
65;27.2076;11:34:01
67;27.1489;11:34:01
1;27.2076;11:34:02
3;27.1293;11:34:02
17;27.188;11:34:02
19;27.1489;11:34:02
33;27.2272;11:34:02
35;27.1489;11:34:02
49;27.2076;11:34:02
51;27.1489;11:34:02
1;27.2272;11:34:03
3;27.1489;11:34:03
17;27.2272;11:34:03
19;27.1489;11:34:03
33;27.2272;11:34:03
35;27.1489;11:34:03
49;27.2272;11:34:03
51;27.1489;11:34:03
1;27.2467;11:34:04
3;27.1685;11:34:04
17;27.2467;11:34:04
19;27.1685;11:34:04
33;27.2663;11:34:04
35;27.1685;11:34:04
49;27.2663;11:34:04
51;27.188;11:34:04
1;27.2663;11:34:05
3;27.188;11:34:05
17;27.2858;11:34:05
19;27.2076;11:34:05
33;27.2858;11:34:05
35;27.188;11:34:05
49;27.2858;11:34:05
51;27.2076;11:34:05
1;27.2858;11:34:06
3;27.2076;11:34:06
17;27.2858;11:34:06
19;27.2076;11:34:06
33;27.2858;11:34:06
35;27.2076;11:34:06
49;27.2858;11:34:06
51;27.2076;11:34:06
1;27.3054;11:34:07
3;27.2076;11:34:07
17;27.3054;11:34:07
19;27.2076;11:34:07
33;27.3054;11:34:07
35;27.2076;11:34:07
49;27.3054;11:34:07
51;27.2076;11:34:07
1;27.3054;11:34:08
3;27.2076;11:34:08
17;27.325;11:34:08
19;27.2076;11:34:08
33;27.3054;11:34:08
35;27.2076;11:34:08
49;27.325;11:34:08
51;27.2076;11:34:08
1;27.3054;11:34:09
3;27.2272;11:34:09
17;27.325;11:34:09
19;27.2272;11:34:09
33;27.325;11:34:09
35;27.2076;11:34:09
49;27.3054;11:34:09
51;27.2272;11:34:09
1;27.325;11:34:10
3;27.2272;11:34:10
17;27.325;11:34:10
19;27.2272;11:34:10
33;27.325;11:34:10
35;27.2272;11:34:10
49;27.325;11:34:10
51;27.2272;11:34:10
1;27.325;11:34:11
3;27.2272;11:34:11
17;27.3445;11:34:11
19;27.2467;11:34:11
33;27.325;11:34:11
35;27.2272;11:34:11
49;27.325;11:34:11
51;27.2272;11:34:11
1;27.3445;11:34:12
3;27.2272;11:34:12
17;27.325;11:34:12
19;27.2467;11:34:12
33;27.3445;11:34:12
35;27.2272;11:34:12
49;27.3445;11:34:12
51;27.2467;11:34:12
1;27.3445;11:34:13
3;27.2272;11:34:13
17;27.325;11:34:13
19;27.2272;11:34:13
33;27.3445;11:34:13
35;27.2467;11:34:13
49;27.3445;11:34:13
51;27.2272;11:34:13
1;27.3445;11:34:14
3;27.2272;11:34:14
17;27.3445;11:34:14
19;27.2467;11:34:14
33;27.3445;11:34:14
35;27.2272;11:34:14
49;27.3445;11:34:14
51;27.2272;11:34:14
1;27.3445;11:34:15
3;27.2272;11:34:15
17;27.3445;11:34:15
19;27.2272;11:34:15
33;27.3445;11:34:15
35;27.2272;11:34:15
49;27.3445;11:34:15
51;27.2272;11:34:15
1;27.3445;11:34:16
3;27.2467;11:34:16
17;27.3445;11:34:16
19;27.2272;11:34:16
33;27.3445;11:34:16
35;27.2467;11:34:16
49;27.3445;11:34:16
51;27.2272;11:34:16
65;27.3445;11:34:16
67;27.2467;11:34:16
1;27.3445;11:34:17
3;27.2272;11:34:17
17;27.3445;11:34:17
19;27.2467;11:34:17
33;27.3445;11:34:17
35;27.2272;11:34:17
49;27.3445;11:34:17
51;27.2272;11:34:17
1;27.3445;11:34:18
3;27.2467;11:34:18
17;27.3445;11:34:18
19;27.2272;11:34:18
33;27.3445;11:34:18
35;27.2467;11:34:18
49;27.3445;11:34:18
51;27.2272;11:34:18
1;27.3445;11:34:19
3;27.2467;11:34:19
17;27.3445;11:34:19
19;27.2272;11:34:19
33;27.3445;11:34:19
35;27.2467;11:34:19
49;27.3445;11:34:19
51;27.2467;11:34:19
1;27.3445;11:34:20
3;27.2272;11:34:20
17;27.3445;11:34:20
19;27.2467;11:34:20
33;27.3445;11:34:20
35;27.2272;11:34:20
49;27.3445;11:34:20
51;27.2467;11:34:20
1;27.3445;11:34:21
3;27.2467;11:34:21
17;27.3445;11:34:21
19;27.2272;11:34:21
33;27.3445;11:34:21
35;27.2272;11:34:21
49;27.3445;11:34:21
51;27.2467;11:34:21
1;27.3445;11:34:22
3;27.2272;11:34:22
17;27.3445;11:34:22
19;27.2272;11:34:22
33;27.3445;11:34:22
35;27.2272;11:34:22
49;27.3445;11:34:22
51;27.2467;11:34:22
1;27.3445;11:34:23
3;27.2272;11:34:23
17;27.3641;11:34:23
19;27.2467;11:34:23
33;27.3641;11:34:23
35;27.2663;11:34:23
49;27.3641;11:34:23
51;27.2663;11:34:23
1;27.3837;11:34:24
3;27.2663;11:34:24
17;27.4032;11:34:24
19;27.2663;11:34:24
33;27.4032;11:34:24
35;27.2663;11:34:24
49;27.4032;11:34:24
51;27.2858;11:34:24
1;27.4228;11:34:25
3;27.3054;11:34:25
17;27.4228;11:34:25
19;27.3054;11:34:25
33;27.4423;11:34:25
35;27.3054;11:34:25
49;27.4423;11:34:25
51;27.3054;11:34:25
1;27.4619;11:34:26
3;27.325;11:34:26
17;27.4815;11:34:26
19;27.3445;11:34:26
33;27.501;11:34:26
35;27.3641;11:34:26
49;27.501;11:34:26
51;27.3641;11:34:26
1;27.5206;11:34:27
3;27.3641;11:34:27
17;27.5402;11:34:27
19;27.3837;11:34:27
33;27.5402;11:34:27
35;27.3837;11:34:27
49;27.5793;11:34:27
51;27.4032;11:34:27
1;27.5597;11:34:28
3;27.4228;11:34:28
17;27.5988;11:34:28
19;27.4228;11:34:28
33;27.5988;11:34:28
35;27.4228;11:34:28
49;27.6184;11:34:28
51;27.4619;11:34:28
1;27.638;11:34:29
3;27.4619;11:34:29
17;27.6575;11:34:29
19;27.4619;11:34:29
33;27.6575;11:34:29
35;27.4815;11:34:29
49;27.6967;11:34:29
51;27.501;11:34:29
1;27.7162;11:34:30
3;27.501;11:34:30
17;27.7358;11:34:30
19;27.5206;11:34:30
33;27.7358;11:34:30
