Number;Measure;Time
1;31.9417;15:56:51
3;31.1788;15:56:51
17;31.9613;15:56:51
19;31.2179;15:56:51
33;31.9613;15:56:51
35;31.1984;15:56:51
49;31.9809;15:56:51
51;31.2179;15:56:51
65;31.9809;15:56:51
67;31.2179;15:56:51
1;32.02;15:56:52
3;31.2179;15:56:52
17;32.0004;15:56:52
19;31.2375;15:56:52
33;32.02;15:56:52
35;31.2375;15:56:52
49;32.02;15:56:52
51;31.257;15:56:52
1;32.02;15:56:53
3;31.257;15:56:53
17;32.02;15:56:53
19;31.257;15:56:53
33;32.0395;15:56:53
35;31.257;15:56:53
49;32.0591;15:56:53
51;31.2766;15:56:53
1;32.0395;15:56:54
3;31.257;15:56:54
17;32.0591;15:56:54
19;31.2766;15:56:54
33;32.0591;15:56:54
35;31.2766;15:56:54
49;32.0591;15:56:54
51;31.2766;15:56:54
1;32.0787;15:56:55
3;31.2962;15:56:55
17;32.0591;15:56:55
19;31.2962;15:56:55
33;32.0787;15:56:55
35;31.3157;15:56:55
49;32.0787;15:56:55
51;31.2962;15:56:55
1;32.0787;15:56:56
3;31.3157;15:56:56
17;32.0787;15:56:56
19;31.3157;15:56:56
33;32.0787;15:56:56
35;31.3157;15:56:56
49;32.0787;15:56:56
51;31.3157;15:56:56
1;32.0787;15:56:57
3;31.3157;15:56:57
17;32.0787;15:56:57
19;31.3157;15:56:57
33;32.0787;15:56:57
35;31.3157;15:56:57
49;32.0787;15:56:57
51;31.3157;15:56:57
1;32.0787;15:56:58
3;31.3353;15:56:58
17;32.0787;15:56:58
19;31.3157;15:56:58
33;32.0787;15:56:58
35;31.3353;15:56:58
49;32.0787;15:56:58
51;31.3353;15:56:58
1;32.0787;15:56:59
3;31.3157;15:56:59
17;32.0787;15:56:59
19;31.3353;15:56:59
33;32.0787;15:56:59
35;31.3549;15:56:59
49;32.0787;15:56:59
51;31.3353;15:56:59
1;32.0787;15:57:00
3;31.3549;15:57:00
17;32.0787;15:57:00
19;31.3353;15:57:00
33;32.0787;15:57:00
35;31.3744;15:57:00
49;32.0787;15:57:00
51;31.3353;15:57:00
1;32.0787;15:57:01
3;31.3744;15:57:01
17;32.0787;15:57:01
19;31.3549;15:57:01
33;32.0787;15:57:01
35;31.3549;15:57:01
49;32.0787;15:57:01
51;31.3744;15:57:01
1;32.0787;15:57:02
3;31.3549;15:57:02
17;32.0787;15:57:02
19;31.3744;15:57:02
33;32.0787;15:57:02
35;31.3744;15:57:02
49;32.0787;15:57:02
51;31.3744;15:57:02
1;32.0787;15:57:03
3;31.3744;15:57:03
17;32.0787;15:57:03
19;31.3744;15:57:03
33;32.0591;15:57:03
35;31.3744;15:57:03
49;32.0787;15:57:03
51;31.3744;15:57:03
1;32.0787;15:57:04
3;31.3744;15:57:04
17;32.0787;15:57:04
19;31.3744;15:57:04
33;32.0787;15:57:04
35;31.3744;15:57:04
49;32.0591;15:57:04
51;31.3744;15:57:04
1;32.0787;15:57:05
3;31.3744;15:57:05
17;32.0787;15:57:05
19;31.3744;15:57:05
33;32.0591;15:57:05
35;31.3744;15:57:05
49;32.0591;15:57:05
51;31.3744;15:57:05
1;32.0787;15:57:06
3;31.3744;15:57:06
17;32.0591;15:57:06
19;31.3744;15:57:06
33;32.0395;15:57:06
35;31.3744;15:57:06
49;32.0591;15:57:06
51;31.3744;15:57:06
1;32.0591;15:57:07
3;31.3744;15:57:07
17;32.0395;15:57:07
19;31.3744;15:57:07
33;32.0395;15:57:07
35;31.3744;15:57:07
49;32.0395;15:57:07
51;31.394;15:57:07
1;32.02;15:57:08
3;31.3744;15:57:08
17;32.0395;15:57:08
19;31.3744;15:57:08
33;32.0395;15:57:08
35;31.3744;15:57:08
49;32.02;15:57:08
51;31.3744;15:57:08
65;32.0395;15:57:08
67;31.394;15:57:08
1;32.0395;15:57:09
3;31.394;15:57:09
17;32.0395;15:57:09
19;31.394;15:57:09
33;32.0395;15:57:09
35;31.4135;15:57:09
49;32.0591;15:57:09
