Number;Measure;Time
1;25.5057;10:24:31
3;23.3342;10:24:31
5;-256.743;10:24:31
17;25.5252;10:24:31
19;23.3146;10:24:31
21;-256.743;10:24:31
33;25.5252;10:24:31
35;23.3146;10:24:31
37;-256.743;10:24:31
49;25.5252;10:24:31
51;23.3146;10:24:31
53;-256.743;10:24:31
65;25.5252;10:24:31
67;23.3146;10:24:31
69;-256.743;10:24:31
1;25.5252;10:24:32
3;23.3146;10:24:32
5;-256.743;10:24:32
17;25.5057;10:24:32
19;23.3342;10:24:32
21;-256.743;10:24:32
33;25.5057;10:24:32
35;23.3146;10:24:32
37;-256.743;10:24:32
49;25.5252;10:24:32
51;23.3146;10:24:32
53;-256.743;10:24:32
1;25.5057;10:24:33
3;23.3146;10:24:33
5;-256.743;10:24:33
17;25.5057;10:24:33
19;23.3342;10:24:33
21;-256.743;10:24:33
33;25.5057;10:24:33
35;23.3146;10:24:33
37;-256.743;10:24:33
49;25.5057;10:24:33
51;23.3146;10:24:33
53;-256.743;10:24:33
1;25.5057;10:24:34
3;23.3342;10:24:34
5;-256.743;10:24:34
17;25.5057;10:24:34
19;23.3342;10:24:34
21;-256.743;10:24:34
33;25.5057;10:24:34
35;23.3342;10:24:34
37;-256.743;10:24:34
49;25.5057;10:24:34
51;23.3146;10:24:34
53;-256.743;10:24:34
1;25.5252;10:24:35
3;23.3342;10:24:35
5;-256.743;10:24:35
17;25.5057;10:24:35
19;23.3342;10:24:35
21;-256.743;10:24:35
33;25.5057;10:24:35
35;23.3342;10:24:35
37;-256.743;10:24:35
49;25.5057;10:24:35
51;23.3342;10:24:35
53;-256.743;10:24:35
1;25.5057;10:24:36
3;23.3146;10:24:36
5;-256.743;10:24:36
17;25.5057;10:24:36
19;23.3342;10:24:36
21;-256.743;10:24:36
33;25.5252;10:24:36
35;23.3342;10:24:36
37;-256.743;10:24:36
49;25.5057;10:24:36
51;23.3146;10:24:36
53;-256.743;10:24:36
1;25.5252;10:24:37
3;23.3342;10:24:37
5;-256.743;10:24:37
17;25.5057;10:24:37
19;23.3342;10:24:37
21;-256.743;10:24:37
33;25.5057;10:24:37
35;23.3342;10:24:37
37;-256.743;10:24:37
49;25.5252;10:24:37
51;23.3342;10:24:37
53;-256.743;10:24:37
1;25.5057;10:24:38
3;23.3342;10:24:38
5;-256.743;10:24:38
17;25.5057;10:24:38
19;23.3342;10:24:38
21;-256.743;10:24:38
33;25.5057;10:24:38
35;23.3342;10:24:38
37;-256.743;10:24:38
49;25.5057;10:24:38
51;23.3146;10:24:38
53;-256.762;10:24:38
1;25.5252;10:24:39
3;23.3342;10:24:39
5;-256.743;10:24:39
17;25.5057;10:24:39
19;23.3342;10:24:39
21;-256.743;10:24:39
33;25.5057;10:24:39
35;23.3342;10:24:39
37;-256.743;10:24:39
49;25.5057;10:24:39
51;23.3146;10:24:39
53;-256.743;10:24:39
