Number;Measure;Time
1;27.5988;11:04:48
3;27.5793;11:04:48
17;27.5988;11:04:48
19;27.5793;11:04:48
33;27.6184;11:04:48
35;27.5793;11:04:48
49;27.5988;11:04:48
51;27.5793;11:04:48
65;27.5988;11:04:48
67;27.5793;11:04:48
1;27.6184;11:04:49
3;27.5793;11:04:49
17;27.5988;11:04:49
19;27.5793;11:04:49
33;27.6184;11:04:49
35;27.5793;11:04:49
49;27.5988;11:04:49
51;27.5793;11:04:49
1;27.5988;11:04:50
3;27.5793;11:04:50
17;27.5988;11:04:50
19;27.5793;11:04:50
33;27.5988;11:04:50
35;27.5597;11:04:50
49;27.6184;11:04:50
51;27.5793;11:04:50
1;27.5988;11:04:51
3;27.5597;11:04:51
17;27.5988;11:04:51
19;27.5793;11:04:51
33;27.5988;11:04:51
35;27.5597;11:04:51
49;27.5988;11:04:51
51;27.5793;11:04:51
1;27.5988;11:04:52
3;27.5793;11:04:52
17;27.5988;11:04:52
19;27.5597;11:04:52
33;27.5988;11:04:52
35;27.5597;11:04:52
49;27.5988;11:04:52
51;27.5597;11:04:52
1;27.5988;11:04:53
3;27.5597;11:04:53
17;27.5988;11:04:53
19;27.5597;11:04:53
33;27.5988;11:04:53
35;27.5793;11:04:53
49;27.5988;11:04:53
51;27.5597;11:04:53
1;27.5988;11:04:54
3;27.5597;11:04:54
17;27.5988;11:04:54
19;27.5597;11:04:54
33;27.5988;11:04:54
35;27.5597;11:04:54
49;27.5988;11:04:54
51;27.5597;11:04:54
1;27.5988;11:04:55
3;27.5597;11:04:55
17;27.5988;11:04:55
19;27.5597;11:04:55
33;27.5988;11:04:55
35;27.5402;11:04:55
49;27.5988;11:04:55
51;27.5597;11:04:55
1;27.5988;11:04:56
3;27.5402;11:04:56
17;27.5988;11:04:56
19;27.5597;11:04:56
33;27.5988;11:04:56
35;27.5402;11:04:56
49;27.5988;11:04:56
51;27.5402;11:04:56
1;27.5988;11:04:57
3;27.5597;11:04:57
17;27.5988;11:04:57
19;27.5402;11:04:57
33;27.5988;11:04:57
35;27.5402;11:04:57
49;27.5988;11:04:57
51;27.5597;11:04:57
1;27.5988;11:04:58
3;27.5402;11:04:58
17;27.5988;11:04:58
19;27.5402;11:04:58
33;27.5988;11:04:58
35;27.5597;11:04:58
49;27.5988;11:04:58
51;27.5402;11:04:58
1;27.5988;11:04:59
3;27.5402;11:04:59
17;27.5988;11:04:59
19;27.5402;11:04:59
33;27.5988;11:04:59
35;27.5402;11:04:59
49;27.5988;11:04:59
51;27.5597;11:04:59
1;27.5793;11:05:00
3;27.5206;11:05:00
17;27.5988;11:05:00
19;27.5402;11:05:00
33;27.5793;11:05:00
35;27.5402;11:05:00
49;27.5988;11:05:00
51;27.5206;11:05:00
1;27.5793;11:05:01
3;27.5402;11:05:01
17;27.5988;11:05:01
19;27.5402;11:05:01
33;27.5793;11:05:01
35;27.5206;11:05:01
49;27.5793;11:05:01
51;27.5402;11:05:01
1;27.5793;11:05:02
3;27.5402;11:05:02
17;27.5793;11:05:02
19;27.5206;11:05:02
33;27.5793;11:05:02
35;27.5206;11:05:02
49;27.5793;11:05:02
51;27.5402;11:05:02
1;27.5793;11:05:03
3;27.5206;11:05:03
17;27.5793;11:05:03
19;27.5402;11:05:03
33;27.5793;11:05:03
35;27.5206;11:05:03
49;27.5793;11:05:03
51;27.5206;11:05:03
65;27.5793;11:05:03
67;27.5206;11:05:03
1;27.5793;11:05:04
3;27.5206;11:05:04
17;27.5793;11:05:04
19;27.5206;11:05:04
33;27.5597;11:05:04
35;27.5206;11:05:04
49;27.5793;11:05:04
51;27.5206;11:05:04
