Number;Measure;Time
1;25.623;10:51:18
3;25.7404;10:51:18
17;25.623;10:51:18
19;25.7404;10:51:18
33;25.623;10:51:18
35;25.7404;10:51:18
49;25.623;10:51:18
51;25.7404;10:51:18
65;25.6426;10:51:18
67;25.7404;10:51:18
1;25.623;10:51:18
3;25.7404;10:51:18
17;25.623;10:51:18
19;25.7404;10:51:18
33;25.623;10:51:18
35;25.7404;10:51:18
49;25.6426;10:51:18
51;25.7404;10:51:18
65;25.623;10:51:18
67;25.7404;10:51:18
1;25.623;10:51:18
3;25.7404;10:51:18
17;25.623;10:51:18
19;25.7404;10:51:18
33;25.623;10:51:18
35;25.7404;10:51:18
49;25.6426;10:51:18
51;25.7404;10:51:18
65;25.623;10:51:18
67;25.7404;10:51:18
1;25.623;10:51:19
3;25.7404;10:51:19
17;25.6426;10:51:19
19;25.7404;10:51:19
33;25.623;10:51:19
35;25.7404;10:51:19
49;25.6426;10:51:19
51;25.7404;10:51:19
1;25.623;10:51:20
3;25.7404;10:51:20
17;25.6426;10:51:20
19;25.7404;10:51:20
33;25.6426;10:51:20
35;25.7404;10:51:20
49;25.623;10:51:20
51;25.7404;10:51:20
1;25.623;10:51:21
3;25.7404;10:51:21
17;25.6426;10:51:21
19;25.7404;10:51:21
33;25.623;10:51:21
35;25.7404;10:51:21
49;25.6426;10:51:21
51;25.7404;10:51:21
1;25.623;10:51:22
3;25.7404;10:51:22
17;25.623;10:51:22
19;25.7404;10:51:22
33;25.623;10:51:22
35;25.7208;10:51:22
49;25.6426;10:51:22
51;25.7404;10:51:22
1;25.6035;10:51:23
3;25.7404;10:51:23
17;25.623;10:51:23
19;25.7404;10:51:23
33;25.623;10:51:23
35;25.7404;10:51:23
49;25.6035;10:51:23
51;25.7404;10:51:23
1;25.623;10:51:24
3;25.7208;10:51:24
17;25.623;10:51:24
19;25.7404;10:51:24
33;25.623;10:51:24
35;25.7208;10:51:24
49;25.623;10:51:24
51;25.7404;10:51:24
65;25.623;10:51:24
67;25.7404;10:51:24
1;25.6426;10:51:25
3;25.7404;10:51:25
17;25.623;10:51:25
19;25.7404;10:51:25
33;25.623;10:51:25
35;25.7208;10:51:25
49;25.6426;10:51:25
51;25.7404;10:51:25
1;25.623;10:51:26
3;25.7208;10:51:26
17;25.623;10:51:26
19;25.7404;10:51:26
33;25.6426;10:51:26
35;25.7208;10:51:26
49;25.6426;10:51:26
51;25.7404;10:51:26
1;25.623;10:51:27
3;25.7404;10:51:27
17;25.6426;10:51:27
19;25.7404;10:51:27
33;25.623;10:51:27
35;25.7208;10:51:27
49;25.6426;10:51:27
51;25.7404;10:51:27
1;25.623;10:51:28
3;25.7404;10:51:28
17;25.6426;10:51:28
19;25.7404;10:51:28
33;25.623;10:51:28
35;25.7404;10:51:28
49;25.623;10:51:28
51;25.7208;10:51:28
1;25.623;10:51:29
3;25.7404;10:51:29
17;25.623;10:51:29
19;25.7208;10:51:29
33;25.6426;10:51:29
35;25.7404;10:51:29
49;25.623;10:51:29
51;25.7404;10:51:29
1;25.623;10:51:30
3;25.7404;10:51:30
17;25.623;10:51:30
19;25.7208;10:51:30
33;25.623;10:51:30
35;25.7404;10:51:30
49;25.623;10:51:30
51;25.7404;10:51:30
1;25.623;10:51:31
3;25.7208;10:51:31
17;25.623;10:51:31
19;25.7404;10:51:31
33;25.6426;10:51:31
35;25.7208;10:51:31
49;25.623;10:51:31
51;25.7404;10:51:31
1;25.623;10:51:32
3;25.7404;10:51:32
17;25.6426;10:51:32
19;25.7208;10:51:32
33;25.623;10:51:32
35;25.7208;10:51:32
49;25.623;10:51:32
51;25.7404;10:51:32
1;25.623;10:51:33
3;25.7208;10:51:33
17;25.623;10:51:33
19;25.7404;10:51:33
33;25.623;10:51:33
35;25.7208;10:51:33
49;25.6426;10:51:33
51;25.7404;10:51:33
1;25.623;10:51:34
3;25.7404;10:51:34
17;25.623;10:51:34
19;25.7404;10:51:34
33;25.623;10:51:34
35;25.7404;10:51:34
49;25.6426;10:51:34
51;25.7208;10:51:34
1;25.623;10:51:35
3;25.7404;10:51:35
17;25.6426;10:51:35
19;25.7404;10:51:35
33;25.623;10:51:35
35;25.7208;10:51:35
49;25.6426;10:51:35
51;25.7208;10:51:35
1;25.623;10:51:36
3;25.7404;10:51:36
17;25.6426;10:51:36
19;25.7404;10:51:36
33;25.623;10:51:36
35;25.7208;10:51:36
49;25.623;10:51:36
51;25.7404;10:51:36
1;25.6426;10:51:37
3;25.7208;10:51:37
17;25.623;10:51:37
19;25.7404;10:51:37
33;25.6426;10:51:37
35;25.7208;10:51:37
49;25.623;10:51:37
51;25.7404;10:51:37
1;25.6426;10:51:38
3;25.7404;10:51:38
17;25.623;10:51:38
19;25.7208;10:51:38
33;25.623;10:51:38
35;25.7404;10:51:38
49;25.6426;10:51:38
51;25.7404;10:51:38
1;25.623;10:51:39
3;25.7208;10:51:39
17;25.623;10:51:39
19;25.7404;10:51:39
33;25.6426;10:51:39
35;25.7208;10:51:39
49;25.623;10:51:39
51;25.7404;10:51:39
1;25.6426;10:51:40
3;25.7404;10:51:40
17;25.6426;10:51:40
19;25.7208;10:51:40
33;25.6426;10:51:40
35;25.7208;10:51:40
49;25.623;10:51:40
51;25.7404;10:51:40
