Number;Measure;Time
1;24.9383;09:44:22
17;24.9579;09:44:22
33;24.9383;09:44:22
49;24.9579;09:44:22
65;24.9383;09:44:22
1;24.9383;09:44:23
17;24.9579;09:44:23
33;24.9383;09:44:23
49;24.9579;09:44:23
1;24.9579;09:44:24
17;24.9383;09:44:24
33;24.9383;09:44:24
49;24.9579;09:44:24
1;24.9383;09:44:25
17;24.9383;09:44:25
33;24.9579;09:44:25
49;24.9579;09:44:25
1;24.9383;09:44:26
17;24.9579;09:44:26
33;24.9579;09:44:26
49;24.9383;09:44:26
1;24.9383;09:44:27
17;24.9579;09:44:27
33;24.9383;09:44:27
49;24.9383;09:44:27
1;24.9383;09:44:28
17;24.9579;09:44:28
33;24.9383;09:44:28
49;24.9579;09:44:28
1;24.9579;09:44:29
17;24.9383;09:44:29
33;24.9579;09:44:29
49;24.9579;09:44:29
1;24.9383;09:44:30
17;24.9579;09:44:30
33;24.9579;09:44:30
49;24.9579;09:44:30
1;24.9383;09:44:31
17;24.9579;09:44:31
33;24.9383;09:44:31
49;24.9383;09:44:31
1;24.9383;09:44:32
17;24.9383;09:44:32
33;24.9579;09:44:32
49;24.9383;09:44:32
1;24.9383;09:44:33
17;24.9383;09:44:33
33;24.9579;09:44:33
49;24.9383;09:44:33
1;24.9579;09:44:34
17;24.9383;09:44:34
33;24.9579;09:44:34
49;24.9383;09:44:34
