Number;Measure;Time
1;25.5252;10:47:42
3;23.882;10:47:42
17;25.5252;10:47:42
19;23.882;10:47:42
33;25.5252;10:47:42
35;23.882;10:47:42
49;25.5252;10:47:42
51;23.882;10:47:42
65;25.5252;10:47:42
67;23.882;10:47:42
1;25.5252;10:47:43
3;23.882;10:47:43
17;25.5252;10:47:43
19;23.882;10:47:43
33;25.5252;10:47:43
35;23.8624;10:47:43
49;25.5252;10:47:43
51;23.882;10:47:43
1;25.5252;10:47:44
3;23.882;10:47:44
17;25.5252;10:47:44
19;23.8624;10:47:44
33;25.5252;10:47:44
35;23.882;10:47:44
49;25.5252;10:47:44
51;23.8624;10:47:44
1;25.5057;10:47:45
3;23.882;10:47:45
17;25.5252;10:47:45
19;23.8624;10:47:45
33;25.5252;10:47:45
35;23.882;10:47:45
49;25.5252;10:47:45
51;23.8624;10:47:45
1;25.5252;10:47:46
3;23.882;10:47:46
17;25.5252;10:47:46
19;23.8624;10:47:46
33;25.5057;10:47:46
35;23.882;10:47:46
49;25.5252;10:47:46
51;23.8624;10:47:46
65;25.5252;10:47:46
67;23.8624;10:47:46
1;25.5252;10:47:47
3;23.882;10:47:47
17;25.5252;10:47:47
19;23.8428;10:47:47
33;25.5252;10:47:47
35;23.8624;10:47:47
49;25.5252;10:47:47
51;23.8624;10:47:47
1;25.5057;10:47:48
3;23.8624;10:47:48
17;25.5252;10:47:48
19;23.882;10:47:48
33;25.5057;10:47:48
35;23.8624;10:47:48
49;25.5252;10:47:48
51;23.8624;10:47:48
1;25.5252;10:47:49
3;23.8624;10:47:49
17;25.5057;10:47:49
19;23.882;10:47:49
33;25.5252;10:47:49
35;23.8624;10:47:49
49;25.5252;10:47:49
51;23.8624;10:47:49
1;25.5252;10:47:50
3;23.8624;10:47:50
17;25.5252;10:47:50
19;23.882;10:47:50
33;25.5252;10:47:50
35;23.8624;10:47:50
49;25.5252;10:47:50
51;23.8624;10:47:50
1;25.5252;10:47:51
3;23.8624;10:47:51
17;25.5252;10:47:51
19;23.8624;10:47:51
33;25.5057;10:47:51
35;23.8624;10:47:51
49;25.5252;10:47:51
51;23.8428;10:47:51
1;25.5252;10:47:52
3;23.8624;10:47:52
17;25.5252;10:47:52
19;23.8624;10:47:52
33;25.5252;10:47:52
35;23.8428;10:47:52
49;25.5252;10:47:52
51;23.8428;10:47:52
1;25.5252;10:47:53
3;23.8624;10:47:53
17;25.5252;10:47:53
19;23.8428;10:47:53
33;25.5252;10:47:53
35;23.8624;10:47:53
49;25.5252;10:47:53
51;23.8624;10:47:53
1;25.5057;10:47:54
3;23.8624;10:47:54
17;25.5252;10:47:54
19;23.8428;10:47:54
33;25.5252;10:47:54
35;23.8428;10:47:54
49;25.5252;10:47:54
51;23.8428;10:47:54
1;25.5252;10:47:55
3;23.8428;10:47:55
17;25.5252;10:47:55
19;23.8428;10:47:55
33;25.5252;10:47:55
35;23.8428;10:47:55
49;25.5252;10:47:55
51;23.8428;10:47:55
1;25.5252;10:47:57
3;23.8428;10:47:57
17;25.5252;10:47:57
19;23.8428;10:47:57
33;25.5252;10:47:57
35;23.8428;10:47:57
49;25.5252;10:47:57
51;23.8428;10:47:57
1;25.5252;10:47:58
3;23.8428;10:47:58
17;25.5057;10:47:58
19;23.8428;10:47:58
33;25.5252;10:47:58
35;23.8428;10:47:58
49;25.5252;10:47:58
51;23.8428;10:47:58
1;25.5252;10:47:59
3;23.8428;10:47:59
17;25.5252;10:47:59
19;23.8428;10:47:59
33;25.5252;10:47:59
35;23.8428;10:47:59
49;25.5252;10:47:59
51;23.8428;10:47:59
1;25.5252;10:48:00
3;23.8428;10:48:00
17;25.5252;10:48:00
19;23.8428;10:48:00
33;25.5252;10:48:00
35;23.8624;10:48:00
49;25.5252;10:48:00
51;23.882;10:48:00
65;25.5252;10:48:00
67;23.882;10:48:00
1;25.5252;10:48:01
3;23.882;10:48:01
17;25.5252;10:48:01
19;23.9211;10:48:01
33;25.5252;10:48:01
35;23.9211;10:48:01
49;25.5252;10:48:01
51;23.9211;10:48:01
1;25.4861;10:48:02
3;23.9211;10:48:02
17;25.5252;10:48:02
19;23.9406;10:48:02
33;25.5252;10:48:02
35;23.9602;10:48:02
49;25.5252;10:48:02
51;23.9602;10:48:02
1;25.5252;10:48:03
3;23.9798;10:48:03
17;25.5252;10:48:03
19;23.9798;10:48:03
33;25.5252;10:48:03
35;23.9993;10:48:03
49;25.5252;10:48:03
