Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
3;24.5706;24.5275;-256.727;-256.246;-256.692;-256.911;-256.966;-255.964;13:09:07
4;24.5706;24.5197;-256.735;-256.246;-256.692;-256.911;-256.966;-255.964;13:09:08
5;24.5706;24.5275;-256.727;-256.242;-256.7;-256.903;-256.966;-255.956;13:09:08
6;24.5784;24.5197;-256.727;-256.242;-256.692;-256.903;-256.966;-255.964;13:09:09
7;24.5784;24.5197;-256.739;-256.246;-256.7;-256.903;-256.966;-255.964;13:09:09
8;24.5784;24.5275;-256.735;-256.246;-256.692;-256.903;-256.974;-255.956;13:09:10
9;24.5784;24.5197;-256.747;-256.246;-256.692;-256.903;-256.974;-255.956;13:09:10
10;24.5706;24.5275;-256.743;-256.246;-256.7;-256.911;-256.958;-255.964;13:09:11
11;24.5784;24.5275;-256.735;-256.246;-256.692;-256.903;-256.966;-255.964;13:09:11
12;24.5706;24.5275;-256.743;-256.246;-256.692;-256.903;-256.966;-255.956;13:09:12
13;24.5706;24.5197;-256.735;-256.242;-256.692;-256.911;-256.966;-255.964;13:09:12
14;24.5784;24.5275;-256.735;-256.246;-256.692;-256.903;-256.974;-255.964;13:09:13
15;24.5706;24.5275;-256.735;-256.242;-256.7;-256.911;-256.966;-255.964;13:09:13
16;24.5784;24.5354;-256.743;-256.246;-256.7;-256.903;-256.966;-255.964;13:09:14
17;24.5784;24.5275;-256.743;-256.242;-256.692;-256.911;-256.974;-255.964;13:09:14
18;24.5862;24.5354;-256.735;-256.246;-256.7;-256.911;-256.974;-255.964;13:09:15
19;24.5784;24.5354;-256.743;-256.246;-256.7;-256.911;-256.966;-255.964;13:09:15
20;24.5706;24.5275;-256.735;-256.246;-256.692;-256.903;-256.974;-255.964;13:09:16
21;24.5784;24.5354;-256.743;-256.242;-256.692;-256.903;-256.974;-255.964;13:09:16
22;24.5784;24.5354;-256.743;-256.246;-256.692;-256.911;-256.966;-255.964;13:09:17
23;24.5784;24.5275;-256.735;-256.246;-256.692;-256.903;-256.981;-255.964;13:09:17
24;24.5784;24.5354;-256.735;-256.242;-256.7;-256.911;-256.974;-255.956;13:09:18
25;24.5706;24.5275;-256.727;-256.246;-256.692;-256.911;-256.981;-255.964;13:09:18
26;24.5784;24.5275;-256.743;-256.246;-256.7;-256.903;-256.966;-255.964;13:09:19
27;24.5784;24.5354;-256.735;-256.25;-256.7;-256.903;-256.974;-255.964;13:09:19
28;24.5784;24.5275;-256.735;-256.246;-256.692;-256.911;-256.966;-255.964;13:09:20
29;24.5862;24.5197;-256.735;-256.246;-256.7;-256.911;-256.966;-255.964;13:09:20
30;24.5784;24.5275;-256.735;-256.25;-256.692;-256.911;-256.974;-255.956;13:09:21
31;24.5862;24.5275;-256.735;-256.242;-256.692;-256.903;-256.974;-255.964;13:09:21
32;24.5784;24.5275;-256.743;-256.246;-256.7;-256.911;-256.974;-255.964;13:09:22
33;24.5784;24.5354;-256.735;-256.246;-256.7;-256.903;-256.966;-255.956;13:09:22
34;24.5784;24.5275;-256.743;-256.246;-256.692;-256.911;-256.974;-255.964;13:09:23
35;24.5862;24.5354;-256.743;-256.242;-256.692;-256.903;-256.958;-255.964;13:09:23
36;24.5784;24.5354;-256.747;-256.246;-256.7;-256.911;-256.966;-255.964;13:09:24
37;24.5862;24.5275;-256.739;-256.25;-256.7;-256.903;-256.958;-255.956;13:09:24
38;24.5784;24.5354;-256.743;-256.246;-256.692;-256.911;-256.966;-255.964;13:09:25
39;24.5784;24.5275;-256.739;-256.246;-256.7;-256.903;-256.958;-255.964;13:09:25
40;24.5784;24.5354;-256.743;-256.246;-256.7;-256.911;-256.958;-255.964;13:09:26
41;24.5862;24.5275;-256.743;-256.246;-256.692;-256.903;-256.958;-255.964;13:09:26
42;24.5784;24.5354;-256.747;-256.242;-256.692;-256.903;-256.966;-255.956;13:09:27
43;24.5784;24.5432;-256.747;-256.25;-256.692;-256.911;-256.958;-255.964;13:09:27
44;24.5784;24.5354;-256.743;-256.242;-256.692;-256.903;-256.966;-255.964;13:09:28
45;24.5862;24.5432;-256.747;-256.246;-256.692;-256.903;-256.958;-255.964;13:09:28
46;24.5784;24.5432;-256.743;-256.242;-256.7;-256.911;-256.966;-255.972;13:09:29
47;24.5784;24.5275;-256.747;-256.242;-256.7;-256.911;-256.95;-255.964;13:09:29
48;24.5784;24.5354;-256.735;-256.242;-256.7;-256.903;-256.966;-255.964;13:09:30
49;24.5784;24.5275;-256.747;-256.242;-256.7;-256.903;-256.958;-255.964;13:09:30
50;24.5862;24.5354;-256.743;-256.238;-256.7;-256.911;-256.966;-255.964;13:09:31
51;24.5706;24.5354;-256.747;-256.242;-256.692;-256.895;-256.958;-255.964;13:09:31
52;24.5784;24.5354;-256.743;-256.242;-256.7;-256.903;-256.966;-255.972;13:09:32
53;24.5784;24.5354;-256.743;-256.242;-256.7;-256.903;-256.958;-255.964;13:09:32
54;24.5784;24.5432;-256.743;-256.242;-256.692;-256.903;-256.966;-255.956;13:09:33
55;24.5706;24.5432;-256.751;-256.242;-256.7;-256.903;-256.966;-255.964;13:09:33
56;24.5784;24.5275;-256.743;-256.238;-256.7;-256.911;-256.974;-255.964;13:09:34
57;24.5784;24.5432;-256.743;-256.242;-256.692;-256.911;-256.958;-255.964;13:09:34
58;24.5862;24.5432;-256.747;-256.242;-256.7;-256.903;-256.974;-255.964;13:09:35
59;24.5784;24.5354;-256.747;-256.246;-256.7;-256.911;-256.966;-255.972;13:09:35
60;24.594;24.5432;-256.743;-256.242;-256.7;-256.903;-256.981;-255.964;13:09:36
61;24.594;24.551;-256.747;-256.246;-256.7;-256.911;-256.966;-255.964;13:09:36
62;24.6253;24.5745;-256.743;-256.242;-256.692;-256.911;-256.974;-255.964;13:09:37
63;24.641;24.5823;-256.743;-256.246;-256.7;-256.903;-256.958;-255.964;13:09:37
64;24.6566;24.6058;-256.747;-256.25;-256.7;-256.911;-256.966;-255.964;13:09:38
65;24.6723;24.6097;-256.743;-256.25;-256.7;-256.911;-256.966;-255.964;13:09:38
66;24.684;24.6214;-256.743;-256.246;-256.692;-256.903;-256.966;-255.956;13:09:39
67;24.7153;24.6332;-256.743;-256.25;-256.692;-256.911;-256.958;-255.964;13:09:39
68;24.7466;24.6566;-256.747;-256.25;-256.7;-256.903;-256.966;-255.964;13:09:40
69;24.7701;24.6645;-256.743;-256.25;-256.692;-256.911;-256.958;-255.956;13:09:40
70;24.8092;24.6958;-256.747;-256.246;-256.7;-256.911;-256.958;-255.964;13:09:41
71;24.8249;24.7114;-256.747;-256.25;-256.692;-256.911;-256.958;-255.956;13:09:41
72;24.8484;24.7349;-256.747;-256.25;-256.7;-256.911;-256.958;-255.964;13:09:42
73;24.8679;24.7584;-256.747;-256.25;-256.7;-256.903;-256.95;-255.956;13:09:42
74;24.8914;24.7662;-256.743;-256.246;-256.692;-256.911;-256.958;-255.956;13:09:43
75;24.9227;24.7818;-256.743;-256.25;-256.7;-256.919;-256.966;-255.964;13:09:43
76;24.9462;24.7936;-256.747;-256.242;-256.692;-256.903;-256.966;-255.956;13:09:44
77;24.9853;24.8092;-256.751;-256.25;-256.7;-256.911;-256.958;-255.956;13:09:44
78;25.0088;24.8249;-256.747;-256.246;-256.692;-256.903;-256.966;-255.956;13:09:45
79;25.0244;24.8484;-256.743;-256.25;-256.7;-256.911;-256.958;-255.956;13:09:45
80;25.0557;24.864;-256.743;-256.25;-256.692;-256.903;-256.958;-255.964;13:09:46
81;25.0675;24.8797;-256.747;-256.25;-256.7;-256.903;-256.958;-255.956;13:09:46
82;25.0909;24.9031;-256.743;-256.246;-256.692;-256.895;-256.966;-255.964;13:09:47
83;25.1066;24.911;-256.747;-256.25;-256.692;-256.911;-256.95;-255.956;13:09:47
84;25.1222;24.9188;-256.743;-256.246;-256.692;-256.911;-256.958;-255.956;13:09:48
85;25.1457;24.9423;-256.747;-256.25;-256.692;-256.911;-256.95;-255.964;13:09:48
86;25.1692;24.9579;-256.747;-256.246;-256.684;-256.903;-256.958;-255.964;13:09:49
87;25.177;24.9579;-256.747;-256.25;-256.692;-256.911;-256.95;-255.964;13:09:49
88;25.1927;24.9657;-256.747;-256.242;-256.692;-256.911;-256.966;-255.964;13:09:50
89;25.2083;24.9814;-256.743;-256.246;-256.692;-256.903;-256.95;-255.964;13:09:50
90;25.2318;24.9892;-256.739;-256.246;-256.7;-256.911;-256.958;-255.964;13:09:51
91;25.2396;25.0009;-256.747;-256.246;-256.692;-256.911;-256.95;-255.964;13:09:51
92;25.2631;25.0127;-256.747;-256.242;-256.692;-256.903;-256.95;-255.964;13:09:52
93;25.2905;25.0322;-256.747;-256.246;-256.7;-256.911;-256.958;-255.964;13:09:52
94;25.3139;25.0635;-256.743;-256.246;-256.692;-256.911;-256.958;-255.964;13:09:53
95;25.3687;25.0948;-256.747;-256.246;-256.692;-256.911;-256.958;-255.964;13:09:53
96;25.4235;25.134;-256.743;-256.242;-256.692;-256.911;-256.966;-255.964;13:09:54
97;25.4704;25.1809;-256.747;-256.25;-256.692;-256.911;-256.958;-255.956;13:09:54
98;25.5213;25.2122;-256.743;-256.246;-256.692;-256.911;-256.966;-255.964;13:09:55
99;25.5761;25.2435;-256.743;-256.246;-256.7;-256.903;-256.958;-255.956;13:09:55
100;25.6387;25.2944;-256.747;-256.246;-256.7;-256.911;-256.974;-255.964;13:09:56
101;25.7013;25.3413;-256.743;-256.246;-256.692;-256.911;-256.966;-255.964;13:09:56
102;25.76;25.3922;-256.743;-256.246;-256.692;-256.903;-256.958;-255.956;13:09:57
