Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
6;29.6607;28.7804;-256.747;-256.25;-256.7;-256.911;-256.95;-255.949;14:20:44
7;29.6686;28.7882;-256.743;-256.254;-256.7;-256.911;-256.942;-255.949;14:20:44
8;29.6764;28.7882;-256.743;-256.254;-256.7;-256.911;-256.958;-255.949;14:20:45
9;29.6686;28.7804;-256.747;-256.246;-256.7;-256.911;-256.942;-255.956;14:20:45
10;29.6686;28.7882;-256.751;-256.25;-256.7;-256.911;-256.95;-255.949;14:20:46
11;29.6686;28.7726;-256.747;-256.25;-256.708;-256.911;-256.95;-255.949;14:20:46
12;29.6764;28.7882;-256.747;-256.25;-256.7;-256.911;-256.95;-255.956;14:20:47
13;29.6686;28.7804;-256.751;-256.25;-256.7;-256.911;-256.95;-255.941;14:20:47
14;29.6686;28.7882;-256.743;-256.25;-256.7;-256.911;-256.95;-255.949;14:20:48
15;29.6607;28.7804;-256.747;-256.254;-256.7;-256.919;-256.95;-255.949;14:20:48
16;29.6607;28.7726;-256.747;-256.25;-256.7;-256.911;-256.95;-255.949;14:20:49
17;29.6686;28.7882;-256.743;-256.254;-256.7;-256.919;-256.942;-255.949;14:20:49
18;29.6607;28.7804;-256.743;-256.25;-256.692;-256.911;-256.942;-255.949;14:20:50
19;29.6686;28.7882;-256.747;-256.254;-256.7;-256.919;-256.95;-255.941;14:20:50
20;29.6686;28.7804;-256.743;-256.25;-256.7;-256.919;-256.942;-255.956;14:20:51
21;29.6607;28.7804;-256.743;-256.254;-256.7;-256.919;-256.95;-255.949;14:20:51
22;29.6607;28.7882;-256.735;-256.25;-256.7;-256.919;-256.942;-255.956;14:20:52
23;29.6686;28.7882;-256.743;-256.25;-256.708;-256.911;-256.942;-255.956;14:20:52
24;29.6686;28.7882;-256.735;-256.25;-256.708;-256.919;-256.942;-255.949;14:20:53
25;29.6764;28.7804;-256.735;-256.25;-256.7;-256.911;-256.942;-255.949;14:20:53
26;29.6686;28.7804;-256.735;-256.246;-256.7;-256.919;-256.935;-255.949;14:20:54
27;29.6686;28.7882;-256.727;-256.25;-256.708;-256.911;-256.95;-255.949;14:20:54
28;29.6764;28.7804;-256.743;-256.246;-256.708;-256.919;-256.935;-255.956;14:20:55
29;29.6686;28.7882;-256.735;-256.25;-256.7;-256.911;-256.942;-255.949;14:20:55
30;29.6686;28.7882;-256.735;-256.25;-256.7;-256.903;-256.95;-255.949;14:20:56
31;29.6607;28.7882;-256.735;-256.25;-256.708;-256.911;-256.935;-255.949;14:20:56
32;29.6764;28.7804;-256.727;-256.25;-256.7;-256.911;-256.942;-255.949;14:20:57
33;29.6764;28.7882;-256.743;-256.254;-256.7;-256.919;-256.942;-255.949;14:20:57
34;29.6686;28.7882;-256.743;-256.25;-256.7;-256.911;-256.942;-255.956;14:20:58
35;29.6764;28.7804;-256.735;-256.254;-256.708;-256.911;-256.935;-255.949;14:20:58
36;29.6686;28.7726;-256.727;-256.25;-256.7;-256.919;-256.942;-255.949;14:20:59
37;29.6686;28.7804;-256.735;-256.25;-256.7;-256.919;-256.942;-255.941;14:20:59
38;29.6607;28.7804;-256.743;-256.25;-256.708;-256.919;-256.942;-255.956;14:21:00
39;29.6607;28.7726;-256.735;-256.25;-256.7;-256.911;-256.95;-255.945;14:21:00
40;29.6686;28.7726;-256.743;-256.246;-256.708;-256.911;-256.935;-255.956;14:21:01
41;29.6607;28.7648;-256.731;-256.25;-256.7;-256.919;-256.95;-255.949;14:21:01
42;29.6607;28.7648;-256.739;-256.246;-256.708;-256.911;-256.942;-255.949;14:21:02
43;29.6686;28.7726;-256.743;-256.25;-256.7;-256.919;-256.95;-255.949;14:21:02
44;29.6607;28.7648;-256.739;-256.246;-256.7;-256.911;-256.95;-255.956;14:21:03
45;29.6607;28.7648;-256.743;-256.25;-256.692;-256.919;-256.942;-255.949;14:21:03
46;29.6607;28.7648;-256.735;-256.25;-256.7;-256.911;-256.95;-255.949;14:21:04
47;29.6686;28.7648;-256.743;-256.25;-256.7;-256.911;-256.942;-255.949;14:21:04
48;29.6607;28.7726;-256.735;-256.25;-256.7;-256.911;-256.942;-255.949;14:21:05
49;29.6686;28.7648;-256.731;-256.25;-256.708;-256.919;-256.95;-255.949;14:21:05
50;29.6686;28.7648;-256.739;-256.25;-256.7;-256.911;-256.942;-255.949;14:21:06
51;29.6529;28.7648;-256.743;-256.25;-256.708;-256.919;-256.95;-255.949;14:21:06
52;29.6607;28.7648;-256.735;-256.25;-256.7;-256.911;-256.942;-255.949;14:21:07
53;29.6529;28.7648;-256.743;-256.254;-256.7;-256.911;-256.942;-255.949;14:21:07
54;29.6529;28.7726;-256.735;-256.25;-256.708;-256.919;-256.935;-255.949;14:21:08
55;29.6529;28.7726;-256.735;-256.25;-256.7;-256.919;-256.942;-255.956;14:21:08
56;29.649;28.7648;-256.735;-256.254;-256.7;-256.911;-256.942;-255.941;14:21:09
57;29.6529;28.7648;-256.743;-256.25;-256.7;-256.911;-256.95;-255.949;14:21:09
58;29.649;28.7648;-256.743;-256.25;-256.7;-256.911;-256.95;-255.949;14:21:10
59;29.6529;28.7648;-256.735;-256.25;-256.7;-256.919;-256.942;-255.949;14:21:10
60;29.649;28.7648;-256.743;-256.25;-256.692;-256.911;-256.942;-255.949;14:21:11
61;29.649;28.7569;-256.735;-256.25;-256.7;-256.919;-256.95;-255.949;14:21:11
62;29.649;28.7569;-256.735;-256.25;-256.692;-256.911;-256.942;-255.949;14:21:12
63;29.6451;28.7491;-256.751;-256.246;-256.692;-256.919;-256.95;-255.949;14:21:12
64;29.6451;28.7569;-256.743;-256.25;-256.7;-256.911;-256.95;-255.949;14:21:13
65;29.649;28.7569;-256.751;-256.25;-256.708;-256.919;-256.95;-255.956;14:21:13
66;29.649;28.7569;-256.743;-256.25;-256.7;-256.919;-256.95;-255.949;14:21:14
67;29.649;28.7491;-256.747;-256.25;-256.7;-256.911;-256.95;-255.949;14:21:14
68;29.649;28.7491;-256.743;-256.25;-256.7;-256.911;-256.95;-255.949;14:21:15
69;29.6529;28.7491;-256.747;-256.25;-256.7;-256.911;-256.95;-255.956;14:21:15
70;29.6529;28.7569;-256.751;-256.25;-256.7;-256.911;-256.942;-255.949;14:21:16
71;29.6529;28.7413;-256.743;-256.246;-256.7;-256.919;-256.95;-255.949;14:21:16
72;29.649;28.7335;-256.743;-256.25;-256.7;-256.911;-256.942;-255.949;14:21:17
73;29.6568;28.7491;-256.743;-256.25;-256.7;-256.911;-256.942;-255.949;14:21:17
74;29.6529;28.7335;-256.747;-256.246;-256.708;-256.911;-256.95;-255.949;14:21:18
75;29.649;28.7335;-256.743;-256.25;-256.7;-256.911;-256.942;-255.956;14:21:18
76;29.649;28.7413;-256.735;-256.254;-256.708;-256.911;-256.95;-255.949;14:21:19
77;29.649;28.7335;-256.747;-256.25;-256.7;-256.911;-256.942;-255.956;14:21:19
78;29.649;28.7335;-256.743;-256.254;-256.7;-256.911;-256.942;-255.956;14:21:20
79;29.6529;28.7413;-256.735;-256.25;-256.708;-256.919;-256.95;-255.956;14:21:20
80;29.649;28.7335;-256.747;-256.254;-256.708;-256.911;-256.95;-255.949;14:21:21
81;29.6529;28.7413;-256.743;-256.25;-256.7;-256.911;-256.942;-255.956;14:21:21
82;29.649;28.7335;-256.735;-256.254;-256.7;-256.911;-256.95;-255.949;14:21:22
