Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
8;27.2819;26.8085;-256.751;-256.246;-256.715;-256.919;-256.942;-255.964;14:23:33
9;27.2663;26.8007;-256.747;-256.246;-256.7;-256.911;-256.942;-255.956;14:23:33
10;27.2585;26.7929;-256.747;-256.246;-256.7;-256.919;-256.95;-255.964;14:23:34
11;27.2506;26.785;-256.747;-256.25;-256.7;-256.919;-256.942;-255.964;14:23:34
12;27.2428;26.785;-256.743;-256.246;-256.7;-256.919;-256.95;-255.964;14:23:35
13;27.2272;26.7772;-256.747;-256.246;-256.7;-256.911;-256.942;-255.956;14:23:35
14;27.2272;26.7694;-256.747;-256.246;-256.7;-256.919;-256.942;-255.964;14:23:36
15;27.2193;26.7616;-256.747;-256.25;-256.7;-256.919;-256.95;-255.972;14:23:36
16;27.2193;26.7537;-256.747;-256.25;-256.7;-256.919;-256.942;-255.964;14:23:37
17;27.2037;26.7381;-256.747;-256.246;-256.7;-256.919;-256.95;-255.964;14:23:37
18;27.1959;26.7381;-256.743;-256.25;-256.692;-256.919;-256.942;-255.964;14:23:38
19;27.188;26.7303;-256.747;-256.246;-256.7;-256.919;-256.95;-255.964;14:23:38
20;27.1724;26.7224;-256.747;-256.246;-256.7;-256.911;-256.942;-255.964;14:23:39
21;27.1724;26.7068;-256.747;-256.25;-256.708;-256.919;-256.942;-255.964;14:23:39
22;27.1567;26.6911;-256.747;-256.246;-256.7;-256.919;-256.942;-255.956;14:23:40
23;27.1567;26.7068;-256.747;-256.246;-256.7;-256.919;-256.942;-255.964;14:23:40
24;27.1489;26.6911;-256.743;-256.246;-256.7;-256.919;-256.942;-255.956;14:23:41
25;27.145;26.6833;-256.747;-256.25;-256.7;-256.919;-256.95;-255.964;14:23:41
26;27.1411;26.6833;-256.747;-256.246;-256.7;-256.919;-256.935;-255.956;14:23:42
27;27.1372;26.6833;-256.747;-256.25;-256.7;-256.919;-256.942;-255.964;14:23:42
28;27.1333;26.6755;-256.743;-256.246;-256.7;-256.927;-256.942;-255.956;14:23:43
29;27.1333;26.6677;-256.747;-256.246;-256.708;-256.919;-256.942;-255.964;14:23:43
30;27.1293;26.652;-256.747;-256.246;-256.7;-256.911;-256.942;-255.956;14:23:44
31;27.1215;26.652;-256.743;-256.246;-256.7;-256.927;-256.95;-255.956;14:23:44
32;27.1059;26.6442;-256.747;-256.246;-256.708;-256.919;-256.942;-255.964;14:23:45
33;27.098;26.6364;-256.747;-256.246;-256.7;-256.927;-256.942;-255.956;14:23:45
34;27.0902;26.6364;-256.743;-256.25;-256.7;-256.911;-256.935;-255.964;14:23:46
35;27.0902;26.6285;-256.747;-256.242;-256.7;-256.919;-256.942;-255.956;14:23:46
36;27.0902;26.6364;-256.747;-256.246;-256.7;-256.919;-256.95;-255.964;14:23:47
37;27.098;26.6364;-256.747;-256.242;-256.7;-256.919;-256.942;-255.956;14:23:47
38;27.1137;26.652;-256.743;-256.246;-256.7;-256.919;-256.942;-255.964;14:23:48
