Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
1;24.5001;24.4336;-256.751;-256.246;-256.7;-256.903;-256.958;-255.964;13:00:53
2;24.5001;24.4336;-256.747;-256.25;-256.692;-256.911;-256.958;-255.956;13:00:53
3;24.5001;24.4336;-256.751;-256.246;-256.7;-256.911;-256.966;-255.956;13:00:53
4;24.508;24.4336;-256.751;-256.246;-256.692;-256.911;-256.958;-255.956;13:00:54
5;24.5001;24.4336;-256.751;-256.246;-256.7;-256.903;-256.958;-255.956;13:00:54
6;24.508;24.4336;-256.751;-256.246;-256.692;-256.911;-256.958;-255.964;13:00:55
7;24.508;24.4336;-256.751;-256.246;-256.7;-256.911;-256.958;-255.956;13:00:55
8;24.5001;24.4415;-256.751;-256.246;-256.7;-256.911;-256.966;-255.964;13:00:56
9;24.5001;24.4258;-256.747;-256.246;-256.7;-256.903;-256.966;-255.956;13:00:56
10;24.508;24.4415;-256.751;-256.242;-256.692;-256.903;-256.966;-255.964;13:00:57
11;24.5001;24.4336;-256.747;-256.246;-256.7;-256.911;-256.958;-255.956;13:00:57
12;24.5001;24.4415;-256.747;-256.242;-256.7;-256.911;-256.966;-255.964;13:00:58
13;24.5001;24.4415;-256.747;-256.246;-256.692;-256.911;-256.958;-255.956;13:00:58
14;24.5001;24.4415;-256.747;-256.246;-256.7;-256.903;-256.958;-255.956;13:00:59
15;24.5001;24.4493;-256.751;-256.246;-256.7;-256.903;-256.974;-255.956;13:00:59
16;24.5001;24.4415;-256.751;-256.246;-256.7;-256.903;-256.966;-255.956;13:01:00
17;24.5001;24.4493;-256.747;-256.246;-256.7;-256.911;-256.958;-255.956;13:01:00
18;24.5001;24.4415;-256.751;-256.246;-256.692;-256.903;-256.966;-255.956;13:01:01
19;24.508;24.4415;-256.751;-256.246;-256.7;-256.903;-256.966;-255.956;13:01:01
20;24.5001;24.4415;-256.751;-256.246;-256.692;-256.903;-256.966;-255.956;13:01:02
21;24.4923;24.4336;-256.751;-256.242;-256.692;-256.903;-256.958;-255.956;13:01:02
22;24.4923;24.4493;-256.758;-256.242;-256.692;-256.903;-256.958;-255.949;13:01:03
23;24.4923;24.4493;-256.747;-256.246;-256.692;-256.911;-256.958;-255.956;13:01:03
24;24.4923;24.4336;-256.751;-256.242;-256.684;-256.903;-256.966;-255.956;13:01:04
25;24.5001;24.4493;-256.751;-256.246;-256.692;-256.911;-256.966;-255.956;13:01:04
26;24.5001;24.4415;-256.755;-256.246;-256.7;-256.911;-256.958;-255.949;13:01:05
27;24.5001;24.4415;-256.755;-256.246;-256.692;-256.903;-256.958;-255.956;13:01:05
28;24.5001;24.4415;-256.751;-256.246;-256.692;-256.911;-256.966;-255.949;13:01:06
29;24.5001;24.4415;-256.755;-256.246;-256.684;-256.903;-256.958;-255.949;13:01:06
30;24.5001;24.4493;-256.747;-256.242;-256.692;-256.895;-256.95;-255.941;13:01:07
31;24.5001;24.4415;-256.751;-256.246;-256.692;-256.903;-256.966;-255.949;13:01:07
32;24.5001;24.4415;-256.751;-256.246;-256.692;-256.911;-256.958;-255.941;13:01:08
33;24.5001;24.4493;-256.751;-256.246;-256.7;-256.903;-256.958;-255.949;13:01:08
34;24.5001;24.4493;-256.751;-256.246;-256.692;-256.903;-256.958;-255.949;13:01:09
35;24.508;24.4336;-256.751;-256.242;-256.692;-256.903;-256.966;-255.941;13:01:09
36;24.508;24.4415;-256.755;-256.242;-256.7;-256.895;-256.958;-255.956;13:01:10
37;24.508;24.4415;-256.755;-256.246;-256.692;-256.903;-256.966;-255.949;13:01:10
38;24.5158;24.4493;-256.751;-256.242;-256.7;-256.903;-256.95;-255.956;13:01:11
39;24.508;24.4493;-256.751;-256.242;-256.684;-256.903;-256.966;-255.949;13:01:11
40;24.508;24.4415;-256.751;-256.246;-256.7;-256.911;-256.958;-255.956;13:01:12
41;24.5001;24.4415;-256.747;-256.242;-256.692;-256.903;-256.958;-255.949;13:01:12
42;24.5001;24.4415;-256.751;-256.246;-256.692;-256.903;-256.966;-255.949;13:01:13
43;24.508;24.4493;-256.747;-256.242;-256.7;-256.903;-256.958;-255.956;13:01:13
44;24.5001;24.4415;-256.747;-256.242;-256.692;-256.903;-256.974;-255.949;13:01:14
45;24.508;24.4493;-256.747;-256.242;-256.692;-256.895;-256.974;-255.949;13:01:14
46;24.5001;24.4493;-256.743;-256.242;-256.692;-256.903;-256.974;-255.956;13:01:15
47;24.5001;24.4415;-256.747;-256.246;-256.692;-256.895;-256.958;-255.949;13:01:15
48;24.5001;24.4493;-256.743;-256.242;-256.692;-256.911;-256.966;-255.956;13:01:16
49;24.508;24.4336;-256.743;-256.242;-256.692;-256.903;-256.966;-255.949;13:01:16
50;24.5001;24.4493;-256.747;-256.246;-256.692;-256.903;-256.958;-255.956;13:01:17
51;24.508;24.4493;-256.743;-256.246;-256.692;-256.903;-256.966;-255.956;13:01:17
52;24.5001;24.4493;-256.747;-256.25;-256.692;-256.903;-256.974;-255.956;13:01:18
53;24.5001;24.4415;-256.743;-256.246;-256.7;-256.911;-256.966;-255.956;13:01:18
54;24.5001;24.4571;-256.747;-256.242;-256.684;-256.903;-256.966;-255.956;13:01:19
55;24.508;24.4493;-256.747;-256.246;-256.7;-256.903;-256.958;-255.956;13:01:19
