Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
5;31.3118;31.0301;-256.743;-256.246;-256.7;-256.903;-256.966;-255.988;13:26:44
6;31.3118;31.0223;-256.735;-256.25;-256.692;-256.911;-256.958;-255.988;13:26:44
7;31.3196;31.0301;-256.727;-256.246;-256.7;-256.903;-256.95;-255.988;13:26:44
8;31.3118;31.0223;-256.735;-256.246;-256.692;-256.911;-256.966;-255.988;13:26:44
9;31.3118;31.0223;-256.727;-256.246;-256.7;-256.903;-256.958;-255.98;13:26:45
10;31.3118;31.0066;-256.735;-256.246;-256.692;-256.911;-256.958;-255.988;13:26:45
11;31.3118;31.0066;-256.743;-256.246;-256.7;-256.911;-256.95;-255.98;13:26:46
12;31.3118;31.0066;-256.735;-256.25;-256.692;-256.919;-256.958;-255.98;13:26:46
13;31.3196;31.0066;-256.743;-256.254;-256.692;-256.911;-256.958;-255.98;13:26:47
14;31.3118;30.9988;-256.735;-256.246;-256.7;-256.911;-256.958;-255.988;13:26:47
15;31.3118;30.9988;-256.735;-256.25;-256.692;-256.919;-256.95;-255.98;13:26:48
16;31.304;30.9988;-256.727;-256.25;-256.7;-256.911;-256.95;-255.988;13:26:48
17;31.304;30.991;-256.735;-256.25;-256.7;-256.903;-256.95;-255.98;13:26:49
18;31.2962;30.991;-256.735;-256.254;-256.7;-256.903;-256.958;-255.98;13:26:49
19;31.304;30.991;-256.735;-256.262;-256.7;-256.903;-256.95;-255.988;13:26:50
20;31.3001;30.991;-256.735;-256.25;-256.7;-256.911;-256.958;-255.988;13:26:50
21;31.2923;30.9753;-256.727;-256.254;-256.7;-256.911;-256.958;-255.98;13:26:51
22;31.2962;30.9753;-256.735;-256.25;-256.692;-256.911;-256.958;-255.98;13:26:51
23;31.2883;30.9753;-256.735;-256.25;-256.7;-256.911;-256.958;-255.98;13:26:52
24;31.2883;30.9753;-256.719;-256.246;-256.7;-256.911;-256.958;-255.988;13:26:52
25;31.2883;30.9832;-256.727;-256.25;-256.7;-256.911;-256.958;-255.972;13:26:53
26;31.2844;30.9675;-256.727;-256.25;-256.7;-256.919;-256.95;-255.988;13:26:53
27;31.2805;30.9675;-256.719;-256.254;-256.692;-256.911;-256.958;-255.98;13:26:54
28;31.2805;30.9675;-256.735;-256.25;-256.7;-256.919;-256.95;-255.98;13:26:54
29;31.2766;30.9597;-256.727;-256.25;-256.692;-256.911;-256.95;-255.98;13:26:55
30;31.2766;30.9597;-256.735;-256.254;-256.7;-256.911;-256.95;-255.972;13:26:55
