Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;K_int;T_stab;Time
70;33.5576;33.1703;27.5519;-256.285;-256.684;-256.864;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:05.221
71;33.5654;33.1703;27.5519;-256.285;-256.668;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:05.722
72;33.5693;33.1781;27.5519;-256.285;-256.676;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:06.223
73;33.5693;33.1703;27.5597;-256.293;-256.676;-256.856;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:06.721
74;33.5693;33.1781;27.5597;-256.285;-256.684;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:07.219
75;33.5693;33.1781;27.5519;-256.285;-256.676;-256.856;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:07.719
76;33.5772;33.1859;27.5519;-256.285;-256.676;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:08.220
77;33.5772;33.1859;27.5519;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:08.721
78;33.5811;33.2016;27.5597;-256.285;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:09.219
79;33.5928;33.1937;27.5597;-256.285;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:09.721
80;33.585;33.2016;27.5597;-256.285;-256.684;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:10.222
81;33.6006;33.2094;27.5519;-256.285;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:10.722
82;33.6085;33.2094;27.5597;-256.293;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:11.224
83;33.6085;33.2172;27.5754;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:11.723
84;33.6241;33.2172;27.5675;-256.285;-256.668;-256.864;-256.935;-255.972;6.363;400;200;100;35;2025-25-23 11:25:12.221
85;33.6319;33.225;27.5597;-256.285;-256.684;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:12.721
86;33.6319;33.2329;27.5675;-256.285;-256.676;-256.856;-256.919;-255.972;6.363;400;200;100;35;2025-25-23 11:25:13.221
87;33.6398;33.2329;27.5675;-256.285;-256.684;-256.856;-256.935;-255.972;6.363;400;200;100;35;2025-25-23 11:25:13.721
88;33.6476;33.2329;27.5597;-256.285;-256.676;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:14.219
89;33.6554;33.2407;27.5519;-256.277;-256.676;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:14.721
90;33.6632;33.2407;27.5675;-256.285;-256.684;-256.856;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:15.222
91;33.6632;33.2563;27.5597;-256.277;-256.676;-256.856;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:15.725
92;33.6711;33.2563;27.5597;-256.285;-256.684;-256.856;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:16.224
93;33.6789;33.2563;27.5597;-256.277;-256.676;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:16.722
94;33.6867;33.2563;27.5597;-256.293;-256.668;-256.856;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:17.220
95;33.6945;33.272;27.5597;-256.285;-256.676;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:17.717
96;33.6945;33.2681;27.5597;-256.285;-256.676;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:18.221
97;33.7102;33.2759;27.5597;-256.277;-256.676;-256.848;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:18.718
98;33.7102;33.2798;27.5675;-256.285;-256.668;-256.848;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:19.221
99;33.7258;33.2798;27.5597;-256.285;-256.684;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:19.714
100;33.7258;33.2837;27.5675;-256.277;-256.676;-256.848;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:20.220
101;33.7337;33.2876;27.5597;-256.277;-256.684;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:20.719
102;33.7337;33.2876;27.5675;-256.285;-256.684;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:21.221
103;33.7493;33.2915;27.5519;-256.293;-256.676;-256.856;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:21.721
104;33.7571;33.2955;27.5597;-256.285;-256.684;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:22.217
105;33.7571;33.2994;27.5519;-256.277;-256.684;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:22.718
106;33.7728;33.3072;27.5519;-256.285;-256.684;-256.864;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:23.221
107;33.7806;33.3072;27.5441;-256.285;-256.684;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:23.721
108;33.7806;33.315;27.5519;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:24.219
109;33.7845;33.315;27.5519;-256.277;-256.676;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:24.718
110;33.7845;33.3228;27.5597;-256.277;-256.676;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:25.221
111;33.7923;33.3307;27.5519;-256.285;-256.684;-256.848;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:25.721
112;33.7963;33.3385;27.5519;-256.277;-256.676;-256.856;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:26.224
113;33.8002;33.3463;27.5519;-256.277;-256.684;-256.848;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:26.725
114;33.808;33.3463;27.5519;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:27.221
115;33.8158;33.3541;27.5519;-256.277;-256.676;-256.848;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:27.721
116;33.8158;33.362;27.5597;-256.277;-256.684;-256.848;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:28.217
117;33.8236;33.362;27.5519;-256.285;-256.676;-256.848;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:28.721
118;33.8393;33.3698;27.5441;-256.277;-256.668;-256.856;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:29.218
119;33.8393;33.3776;27.5519;-256.277;-256.676;-256.848;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:29.718
120;33.8471;33.3776;27.5441;-256.277;-256.676;-256.848;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:30.218
121;33.8549;33.3854;27.5519;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:30.721
122;33.8628;33.3933;27.5441;-256.277;-256.684;-256.848;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:31.221
123;33.8706;33.4011;27.5519;-256.285;-256.676;-256.848;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:31.721
124;33.8784;33.3933;27.5441;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:32.221
125;33.8941;33.4089;27.5441;-256.285;-256.684;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:32.718
126;33.8941;33.4167;27.5441;-256.277;-256.676;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:33.218
127;33.9019;33.4246;27.5441;-256.277;-256.676;-256.848;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:33.718
128;33.9097;33.4246;27.5519;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:34.221
129;33.9097;33.4324;27.5441;-256.285;-256.684;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:34.721
130;33.9254;33.4324;27.5519;-256.277;-256.676;-256.856;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:35.221
131;33.9254;33.4402;27.5519;-256.285;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:35.721
132;33.9332;33.448;27.5597;-256.285;-256.676;-256.856;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:36.221
133;33.9332;33.448;27.5519;-256.293;-256.676;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:36.721
134;33.9488;33.4559;27.5519;-256.285;-256.676;-256.856;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:37.221
135;33.9567;33.4559;27.5519;-256.285;-256.676;-256.872;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:37.721
136;33.9567;33.4715;27.5597;-256.285;-256.676;-256.856;-256.935;-255.949;6.363;400;200;100;35;2025-25-23 11:25:38.221
137;33.9606;33.4715;27.5597;-256.285;-256.676;-256.856;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:38.721
138;33.9645;33.4872;27.5597;-256.285;-256.676;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:39.219
139;33.9684;33.4872;27.5519;-256.285;-256.676;-256.864;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:39.725
140;33.9723;33.4911;27.5519;-256.285;-256.676;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:40.223
141;33.9762;33.495;27.5519;-256.285;-256.676;-256.864;-256.919;-255.964;6.363;400;200;100;35;2025-25-23 11:25:40.725
142;33.9841;33.495;27.5519;-256.285;-256.676;-256.856;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:41.225
143;33.9841;33.5028;27.5597;-256.285;-256.676;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:41.725
144;33.9997;33.5028;27.5519;-256.277;-256.676;-256.856;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:42.223
145;34.0075;33.5106;27.5597;-256.285;-256.668;-256.856;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:42.723
146;34.0075;33.5067;27.5519;-256.285;-256.676;-256.856;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:43.223
147;34.0154;33.5224;27.5675;-256.293;-256.668;-256.864;-256.931;-255.964;6.363;400;200;100;35;2025-25-23 11:25:43.722
148;34.0154;33.5224;27.5519;-256.285;-256.668;-256.864;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:44.223
149;34.031;33.5224;27.5441;-256.285;-256.676;-256.864;-256.919;-255.949;6.363;400;200;100;35;2025-25-23 11:25:44.724
150;34.0388;33.5302;27.5441;-256.285;-256.668;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:45.225
151;34.0467;33.5302;27.5441;-256.285;-256.676;-256.864;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:45.724
152;34.0545;33.5459;27.5362;-256.285;-256.676;-256.864;-256.919;-255.956;6.363;400;200;100;35;2025-25-23 11:25:46.223
153;34.0623;33.5537;27.5441;-256.293;-256.668;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:46.722
154;34.0623;33.5615;27.5362;-256.285;-256.676;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:47.219
155;34.078;33.5615;27.5441;-256.285;-256.668;-256.864;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:47.719
156;34.078;33.5693;27.5441;-256.293;-256.668;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:48.221
157;34.078;33.5772;27.5441;-256.285;-256.676;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:48.721
158;34.0858;33.5772;27.5519;-256.285;-256.668;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:49.221
159;34.0936;33.585;27.5519;-256.285;-256.668;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:49.717
160;34.1014;33.5928;27.5519;-256.285;-256.668;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:50.221
161;34.1014;33.585;27.5597;-256.285;-256.668;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:50.720
162;34.1171;33.6006;27.5597;-256.285;-256.676;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:51.218
163;34.1171;33.6085;27.5597;-256.285;-256.668;-256.864;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:51.720
164;34.1249;33.6085;27.5675;-256.277;-256.668;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:52.217
165;34.1406;33.6241;27.5597;-256.285;-256.668;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:52.721
166;34.1406;33.6163;27.5597;-256.285;-256.668;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:53.215
167;34.1484;33.6241;27.5597;-256.285;-256.668;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-25-23 11:25:53.716
168;34.1484;33.6319;27.5597;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:54.221
169;34.1562;33.6398;27.5597;-256.293;-256.668;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:54.721
170;34.1562;33.6398;27.5597;-256.285;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:55.221
171;34.164;33.6554;27.5597;-256.277;-256.676;-256.864;-256.942;-255.964;6.363;400;200;100;35;2025-25-23 11:25:55.721
172;34.1719;33.6554;27.5519;-256.285;-256.668;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:56.221
173;34.1758;33.6554;27.5675;-256.277;-256.684;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:56.718
174;34.1758;33.6632;27.5597;-256.285;-256.676;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:57.221
175;34.1836;33.6671;27.5675;-256.285;-256.676;-256.856;-256.942;-255.964;6.363;400;200;100;35;2025-25-23 11:25:57.725
176;34.1914;33.6671;27.5675;-256.277;-256.668;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:58.221
177;34.1914;33.6711;27.5597;-256.285;-256.668;-256.856;-256.935;-255.956;6.363;400;200;100;35;2025-25-23 11:25:58.724
178;34.1993;33.6711;27.5597;-256.285;-256.676;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-25-23 11:25:59.223
179;34.2071;33.6789;27.5597;-256.285;-256.676;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-25-23 11:25:59.723
180;34.2071;33.6828;27.5597;-256.285;-256.676;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-26-23 11:26:00.221
181;34.2227;33.6828;27.5597;-256.285;-256.668;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:00.721
182;34.2227;33.6906;27.5597;-256.285;-256.668;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-26-23 11:26:01.220
183;34.2306;33.6984;27.5519;-256.285;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:01.721
184;34.2384;33.6906;27.5597;-256.285;-256.668;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:02.221
185;34.2384;33.7063;27.5519;-256.285;-256.668;-256.864;-256.919;-255.964;6.363;400;200;100;35;2025-26-23 11:26:02.721
186;34.254;33.7141;27.5597;-256.277;-256.676;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:03.221
187;34.254;33.7141;27.5597;-256.293;-256.661;-256.864;-256.919;-255.956;6.363;400;200;100;35;2025-26-23 11:26:03.724
188;34.2619;33.7297;27.5519;-256.285;-256.676;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:04.224
189;34.2697;33.7297;27.5519;-256.285;-256.668;-256.856;-256.919;-255.964;6.363;400;200;100;35;2025-26-23 11:26:04.723
190;34.2697;33.7376;27.5519;-256.285;-256.668;-256.864;-256.927;-255.956;6.363;400;200;100;35;2025-26-23 11:26:05.223
191;34.2853;33.7454;27.5519;-256.285;-256.668;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-26-23 11:26:05.723
192;34.2932;33.7532;27.5441;-256.277;-256.676;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-26-23 11:26:06.222
193;34.301;33.7532;27.5519;-256.285;-256.668;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:06.722
194;34.301;33.7532;27.5519;-256.285;-256.661;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:07.221
195;34.301;33.7689;27.5519;-256.285;-256.668;-256.864;-256.919;-255.956;6.363;400;200;100;35;2025-26-23 11:26:07.722
196;34.3088;33.7689;27.5519;-256.285;-256.676;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:08.223
197;34.3166;33.7767;27.5519;-256.285;-256.668;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:08.723
198;34.3245;33.7767;27.5441;-256.293;-256.668;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:09.220
199;34.3323;33.7845;27.5597;-256.285;-256.668;-256.856;-256.935;-255.964;6.363;400;200;100;35;2025-26-23 11:26:09.720
200;34.3323;33.7845;27.5441;-256.293;-256.668;-256.864;-256.935;-255.964;6.363;400;200;100;35;2025-26-23 11:26:10.217
201;34.3401;33.7923;27.5597;-256.285;-256.668;-256.864;-256.935;-255.956;6.363;400;200;100;35;2025-26-23 11:26:10.718
202;34.3479;33.8002;27.5597;-256.293;-256.668;-256.864;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:11.221
203;34.3558;33.8002;27.5519;-256.293;-256.668;-256.864;-256.935;-255.956;6.363;400;200;100;35;2025-26-23 11:26:11.721
204;34.3558;33.808;27.5441;-256.285;-256.668;-256.856;-256.927;-255.964;6.363;400;200;100;35;2025-26-23 11:26:12.221
