Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;K_int;T_stab;Time
2;34.3636;34.1288;27.5441;-256.285;-256.692;-256.856;-256.942;-255.964;0;None;1000;1000;None;2025-18-23 11:18:05.270
3;34.3558;34.1288;27.5362;-256.293;-256.684;-256.848;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:05.757
4;34.3636;34.1288;27.5441;-256.285;-256.684;-256.848;-256.942;-255.964;0;None;1000;1000;None;2025-18-23 11:18:06.260
5;34.3558;34.1288;27.5362;-256.285;-256.684;-256.856;-256.935;-255.964;0;None;1000;1000;None;2025-18-23 11:18:06.758
6;34.3558;34.1288;27.5362;-256.293;-256.684;-256.856;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:07.259
7;34.3636;34.1366;27.5362;-256.285;-256.692;-256.856;-256.935;-255.964;0;None;1000;1000;None;2025-18-23 11:18:07.759
8;34.3558;34.1288;27.5284;-256.285;-256.684;-256.856;-256.927;-255.956;0;None;1000;1000;None;2025-18-23 11:18:08.258
9;34.3636;34.1445;27.5362;-256.285;-256.684;-256.856;-256.927;-255.956;0;None;1000;1000;None;2025-18-23 11:18:08.758
10;34.3636;34.1288;27.5362;-256.293;-256.684;-256.856;-256.927;-255.956;0;None;1000;1000;None;2025-18-23 11:18:09.258
11;34.3714;34.1288;27.5362;-256.285;-256.684;-256.848;-256.935;-255.949;0;None;1000;1000;None;2025-18-23 11:18:09.758
12;34.3714;34.1366;27.5441;-256.285;-256.684;-256.856;-256.927;-255.949;0;None;1000;1000;None;2025-18-23 11:18:10.258
13;34.3792;34.1366;27.5362;-256.285;-256.684;-256.856;-256.935;-255.949;0;None;1000;1000;None;2025-18-23 11:18:10.759
14;34.3871;34.1366;27.5441;-256.285;-256.684;-256.848;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:11.259
15;34.3871;34.1445;27.5362;-256.277;-256.692;-256.856;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:11.760
16;34.391;34.1445;27.5441;-256.285;-256.684;-256.848;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:12.260
17;34.391;34.1445;27.5441;-256.285;-256.684;-256.848;-256.942;-255.956;0;None;1000;1000;None;2025-18-23 11:18:12.758
18;34.3988;34.1523;27.5362;-256.285;-256.684;-256.856;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:13.259
19;34.3949;34.1601;27.5362;-256.285;-256.692;-256.848;-256.927;-255.956;0;None;1000;1000;None;2025-18-23 11:18:13.758
20;34.4027;34.1601;27.5441;-256.285;-256.684;-256.848;-256.942;-255.949;0;None;1000;1000;None;2025-18-23 11:18:14.258
21;34.4027;34.1601;27.5441;-256.293;-256.692;-256.848;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:14.758
22;34.4066;34.1679;27.5441;-256.285;-256.684;-256.848;-256.942;-255.956;0;None;1000;1000;None;2025-18-23 11:18:15.260
23;34.4144;34.1679;27.5441;-256.285;-256.684;-256.856;-256.935;-255.964;0;None;1000;1000;None;2025-18-23 11:18:15.759
24;34.4144;34.1758;27.5441;-256.293;-256.692;-256.856;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:16.260
25;34.4223;34.1679;27.5441;-256.285;-256.684;-256.848;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:16.758
26;34.4223;34.1758;27.5362;-256.277;-256.684;-256.848;-256.942;-255.956;0;None;1000;1000;None;2025-18-23 11:18:17.259
27;34.4379;34.1758;27.5441;-256.293;-256.684;-256.856;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:17.758
28;34.4379;34.1758;27.5441;-256.301;-256.692;-256.848;-256.935;-255.949;0;None;1000;1000;None;2025-18-23 11:18:18.258
29;34.4536;34.1914;27.5362;-256.293;-256.684;-256.864;-256.927;-255.956;0;None;1000;1000;None;2025-18-23 11:18:18.758
30;34.4536;34.1836;27.5519;-256.293;-256.692;-256.856;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:19.259
31;34.4614;34.1914;27.5441;-256.285;-256.676;-256.848;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:19.759
32;34.4614;34.1914;27.5441;-256.293;-256.692;-256.856;-256.927;-255.956;0;None;1000;1000;None;2025-18-23 11:18:20.258
33;34.477;34.2071;27.5441;-256.293;-256.684;-256.848;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:20.759
34;34.477;34.1993;27.5441;-256.285;-256.684;-256.848;-256.935;-255.956;0;None;1000;1000;None;2025-18-23 11:18:21.258
