Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;K_int;T_stab;Time
5;35.0444;34.7001;27.6223;-256.285;-256.7;-256.864;-256.942;-255.949;0;None;1000;1000;None;2025-01-23 12:01:42.375
6;35.0522;34.7001;27.6145;-256.285;-256.7;-256.864;-256.935;-255.949;0;None;1000;1000;None;2025-01-23 12:01:42.380
7;35.0444;34.6922;27.6145;-256.285;-256.692;-256.864;-256.935;-255.949;0;None;1000;1000;None;2025-01-23 12:01:42.382
8;35.0444;34.6922;27.6145;-256.277;-256.708;-256.864;-256.935;-255.941;0;None;1000;1000;None;2025-01-23 12:01:42.383
9;35.0444;34.6844;27.6223;-256.285;-256.692;-256.864;-256.942;-255.941;0;None;1000;1000;None;2025-01-23 12:01:42.385
10;35.0365;34.6922;27.6223;-256.277;-256.692;-256.864;-256.935;-255.941;0;None;1000;1000;None;2025-01-23 12:01:42.386
11;35.0365;34.6922;27.6223;-256.285;-256.692;-256.856;-256.935;-255.941;0;None;1000;1000;None;2025-01-23 12:01:42.791
12;35.0365;34.6844;27.6223;-256.285;-256.7;-256.864;-256.927;-255.941;0;None;1000;1000;None;2025-01-23 12:01:43.290
13;35.0287;34.6844;27.6145;-256.285;-256.692;-256.856;-256.935;-255.949;0;None;1000;1000;None;2025-01-23 12:01:43.789
14;35.0287;34.6766;27.6145;-256.285;-256.692;-256.856;-256.927;-255.949;0;None;1000;1000;None;2025-01-23 12:01:44.290
15;35.0209;34.6766;27.6223;-256.285;-256.7;-256.864;-256.927;-255.949;0;None;1000;1000;None;2025-01-23 12:01:44.792
16;35.0209;34.6766;27.6223;-256.285;-256.692;-256.864;-256.935;-255.949;0;None;1000;1000;None;2025-01-23 12:01:45.292
17;35.0131;34.6766;27.6301;-256.285;-256.692;-256.856;-256.935;-255.949;0;None;1000;1000;None;2025-01-23 12:01:45.791
18;35.0052;34.6766;27.6223;-256.285;-256.692;-256.864;-256.942;-255.949;0;None;1000;1000;None;2025-01-23 12:01:46.291
19;35.0052;34.6688;27.638;-256.285;-256.692;-256.856;-256.942;-255.941;0;None;1000;1000;None;2025-01-23 12:01:46.783
20;35.0052;34.6609;27.638;-256.285;-256.7;-256.864;-256.935;-255.949;0;None;1000;1000;None;2025-01-23 12:01:47.290
21;35.0052;34.6688;27.6301;-256.285;-256.692;-256.864;-256.942;-255.949;0;None;1000;1000;None;2025-01-23 12:01:47.791
22;34.9974;34.6609;27.638;-256.293;-256.692;-256.864;-256.935;-255.949;0;None;1000;1000;None;2025-01-23 12:01:48.290
23;35.0013;34.6453;27.6301;-256.285;-256.692;-256.872;-256.942;-255.949;0;None;1000;1000;None;2025-01-23 12:01:48.788
24;34.9974;34.6375;27.6458;-256.285;-256.692;-256.864;-256.942;-255.949;0;None;1000;1000;None;2025-01-23 12:01:49.283
25;34.9935;34.6375;27.6301;-256.285;-256.7;-256.872;-256.935;-255.956;0;None;1000;1000;None;2025-01-23 12:01:49.781
26;34.9974;34.6218;27.6458;-256.285;-256.692;-256.864;-256.942;-255.949;0;None;1000;1000;None;2025-01-23 12:01:50.290
27;34.9935;34.614;27.6301;-256.285;-256.684;-256.864;-256.935;-255.964;0;None;1000;1000;None;2025-01-23 12:01:50.791
28;34.9857;34.6218;27.638;-256.277;-256.7;-256.864;-256.935;-255.964;0;None;1000;1000;None;2025-01-23 12:01:51.292
29;34.9778;34.614;27.638;-256.277;-256.7;-256.864;-256.935;-255.964;0;None;1000;1000;None;2025-01-23 12:01:51.789
30;34.9778;34.5983;27.638;-256.285;-256.7;-256.864;-256.935;-255.956;0;None;1000;1000;None;2025-01-23 12:01:52.288
31;34.97;34.6062;27.638;-256.277;-256.7;-256.872;-256.927;-255.964;0;None;1000;1000;None;2025-01-23 12:01:52.784
32;34.97;34.6062;27.638;-256.277;-256.7;-256.864;-256.935;-255.956;0;None;1000;1000;None;2025-01-23 12:01:53.290
33;34.9544;34.5905;27.6458;-256.285;-256.708;-256.864;-256.935;-255.956;0;None;1000;1000;None;2025-01-23 12:01:53.782
34;34.9465;34.5983;27.638;-256.285;-256.7;-256.872;-256.935;-255.956;0;None;1000;1000;None;2025-01-23 12:01:54.290
35;34.9387;34.5905;27.6223;-256.285;-256.7;-256.864;-256.935;-255.956;0;None;1000;1000;None;2025-01-23 12:01:54.787
36;34.9387;34.5827;27.638;-256.293;-256.692;-256.856;-256.927;-255.964;0;None;1000;1000;None;2025-01-23 12:01:55.286
37;34.9231;34.5905;27.638;-256.285;-256.7;-256.864;-256.927;-255.956;0;None;1000;1000;None;2025-01-23 12:01:55.782
38;34.9309;34.5905;27.6301;-256.285;-256.692;-256.864;-256.935;-255.972;0;None;1000;1000;None;2025-01-23 12:01:56.289
