Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time;;;;;;;;;
1498;29.2225;27.3915;11.9253;-256.254;-256.708;-256.919;-256.974;-255.964;37.599;308;37.35;30;10:51:36;;;;;;;;;
1499;29.2304;27.3837;11.9253;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;308;37.35;30;10:51:36;;;;;;;;;
1500;29.2304;27.3915;11.9253;-256.254;-256.7;-256.919;-256.974;-255.972;37.599;305;37.35;30;10:51:37;;;;;;;;;
1501;29.246;27.3837;11.9292;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;305;37.35;30;10:51:37;;;;;;;;;
1502;29.2382;27.3758;11.9292;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;299;37.35;30;10:51:38;;;;;;;;;
1503;29.246;27.3758;11.9332;-256.254;-256.7;-256.919;-256.974;-255.972;37.599;302;37.35;30;10:51:38;;;;;;;;;
1504;29.2538;27.3837;11.9253;-256.254;-256.7;-256.911;-256.974;-255.964;37.599;299;37.35;30;10:51:39;;;;;;;;;
1505;29.2617;27.3758;11.9253;-256.254;-256.7;-256.919;-256.981;-255.964;37.599;296;37.35;30;10:51:39;;;;;;;;;
1506;29.2617;27.3837;11.9253;-256.254;-256.708;-256.911;-256.974;-255.964;37.599;293;37.35;30;10:51:40;;;;;;;;;
1507;29.2695;27.368;11.9253;-256.254;-256.7;-256.919;-256.981;-255.964;37.599;293;37.35;30;10:51:40;;;;;;;;;
1508;29.2695;27.368;11.9292;-256.25;-256.7;-256.911;-256.981;-255.972;37.599;290;37.35;30;10:51:41;;;;;;;;;
1509;29.2773;27.3758;11.9292;-256.262;-256.7;-256.919;-256.989;-255.964;37.599;290;37.35;30;10:51:41;;;;;;;;;
1510;29.2851;27.3602;11.9292;-256.254;-256.7;-256.911;-256.989;-255.964;37.599;287;37.35;30;10:51:42;;;;;;;;;
1511;29.2773;27.3602;11.9371;-256.254;-256.7;-256.911;-256.981;-255.964;37.599;284;37.35;30;10:51:42;;;;;;;;;
1512;29.2851;27.3524;11.9371;-256.254;-256.7;-256.903;-256.981;-255.964;37.599;287;37.35;30;10:51:43;;;;;;;;;
1513;29.2773;27.3445;11.9292;-256.254;-256.708;-256.911;-256.981;-255.964;37.599;284;37.35;30;10:51:43;;;;;;;;;
1514;29.2851;27.3445;11.9292;-256.262;-256.708;-256.919;-256.981;-255.956;37.599;287;37.35;30;10:51:44;;;;;;;;;
1515;29.2851;27.3524;11.9371;-256.254;-256.7;-256.919;-256.981;-255.964;37.599;284;37.35;30;10:51:44;;;;;;;;;
1516;29.2851;27.3445;11.9292;-256.262;-256.7;-256.911;-256.974;-255.964;37.599;284;37.35;30;10:51:45;;;;;;;;;
1517;29.293;27.3445;11.9292;-256.262;-256.708;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:51:45;;;;;;;;;
1518;29.293;27.3367;11.9371;-256.254;-256.7;-256.919;-256.981;-255.964;37.599;280;37.35;30;10:51:46;;;;;;;;;
1519;29.3008;27.3367;11.9253;-256.262;-256.7;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:51:46;;;;;;;;;
1520;29.3086;27.3367;11.9292;-256.262;-256.708;-256.919;-256.981;-255.964;37.599;277;37.35;30;10:51:47;;;;;;;;;
1521;29.3008;27.3289;11.9292;-256.254;-256.708;-256.911;-256.974;-255.964;37.599;274;37.35;30;10:51:47;;;;;;;;;
1522;29.3086;27.3289;11.9292;-256.262;-256.7;-256.919;-256.974;-255.964;37.599;277;37.35;30;10:51:48;;;;;;;;;
1523;29.3008;27.3211;11.9292;-256.254;-256.7;-256.919;-256.981;-255.964;37.599;274;37.35;30;10:51:48;;;;;;;;;
1524;29.3086;27.3211;11.9292;-256.254;-256.708;-256.919;-256.974;-255.964;37.599;277;37.35;30;10:51:49;;;;;;;;;
1525;29.3086;27.3289;11.9292;-256.262;-256.7;-256.911;-256.981;-255.964;37.599;274;37.35;30;10:51:49;;;;;;;;;
1526;29.3008;27.3289;11.9292;-256.262;-256.7;-256.919;-256.974;-255.964;37.599;274;37.35;30;10:51:50;;;;;;;;;
1527;29.3008;27.3132;11.9292;-256.254;-256.7;-256.911;-256.974;-255.964;37.599;277;37.35;30;10:51:50;;;;;;;;;
1528;29.3008;27.3054;11.9292;-256.254;-256.7;-256.919;-256.981;-255.964;37.599;277;37.35;30;10:51:51;;;;;;;;;
1529;29.3008;27.3132;11.9292;-256.262;-256.7;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:51:51;;;;;;;;;
1530;29.3008;27.3132;11.9371;-256.262;-256.692;-256.919;-256.981;-255.964;37.599;277;37.35;30;10:51:52;;;;;;;;;
1531;29.3008;27.3054;11.9449;-256.262;-256.7;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:51:52;;;;;;;;;
1532;29.3008;27.3132;11.9449;-256.262;-256.7;-256.919;-256.974;-255.964;37.599;277;37.35;30;10:51:53;;;;;;;;;
1533;29.3008;27.2898;11.9527;-256.262;-256.7;-256.919;-256.974;-255.964;37.599;277;37.35;30;10:51:53;;;;;;;;;
1534;29.3008;27.2976;11.9449;-256.262;-256.7;-256.911;-256.974;-255.972;37.599;277;37.35;30;10:51:54;;;;;;;;;
1535;29.3008;27.2976;11.9527;-256.262;-256.7;-256.927;-256.981;-255.972;37.599;277;37.35;30;10:51:54;;;;;;;;;
1536;29.3086;27.2976;11.9605;-256.262;-256.7;-256.919;-256.974;-255.964;37.599;277;37.35;30;10:51:55;;;;;;;;;
1537;29.3008;27.2898;11.9527;-256.262;-256.7;-256.919;-256.981;-255.972;37.599;274;37.35;30;10:51:55;;;;;;;;;
1538;29.3008;27.2819;11.9527;-256.254;-256.692;-256.911;-256.974;-255.964;37.599;277;37.35;30;10:51:56;;;;;;;;;
1539;29.3086;27.2741;11.9527;-256.262;-256.7;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:51:56;;;;;;;;;
1540;29.3008;27.2819;11.9605;-256.262;-256.7;-256.919;-256.981;-255.972;37.599;274;37.35;30;10:51:57;;;;;;;;;
1541;29.3164;27.2741;11.9605;-256.262;-256.7;-256.919;-256.981;-255.972;37.599;277;37.35;30;10:51:57;;;;;;;;;
1542;29.293;27.2663;11.9684;-256.262;-256.7;-256.919;-256.981;-255.964;37.599;271;37.35;30;10:51:58;;;;;;;;;
1543;29.3008;27.2585;11.9684;-256.269;-256.708;-256.919;-256.974;-255.972;37.599;280;37.35;30;10:51:58;;;;;;;;;
1544;29.3008;27.2663;11.9684;-256.262;-256.7;-256.919;-256.981;-255.964;37.599;277;37.35;30;10:51:59;;;;;;;;;
1545;29.3008;27.2741;11.9684;-256.262;-256.7;-256.919;-256.981;-255.972;37.599;277;37.35;30;10:51:59;;;;;;;;;
1546;29.2851;27.2663;11.9684;-256.269;-256.7;-256.919;-256.981;-255.964;37.599;277;37.35;30;10:52:00;;;;;;;;;
1547;29.3008;27.2585;11.9762;-256.262;-256.7;-256.927;-256.974;-255.972;37.599;284;37.35;30;10:52:00;;;;;;;;;
1548;29.2851;27.2428;11.9762;-256.262;-256.692;-256.919;-256.981;-255.964;37.599;277;37.35;30;10:52:01;;;;;;;;;
1549;29.2851;27.2428;11.9762;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:52:01;;;;;;;;;
1550;29.293;27.2428;11.9762;-256.262;-256.7;-256.911;-256.966;-255.964;37.599;284;37.35;30;10:52:02;;;;;;;;;
1551;29.293;27.2428;11.9684;-256.262;-256.7;-256.919;-256.981;-255.964;37.599;280;37.35;30;10:52:02;;;;;;;;;
1552;29.293;27.2272;11.9762;-256.262;-256.7;-256.911;-256.974;-255.972;37.599;280;37.35;30;10:52:03;;;;;;;;;
1553;29.3008;27.235;11.9762;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:52:03;;;;;;;;;
1554;29.2851;27.235;11.9762;-256.254;-256.708;-256.911;-256.974;-255.964;37.599;277;37.35;30;10:52:04;;;;;;;;;
1555;29.3008;27.2272;11.9762;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:52:04;;;;;;;;;
1556;29.3008;27.2272;11.984;-256.254;-256.708;-256.911;-256.974;-255.964;37.599;277;37.35;30;10:52:05;;;;;;;;;
1557;29.3008;27.2272;11.9762;-256.262;-256.708;-256.911;-256.974;-255.964;37.599;277;37.35;30;10:52:05;;;;;;;;;
1558;29.3008;27.2193;11.9684;-256.254;-256.7;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:52:06;;;;;;;;;
1559;29.293;27.2232;11.9762;-256.262;-256.7;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:52:06;;;;;;;;;
1560;29.293;27.2232;11.9684;-256.262;-256.708;-256.919;-256.974;-255.972;37.599;280;37.35;30;10:52:07;;;;;;;;;
1561;29.3086;27.2193;11.9762;-256.254;-256.708;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:52:07;;;;;;;;;
1562;29.3008;27.2232;11.9762;-256.254;-256.708;-256.919;-256.966;-255.972;37.599;274;37.35;30;10:52:08;;;;;;;;;
1563;29.3086;27.2154;11.984;-256.254;-256.708;-256.927;-256.966;-255.964;37.599;277;37.35;30;10:52:08;;;;;;;;;
1564;29.3008;27.2154;11.984;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;274;37.35;30;10:52:09;;;;;;;;;
1565;29.293;27.2154;11.984;-256.254;-256.708;-256.911;-256.974;-255.972;37.599;277;37.35;30;10:52:09;;;;;;;;;
1566;29.3008;27.2154;11.984;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:52:10;;;;;;;;;
1567;29.3086;27.2115;11.9918;-256.258;-256.7;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:52:10;;;;;;;;;
1568;29.3086;27.2115;11.9918;-256.254;-256.7;-256.919;-256.966;-255.972;37.599;274;37.35;30;10:52:11;;;;;;;;;
1569;29.3008;27.2076;11.9997;-256.254;-256.708;-256.919;-256.974;-255.964;37.599;274;37.35;30;10:52:11;;;;;;;;;
1570;29.3008;27.2076;11.9918;-256.262;-256.7;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:52:12;;;;;;;;;
1571;29.3008;27.1998;11.9997;-256.254;-256.7;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:52:12;;;;;;;;;
1572;29.293;27.1998;12.0075;-256.262;-256.692;-256.919;-256.974;-255.972;37.599;277;37.35;30;10:52:13;;;;;;;;;
1573;29.3008;27.2076;11.9997;-256.262;-256.708;-256.927;-256.974;-255.972;37.599;280;37.35;30;10:52:13;;;;;;;;;
1574;29.2851;27.1919;11.9997;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;277;37.35;30;10:52:14;;;;;;;;;
1575;29.293;27.1919;11.9997;-256.262;-256.708;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:52:14;;;;;;;;;
1576;29.2851;27.1919;11.9997;-256.254;-256.692;-256.911;-256.966;-255.964;37.599;280;37.35;30;10:52:15;;;;;;;;;
1577;29.293;27.1919;11.9997;-256.262;-256.708;-256.919;-256.966;-255.972;37.599;284;37.35;30;10:52:15;;;;;;;;;
1578;29.2851;27.1919;11.9997;-256.258;-256.692;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:52:16;;;;;;;;;
1579;29.2851;27.1919;11.9997;-256.254;-256.7;-256.919;-256.966;-255.964;37.599;284;37.35;30;10:52:16;;;;;;;;;
1580;29.2851;27.1919;11.9997;-256.254;-256.7;-256.919;-256.966;-255.972;37.599;284;37.35;30;10:52:17;;;;;;;;;
1581;29.2851;27.1763;12.0075;-256.254;-256.692;-256.919;-256.974;-255.972;37.599;284;37.35;30;10:52:17;;;;;;;;;
1582;29.2851;27.1841;11.9997;-256.254;-256.708;-256.927;-256.966;-255.964;37.599;284;37.35;30;10:52:18;;;;;;;;;
1583;29.293;27.1919;12.0075;-256.25;-256.7;-256.919;-256.966;-255.972;37.599;284;37.35;30;10:52:18;;;;;;;;;
1584;29.2773;27.1763;12.0075;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:52:19;;;;;;;;;
1585;29.2851;27.1841;12.0075;-256.254;-256.7;-256.919;-256.966;-255.972;37.599;287;37.35;30;10:52:19;;;;;;;;;
1586;29.2773;27.1763;12.0075;-256.254;-256.7;-256.919;-256.958;-255.964;37.599;284;37.35;30;10:52:20;;;;;;;;;
1587;29.2773;27.1919;12.0075;-256.254;-256.7;-256.927;-256.966;-255.972;37.599;287;37.35;30;10:52:20;;;;;;;;;
1588;29.2695;27.1841;11.9997;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;287;37.35;30;10:52:21;;;;;;;;;
1589;29.2773;27.1841;12.0153;-256.25;-256.708;-256.919;-256.966;-255.972;37.599;290;37.35;30;10:52:21;;;;;;;;;
1590;29.2773;27.1763;11.9997;-256.254;-256.7;-256.927;-256.966;-255.964;37.599;287;37.35;30;10:52:22;;;;;;;;;
1591;29.2695;27.1841;12.0075;-256.254;-256.7;-256.919;-256.966;-255.964;37.599;287;37.35;30;10:52:22;;;;;;;;;
1592;29.2695;27.1841;12.0075;-256.254;-256.7;-256.927;-256.958;-255.964;37.599;287;37.35;30;10:52:23;;;;;;;;;
1593;29.2695;27.1763;12.0075;-256.254;-256.7;-256.919;-256.966;-255.964;37.599;290;37.35;30;10:52:23;;;;;;;;;
1594;29.2695;27.1763;11.9997;-256.254;-256.7;-256.927;-256.966;-255.964;37.599;290;37.35;30;10:52:24;;;;;;;;;
1595;29.2695;27.1763;11.9997;-256.254;-256.708;-256.927;-256.974;-255.972;37.599;290;37.35;30;10:52:24;;;;;;;;;
1596;29.2773;27.1763;12.0075;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;290;37.35;30;10:52:25;;;;;;;;;
1597;29.2773;27.1763;12.0075;-256.254;-256.708;-256.927;-256.974;-255.972;37.599;290;37.35;30;10:52:25;;;;;;;;;
1598;29.2773;27.1763;11.9997;-256.254;-256.7;-256.927;-256.974;-255.964;37.599;287;37.35;30;10:52:26;;;;;;;;;
1599;29.2695;27.1763;11.9997;-256.25;-256.7;-256.919;-256.974;-255.972;37.599;287;37.35;30;10:52:26;;;;;;;;;
1600;29.2695;27.1606;11.9918;-256.254;-256.7;-256.927;-256.966;-255.972;37.599;287;37.35;30;10:52:27;;;;;;;;;
1601;29.2773;27.1685;12.0075;-256.254;-256.708;-256.919;-256.974;-255.972;37.599;290;37.35;30;10:52:27;;;;;;;;;
1602;29.2773;27.1528;11.9997;-256.254;-256.708;-256.927;-256.974;-255.972;37.599;287;37.35;30;10:52:28;;;;;;;;;
1603;29.2851;27.1685;11.9997;-256.262;-256.7;-256.919;-256.966;-255.972;37.599;287;37.35;30;10:52:28;;;;;;;;;
1604;29.2851;27.1606;11.9997;-256.254;-256.708;-256.927;-256.974;-255.972;37.599;287;37.35;30;10:52:29;;;;;;;;;
1605;29.293;27.1606;11.9997;-256.254;-256.7;-256.927;-256.974;-255.972;37.599;284;37.35;30;10:52:29;;;;;;;;;
1606;29.2851;27.1528;11.9918;-256.262;-256.7;-256.919;-256.981;-255.972;37.599;284;37.35;30;10:52:30;;;;;;;;;
1607;29.2773;27.1528;11.9918;-256.254;-256.715;-256.927;-256.966;-255.972;37.599;284;37.35;30;10:52:30;;;;;;;;;
1608;29.2851;27.1685;11.9997;-256.258;-256.7;-256.927;-256.974;-255.964;37.599;287;37.35;30;10:52:31;;;;;;;;;
1609;29.2773;27.1606;11.9997;-256.254;-256.7;-256.919;-256.974;-255.972;37.599;284;37.35;30;10:52:31;;;;;;;;;
1610;29.2773;27.1606;11.9918;-256.254;-256.7;-256.919;-256.966;-255.972;37.599;287;37.35;30;10:52:32;;;;;;;;;
1611;29.2773;27.1606;11.9918;-256.254;-256.692;-256.919;-256.966;-255.972;37.599;287;37.35;30;10:52:32;;;;;;;;;
1612;29.2695;27.1606;11.9918;-256.254;-256.708;-256.927;-256.966;-255.964;37.599;287;37.35;30;10:52:33;;;;;;;;;
1613;29.2851;27.1528;11.9997;-256.254;-256.7;-256.919;-256.981;-255.972;37.599;290;37.35;30;10:52:33;;;;;;;;;
1614;29.2773;27.1606;11.9918;-256.254;-256.708;-256.919;-256.966;-255.964;37.599;290;37.35;30;10:52:34;;;;;;;;;
1615;29.2851;27.1528;11.9997;-256.25;-256.692;-256.919;-256.974;-255.972;37.599;287;37.35;30;10:52:34;;;;;;;;;
1616;29.2695;27.1528;11.9918;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:52:35;;;;;;;;;
1617;29.2773;27.1528;11.9997;-256.254;-256.7;-256.927;-256.981;-255.972;37.599;284;37.35;30;10:52:35;;;;;;;;;
1618;29.2773;27.1606;11.9997;-256.25;-256.7;-256.919;-256.974;-255.964;37.599;287;37.35;30;10:52:36;;;;;;;;;
1619;29.2773;27.1606;11.9997;-256.254;-256.7;-256.927;-256.974;-255.964;37.599;287;37.35;30;10:52:36;;;;;;;;;
1620;29.2773;27.1528;11.9918;-256.262;-256.7;-256.919;-256.966;-255.964;37.599;287;37.35;30;10:52:37;;;;;;;;;
1621;29.2773;27.1528;11.9997;-256.25;-256.7;-256.927;-256.974;-255.964;37.599;287;37.35;30;10:52:37;;;;;;;;;
1622;29.2773;27.1528;11.984;-256.254;-256.7;-256.927;-256.974;-255.964;37.599;287;37.35;30;10:52:38;;;;;;;;;
1623;29.293;27.145;11.984;-256.25;-256.7;-256.927;-256.974;-255.964;37.599;287;37.35;30;10:52:38;;;;;;;;;
1624;29.2695;27.145;11.984;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:52:39;;;;;;;;;
1625;29.2773;27.145;11.9762;-256.25;-256.7;-256.927;-256.974;-255.964;37.599;280;37.35;30;10:52:39;;;;;;;;;
1626;29.2695;27.1528;11.9762;-256.254;-256.692;-256.919;-256.974;-255.956;37.599;287;37.35;30;10:52:40;;;;;;;;;
1627;29.2617;27.145;11.9918;-256.25;-256.7;-256.927;-256.966;-255.972;37.599;287;37.35;30;10:52:40;;;;;;;;;
1628;29.2695;27.145;11.9762;-256.254;-256.692;-256.927;-256.966;-255.964;37.599;293;37.35;30;10:52:41;;;;;;;;;
1629;29.2695;27.1528;11.9918;-256.254;-256.7;-256.919;-256.974;-255.972;37.599;290;37.35;30;10:52:41;;;;;;;;;
1630;29.2773;27.1528;11.9762;-256.25;-256.692;-256.927;-256.974;-255.972;37.599;290;37.35;30;10:52:42;;;;;;;;;
1631;29.2695;27.145;11.9762;-256.254;-256.7;-256.919;-256.966;-255.964;37.599;287;37.35;30;10:52:42;;;;;;;;;
1632;29.2695;27.145;11.984;-256.254;-256.7;-256.919;-256.958;-255.964;37.599;290;37.35;30;10:52:43;;;;;;;;;
1633;29.2695;27.145;11.984;-256.25;-256.7;-256.927;-256.966;-255.972;37.599;290;37.35;30;10:52:43;;;;;;;;;
1634;29.2695;27.1372;11.9762;-256.254;-256.7;-256.927;-256.966;-255.964;37.599;290;37.35;30;10:52:44;;;;;;;;;
1635;29.2695;27.1528;11.984;-256.25;-256.7;-256.919;-256.974;-255.964;37.599;290;37.35;30;10:52:44;;;;;;;;;
1636;29.2617;27.145;11.9762;-256.25;-256.7;-256.927;-256.958;-255.972;37.599;290;37.35;30;10:52:45;;;;;;;;;
1637;29.2617;27.145;11.9762;-256.25;-256.7;-256.927;-256.966;-255.964;37.599;293;37.35;30;10:52:45;;;;;;;;;
1638;29.2695;27.1372;11.9762;-256.25;-256.692;-256.919;-256.974;-255.964;37.599;293;37.35;30;10:52:46;;;;;;;;;
1639;29.2773;27.1528;11.984;-256.254;-256.7;-256.919;-256.966;-255.972;37.599;290;37.35;30;10:52:46;;;;;;;;;
1640;29.2773;27.145;11.9762;-256.254;-256.7;-256.927;-256.966;-255.964;37.599;287;37.35;30;10:52:47;;;;;;;;;
1641;29.2773;27.145;11.984;-256.262;-256.7;-256.919;-256.966;-255.972;37.599;287;37.35;30;10:52:47;;;;;;;;;
1642;29.2851;27.1372;11.9918;-256.25;-256.7;-256.927;-256.966;-255.964;37.599;287;37.35;30;10:52:48;;;;;;;;;
1643;29.2773;27.1528;11.984;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:52:48;;;;;;;;;
1644;29.2851;27.145;11.984;-256.254;-256.7;-256.927;-256.966;-255.964;37.599;287;37.35;30;10:52:49;;;;;;;;;
1645;29.2773;27.1528;11.9918;-256.25;-256.692;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:52:49;;;;;;;;;
1646;29.2773;27.145;11.984;-256.254;-256.7;-256.927;-256.974;-255.964;37.599;287;37.35;30;10:52:50;;;;;;;;;
1647;29.2773;27.1528;11.984;-256.25;-256.7;-256.919;-256.974;-255.964;37.599;287;37.35;30;10:52:50;;;;;;;;;
1648;29.2695;27.145;11.984;-256.25;-256.692;-256.927;-256.974;-255.972;37.599;287;37.35;30;10:52:51;;;;;;;;;
1649;29.2695;27.1528;11.984;-256.25;-256.7;-256.927;-256.981;-255.964;37.599;290;37.35;30;10:52:51;;;;;;;;;
1650;29.2773;27.1528;11.984;-256.25;-256.692;-256.919;-256.966;-255.972;37.599;290;37.35;30;10:52:52;;;;;;;;;
1651;29.2773;27.1528;11.984;-256.25;-256.7;-256.927;-256.974;-255.972;37.599;287;37.35;30;10:52:52;;;;;;;;;
1652;29.2773;27.1528;11.984;-256.254;-256.692;-256.919;-256.974;-255.964;37.599;287;37.35;30;10:52:53;;;;;;;;;
1653;29.2695;27.145;11.984;-256.25;-256.7;-256.919;-256.981;-255.964;37.599;287;37.35;30;10:52:53;;;;;;;;;
1654;29.2773;27.1528;11.984;-256.25;-256.692;-256.927;-256.974;-255.972;37.599;290;37.35;30;10:52:54;;;;;;;;;
1655;29.2773;27.1528;11.984;-256.25;-256.7;-256.919;-256.974;-255.964;37.599;287;37.35;30;10:52:54;;;;;;;;;
1656;29.2773;27.145;11.984;-256.246;-256.692;-256.919;-256.974;-255.972;37.599;287;37.35;30;10:52:55;;;;;;;;;
1657;29.2695;27.1528;11.9918;-256.25;-256.692;-256.927;-256.966;-255.972;37.599;287;37.35;30;10:52:55;;;;;;;;;
1658;29.2773;27.145;11.984;-256.25;-256.7;-256.927;-256.974;-255.964;37.599;290;37.35;30;10:52:56;;;;;;;;;
1659;29.2695;27.1528;11.9918;-256.25;-256.692;-256.919;-256.974;-255.972;37.599;287;37.35;30;10:52:56;;;;;;;;;
1660;29.2773;27.145;11.9918;-256.25;-256.692;-256.919;-256.966;-255.956;37.599;290;37.35;30;10:52:57;;;;;;;;;
1661;29.2773;27.1528;11.9918;-256.25;-256.7;-256.919;-256.966;-255.964;37.599;287;37.35;30;10:52:57;;;;;;;;;
1662;29.2851;27.1528;11.9918;-256.246;-256.7;-256.919;-256.974;-255.964;37.599;287;37.35;30;10:52:58;;;;;;;;;
1663;29.2695;27.145;12.0075;-256.254;-256.692;-256.927;-256.974;-255.964;37.599;284;37.35;30;10:52:58;;;;;;;;;
1664;29.2773;27.1528;11.9918;-256.254;-256.7;-256.919;-256.981;-255.964;37.599;290;37.35;30;10:52:59;;;;;;;;;
1665;29.2851;27.1528;11.9918;-256.254;-256.692;-256.919;-256.974;-255.964;37.599;287;37.35;30;10:52:59;;;;;;;;;
1666;29.2773;27.1606;11.984;-256.25;-256.7;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:53:00;;;;;;;;;
1667;29.2851;27.1528;11.9918;-256.25;-256.7;-256.911;-256.974;-255.964;37.599;287;37.35;30;10:53:00;;;;;;;;;
1668;29.2851;27.1528;11.9918;-256.25;-256.692;-256.911;-256.974;-255.964;37.599;284;37.35;30;10:53:01;;;;;;;;;
1669;29.2851;27.1528;11.9918;-256.25;-256.692;-256.911;-256.981;-255.956;37.599;284;37.35;30;10:53:01;;;;;;;;;
1670;29.293;27.1528;11.9918;-256.25;-256.692;-256.911;-256.974;-255.964;37.599;284;37.35;30;10:53:02;;;;;;;;;
1671;29.293;27.1528;11.9918;-256.254;-256.7;-256.911;-256.974;-255.964;37.599;280;37.35;30;10:53:02;;;;;;;;;
1672;29.293;27.1606;11.9918;-256.254;-256.7;-256.911;-256.974;-255.972;37.599;280;37.35;30;10:53:03;;;;;;;;;
1673;29.293;27.1528;11.9918;-256.254;-256.7;-256.911;-256.974;-255.964;37.599;280;37.35;30;10:53:03;;;;;;;;;
1674;29.3008;27.145;11.984;-256.25;-256.7;-256.911;-256.966;-255.956;37.599;280;37.35;30;10:53:04;;;;;;;;;
1675;29.3008;27.1606;11.9918;-256.25;-256.7;-256.911;-256.966;-255.964;37.599;277;37.35;30;10:53:04;;;;;;;;;
1676;29.3008;27.1528;11.984;-256.254;-256.692;-256.903;-256.966;-255.964;37.599;277;37.35;30;10:53:05;;;;;;;;;
1677;29.3008;27.1606;11.9918;-256.25;-256.7;-256.911;-256.974;-255.972;37.599;277;37.35;30;10:53:05;;;;;;;;;
1678;29.293;27.1606;11.984;-256.25;-256.7;-256.911;-256.974;-255.964;37.599;277;37.35;30;10:53:06;;;;;;;;;
1679;29.293;27.1528;11.9918;-256.25;-256.7;-256.911;-256.974;-255.972;37.599;280;37.35;30;10:53:06;;;;;;;;;
1680;29.3008;27.1528;11.984;-256.25;-256.692;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:53:07;;;;;;;;;
1681;29.3008;27.145;11.984;-256.25;-256.7;-256.919;-256.966;-255.964;37.599;277;37.35;30;10:53:07;;;;;;;;;
1682;29.3008;27.1528;11.9918;-256.25;-256.692;-256.919;-256.974;-255.964;37.599;277;37.35;30;10:53:08;;;;;;;;;
1683;29.3008;27.145;11.984;-256.254;-256.7;-256.919;-256.966;-255.964;37.599;277;37.35;30;10:53:08;;;;;;;;;
1684;29.293;27.1372;11.984;-256.254;-256.692;-256.911;-256.966;-255.972;37.599;277;37.35;30;10:53:09;;;;;;;;;
1685;29.2851;27.1372;11.9918;-256.25;-256.7;-256.919;-256.974;-255.964;37.599;280;37.35;30;10:53:09;;;;;;;;;
1686;29.2851;27.1528;11.9918;-256.246;-256.7;-256.919;-256.966;-255.964;37.599;284;37.35;30;10:53:10;;;;;;;;;
1687;29.2851;27.145;11.984;-256.25;-256.7;-256.919;-256.974;-255.964;37.599;284;37.35;30;10:53:10;;;;;;;;;
1688;29.2851;27.1372;11.9918;-256.25;-256.7;-256.911;-256.966;-255.964;37.599;284;37.35;30;10:53:11;;;;;;;;;
1689;29.2851;27.1528;11.984;-256.25;-256.692;-256.919;-256.981;-255.956;37.599;284;37.35;30;10:53:11;;;;;;;;;
1690;29.2773;27.145;11.984;-256.25;-256.692;-256.919;-256.981;-255.964;37.599;284;37.35;30;10:53:12;;;;;;;;;
1691;29.2695;27.145;11.9762;-256.246;-256.692;-256.919;-256.974;-255.964;37.599;287;37.35;30;10:53:12;;;;;;;;;
1692;29.2773;27.145;11.984;-256.254;-256.7;-256.919;-256.974;-255.964;37.599;290;37.35;30;10:53:13;;;;;;;;;
1693;29.2773;27.1528;11.9762;-256.25;-256.692;-256.911;-256.966;-255.956;37.599;287;37.35;30;10:53:13;;;;;;;;;
1694;29.2695;27.1528;11.984;-256.254;-256.708;-256.919;-256.974;-255.956;37.599;287;37.35;30;10:53:14;;;;;;;;;
1695;29.2695;27.1528;11.984;-256.25;-256.692;-256.919;-256.981;-255.956;37.599;290;37.35;30;10:53:14;;;;;;;;;
1696;29.2695;27.1606;11.984;-256.254;-256.7;-256.919;-256.974;-255.956;37.599;290;37.35;30;10:53:15;;;;;;;;;
1697;29.2695;27.1606;11.9762;-256.254;-256.692;-256.919;-256.974;-255.964;37.599;290;37.35;30;10:53:15;;;;;;;;;
