Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time;;;;;;;;;
1;20.1533;20.3724;12.4613;-256.269;-256.645;-256.888;-256.958;-255.988;0;None;1000;None;10:39:07;;;;;;;;;
2;20.1533;20.3685;12.4535;-256.269;-256.653;-256.903;-256.966;-255.98;0;None;1000;None;10:39:08;;;;;;;;;
3;20.1533;20.3724;12.4457;-256.262;-256.668;-256.911;-256.966;-255.972;0;None;1000;None;10:39:08;;;;;;;;;
4;20.1612;20.3724;12.4457;-256.254;-256.668;-256.919;-256.974;-255.972;0;None;1000;None;10:39:09;;;;;;;;;
5;20.1612;20.3764;12.4457;-256.25;-256.661;-256.911;-256.981;-255.972;0;None;1000;None;10:39:09;;;;;;;;;
6;20.1533;20.3724;12.43;-256.254;-256.668;-256.919;-256.981;-255.964;0;None;1000;None;10:39:10;;;;;;;;;
7;20.1533;20.3685;12.43;-256.254;-256.676;-256.927;-256.981;-255.956;0;None;1000;None;10:39:10;;;;;;;;;
8;20.1455;20.3724;12.43;-256.25;-256.661;-256.919;-256.981;-255.964;0;None;1000;None;10:39:11;;;;;;;;;
9;20.1612;20.3724;12.43;-256.254;-256.676;-256.927;-256.989;-255.964;0;None;1000;None;10:39:11;;;;;;;;;
10;20.1533;20.3685;12.4222;-256.254;-256.676;-256.927;-256.989;-255.964;0;None;1000;None;10:39:12;;;;;;;;;
11;20.1455;20.3685;12.4144;-256.25;-256.676;-256.919;-256.997;-255.956;0;None;1000;None;10:39:12;;;;;;;;;
12;20.1612;20.3724;12.4066;-256.254;-256.676;-256.919;-256.989;-255.964;0;None;1000;None;10:39:13;;;;;;;;;
13;20.1455;20.3685;12.3987;-256.25;-256.684;-256.919;-256.997;-255.956;0;None;1000;None;10:39:13;;;;;;;;;
14;20.1533;20.3685;12.4066;-256.25;-256.684;-256.919;-256.997;-255.964;0;None;1000;None;10:39:14;;;;;;;;;
15;20.1533;20.3685;12.3909;-256.25;-256.676;-256.919;-256.989;-255.964;0;None;1000;None;10:39:14;;;;;;;;;
16;20.1612;20.3685;12.3831;-256.246;-256.676;-256.919;-256.997;-255.964;0;None;1000;None;10:39:15;;;;;;;;;
17;20.1533;20.3724;12.3909;-256.25;-256.676;-256.927;-256.989;-255.956;0;None;1000;None;10:39:15;;;;;;;;;
18;20.1612;20.3685;12.3831;-256.246;-256.684;-256.927;-256.997;-255.964;0;None;1000;None;10:39:16;;;;;;;;;
19;20.1612;20.3724;12.3831;-256.246;-256.676;-256.927;-256.989;-255.964;0;None;1000;None;10:39:16;;;;;;;;;
20;20.1612;20.3685;12.3674;-256.246;-256.684;-256.927;-256.997;-255.956;0;None;1000;None;10:39:17;;;;;;;;;
21;20.1533;20.3724;12.3674;-256.246;-256.684;-256.927;-257.005;-255.956;0;None;1000;None;10:39:17;;;;;;;;;
22;20.1612;20.3724;12.3596;-256.246;-256.676;-256.927;-256.989;-255.964;0;None;1000;None;10:39:18;;;;;;;;;
23;20.1612;20.3685;12.3596;-256.246;-256.684;-256.927;-256.997;-255.956;0;None;1000;None;10:39:18;;;;;;;;;
24;20.1533;20.3685;12.3518;-256.246;-256.676;-256.927;-256.989;-255.964;0;None;1000;None;10:39:19;;;;;;;;;
25;20.1612;20.3685;12.3518;-256.246;-256.676;-256.935;-256.997;-255.956;0;None;1000;None;10:39:19;;;;;;;;;
26;20.1533;20.3646;12.344;-256.25;-256.684;-256.919;-256.997;-255.956;0;None;1000;None;10:39:20;;;;;;;;;
27;20.1533;20.3724;12.344;-256.25;-256.692;-256.927;-256.989;-255.964;0;None;1000;None;10:39:20;;;;;;;;;
28;20.1612;20.3685;12.3361;-256.25;-256.684;-256.935;-256.997;-255.949;0;None;1000;None;10:39:21;;;;;;;;;
29;20.1533;20.3646;12.344;-256.246;-256.692;-256.927;-256.997;-255.964;0;None;1000;None;10:39:21;;;;;;;;;
30;20.1612;20.3685;12.3283;-256.246;-256.684;-256.927;-257.005;-255.949;0;None;1000;None;10:39:22;;;;;;;;;
31;20.1612;20.3724;12.3283;-256.25;-256.692;-256.927;-256.997;-255.956;0;None;1000;None;10:39:22;;;;;;;;;
32;20.1612;20.3685;12.3205;-256.246;-256.684;-256.935;-256.997;-255.956;0;None;1000;None;10:39:23;;;;;;;;;
33;20.1533;20.3685;12.3166;-256.25;-256.684;-256.927;-256.997;-255.956;0;None;1000;None;10:39:23;;;;;;;;;
34;20.1455;20.3724;12.3127;-256.246;-256.7;-256.927;-256.989;-255.956;0;None;1000;None;10:39:24;;;;;;;;;
35;20.1533;20.3646;12.3127;-256.246;-256.684;-256.927;-256.997;-255.964;0;None;1000;None;10:39:24;;;;;;;;;
36;20.1533;20.3646;12.3127;-256.25;-256.692;-256.935;-257.005;-255.956;0;None;1000;None;10:39:25;;;;;;;;;
37;20.1612;20.3646;12.3048;-256.25;-256.692;-256.927;-257.005;-255.956;0;None;1000;None;10:39:25;;;;;;;;;
38;20.1533;20.3646;12.3088;-256.246;-256.684;-256.927;-257.005;-255.949;0;None;1000;None;10:39:26;;;;;;;;;
39;20.1533;20.3646;12.3048;-256.25;-256.692;-256.935;-256.997;-255.956;0;None;1000;None;10:39:26;;;;;;;;;
40;20.1533;20.3607;12.3048;-256.25;-256.692;-256.927;-256.997;-255.956;0;None;1000;None;10:39:27;;;;;;;;;
41;20.1533;20.3646;12.3048;-256.254;-256.676;-256.935;-257.013;-255.949;0;None;1000;None;10:39:27;;;;;;;;;
42;20.1612;20.3607;12.3009;-256.254;-256.684;-256.927;-256.997;-255.956;0;None;1000;None;10:39:28;;;;;;;;;
43;20.1612;20.3646;12.2931;-256.25;-256.692;-256.927;-257.005;-255.949;0;None;1000;None;10:39:28;;;;;;;;;
44;20.1612;20.3529;12.2931;-256.246;-256.684;-256.927;-257.005;-255.949;0;None;1000;None;10:39:29;;;;;;;;;
45;20.1612;20.3646;12.2931;-256.254;-256.684;-256.927;-257.005;-255.949;0;None;1000;None;10:39:29;;;;;;;;;
46;20.1612;20.3646;12.2853;-256.246;-256.692;-256.935;-257.005;-255.956;0;None;1000;None;10:39:30;;;;;;;;;
47;20.1533;20.3607;12.2853;-256.25;-256.692;-256.927;-256.997;-255.949;0;None;1000;None;10:39:30;;;;;;;;;
48;20.1533;20.3607;12.2775;-256.254;-256.684;-256.935;-256.989;-255.949;0;None;1000;None;10:39:31;;;;;;;;;
49;20.1533;20.3568;12.2775;-256.25;-256.684;-256.927;-256.997;-255.956;0;None;1000;None;10:39:31;;;;;;;;;
50;20.1533;20.3607;12.2696;-256.254;-256.684;-256.935;-256.997;-255.949;0;None;1000;None;10:39:32;;;;;;;;;
51;20.1612;20.3529;12.2618;-256.25;-256.692;-256.942;-257.005;-255.956;0;None;1000;None;10:39:32;;;;;;;;;
52;20.1455;20.3607;12.254;-256.254;-256.684;-256.935;-256.997;-255.949;0;None;1000;None;10:39:33;;;;;;;;;
53;20.1533;20.3607;12.2618;-256.25;-256.692;-256.942;-256.997;-255.956;0;None;1000;None;10:39:33;;;;;;;;;
54;20.1612;20.3529;12.2618;-256.254;-256.692;-256.935;-256.997;-255.949;0;None;1000;None;10:39:34;;;;;;;;;
55;20.1533;20.3607;12.2462;-256.25;-256.684;-256.942;-256.989;-255.956;0;None;1000;None;10:39:34;;;;;;;;;
56;20.169;20.3607;12.254;-256.254;-256.692;-256.935;-257.005;-255.949;0;None;1000;None;10:39:35;;;;;;;;;
57;20.1612;20.3607;12.2462;-256.25;-256.692;-256.935;-257.005;-255.949;0;None;1000;None;10:39:35;;;;;;;;;
58;20.1533;20.3529;12.2618;-256.25;-256.684;-256.935;-257.013;-255.949;0;None;1000;None;10:39:36;;;;;;;;;
59;20.1533;20.3529;12.2462;-256.254;-256.692;-256.935;-257.005;-255.949;0;None;1000;None;10:39:36;;;;;;;;;
60;20.1533;20.3451;12.2383;-256.254;-256.692;-256.935;-257.005;-255.956;0;None;1000;None;10:39:37;;;;;;;;;
61;20.1533;20.3451;12.2305;-256.258;-256.684;-256.935;-257.005;-255.956;0;None;1000;None;10:39:37;;;;;;;;;
62;20.1533;20.3529;12.2305;-256.254;-256.692;-256.942;-257.005;-255.949;0;None;1000;None;10:39:38;;;;;;;;;
63;20.1533;20.3607;12.2305;-256.258;-256.692;-256.935;-257.005;-255.956;0;None;1000;None;10:39:38;;;;;;;;;
64;20.1533;20.3529;12.2227;-256.25;-256.692;-256.942;-257.005;-255.949;0;None;1000;None;10:39:39;;;;;;;;;
65;20.1533;20.3529;12.2149;-256.254;-256.684;-256.935;-257.013;-255.949;37.599;None;37.35;30;10:39:39;;;;;;;;;
66;20.1533;20.3607;12.1992;-256.254;-256.692;-256.935;-257.005;-255.956;37.599;3912;37.35;30;10:39:40;;;;;;;;;
67;20.1533;20.3529;12.207;-256.254;-256.684;-256.935;-257.005;-255.956;37.599;3912;37.35;30;10:39:40;;;;;;;;;
68;20.1455;20.3529;12.207;-256.254;-256.692;-256.935;-256.997;-255.949;37.599;3912;37.35;30;10:39:41;;;;;;;;;
69;20.1533;20.3568;12.1992;-256.25;-256.692;-256.935;-257.005;-255.956;37.599;3915;37.35;30;10:39:41;;;;;;;;;
70;20.1533;20.3529;12.1992;-256.25;-256.684;-256.935;-257.005;-255.949;37.599;3912;37.35;30;10:39:42;;;;;;;;;
71;20.1455;20.3529;12.1914;-256.25;-256.692;-256.935;-257.005;-255.956;37.599;3912;37.35;30;10:39:42;;;;;;;;;
72;20.1533;20.3451;12.1914;-256.25;-256.684;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:39:43;;;;;;;;;
73;20.1533;20.3529;12.1836;-256.246;-256.684;-256.935;-257.005;-255.949;37.599;3912;37.35;30;10:39:43;;;;;;;;;
74;20.1533;20.3372;12.1836;-256.254;-256.692;-256.935;-257.005;-255.949;37.599;3912;37.35;30;10:39:44;;;;;;;;;
75;20.1533;20.3451;12.1757;-256.25;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:39:44;;;;;;;;;
76;20.1533;20.3529;12.1836;-256.254;-256.684;-256.935;-257.005;-255.949;37.599;3912;37.35;30;10:39:45;;;;;;;;;
77;20.1455;20.3529;12.1757;-256.254;-256.684;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:39:45;;;;;;;;;
78;20.1533;20.3451;12.1836;-256.25;-256.692;-256.942;-257.005;-255.949;37.599;3915;37.35;30;10:39:46;;;;;;;;;
79;20.1455;20.3451;12.1679;-256.254;-256.692;-256.935;-256.997;-255.949;37.599;3912;37.35;30;10:39:46;;;;;;;;;
80;20.1455;20.3372;12.1757;-256.254;-256.692;-256.935;-256.997;-255.949;37.599;3915;37.35;30;10:39:47;;;;;;;;;
81;20.1533;20.3372;12.1601;-256.262;-256.684;-256.942;-256.997;-255.949;37.599;3915;37.35;30;10:39:47;;;;;;;;;
82;20.1455;20.3372;12.1679;-256.25;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:39:48;;;;;;;;;
83;20.1455;20.3372;12.1523;-256.254;-256.684;-256.942;-256.997;-255.956;37.599;3915;37.35;30;10:39:48;;;;;;;;;
84;20.1533;20.3451;12.1601;-256.254;-256.692;-256.942;-257.005;-255.956;37.599;3915;37.35;30;10:39:49;;;;;;;;;
85;20.1533;20.3372;12.1523;-256.254;-256.692;-256.942;-256.997;-255.956;37.599;3912;37.35;30;10:39:49;;;;;;;;;
86;20.1533;20.3372;12.1523;-256.262;-256.684;-256.935;-257.005;-255.964;37.599;3912;37.35;30;10:39:50;;;;;;;;;
87;20.1455;20.3372;12.1444;-256.254;-256.692;-256.927;-257.005;-255.949;37.599;3912;37.35;30;10:39:50;;;;;;;;;
88;20.1533;20.3294;12.1444;-256.254;-256.684;-256.935;-256.997;-255.956;37.599;3915;37.35;30;10:39:51;;;;;;;;;
89;20.1533;20.3294;12.1366;-256.262;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:39:51;;;;;;;;;
90;20.1533;20.3294;12.1366;-256.254;-256.692;-256.927;-257.005;-255.956;37.599;3912;37.35;30;10:39:52;;;;;;;;;
91;20.1533;20.3294;12.1366;-256.25;-256.684;-256.935;-256.997;-255.949;37.599;3912;37.35;30;10:39:52;;;;;;;;;
92;20.1533;20.3294;12.1366;-256.254;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:39:53;;;;;;;;;
93;20.1455;20.3294;12.1288;-256.254;-256.684;-256.935;-257.005;-255.956;37.599;3912;37.35;30;10:39:53;;;;;;;;;
94;20.1533;20.3372;12.121;-256.262;-256.692;-256.935;-257.005;-255.949;37.599;3915;37.35;30;10:39:54;;;;;;;;;
95;20.1533;20.3294;12.1288;-256.262;-256.684;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:39:54;;;;;;;;;
96;20.1455;20.3294;12.121;-256.269;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:39:55;;;;;;;;;
97;20.1612;20.3294;12.121;-256.262;-256.692;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:39:55;;;;;;;;;
98;20.1533;20.3294;12.1014;-256.262;-256.684;-256.935;-257.005;-255.956;37.599;3909;37.35;30;10:39:56;;;;;;;;;
99;20.1455;20.3294;12.1014;-256.262;-256.684;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:39:56;;;;;;;;;
100;20.1533;20.3294;12.1014;-256.262;-256.684;-256.935;-256.989;-255.956;37.599;3915;37.35;30;10:39:57;;;;;;;;;
101;20.1533;20.3294;12.0975;-256.254;-256.692;-256.927;-257.005;-255.956;37.599;3912;37.35;30;10:39:57;;;;;;;;;
102;20.1533;20.3294;12.1014;-256.254;-256.692;-256.935;-256.997;-255.964;37.599;3912;37.35;30;10:39:58;;;;;;;;;
103;20.1455;20.3294;12.1014;-256.262;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:39:58;;;;;;;;;
104;20.1533;20.3294;12.0975;-256.254;-256.692;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:39:59;;;;;;;;;
105;20.1455;20.3294;12.0975;-256.269;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:39:59;;;;;;;;;
106;20.1533;20.3216;12.0936;-256.254;-256.692;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:40:00;;;;;;;;;
107;20.1533;20.3294;12.0897;-256.262;-256.684;-256.935;-257.005;-255.956;37.599;3912;37.35;30;10:40:00;;;;;;;;;
108;20.1533;20.3216;12.0936;-256.262;-256.692;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:40:01;;;;;;;;;
109;20.1533;20.3294;12.0897;-256.254;-256.692;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:40:01;;;;;;;;;
110;20.1612;20.3294;12.0857;-256.254;-256.684;-256.935;-257.013;-255.956;37.599;3912;37.35;30;10:40:02;;;;;;;;;
111;20.1533;20.3294;12.0857;-256.262;-256.692;-256.927;-257.005;-255.956;37.599;3909;37.35;30;10:40:02;;;;;;;;;
112;20.1533;20.3216;12.0857;-256.254;-256.684;-256.927;-257.013;-255.964;37.599;3912;37.35;30;10:40:03;;;;;;;;;
113;20.1533;20.3216;12.0779;-256.262;-256.684;-256.927;-257.005;-255.956;37.599;3912;37.35;30;10:40:03;;;;;;;;;
114;20.1612;20.3216;12.0779;-256.254;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:40:04;;;;;;;;;
115;20.1612;20.3216;12.0857;-256.254;-256.684;-256.927;-256.989;-255.949;37.599;3909;37.35;30;10:40:04;;;;;;;;;
116;20.1533;20.3216;12.0779;-256.262;-256.692;-256.919;-256.989;-255.956;37.599;3909;37.35;30;10:40:05;;;;;;;;;
117;20.1612;20.3138;12.0701;-256.262;-256.684;-256.919;-256.997;-255.956;37.599;3912;37.35;30;10:40:05;;;;;;;;;
118;20.1533;20.3294;12.0701;-256.262;-256.684;-256.919;-256.989;-255.949;37.599;3909;37.35;30;10:40:06;;;;;;;;;
119;20.1612;20.3216;12.0623;-256.254;-256.676;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:40:06;;;;;;;;;
120;20.1533;20.3216;12.0623;-256.254;-256.684;-256.927;-256.989;-255.949;37.599;3909;37.35;30;10:40:07;;;;;;;;;
121;20.1533;20.3294;12.0623;-256.25;-256.684;-256.927;-256.989;-255.956;37.599;3912;37.35;30;10:40:07;;;;;;;;;
122;20.1533;20.3294;12.0623;-256.254;-256.684;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:40:08;;;;;;;;;
123;20.1612;20.3294;12.0544;-256.254;-256.692;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:40:08;;;;;;;;;
124;20.1533;20.3216;12.0466;-256.25;-256.692;-256.927;-256.989;-255.949;37.599;3909;37.35;30;10:40:09;;;;;;;;;
125;20.1455;20.3138;12.0544;-256.265;-256.692;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:40:09;;;;;;;;;
126;20.1455;20.3216;12.0466;-256.25;-256.692;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:40:10;;;;;;;;;
127;20.1455;20.3216;12.0466;-256.254;-256.692;-256.935;-256.997;-255.949;37.599;3915;37.35;30;10:40:10;;;;;;;;;
128;20.1455;20.3138;12.0466;-256.25;-256.692;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:40:11;;;;;;;;;
129;20.1455;20.3138;12.0388;-256.254;-256.684;-256.935;-257.005;-255.956;37.599;3915;37.35;30;10:40:11;;;;;;;;;
130;20.1377;20.3138;12.0388;-256.254;-256.692;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:40:12;;;;;;;;;
131;20.1455;20.3138;12.031;-256.25;-256.684;-256.935;-256.997;-255.956;37.599;3918;37.35;30;10:40:12;;;;;;;;;
132;20.1455;20.3216;12.031;-256.254;-256.692;-256.935;-257.005;-255.956;37.599;3915;37.35;30;10:40:13;;;;;;;;;
133;20.1533;20.3138;12.0388;-256.25;-256.692;-256.927;-257.005;-255.949;37.599;3915;37.35;30;10:40:13;;;;;;;;;
134;20.1455;20.3138;12.031;-256.25;-256.692;-256.935;-257.005;-255.956;37.599;3912;37.35;30;10:40:14;;;;;;;;;
135;20.1455;20.3216;12.0231;-256.25;-256.692;-256.935;-257.013;-255.949;37.599;3915;37.35;30;10:40:14;;;;;;;;;
136;20.1455;20.3059;12.0231;-256.254;-256.692;-256.927;-257.005;-255.956;37.599;3915;37.35;30;10:40:15;;;;;;;;;
137;20.1377;20.3216;12.031;-256.25;-256.692;-256.935;-256.989;-255.949;37.599;3915;37.35;30;10:40:15;;;;;;;;;
138;20.1455;20.3216;12.0231;-256.25;-256.692;-256.927;-256.997;-255.964;37.599;3918;37.35;30;10:40:16;;;;;;;;;
139;20.1455;20.3138;12.0153;-256.25;-256.692;-256.935;-256.997;-255.956;37.599;3915;37.35;30;10:40:16;;;;;;;;;
140;20.1455;20.3138;12.0153;-256.25;-256.684;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:40:17;;;;;;;;;
141;20.1377;20.3216;12.0153;-256.25;-256.692;-256.927;-256.989;-255.949;37.599;3915;37.35;30;10:40:17;;;;;;;;;
142;20.1533;20.3059;12.0153;-256.25;-256.692;-256.927;-256.997;-255.956;37.599;3918;37.35;30;10:40:18;;;;;;;;;
143;20.1455;20.3216;12.0153;-256.25;-256.692;-256.935;-256.989;-255.949;37.599;3912;37.35;30;10:40:18;;;;;;;;;
144;20.1455;20.3059;12.0153;-256.25;-256.692;-256.927;-256.997;-255.949;37.599;3915;37.35;30;10:40:19;;;;;;;;;
145;20.1455;20.3138;11.9997;-256.254;-256.684;-256.935;-256.989;-255.956;37.599;3915;37.35;30;10:40:19;;;;;;;;;
146;20.1455;20.3059;12.0075;-256.25;-256.7;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:40:20;;;;;;;;;
147;20.1455;20.3138;11.9997;-256.25;-256.684;-256.935;-256.989;-255.949;37.599;3915;37.35;30;10:40:20;;;;;;;;;
148;20.1455;20.3216;11.9997;-256.25;-256.692;-256.927;-256.989;-255.956;37.599;3915;37.35;30;10:40:21;;;;;;;;;
149;20.1377;20.3138;11.9997;-256.25;-256.684;-256.935;-256.989;-255.956;37.599;3915;37.35;30;10:40:21;;;;;;;;;
150;20.1455;20.3294;11.9918;-256.254;-256.692;-256.935;-256.981;-255.956;37.599;3918;37.35;30;10:40:22;;;;;;;;;
151;20.1455;20.3216;11.9918;-256.25;-256.692;-256.935;-256.997;-255.956;37.599;3915;37.35;30;10:40:22;;;;;;;;;
152;20.1533;20.3138;11.984;-256.25;-256.684;-256.935;-256.997;-255.956;37.599;3915;37.35;30;10:40:23;;;;;;;;;
153;20.1455;20.3216;11.9918;-256.254;-256.692;-256.935;-256.989;-255.949;37.599;3912;37.35;30;10:40:23;;;;;;;;;
154;20.1533;20.3138;11.984;-256.25;-256.692;-256.927;-256.989;-255.956;37.599;3915;37.35;30;10:40:24;;;;;;;;;
155;20.1455;20.3216;11.984;-256.25;-256.684;-256.935;-256.989;-255.956;37.599;3912;37.35;30;10:40:24;;;;;;;;;
156;20.1455;20.3138;11.984;-256.25;-256.692;-256.927;-256.989;-255.956;37.599;3915;37.35;30;10:40:25;;;;;;;;;
157;20.1533;20.3138;11.984;-256.25;-256.684;-256.927;-256.997;-255.956;37.599;3915;37.35;30;10:40:25;;;;;;;;;
158;20.1533;20.3059;11.9762;-256.25;-256.684;-256.935;-256.989;-255.956;37.599;3912;37.35;30;10:40:26;;;;;;;;;
159;20.1533;20.3138;11.984;-256.25;-256.684;-256.935;-256.997;-255.949;37.599;3912;37.35;30;10:40:26;;;;;;;;;
160;20.1455;20.3138;11.9762;-256.25;-256.684;-256.927;-256.989;-255.964;37.599;3912;37.35;30;10:40:27;;;;;;;;;
161;20.1533;20.3138;11.9684;-256.254;-256.684;-256.935;-256.997;-255.956;37.599;3915;37.35;30;10:40:27;;;;;;;;;
162;20.1533;20.3138;11.9762;-256.254;-256.684;-256.935;-256.997;-255.964;37.599;3912;37.35;30;10:40:28;;;;;;;;;
163;20.1533;20.3138;11.9684;-256.25;-256.684;-256.935;-256.997;-255.949;37.599;3912;37.35;30;10:40:28;;;;;;;;;
164;20.1612;20.3059;11.9684;-256.254;-256.684;-256.935;-256.997;-255.956;37.599;3912;37.35;30;10:40:29;;;;;;;;;
165;20.1612;20.3138;11.9605;-256.254;-256.692;-256.927;-256.997;-255.956;37.599;3909;37.35;30;10:40:29;;;;;;;;;
166;20.1533;20.3059;11.9684;-256.25;-256.684;-256.935;-256.997;-255.956;37.599;3909;37.35;30;10:40:30;;;;;;;;;
167;20.1612;20.3138;11.9684;-256.254;-256.692;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:40:30;;;;;;;;;
168;20.1533;20.3059;11.9605;-256.25;-256.684;-256.935;-257.005;-255.956;37.599;3909;37.35;30;10:40:31;;;;;;;;;
169;20.1612;20.3138;11.9684;-256.254;-256.692;-256.927;-256.997;-255.964;37.599;3912;37.35;30;10:40:31;;;;;;;;;
170;20.1612;20.3059;11.9684;-256.254;-256.684;-256.935;-256.997;-255.956;37.599;3909;37.35;30;10:40:32;;;;;;;;;
171;20.1612;20.3138;11.9605;-256.25;-256.692;-256.935;-256.997;-255.964;37.599;3909;37.35;30;10:40:32;;;;;;;;;
172;20.1612;20.3059;11.9605;-256.254;-256.7;-256.935;-256.989;-255.956;37.599;3909;37.35;30;10:40:33;;;;;;;;;
173;20.1612;20.3138;11.9527;-256.25;-256.692;-256.935;-256.989;-255.956;37.599;3909;37.35;30;10:40:33;;;;;;;;;
174;20.1612;20.3059;11.9527;-256.254;-256.692;-256.935;-256.997;-255.964;37.599;3909;37.35;30;10:40:34;;;;;;;;;
175;20.1612;20.3216;11.9527;-256.254;-256.692;-256.927;-256.989;-255.972;37.599;3909;37.35;30;10:40:34;;;;;;;;;
176;20.1533;20.3138;11.9527;-256.25;-256.692;-256.935;-256.981;-255.964;37.599;3909;37.35;30;10:40:35;;;;;;;;;
177;20.1612;20.3138;11.9527;-256.258;-256.692;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:40:35;;;;;;;;;
178;20.1533;20.3059;11.9371;-256.254;-256.7;-256.927;-256.997;-255.956;37.599;3909;37.35;30;10:40:36;;;;;;;;;
179;20.1533;20.3216;11.9449;-256.254;-256.7;-256.927;-256.989;-255.964;37.599;3912;37.35;30;10:40:36;;;;;;;;;
180;20.1533;20.3059;11.9449;-256.254;-256.7;-256.927;-256.989;-255.956;37.599;3912;37.35;30;10:40:37;;;;;;;;;
181;20.1533;20.3059;11.9449;-256.254;-256.7;-256.927;-256.997;-255.956;37.599;3912;37.35;30;10:40:37;;;;;;;;;
182;20.1533;20.3138;11.9371;-256.254;-256.692;-256.927;-256.989;-255.964;37.599;3912;37.35;30;10:40:38;;;;;;;;;
183;20.1533;20.3059;11.9371;-256.254;-256.7;-256.927;-256.989;-255.956;37.599;3912;37.35;30;10:40:38;;;;;;;;;
184;20.1533;20.3059;11.9292;-256.254;-256.7;-256.935;-256.989;-255.956;37.599;3912;37.35;30;10:40:39;;;;;;;;;
185;20.1533;20.3138;11.9371;-256.254;-256.692;-256.927;-256.997;-255.964;37.599;3912;37.35;30;10:40:39;;;;;;;;;
186;20.1612;20.3138;11.9292;-256.254;-256.7;-256.927;-256.989;-255.964;37.599;3912;37.35;30;10:40:40;;;;;;;;;
187;20.1533;20.3138;11.9371;-256.254;-256.7;-256.927;-256.997;-255.956;37.599;3909;37.35;30;10:40:40;;;;;;;;;
188;20.1533;20.3216;11.9292;-256.254;-256.692;-256.935;-256.981;-255.964;37.599;3912;37.35;30;10:40:41;;;;;;;;;
189;20.1533;20.3138;11.9292;-256.258;-256.7;-256.927;-256.989;-255.964;37.599;3912;37.35;30;10:40:41;;;;;;;;;
190;20.1533;20.3059;11.9292;-256.254;-256.692;-256.935;-256.981;-255.964;37.599;3912;37.35;30;10:40:42;;;;;;;;;
191;20.1533;20.3138;11.9253;-256.254;-256.692;-256.927;-256.989;-255.964;37.599;3912;37.35;30;10:40:42;;;;;;;;;
192;20.1533;20.3059;11.9292;-256.258;-256.692;-256.927;-256.981;-255.964;37.599;3912;37.35;30;10:40:43;;;;;;;;;
193;20.1533;20.2981;11.9253;-256.254;-256.692;-256.935;-256.981;-255.964;37.599;3912;37.35;30;10:40:43;;;;;;;;;
194;20.1612;20.2981;11.9253;-256.254;-256.7;-256.935;-256.989;-255.964;37.599;3912;37.35;30;10:40:44;;;;;;;;;
195;20.1612;20.2981;11.9253;-256.258;-256.7;-256.942;-256.989;-255.964;37.599;3909;37.35;30;10:40:44;;;;;;;;;
196;20.1612;20.2981;11.9253;-256.25;-256.7;-256.935;-256.981;-255.972;37.599;3909;37.35;30;10:40:45;;;;;;;;;
197;20.1612;20.3138;11.9214;-256.254;-256.7;-256.935;-256.989;-255.964;37.599;3909;37.35;30;10:40:45;;;;;;;;;
198;20.1612;20.2981;11.9332;-256.262;-256.7;-256.927;-256.989;-255.964;37.599;3909;37.35;30;10:40:46;;;;;;;;;
199;20.1612;20.3059;11.9253;-256.254;-256.7;-256.935;-256.989;-255.964;37.599;3909;37.35;30;10:40:46;;;;;;;;;
200;20.1455;20.3059;11.9214;-256.258;-256.7;-256.935;-256.989;-255.972;37.599;3909;37.35;30;10:40:47;;;;;;;;;
201;20.1533;20.2981;11.9214;-256.254;-256.7;-256.935;-256.989;-255.964;37.599;3915;37.35;30;10:40:47;;;;;;;;;
202;20.1533;20.3059;11.9214;-256.254;-256.7;-256.935;-256.981;-255.964;37.599;3912;37.35;30;10:40:48;;;;;;;;;
203;20.1612;20.2981;11.9214;-256.262;-256.692;-256.935;-256.989;-255.964;37.599;3912;37.35;30;10:40:48;;;;;;;;;
