Number;Measure;Time
1;28.0292;11:34:22
3;27.8336;11:34:22
17;28.0292;11:34:22
19;27.8336;11:34:22
33;28.0292;11:34:22
35;27.8336;11:34:22
49;28.0292;11:34:22
51;27.8336;11:34:22
65;28.0292;11:34:22
67;27.8336;11:34:22
1;28.0292;11:34:23
3;27.8336;11:34:23
17;28.0292;11:34:23
19;27.8336;11:34:23
33;28.0292;11:34:23
35;27.8336;11:34:23
49;28.0292;11:34:23
51;27.8336;11:34:23
1;28.0292;11:34:24
3;27.8336;11:34:24
17;28.0292;11:34:24
19;27.8336;11:34:24
33;28.0292;11:34:24
35;27.8336;11:34:24
49;28.0292;11:34:24
51;27.8336;11:34:24
1;28.0292;11:34:25
3;27.8336;11:34:25
17;28.0292;11:34:25
19;27.8336;11:34:25
33;28.0292;11:34:25
35;27.8336;11:34:25
49;28.0292;11:34:25
51;27.8336;11:34:25
1;28.0292;11:34:26
3;27.8336;11:34:26
17;28.0292;11:34:26
19;27.8336;11:34:26
33;28.0292;11:34:26
35;27.8336;11:34:26
49;28.0292;11:34:26
51;27.8336;11:34:26
1;28.0097;11:34:27
3;27.8336;11:34:27
17;28.0292;11:34:27
19;27.8336;11:34:27
33;28.0292;11:34:27
35;27.8336;11:34:27
49;28.0097;11:34:27
51;27.8336;11:34:27
1;28.0097;11:34:28
3;27.8336;11:34:28
17;28.0292;11:34:28
19;27.8336;11:34:28
33;28.0097;11:34:28
35;27.8336;11:34:28
49;28.0097;11:34:28
51;27.8336;11:34:28
1;28.0097;11:34:29
3;27.814;11:34:29
17;28.0097;11:34:29
19;27.8336;11:34:29
33;28.0097;11:34:29
35;27.8336;11:34:29
49;28.0097;11:34:29
51;27.814;11:34:29
1;28.0292;11:34:30
3;27.814;11:34:30
17;28.0097;11:34:30
19;27.8336;11:34:30
33;28.0097;11:34:30
35;27.814;11:34:30
49;28.0097;11:34:30
51;27.8336;11:34:30
1;28.0097;11:34:31
3;27.814;11:34:31
