Number;Measure;Time
1;30.005;12:20:29
3;29.8877;12:20:29
17;30.005;12:20:29
19;29.8877;12:20:29
33;30.005;12:20:29
35;29.8877;12:20:29
49;30.005;12:20:29
51;29.8877;12:20:29
65;30.005;12:20:29
67;29.8681;12:20:29
1;30.005;12:20:30
3;29.8877;12:20:30
17;30.005;12:20:30
19;29.8877;12:20:30
33;30.005;12:20:30
35;29.8681;12:20:30
49;30.005;12:20:30
51;29.8877;12:20:30
1;29.9855;12:20:31
3;29.8681;12:20:31
17;30.005;12:20:31
19;29.8681;12:20:31
33;29.9855;12:20:31
35;29.8681;12:20:31
49;30.005;12:20:31
51;29.8681;12:20:31
1;30.005;12:20:32
3;29.8681;12:20:32
17;29.9855;12:20:32
19;29.8485;12:20:32
33;29.9855;12:20:32
35;29.8485;12:20:32
49;30.005;12:20:32
51;29.8681;12:20:32
1;29.9855;12:20:33
3;29.8485;12:20:33
17;29.9855;12:20:33
19;29.8485;12:20:33
33;29.9855;12:20:33
35;29.8681;12:20:33
49;29.9855;12:20:33
51;29.8485;12:20:33
1;29.9659;12:20:34
3;29.8485;12:20:34
17;29.9659;12:20:34
19;29.8485;12:20:34
33;29.9659;12:20:34
35;29.8485;12:20:34
49;29.9659;12:20:34
51;29.8485;12:20:34
1;29.9659;12:20:35
3;29.8485;12:20:35
17;29.9659;12:20:35
19;29.8485;12:20:35
33;29.9659;12:20:35
35;29.8485;12:20:35
49;29.9464;12:20:35
51;29.8485;12:20:35
1;29.9659;12:20:36
3;29.8485;12:20:36
17;29.9659;12:20:36
19;29.8485;12:20:36
33;29.9464;12:20:36
35;29.8485;12:20:36
49;29.9659;12:20:36
51;29.8485;12:20:36
1;29.9464;12:20:37
3;29.8485;12:20:37
17;29.9659;12:20:37
19;29.8485;12:20:37
33;29.9464;12:20:37
35;29.8485;12:20:37
49;29.9464;12:20:37
51;29.8485;12:20:37
1;29.9659;12:20:38
3;29.8485;12:20:38
17;29.9464;12:20:38
19;29.8485;12:20:38
33;29.9464;12:20:38
35;29.8485;12:20:38
49;29.9464;12:20:38
51;29.8485;12:20:38
1;29.9464;12:20:39
3;29.8485;12:20:39
17;29.9464;12:20:39
19;29.8485;12:20:39
33;29.9464;12:20:39
35;29.8485;12:20:39
49;29.9464;12:20:39
51;29.8485;12:20:39
1;29.9464;12:20:40
3;29.8485;12:20:40
17;29.9464;12:20:40
19;29.829;12:20:40
33;29.9464;12:20:40
35;29.8485;12:20:40
49;29.9464;12:20:40
51;29.8485;12:20:40
1;29.9464;12:20:41
3;29.8485;12:20:41
17;29.9464;12:20:41
19;29.829;12:20:41
33;29.9464;12:20:41
35;29.8485;12:20:41
49;29.9464;12:20:41
51;29.829;12:20:41
1;29.9464;12:20:42
3;29.829;12:20:42
17;29.9464;12:20:42
19;29.8485;12:20:42
33;29.9464;12:20:42
35;29.829;12:20:42
49;29.9464;12:20:42
51;29.8094;12:20:42
1;29.9464;12:20:43
3;29.829;12:20:43
17;29.9464;12:20:43
19;29.8094;12:20:43
33;29.9464;12:20:43
35;29.829;12:20:43
49;29.9464;12:20:43
51;29.8094;12:20:43
1;29.9464;12:20:44
3;29.8094;12:20:44
17;29.9464;12:20:44
19;29.829;12:20:44
33;29.9464;12:20:44
35;29.829;12:20:44
49;29.9464;12:20:44
51;29.8094;12:20:44
65;29.9464;12:20:44
67;29.829;12:20:44
1;29.9464;12:20:45
3;29.829;12:20:45
17;29.9464;12:20:45
19;29.829;12:20:45
33;29.9464;12:20:45
35;29.8485;12:20:45
49;29.9464;12:20:45
51;29.829;12:20:45
1;29.9659;12:20:46
3;29.829;12:20:46
17;29.9855;12:20:46
19;29.8485;12:20:46
33;29.9659;12:20:46
35;29.8485;12:20:46
49;29.9659;12:20:46
51;29.829;12:20:46
1;29.9855;12:20:47
3;29.829;12:20:47
17;29.9659;12:20:47
19;29.8485;12:20:47
33;29.9855;12:20:47
35;29.829;12:20:47
49;29.9659;12:20:47
51;29.8485;12:20:47
1;29.9659;12:20:48
3;29.829;12:20:48
17;29.9659;12:20:48
19;29.8485;12:20:48
33;29.9855;12:20:48
35;29.8485;12:20:48
49;29.9659;12:20:48
51;29.8485;12:20:48
1;29.9659;12:20:49
3;29.829;12:20:49
17;29.9855;12:20:49
