Number;DT1;DT2;Time;;;;С куллеромм;Макс;Мин;deLTA;Без куллера;Макс;Мин;deLTA
901;34.9935;34.4888;11:46:23;;;;;;;;;;;
902;34.9857;34.4849;11:46:23;;;;;;;;;;;
903;34.9778;34.4888;11:46:24;;;;;;;;;;;
904;34.9778;34.4888;11:46:24;;;;;;;;;;;
905;34.9896;34.4927;11:46:25;;;;;;;;;;;
906;35.0013;34.5005;11:46:25;;;;;;;;;;;
907;35.0131;34.5201;11:46:26;;;;;;;;;;;
908;35.0365;34.5357;11:46:26;;;;;;;;;;;
909;35.0522;34.5514;11:46:27;;;;;;;;;;;
910;35.0757;34.5592;11:46:27;;;;;;;;;;;
911;35.0913;34.5749;11:46:28;;;;;;;;;;;
912;35.0991;34.5827;11:46:28;;;;;;;;;;;
913;35.107;34.5905;11:46:29;;;;;;;;;;;
914;35.1148;34.5905;11:46:29;;;;;;;;;;;
915;35.1148;34.5983;11:46:30;;;;;;;;;;;
916;35.1148;34.6062;11:46:30;;;;;;;;;;;
917;35.1226;34.5983;11:46:31;;;;;;;;;;;
918;35.1226;34.5983;11:46:31;;;;;;;;;;;
919;35.1226;34.5983;11:46:32;;;;;;;;;;;
920;35.1226;34.5983;11:46:32;;;;;;;;;;;
921;35.1148;34.5905;11:46:33;;;;;;;;;;;
922;35.107;34.5983;11:46:33;;;;;;;;;;;
923;35.1148;34.5827;11:46:34;;;;;;;;;;;
924;35.107;34.5749;11:46:34;;;;;;;;;;;
925;35.107;34.5827;11:46:35;;;;;;;;;;;
926;35.0991;34.567;11:46:35;;;;;;;;;;;
927;35.0991;34.5592;11:46:36;;;;;;;;;;;
928;35.0913;34.5514;11:46:36;;;;;;;;;;;
929;35.0913;34.5514;11:46:37;;;;;;;;;;;
930;35.0757;34.5592;11:46:37;;;;;;;;;;;
931;35.0757;34.5357;11:46:38;;;;;;;;;;;
932;35.0757;34.5279;11:46:38;;;;;;;;;;;
933;35.0678;34.5279;11:46:39;;;;;;;;;;;
934;35.06;34.5357;11:46:39;;;;;;;;;;;
935;35.0522;34.5201;11:46:40;;;;;;;;;;;
936;35.0444;34.5201;11:46:40;;;;;;;;;;;
937;35.0444;34.5123;11:46:41;;;;;;;;;;;
938;35.0444;34.5123;11:46:41;;;;;;;;;;;
939;35.0287;34.5044;11:46:42;;;;;;;;;;;
940;35.0209;34.5123;11:46:42;;;;;;;;;;;
941;35.0131;34.5044;11:46:43;;;;;;;;;;;
942;35.0091;34.5005;11:46:43;;;;;;;;;;;
943;35.0052;34.4966;11:46:44;;;;;;;;;;;
944;35.0052;34.4966;11:46:44;;;;;;;;;;;
945;35.0013;34.4966;11:46:45;;;;;;;;;;;
946;34.9935;34.4927;11:46:45;;;;;;;;;;;
947;34.9857;34.4927;11:46:46;;;;;;;;;;;
948;34.9857;34.4888;11:46:46;;;;;;;;;;;
949;34.9778;34.4849;11:46:47;;;;;;;;;;;
950;34.9778;34.4849;11:46:47;;;;;;;;;;;
951;34.9896;34.4927;11:46:48;;;;;;;;;;;
952;34.9974;34.5005;11:46:48;;;;;;;;;;;
953;35.0131;34.5044;11:46:49;;;;;;;;;;;
954;35.0444;34.5279;11:46:49;;;;;;;;;;;
955;35.06;34.5357;11:46:50;;;;;;;;;;;
956;35.0913;34.5592;11:46:50;;;;;;;;;;;
957;35.1148;34.5749;11:46:51;;;;;;;;;;;
958;35.1304;34.5905;11:46:51;;;;;;;;;;;
959;35.1539;34.6062;11:46:52;;;;;;;;;;;
960;35.1617;34.6062;11:46:52;;;;;;;;;;;
961;35.1774;34.6218;11:46:53;;;;;;;;;;;
962;35.1774;34.6296;11:46:53;;;;;;;;;;;
963;35.193;34.6375;11:46:54;;;;;;;;;;;
964;35.1852;34.6375;11:46:54;;;;;;;;;;;
965;35.2009;34.6375;11:46:55;;;;;;;;;;;
966;35.2009;34.6453;11:46:55;;;;;;;;;;;
967;35.2009;34.6375;11:46:56;;;;;;;;;;;
968;35.2009;34.6375;11:46:56;;;;;;;;;;;
969;35.2009;34.6453;11:46:57;;;;;;;;;;;
970;35.2009;34.6218;11:46:57;;;;;;;;;;;
971;35.2009;34.6375;11:46:58;;;;;;;;;;;
972;35.193;34.6296;11:46:58;;;;;;;;;;;
973;35.193;34.6218;11:46:59;;;;;;;;;;;
974;35.1852;34.6296;11:46:59;;;;;;;;;;;
975;35.1852;34.6296;11:47:00;;;;;;;;;;;
976;35.1774;34.6296;11:47:00;;;;;;;;;;;
977;35.1696;34.6218;11:47:01;;;;;;;;;;;
978;35.1774;34.6218;11:47:01;;;;;;;;;;;
979;35.1696;34.6218;11:47:02;;;;;;;;;;;
980;35.1696;34.614;11:47:02;;;;;;;;;;;
981;35.1617;34.614;11:47:03;;;;;;;;;;;
982;35.1461;34.6062;11:47:03;;;;;;;;;;;
983;35.1383;34.614;11:47:04;;;;;;;;;;;
984;35.1383;34.5983;11:47:04;;;;;;;;;;;
985;35.1304;34.6062;11:47:05;;;;;;;;;;;
986;35.1148;34.5905;11:47:05;;;;;;;;;;;
987;35.1148;34.5905;11:47:06;;;;;;;;;;;
988;35.107;34.5905;11:47:06;;;;;;;;;;;
989;35.107;34.5827;11:47:07;;;;;;;;;;;
990;35.0913;34.5827;11:47:07;;;;;;;;;;;
991;35.0835;34.567;11:47:08;;;;;;;;;;;
992;35.0757;34.567;11:47:08;;;;;;;;;;;
993;35.0757;34.5592;11:47:09;;;;;;;;;;;
994;35.0678;34.5592;11:47:09;;;;;;;;;;;
995;35.06;34.5436;11:47:10;;;;;;;;;;;
996;35.0522;34.5436;11:47:10;;;;;;;;;;;
997;35.0444;34.5357;11:47:11;;;;;;;;;;;
998;35.0365;34.5357;11:47:11;;;;;;;;;;;
999;35.0209;34.5279;11:47:12;;;;;;;;;;;
1000;35.0131;34.5201;11:47:12;;;;;;;;;;;
1001;35.0091;34.5201;11:47:13;;;;;;;;;;;
1002;35.0052;34.5044;11:47:13;;;;;;;;;;;
1003;34.9974;34.5044;11:47:14;;;;;;;;;;;
1004;34.9935;34.5044;11:47:14;;;;;;;;;;;
1005;34.9935;34.5005;11:47:15;;;;;;;;;;;
1006;34.9857;34.5005;11:47:15;;;;;;;;;;;
1007;34.9857;34.5044;11:47:16;;;;;;;;;;;
1008;34.9778;34.5044;11:47:16;;;;;;;;;;;
1009;34.9974;34.5123;11:47:17;;;;;;;;;;;
1010;35.0013;34.5123;11:47:17;;;;;;;;;;;
1011;35.0209;34.5279;11:47:18;;;;;;;;;;;
1012;35.0444;34.5514;11:47:18;;;;;;;;;;;
1013;35.0757;34.567;11:47:19;;;;;;;;;;;
1014;35.0991;34.5827;11:47:19;;;;;;;;;;;
1015;35.1304;34.6062;11:47:20;;;;;;;;;;;
1016;35.1461;34.614;11:47:20;;;;;;;;;;;
1017;35.1774;34.6296;11:47:21;;;;;;;;;;;
1018;35.1774;34.6296;11:47:21;;;;;;;;;;;
1019;35.2009;34.6375;11:47:22;;;;;;;;;;;
1020;35.2009;34.6375;11:47:22;;;;;;;;;;;
1021;35.2087;34.6375;11:47:23;;;;;;;;;;;
1022;35.2087;34.6453;11:47:23;;;;;;;;;;;
1023;35.2126;34.6453;11:47:24;;;;;;;;;;;
1024;35.2165;34.6531;11:47:24;;;;;;;;;;;
1025;35.2087;34.6688;11:47:25;;;;;;;;;;;
1026;35.2165;34.6609;11:47:25;;;;;;;;;;;
1027;35.2165;34.6609;11:47:26;;;;;;;;;;;
1028;35.2204;34.6531;11:47:26;;;;;;;;;;;
1029;35.2165;34.6609;11:47:27;;;;;;;;;;;
1030;35.2204;34.6531;11:47:27;;;;;;;;;;;
1031;35.2165;34.6688;11:47:28;;;;;;;;;;;
1032;35.2126;34.6609;11:47:28;;;;;;;;;;;
1033;35.2126;34.6531;11:47:29;;;;;;;;;;;
1034;35.2126;34.6531;11:47:29;;;;;;;;;;;
1035;35.2087;34.6531;11:47:30;;;;;;;;;;;
1036;35.2009;34.6531;11:47:30;;;;;;;;;;;
1037;35.2009;34.6531;11:47:31;;;;;;;;;;;
1038;35.2009;34.6453;11:47:31;;;;;;;;;;;
1039;35.193;34.6453;11:47:32;;;;;;;;;;;
1040;35.1852;34.6453;11:47:32;;;;;;;;;;;
1041;35.1774;34.6375;11:47:33;;;;;;;;;;;
1042;35.1774;34.6296;11:47:33;;;;;;;;;;;
1043;35.1617;34.6296;11:47:34;;;;;;;;;;;
1044;35.1617;34.6296;11:47:34;;;;;;;;;;;
1045;35.1539;34.6296;11:47:35;;;;;;;;;;;
1046;35.1461;34.6218;11:47:35;;;;;;;;;;;
1047;35.1461;34.614;11:47:36;;;;;;;;;;;
1048;35.1304;34.614;11:47:36;;;;;;;;;;;
1049;35.1304;34.614;11:47:37;;;;;;;;;;;
1050;35.1226;34.6062;11:47:37;;;;;;;;;;;
1051;35.107;34.5983;11:47:38;;;;;;;;;;;
1052;35.0991;34.5983;11:47:38;;;;;;;;;;;
1053;35.0913;34.5905;11:47:39;;;;;;;;;;;
1054;35.0835;34.5749;11:47:39;;;;;;;;;;;
1055;35.0757;34.5827;11:47:40;;;;;;;;;;;
1056;35.0678;34.567;11:47:40;;;;;;;;;;;
1057;35.06;34.567;11:47:41;;;;;;;;;;;
1058;35.0522;34.567;11:47:41;;;;;;;;;;;
1059;35.0444;34.5592;11:47:42;;;;;;;;;;;
1060;35.0365;34.5592;11:47:42;;;;;;;;;;;
1061;35.0287;34.5436;11:47:43;;;;;;;;;;;
1062;35.0131;34.5436;11:47:43;;;;;;;;;;;
1063;35.0131;34.5279;11:47:44;;;;;;;;;;;
1064;35.0091;34.5279;11:47:44;;;;;;;;;;;
1065;35.0091;34.5201;11:47:45;;;;;;;;;;;
1066;34.9974;34.5123;11:47:45;;;;;;;;;;;
1067;34.9974;34.5044;11:47:46;;;;;;;;;;;
1068;34.9857;34.5123;11:47:46;;;;;;;;;;;
1069;34.9935;34.5123;11:47:47;;;;;;;;;;;
1070;34.9857;34.5201;11:47:47;;;;;;;;;;;
1071;34.9896;34.5201;11:47:48;;;;;;;;;;;
1072;35.0052;34.5436;11:47:48;;;;;;;;;;;
1073;35.017;34.5514;11:47:49;;;;;;;;;;;
1074;35.0365;34.567;11:47:49;;;;;;;;;;;
1075;35.06;34.5905;11:47:50;;;;;;;;;;;
1076;35.0991;34.6062;11:47:50;;;;;;;;;;;
1077;35.107;34.6218;11:47:51;;;;;;;;;;;
1078;35.1226;34.6296;11:47:51;;;;;;;;;;;
1079;35.1383;34.6453;11:47:52;;;;;;;;;;;
1080;35.1383;34.6453;11:47:52;;;;;;;;;;;
1081;35.1539;34.6453;11:47:53;;;;;;;;;;;
1082;35.1539;34.6531;11:47:53;;;;;;;;;;;
1083;35.1539;34.6531;11:47:54;;;;;;;;;;;
1084;35.1617;34.6531;11:47:54;;;;;;;;;;;
1085;35.1696;34.6609;11:47:55;;;;;;;;;;;
1086;35.1617;34.6609;11:47:55;;;;;;;;;;;
1087;35.1696;34.6609;11:47:56;;;;;;;;;;;
1088;35.1617;34.6531;11:47:56;;;;;;;;;;;
1089;35.1696;34.6531;11:47:57;;;;;;;;;;;
1090;35.1539;34.6453;11:47:57;;;;;;;;;;;
1091;35.1617;34.6453;11:47:58;;;;;;;;;;;
1092;35.1539;34.6375;11:47:58;;;;;;;;;;;
1093;35.1461;34.6375;11:47:59;;;;;;;;;;;
1094;35.1461;34.6296;11:47:59;;;;;;;;;;;
1095;35.1461;34.6375;11:48:00;;;;;;;;;;;
1096;35.1461;34.6218;11:48:00;;;;;;;;;;;
1097;35.1461;34.6218;11:48:01;;;;;;;;;;;
1098;35.1304;34.6296;11:48:01;;;;;;;;;;;
1099;35.1226;34.6218;11:48:02;;;;;;;;;;;
1100;35.1226;34.6296;11:48:02;;;;;;;;;;;
1101;35.1148;34.614;11:48:03;;;;;;;;;;;
1102;35.1148;34.6218;11:48:03;;;;;;;;;;;
1103;35.0991;34.6062;11:48:04;;;;;;;;;;;
1104;35.0913;34.6062;11:48:04;;;;;;;;;;;
1105;35.0913;34.5983;11:48:05;;;;;;;;;;;
1106;35.0835;34.5905;11:48:05;;;;;;;;;;;
1107;35.0678;34.5905;11:48:06;;;;;;;;;;;
1108;35.0678;34.5827;11:48:06;;;;;;;;;;;
1109;35.0522;34.5827;11:48:07;;;;;;;;;;;
1110;35.0522;34.5827;11:48:07;;;;;;;;;;;
1111;35.0444;34.5749;11:48:08;;;;;;;;;;;
1112;35.0287;34.567;11:48:08;;;;;;;;;;;
1113;35.0209;34.5749;11:48:09;;;;;;;;;;;
1114;35.0091;34.5592;11:48:09;;;;;;;;;;;
1115;35.0091;34.5514;11:48:10;;;;;;;;;;;
1116;35.0013;34.5514;11:48:10;;;;;;;;;;;
1117;34.9974;34.5514;11:48:11;;;;;;;;;;;
1118;34.9974;34.5436;11:48:11;;;;;;;;;;;
1119;34.9974;34.5357;11:48:12;;;;;;;;;;;
1120;34.9935;34.5357;11:48:12;;;;;;;;;;;
1121;34.9974;34.5436;11:48:13;;;;;;;;;;;
1122;35.0052;34.5514;11:48:13;;;;;;;;;;;
1123;35.0209;34.5592;11:48:14;;;;;;;;;;;
1124;35.0444;34.5749;11:48:14;;;;;;;;;;;
1125;35.06;34.5983;11:48:15;;;;;;;;;;;
1126;35.0835;34.5983;11:48:15;;;;;;;;;;;
1127;35.0913;34.614;11:48:16;;;;;;;;;;;
1128;35.0991;34.614;11:48:16;;;;;;;;;;;
1129;35.107;34.6062;11:48:17;;;;;;;;;;;
1130;35.1148;34.614;11:48:17;;;;;;;;;;;
1131;35.1226;34.6062;11:48:18;;;;;;;;;;;
1132;35.1226;34.6218;11:48:18;;;;;;;;;;;
1133;35.1226;34.614;11:48:19;;;;;;;;;;;
1134;35.1226;34.6062;11:48:19;;;;;;;;;;;
1135;35.1148;34.614;11:48:20;;;;;;;;;;;
1136;35.107;34.6062;11:48:20;;;;;;;;;;;
1137;35.1148;34.5983;11:48:21;;;;;;;;;;;
1138;35.0991;34.5983;11:48:21;;;;;;;;;;;
1139;35.107;34.5827;11:48:22;;;;;;;;;;;
1140;35.0991;34.5905;11:48:22;;;;;;;;;;;
1141;35.107;34.5749;11:48:23;;;;;;;;;;;
1142;35.0913;34.5749;11:48:23;;;;;;;;;;;
1143;35.0913;34.5749;11:48:24;;;;;;;;;;;
1144;35.0913;34.5592;11:48:24;;;;;;;;;;;
1145;35.0757;34.567;11:48:25;;;;;;;;;;;
1146;35.0757;34.5592;11:48:25;;;;;;;;;;;
1147;35.0757;34.5592;11:48:26;;;;;;;;;;;
1148;35.0678;34.5592;11:48:26;;;;;;;;;;;
1149;35.0678;34.5436;11:48:27;;;;;;;;;;;
1150;35.0678;34.5514;11:48:27;;;;;;;;;;;
1151;35.0522;34.5357;11:48:28;;;;;;;;;;;
1152;35.0444;34.5357;11:48:28;;;;;;;;;;;
1153;35.0444;34.5436;11:48:29;;;;;;;;;;;
1154;35.0287;34.5279;11:48:29;;;;;;;;;;;
1155;35.0365;34.5279;11:48:30;;;;;;;;;;;
1156;35.0209;34.5279;11:48:30;;;;;;;;;;;
1157;35.0091;34.5201;11:48:31;;;;;;;;;;;
1158;35.0052;34.5201;11:48:31;;;;;;;;;;;
1159;35.0013;34.5123;11:48:32;;;;;;;;;;;
1160;35.0013;34.5123;11:48:32;;;;;;;;;;;
1161;34.9935;34.5044;11:48:33;;;;;;;;;;;
1162;34.9935;34.5044;11:48:33;;;;;;;;;;;
1163;34.9935;34.5044;11:48:34;;;;;;;;;;;
1164;34.9778;34.5044;11:48:34;;;;;;;;;;;
1165;34.9935;34.5044;11:48:35;;;;;;;;;;;
1166;34.9974;34.5044;11:48:35;;;;;;;;;;;
1167;35.0013;34.5201;11:48:36;;;;;;;;;;;
1168;35.0209;34.5357;11:48:36;;;;;;;;;;;
1169;35.0365;34.5592;11:48:37;;;;;;;;;;;
1170;35.0678;34.5827;11:48:37;;;;;;;;;;;
1171;35.0835;34.5905;11:48:38;;;;;;;;;;;
1172;35.107;34.6062;11:48:38;;;;;;;;;;;
1173;35.107;34.614;11:48:39;;;;;;;;;;;
1174;35.1304;34.6296;11:48:39;;;;;;;;;;;
1175;35.1383;34.6296;11:48:40;;;;;;;;;;;
1176;35.1461;34.6296;11:48:40;;;;;;;;;;;
1177;35.1617;34.6375;11:48:41;;;;;;;;;;;
1178;35.1539;34.6375;11:48:41;;;;;;;;;;;
1179;35.1617;34.6375;11:48:42;;;;;;;;;;;
1180;35.1461;34.6375;11:48:42;;;;;;;;;;;
1181;35.1539;34.6453;11:48:43;;;;;;;;;;;
1182;35.1461;34.6453;11:48:43;;;;;;;;;;;
1183;35.1617;34.6453;11:48:44;;;;;;;;;;;
1184;35.1539;34.6375;11:48:44;;;;;;;;;;;
1185;35.1539;34.6531;11:48:45;;;;;;;;;;;
1186;35.1539;34.6375;11:48:45;;;;;;;;;;;
1187;35.1539;34.6375;11:48:46;;;;;;;;;;;
1188;35.1461;34.6375;11:48:46;;;;;;;;;;;
1189;35.1383;34.6375;11:48:47;;;;;;;;;;;
1190;35.1383;34.6296;11:48:47;;;;;;;;;;;
1191;35.1304;34.6218;11:48:48;;;;;;;;;;;
1192;35.1304;34.6218;11:48:48;;;;;;;;;;;
1193;35.1226;34.6218;11:48:49;;;;;;;;;;;
1194;35.1226;34.6218;11:48:49;;;;;;;;;;;
1195;35.1226;34.614;11:48:50;;;;;;;;;;;
1196;35.1226;34.614;11:48:50;;;;;;;;;;;
1197;35.107;34.6062;11:48:51;;;;;;;;;;;
1198;35.107;34.6062;11:48:51;;;;;;;;;;;
1199;35.0913;34.5983;11:48:52;;;;;;;;;;;
1200;35.0913;34.6062;11:48:52;;;;;;;;;;;
1201;35.0835;34.5905;11:48:53;;;;;;;;;;;
1202;35.0757;34.5827;11:48:53;;;;;;;;;;;
1203;35.0678;34.5827;11:48:54;;;;;;;;;;;
1204;35.0678;34.5749;11:48:54;;;;;;;;;;;
1205;35.0522;34.5749;11:48:55;;;;;;;;;;;
1206;35.0444;34.567;11:48:55;;;;;;;;;;;
1207;35.0365;34.567;11:48:56;;;;;;;;;;;
1208;35.0287;34.5592;11:48:56;;;;;;;;;;;
1209;35.0209;34.5514;11:48:57;;;;;;;;;;;
1210;35.0209;34.5514;11:48:57;;;;;;;;;;;
1211;35.0131;34.5436;11:48:58;;;;;;;;;;;
1212;35.0091;34.5357;11:48:58;;;;;;;;;;;
1213;35.0013;34.5279;11:48:59;;;;;;;;;;;
1214;35.0013;34.5279;11:48:59;;;;;;;;;;;
1215;34.9974;34.5201;11:49:00;;;;;;;;;;;
1216;34.9896;34.5201;11:49:00;;;;;;;;;;;
1217;34.9857;34.5123;11:49:01;;;;;;;;;;;
1218;34.9778;34.5044;11:49:01;;;;;;;;;;;
1219;34.97;34.5044;11:49:02;;;;;;;;;;;
1220;34.9778;34.5201;11:49:02;;;;;;;;;;;
1221;34.9974;34.5357;11:49:03;;;;;;;;;;;
1222;35.0013;34.5436;11:49:03;;;;;;;;;;;
1223;35.0209;34.5592;11:49:04;;;;;;;;;;;
1224;35.0444;34.5827;11:49:04;;;;;;;;;;;
1225;35.0678;34.5983;11:49:05;;;;;;;;;;;
1226;35.0991;34.6218;11:49:05;;;;;;;;;;;
1227;35.1148;34.6375;11:49:06;;;;;;;;;;;
1228;35.1461;34.6453;11:49:06;;;;;;;;;;;
1229;35.1539;34.6609;11:49:07;;;;;;;;;;;
1230;35.1696;34.6609;11:49:07;;;;;;;;;;;
1231;35.1852;34.6766;11:49:08;;;;;;;;;;;
1232;35.1852;34.6766;11:49:08;;;;;;;;;;;
1233;35.193;34.6844;11:49:09;;;;;;;;;;;
1234;35.193;34.6922;11:49:09;;;;;;;;;;;
1235;35.2009;34.6922;11:49:10;;;;;;;;;;;
1236;35.2087;34.7001;11:49:10;;;;;;;;;;;
1237;35.2087;34.704;11:49:11;;;;;;;;;;;
1238;35.2126;34.6922;11:49:11;;;;;;;;;;;
1239;35.2087;34.7001;11:49:12;;;;;;;;;;;
1240;35.2126;34.7001;11:49:12;;;;;;;;;;;
1241;35.2126;34.6922;11:49:13;;;;;;;;;;;
1242;35.2087;34.6922;11:49:13;;;;;;;;;;;
1243;35.2087;34.6844;11:49:14;;;;;;;;;;;
1244;35.2048;34.6844;11:49:14;;;;;;;;;;;
1245;35.2087;34.6766;11:49:15;;;;;;;;;;;
1246;35.2009;34.6766;11:49:15;;;;;;;;;;;
1247;35.193;34.6688;11:49:16;;;;;;;;;;;
1248;35.193;34.6688;11:49:16;;;;;;;;;;;
1249;35.1852;34.6609;11:49:17;;;;;;;;;;;
1250;35.1852;34.6531;11:49:17;;;;;;;;;;;
1251;35.1774;34.6453;11:49:18;;;;;;;;;;;
1252;35.1696;34.6531;11:49:18;;;;;;;;;;;
1253;35.1696;34.6375;11:49:19;;;;;;;;;;;
1254;35.1461;34.6296;11:49:19;;;;;;;;;;;
1255;35.1461;34.6375;11:49:20;;;;;;;;;;;
1256;35.1383;34.6296;11:49:20;;;;;;;;;;;
1257;35.1304;34.6296;11:49:21;;;;;;;;;;;
1258;35.1304;34.6218;11:49:21;;;;;;;;;;;
1259;35.107;34.614;11:49:22;;;;;;;;;;;
1260;35.107;34.6062;11:49:22;;;;;;;;;;;
1261;35.107;34.5983;11:49:23;;;;;;;;;;;
1262;35.0913;34.6062;11:49:23;;;;;;;;;;;
1263;35.0835;34.5983;11:49:24;;;;;;;;;;;
1264;35.0835;34.5905;11:49:24;;;;;;;;;;;
1265;35.0678;34.5905;11:49:25;;;;;;;;;;;
1266;35.0678;34.5905;11:49:25;;;;;;;;;;;
1267;35.06;34.5905;11:49:26;;;;;;;;;;;
1268;35.0522;34.5749;11:49:26;;;;;;;;;;;
1269;35.0522;34.5749;11:49:27;;;;;;;;;;;
1270;35.0444;34.567;11:49:27;;;;;;;;;;;
1271;35.0287;34.5749;11:49:28;;;;;;;;;;;
1272;35.0287;34.567;11:49:28;;;;;;;;;;;
1273;35.0131;34.5592;11:49:29;;;;;;;;;;;
