Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
1;26.0065;26.0612;17.3207;-256.262;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:41:28
2;26.0143;26.0612;17.3129;-256.269;-256.692;-256.903;-256.958;-255.964;0;None;1000;None;10:41:28
3;26.0143;26.0612;17.3207;-256.262;-256.684;-256.903;-256.958;-255.964;0;None;1000;None;10:41:28
4;26.0143;26.0691;17.3285;-256.262;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:41:28
5;26.0143;26.0612;17.3207;-256.254;-256.692;-256.903;-256.958;-255.972;0;None;1000;None;10:41:28
6;26.0143;26.0612;17.3207;-256.262;-256.684;-256.903;-256.95;-255.964;0;None;1000;None;10:41:29
7;26.0221;26.0612;17.3129;-256.262;-256.684;-256.895;-256.958;-255.964;0;None;1000;None;10:41:29
8;26.0143;26.0534;17.3207;-256.262;-256.692;-256.903;-256.958;-255.964;0;None;1000;None;10:41:30
9;26.0221;26.0612;17.3285;-256.269;-256.684;-256.903;-256.958;-255.964;0;None;1000;None;10:41:30
10;26.0221;26.0612;17.3207;-256.262;-256.692;-256.895;-256.958;-255.964;0;None;1000;None;10:41:31
11;26.0143;26.0534;17.3207;-256.262;-256.684;-256.903;-256.958;-255.964;0;None;1000;None;10:41:31
12;26.0143;26.0534;17.3285;-256.262;-256.684;-256.903;-256.966;-255.964;0;None;1000;None;10:41:32
13;26.0143;26.0534;17.3285;-256.262;-256.692;-256.903;-256.966;-255.964;0;None;1000;None;10:41:32
14;26.0221;26.0534;17.3207;-256.262;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:41:33
15;26.0143;26.0534;17.3285;-256.254;-256.692;-256.903;-256.966;-255.964;0;None;1000;None;10:41:33
16;26.0143;26.0534;17.3285;-256.254;-256.692;-256.903;-256.958;-255.956;0;None;1000;None;10:41:34
17;26.0065;26.0534;17.3363;-256.262;-256.684;-256.895;-256.958;-255.964;0;None;1000;None;10:41:34
18;26.0143;26.0612;17.3285;-256.254;-256.692;-256.903;-256.958;-255.964;0;None;1000;None;10:41:35
19;26.0143;26.0534;17.3285;-256.262;-256.692;-256.895;-256.966;-255.964;0;None;1000;None;10:41:35
20;26.0065;26.0612;17.3207;-256.262;-256.684;-256.895;-256.966;-255.964;0;None;1000;None;10:41:36
21;26.0143;26.0534;17.3285;-256.269;-256.692;-256.895;-256.974;-255.964;0;None;1000;None;10:41:36
22;26.0065;26.0612;17.3207;-256.269;-256.692;-256.895;-256.966;-255.964;0;None;1000;None;10:41:37
23;26.0143;26.0612;17.3207;-256.269;-256.692;-256.895;-256.958;-255.956;0;None;1000;None;10:41:37
24;26.0143;26.0612;17.3129;-256.269;-256.692;-256.895;-256.966;-255.964;0;None;1000;None;10:41:38
25;26.0143;26.0534;17.305;-256.269;-256.692;-256.895;-256.966;-255.964;0;None;1000;None;10:41:38
26;26.0143;26.0534;17.305;-256.262;-256.692;-256.895;-256.966;-255.964;0;None;1000;None;10:41:39
27;26.0065;26.0612;17.3129;-256.269;-256.692;-256.903;-256.958;-255.964;0;None;1000;None;10:41:39
28;26.0143;26.0534;17.305;-256.262;-256.692;-256.903;-256.966;-255.964;0;None;1000;None;10:41:40
29;26.0143;26.0534;17.305;-256.262;-256.692;-256.903;-256.958;-255.964;0;None;1000;None;10:41:40
30;26.0143;26.0612;17.3129;-256.269;-256.692;-256.903;-256.966;-255.964;0;None;1000;None;10:41:41
31;26.0065;26.0534;17.305;-256.262;-256.7;-256.911;-256.966;-255.964;0;None;1000;None;10:41:41
32;26.0143;26.0534;17.2972;-256.269;-256.684;-256.903;-256.966;-255.956;0;None;1000;None;10:41:42
33;26.0065;26.0612;17.305;-256.269;-256.692;-256.903;-256.966;-255.964;0;None;1000;None;10:41:42
34;26.0065;26.0534;17.305;-256.262;-256.692;-256.903;-256.966;-255.964;0;None;1000;None;10:41:43
35;26.0143;26.0691;17.305;-256.269;-256.692;-256.903;-256.966;-255.956;0;None;1000;None;10:41:43
36;26.0221;26.0612;17.305;-256.262;-256.692;-256.903;-256.966;-255.964;0;None;1000;None;10:41:44
