Number;DT1;DT2;DT3;P_now;T_imp;K_prop;T_stab;Time;;;;;;;;;;;
8;26.2295;26.2138;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
9;26.2295;26.2099;17.5515;0;None;1000;None;11:06:14;;;;;;;;;;;
10;26.2295;26.2138;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
11;26.2295;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
12;26.2451;26.2099;17.5515;0;None;1000;None;11:06:14;;;;;;;;;;;
13;26.2295;26.2138;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
14;26.2295;26.2099;17.5515;0;None;1000;None;11:06:14;;;;;;;;;;;
15;26.2295;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
16;26.2373;26.2099;17.5515;0;None;1000;None;11:06:14;;;;;;;;;;;
17;26.2295;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
18;26.2373;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
19;26.2373;26.2138;17.5515;0;None;1000;None;11:06:14;;;;;;;;;;;
20;26.2373;26.2099;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
21;26.2295;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
22;26.2373;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
23;26.2216;26.2099;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
24;26.2295;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
25;26.2295;26.2138;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
26;26.2295;26.2099;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
27;26.2295;26.2138;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
28;26.2295;26.2138;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
29;26.2295;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
30;26.2373;26.2021;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
31;26.2295;26.2138;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
32;26.2373;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
33;26.2373;26.2138;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
34;26.2373;26.2177;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
35;26.2373;26.2138;17.528;0;None;1000;None;11:06:14;;;;;;;;;;;
36;26.2373;26.2138;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
37;26.2373;26.2099;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
38;26.2373;26.2138;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
39;26.2451;26.2138;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
40;26.2373;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
41;26.2373;26.2138;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
42;26.2373;26.2099;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
43;26.2373;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
44;26.2451;26.2099;17.528;0;None;1000;None;11:06:14;;;;;;;;;;;
45;26.2373;26.2099;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
46;26.2451;26.2099;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
47;26.2373;26.2099;17.5437;0;None;1000;None;11:06:14;;;;;;;;;;;
48;26.2373;26.2138;17.528;0;None;1000;None;11:06:14;;;;;;;;;;;
49;26.2373;26.2099;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
50;26.2373;26.2099;17.528;0;None;1000;None;11:06:14;;;;;;;;;;;
51;26.2373;26.2138;17.528;0;None;1000;None;11:06:14;;;;;;;;;;;
52;26.2373;26.2138;17.5359;0;None;1000;None;11:06:14;;;;;;;;;;;
53;26.2295;26.2099;17.528;0;None;1000;None;11:06:14;;;;;;;;;;;
54;26.2295;26.2138;17.528;0;None;1000;None;11:06:14;;;;;;;;;;;
55;26.2373;26.2099;17.528;0;None;1000;None;11:06:14;;;;;;;;;;;
56;26.2373;26.2138;17.5202;0;None;1000;None;11:06:14;;;;;;;;;;;
57;26.2373;26.2099;17.5202;0;None;1000;None;11:06:14;;;;;;;;;;;
58;26.2373;26.2099;17.5202;0;None;1000;None;11:06:14;;;;;;;;;;;
59;26.2373;26.2099;17.5202;0;None;1000;None;11:06:14;;;;;;;;;;;
60;26.2451;26.2021;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
61;26.2373;26.2138;17.5202;0;None;1000;None;11:06:14;;;;;;;;;;;
62;26.2373;26.2099;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
63;26.2373;26.2138;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
64;26.2373;26.2138;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
65;26.2295;26.2099;17.5202;0;None;1000;None;11:06:14;;;;;;;;;;;
66;26.2373;26.2138;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
67;26.2373;26.2099;17.5046;0;None;1000;None;11:06:14;;;;;;;;;;;
68;26.2295;26.2138;17.5046;0;None;1000;None;11:06:14;;;;;;;;;;;
69;26.2373;26.2138;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
70;26.2373;26.2099;17.5046;0;None;1000;None;11:06:14;;;;;;;;;;;
71;26.2373;26.2099;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
72;26.2295;26.2138;17.5046;0;None;1000;None;11:06:14;;;;;;;;;;;
73;26.2295;26.2138;17.5046;0;None;1000;None;11:06:14;;;;;;;;;;;
74;26.2373;26.2138;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
75;26.2295;26.2099;17.5046;0;None;1000;None;11:06:14;;;;;;;;;;;
76;26.2373;26.2138;17.5046;0;None;1000;None;11:06:14;;;;;;;;;;;
77;26.2295;26.2138;17.5046;0;None;1000;None;11:06:14;;;;;;;;;;;
78;26.2373;26.2177;17.5124;0;None;1000;None;11:06:14;;;;;;;;;;;
79;26.2373;26.2099;17.4967;0;None;1000;None;11:06:15;;;;;;;;;;;
80;26.2373;26.2177;17.5046;0;None;1000;None;11:06:15;;;;;;;;;;;
81;26.2373;26.2138;17.5046;0;None;1000;None;11:06:16;;;;;;;;;;;
82;26.2451;26.2138;17.5046;0;None;1000;None;11:06:16;;;;;;;;;;;
83;26.2373;26.2138;17.5046;0;None;1000;None;11:06:17;;;;;;;;;;;
84;26.2373;26.2138;17.5046;0;None;1000;None;11:06:17;;;;;;;;;;;
85;26.2373;26.2177;17.4967;0;None;1000;None;11:06:18;;;;;;;;;;;
86;26.2295;26.2138;17.5046;0;None;1000;None;11:06:18;;;;;;;;;;;
87;26.2295;26.2138;17.5046;37.599;None;37.35;30;11:06:19;;;;;;;;;;;
88;26.2373;26.2138;17.5202;37.599;1498;37.35;30;11:06:19;;;;;;;;;;;
89;26.2373;26.2138;17.5202;37.599;1495;37.35;30;11:06:20;;;;;;;;;;;
90;26.2451;26.2138;17.5202;37.599;1495;37.35;30;11:06:20;;;;;;;;;;;
91;26.2529;26.2216;17.5202;37.599;1492;37.35;30;11:06:21;;;;;;;;;;;
92;26.2842;26.2295;17.5124;37.599;1488;37.35;30;11:06:21;;;;;;;;;;;
93;26.3116;26.2608;17.5202;37.599;1476;37.35;30;11:06:22;;;;;;;;;;;
94;26.3351;26.2842;17.5202;37.599;1465;37.35;30;11:06:22;;;;;;;;;;;
95;26.3742;26.3155;17.5202;37.599;1456;37.35;30;11:06:23;;;;;;;;;;;
96;26.4212;26.3547;17.528;37.599;1440;37.35;30;11:06:23;;;;;;;;;;;
97;26.476;26.386;17.5202;37.599;1422;37.35;30;11:06:24;;;;;;;;;;;
98;26.5229;26.429;17.528;37.599;1400;37.35;30;11:06:24;;;;;;;;;;;
99;26.5738;26.4603;17.5202;37.599;1381;37.35;30;11:06:25;;;;;;;;;;;
100;26.6285;26.5073;17.5202;37.599;1361;37.35;30;11:06:25;;;;;;;;;;;
101;26.699;26.5542;17.5124;37.599;1339;37.35;30;11:06:26;;;;;;;;;;;
102;26.7577;26.5894;17.5202;37.599;1311;37.35;30;11:06:26;;;;;;;;;;;
103;26.8124;26.6285;17.5202;37.599;1288;37.35;30;11:06:27;;;;;;;;;;;
104;26.8868;26.6755;17.5124;37.599;1266;37.35;30;11:06:27;;;;;;;;;;;
105;26.9455;26.7303;17.5124;37.599;1237;37.35;30;11:06:28;;;;;;;;;;;
106;27.0198;26.785;17.5124;37.599;1213;37.35;30;11:06:28;;;;;;;;;;;
107;27.098;26.8242;17.5124;37.599;1184;37.35;30;11:06:29;;;;;;;;;;;
108;27.1606;26.8672;17.5046;37.599;1153;37.35;30;11:06:29;;;;;;;;;;;
109;27.2428;26.9298;17.5124;37.599;1128;37.35;30;11:06:30;;;;;;;;;;;
110;27.3132;26.9924;17.5124;37.599;1095;37.35;30;11:06:30;;;;;;;;;;;
111;27.3758;27.0394;17.5124;37.599;1067;37.35;30;11:06:31;;;;;;;;;;;
112;27.4502;27.0824;17.5046;37.599;1042;37.35;30;11:06:31;;;;;;;;;;;
113;27.5362;27.145;17.4967;37.599;1013;37.35;30;11:06:32;;;;;;;;;;;
114;27.6028;27.2037;17.4967;37.599;978;37.35;30;11:06:32;;;;;;;;;;;
115;27.6888;27.2428;17.4967;37.599;952;37.35;30;11:06:33;;;;;;;;;;;
116;27.7632;27.3054;17.4967;37.599;918;37.35;30;11:06:33;;;;;;;;;;;
117;27.8414;27.3602;17.5046;37.599;888;37.35;30;11:06:34;;;;;;;;;;;
118;27.9158;27.4189;17.5124;37.599;857;37.35;30;11:06:34;;;;;;;;;;;
119;27.9901;27.4658;17.5046;37.599;828;37.35;30;11:06:35;;;;;;;;;;;
120;28.0723;27.5206;17.5124;37.599;798;37.35;30;11:06:35;;;;;;;;;;;
121;28.1544;27.5832;17.4967;37.599;765;37.35;30;11:06:36;;;;;;;;;;;
122;28.2327;27.6419;17.5046;37.599;733;37.35;30;11:06:36;;;;;;;;;;;
123;28.3187;27.6967;17.4967;37.599;702;37.35;30;11:06:37;;;;;;;;;;;
124;28.4009;27.7436;17.4967;37.599;668;37.35;30;11:06:37;;;;;;;;;;;
125;28.4713;27.814;17.4967;37.599;635;37.35;30;11:06:38;;;;;;;;;;;
126;28.5574;27.8571;17.5046;37.599;607;37.35;30;11:06:38;;;;;;;;;;;
127;28.6357;27.9197;17.5046;37.599;573;37.35;30;11:06:39;;;;;;;;;;;
128;28.7178;27.9901;17.4967;37.599;542;37.35;30;11:06:39;;;;;;;;;;;
129;28.8;28.041;17.5046;37.599;509;37.35;30;11:06:40;;;;;;;;;;;
130;28.8704;28.0879;17.4967;37.599;476;37.35;30;11:06:40;;;;;;;;;;;
131;28.9682;28.1583;17.5046;37.599;448;37.35;30;11:06:41;;;;;;;;;;;
132;29.0269;28.2288;17.5046;37.599;448;37.35;30;11:06:41;;;;;;;;;;;
133;29.1247;28.2757;17.5046;37.599;386;37.35;30;11:06:42;;;;;;;;;;;
134;29.203;28.3344;17.4967;37.599;347;37.35;30;11:06:42;;;;;;;;;;;
135;29.2773;28.4048;17.4967;37.599;316;37.35;30;11:06:43;;;;;;;;;;;
136;29.3634;28.4479;17.4967;37.599;287;37.35;30;11:06:43;;;;;;;;;;;
137;29.4299;28.5026;17.4967;37.599;252;37.35;30;11:06:44;;;;;;;;;;;
138;29.5003;28.5652;17.4889;37.599;226;37.35;30;11:06:44;;;;;;;;;;;
139;29.5786;28.62;17.4889;37.599;198;37.35;30;11:06:45;;;;;;;;;;;
140;29.6412;28.6513;17.4889;37.599;167;37.35;30;11:06:45;;;;;;;;;;;
141;29.6842;28.7022;17.4889;37.599;142;37.35;30;11:06:46;;;;;;;;;;;
142;29.7468;28.7413;17.4967;37.599;125;37.35;30;11:06:46;;;;;;;;;;;
143;29.8016;28.7961;17.4811;37.599;100;37.35;30;11:06:47;;;;;;;;;;;
144;29.8564;28.8352;17.4889;37.599;78;37.35;30;11:06:47;;;;;;;;;;;
145;29.8916;28.8665;17.4967;37.599;57;37.35;30;11:06:48;;;;;;;;;;;
146;29.9385;28.9017;17.4889;37.599;43;37.35;30;11:06:48;;;;;;;;;;;
147;29.9777;28.9252;17.4889;37.599;24;37.35;30;11:06:49;;;;;;;;;;;
148;30.0168;28.9565;17.4889;37.599;8;37.35;30;11:06:49;;;;;;;;;;;
149;30.0363;28.9878;17.4889;37.599;None;37.35;30;11:06:50;;;;;;;;;;;
150;30.0598;29.0191;17.4889;37.599;None;37.35;30;11:06:50;;;;;;;;;;;
151;30.0911;29.0347;17.4889;37.599;None;37.35;30;11:06:51;;;;;;;;;;;
152;30.1146;29.0504;17.4967;37.599;None;37.35;30;11:06:51;;;;;;;;;;;
153;30.1381;29.0621;17.4889;37.599;None;37.35;30;11:06:52;;;;;;;;;;;
154;30.1615;29.0856;17.4889;37.599;None;37.35;30;11:06:52;;;;;;;;;;;
155;30.1772;29.1012;17.4967;37.599;None;37.35;30;11:06:53;;;;;;;;;;;
156;30.185;29.1169;17.4889;37.599;None;37.35;30;11:06:53;;;;;;;;;;;
157;30.2007;29.1325;17.4967;37.599;None;37.35;30;11:06:54;;;;;;;;;;;
158;30.2085;29.1404;17.4889;37.599;None;37.35;30;11:06:54;;;;;;;;;;;
159;30.2241;29.1638;17.4889;37.599;None;37.35;30;11:06:55;;;;;;;;;;;
160;30.232;29.1717;17.4967;37.599;None;37.35;30;11:06:55;;;;;;;;;;;
161;30.2398;29.1795;17.4889;37.599;None;37.35;30;11:06:56;;;;;;;;;;;
162;30.2437;29.1951;17.4889;37.599;None;37.35;30;11:06:56;;;;;;;;;;;
163;30.2437;29.203;17.4889;37.599;None;37.35;30;11:06:57;;;;;;;;;;;
164;30.2476;29.203;17.4967;37.599;None;37.35;30;11:06:57;;;;;;;;;;;
165;30.2476;29.2108;17.4967;37.599;None;37.35;30;11:06:58;;;;;;;;;;;
166;30.2515;29.2186;17.4889;37.599;None;37.35;30;11:06:58;;;;;;;;;;;
167;30.2554;29.2264;17.4889;37.599;None;37.35;30;11:06:59;;;;;;;;;;;
168;30.2476;29.2343;17.4889;37.599;None;37.35;30;11:06:59;;;;;;;;;;;
169;30.2515;29.2421;17.4967;37.599;None;37.35;30;11:07:00;;;;;;;;;;;
170;30.2515;29.2421;17.4889;37.599;None;37.35;30;11:07:00;;;;;;;;;;;
171;30.2515;29.2499;17.4967;37.599;None;37.35;30;11:07:01;;;;;;;;;;;
172;30.2476;29.2499;17.4967;37.599;None;37.35;30;11:07:01;;;;;;;;;;;
173;30.2437;29.2499;17.4811;37.599;None;37.35;30;11:07:02;;;;;;;;;;;
174;30.2437;29.2538;17.4811;37.599;None;37.35;30;11:07:02;;;;;;;;;;;
175;30.2398;29.2499;17.4811;37.599;None;37.35;30;11:07:03;;;;;;;;;;;
176;30.2398;29.2538;17.4811;37.599;None;37.35;30;11:07:03;;;;;;;;;;;
177;30.232;29.2538;17.4811;37.599;None;37.35;30;11:07:04;;;;;;;;;;;
178;30.232;29.2577;17.4811;37.599;None;37.35;30;11:07:04;;;;;;;;;;;
179;30.2163;29.2577;17.4811;37.599;None;37.35;30;11:07:05;;;;;;;;;;;
180;30.2163;29.2577;17.4811;37.599;None;37.35;30;11:07:05;;;;;;;;;;;
181;30.2085;29.2617;17.4811;37.599;None;37.35;30;11:07:06;;;;;;;;;;;
182;30.2085;29.2577;17.4733;37.599;None;37.35;30;11:07:06;;;;;;;;;;;
183;30.1928;29.2617;17.4811;37.599;None;37.35;30;11:07:07;;;;;;;;;;;
184;30.185;29.2617;17.4811;37.599;None;37.35;30;11:07:07;;;;;;;;;;;
185;30.185;29.2695;17.4811;37.599;None;37.35;30;11:07:08;;;;;;;;;;;
186;30.1694;29.2695;17.4811;37.599;None;37.35;30;11:07:08;;;;;;;;;;;
187;30.1615;29.2695;17.4733;37.599;None;37.35;30;11:07:09;;;;;;;;;;;
188;30.1537;29.2695;17.4733;37.599;None;37.35;30;11:07:09;;;;;;;;;;;
189;30.1537;29.2773;17.4811;37.599;None;37.35;30;11:07:10;;;;;;;;;;;
190;30.1381;29.2773;17.4733;37.599;None;37.35;30;11:07:10;;;;;;;;;;;
191;30.1381;29.2773;17.4811;37.599;None;37.35;30;11:07:11;;;;;;;;;;;
192;30.1224;29.2851;17.4811;37.599;None;37.35;30;11:07:11;;;;;;;;;;;
193;30.1224;29.2851;17.4733;37.599;None;37.35;30;11:07:12;;;;;;;;;;;
194;30.1068;29.2851;17.4811;37.599;None;37.35;30;11:07:12;;;;;;;;;;;
195;30.1146;29.2851;17.4811;37.599;None;37.35;30;11:07:13;;;;;;;;;;;
196;30.0911;29.2851;17.4811;37.599;None;37.35;30;11:07:13;;;;;;;;;;;
197;30.0911;29.2773;17.4889;37.599;None;37.35;30;11:07:14;;;;;;;;;;;
198;30.0833;29.2851;17.4889;37.599;None;37.35;30;11:07:14;;;;;;;;;;;
199;30.0755;29.2851;17.4889;37.599;None;37.35;30;11:07:15;;;;;;;;;;;
200;30.0676;29.2851;17.4889;37.599;None;37.35;30;11:07:15;;;;;;;;;;;
201;30.0442;29.2851;17.4811;37.599;None;37.35;30;11:07:16;;;;;;;;;;;
202;30.0403;29.2851;17.4889;37.599;None;37.35;30;11:07:16;;;;;;;;;;;
203;30.0363;29.2851;17.4889;37.599;None;37.35;30;11:07:17;;;;;;;;;;;
204;30.0324;29.2851;17.4967;37.599;None;37.35;30;11:07:17;;;;;;;;;;;
205;30.0285;29.2851;17.4889;37.599;None;37.35;30;11:07:18;;;;;;;;;;;
206;30.0246;29.2773;17.4967;37.599;None;37.35;30;11:07:18;;;;;;;;;;;
207;30.0168;29.293;17.4967;37.599;None;37.35;30;11:07:19;;;;;;;;;;;
208;30.009;29.2773;17.4889;37.599;None;37.35;30;11:07:19;;;;;;;;;;;
209;30.0011;29.2851;17.4889;37.599;None;37.35;30;11:07:20;;;;;;;;;;;
210;29.9933;29.2851;17.4967;37.599;None;37.35;30;11:07:20;;;;;;;;;;;
211;29.9855;29.2851;17.4889;37.599;2;37.35;30;11:07:21;;;;;;;;;;;
212;29.962;29.2773;17.5046;37.599;5;37.35;30;11:07:21;;;;;;;;;;;
213;29.962;29.2773;17.4967;37.599;15;37.35;30;11:07:22;;;;;;;;;;;
214;29.9464;29.2851;17.4967;37.599;15;37.35;30;11:07:22;;;;;;;;;;;
215;29.9385;29.2851;17.4889;37.599;21;37.35;30;11:07:23;;;;;;;;;;;
216;29.9307;29.2851;17.4889;37.599;24;37.35;30;11:07:23;;;;;;;;;;;
217;29.9307;29.2851;17.4889;37.599;27;37.35;30;11:07:24;;;;;;;;;;;
218;29.9151;29.2773;17.4889;37.599;27;37.35;30;11:07:24;;;;;;;;;;;
219;29.9072;29.2851;17.4889;37.599;33;37.35;30;11:07:25;;;;;;;;;;;
220;29.8994;29.2773;17.4889;37.599;36;37.35;30;11:07:25;;;;;;;;;;;
221;29.8994;29.2851;17.4889;37.599;39;37.35;30;11:07:26;;;;;;;;;;;
222;29.8838;29.293;17.4889;37.599;39;37.35;30;11:07:26;;;;;;;;;;;
223;29.8916;29.2851;17.4967;37.599;46;37.35;30;11:07:27;;;;;;;;;;;
224;29.8838;29.293;17.4889;37.599;43;37.35;30;11:07:27;;;;;;;;;;;
225;29.8838;29.293;17.4811;37.599;46;37.35;30;11:07:28;;;;;;;;;;;
226;29.8838;29.3008;17.4889;37.599;46;37.35;30;11:07:28;;;;;;;;;;;
227;29.8759;29.3086;17.4889;37.599;46;37.35;30;11:07:29;;;;;;;;;;;
228;29.8681;29.3008;17.4889;37.599;49;37.35;30;11:07:29;;;;;;;;;;;
229;29.8759;29.3008;17.4889;37.599;52;37.35;30;11:07:30;;;;;;;;;;;
230;29.8759;29.3086;17.4889;37.599;49;37.35;30;11:07:30;;;;;;;;;;;
231;29.8759;29.3008;17.4967;37.599;49;37.35;30;11:07:31;;;;;;;;;;;
232;29.8681;29.3164;17.4967;37.599;49;37.35;30;11:07:31;;;;;;;;;;;
233;29.8681;29.3164;17.4889;37.599;52;37.35;30;11:07:32;;;;;;;;;;;
234;29.8681;29.3164;17.4967;37.599;52;37.35;30;11:07:32;;;;;;;;;;;
235;29.8681;29.3243;17.4967;37.599;52;37.35;30;11:07:33;;;;;;;;;;;
236;29.8681;29.3243;17.4889;37.599;52;37.35;30;11:07:33;;;;;;;;;;;
237;29.8759;29.3399;17.4967;37.599;52;37.35;30;11:07:34;;;;;;;;;;;
238;29.8681;29.3321;17.4889;37.599;49;37.35;30;11:07:34;;;;;;;;;;;
239;29.8681;29.3477;17.4967;37.599;52;37.35;30;11:07:35;;;;;;;;;;;
240;29.8642;29.3477;17.5046;37.599;52;37.35;30;11:07:35;;;;;;;;;;;
241;29.8642;29.3556;17.5046;37.599;53;37.35;30;11:07:36;;;;;;;;;;;
242;29.8603;29.3556;17.5046;37.599;53;37.35;30;11:07:36;;;;;;;;;;;
243;29.8642;29.3634;17.4967;37.599;55;37.35;30;11:07:37;;;;;;;;;;;
244;29.8681;29.3634;17.4967;37.599;53;37.35;30;11:07:37;;;;;;;;;;;
245;29.8642;29.3712;17.4967;37.599;52;37.35;30;11:07:38;;;;;;;;;;;
246;29.8642;29.3712;17.4967;37.599;53;37.35;30;11:07:38;;;;;;;;;;;
247;29.8681;29.379;17.4967;37.599;53;37.35;30;11:07:39;;;;;;;;;;;
248;29.8642;29.3869;17.5046;37.599;52;37.35;30;11:07:39;;;;;;;;;;;
249;29.8759;29.379;17.4889;37.599;53;37.35;30;11:07:40;;;;;;;;;;;
250;29.872;29.3947;17.5046;37.599;49;37.35;30;11:07:40;;;;;;;;;;;
251;29.8759;29.3947;17.4967;37.599;50;37.35;30;11:07:41;;;;;;;;;;;
252;29.8759;29.4025;17.4967;37.599;49;37.35;30;11:07:41;;;;;;;;;;;
253;29.8838;29.4103;17.5046;37.599;49;37.35;30;11:07:42;;;;;;;;;;;
254;29.8838;29.4103;17.5046;37.599;46;37.35;30;11:07:42;;;;;;;;;;;
255;29.8994;29.4182;17.5046;37.599;46;37.35;30;11:07:43;;;;;;;;;;;
256;29.8994;29.4182;17.4967;37.599;39;37.35;30;11:07:43;;;;;;;;;;;
257;29.8994;29.426;17.4967;37.599;39;37.35;30;11:07:44;;;;;;;;;;;
258;29.8916;29.4338;17.4967;37.599;39;37.35;30;11:07:44;;;;;;;;;;;
259;29.8916;29.4338;17.4967;37.599;43;37.35;30;11:07:45;;;;;;;;;;;
260;29.8916;29.4416;17.5046;37.599;43;37.35;30;11:07:45;;;;;;;;;;;
261;29.8916;29.4573;17.4967;37.599;43;37.35;30;11:07:46;;;;;;;;;;;
262;29.8994;29.4573;17.5046;37.599;43;37.35;30;11:07:46;;;;;;;;;;;
263;29.8994;29.4573;17.4967;37.599;39;37.35;30;11:07:47;;;;;;;;;;;
264;29.9072;29.4651;17.4889;37.599;39;37.35;30;11:07:47;;;;;;;;;;;
265;29.9072;29.4651;17.4967;37.599;36;37.35;30;11:07:48;;;;;;;;;;;
266;29.9072;29.4612;17.4733;37.599;36;37.35;30;11:07:48;;;;;;;;;;;
267;29.9229;29.4651;17.4811;37.599;36;37.35;30;11:07:49;;;;;;;;;;;
268;29.9151;29.469;17.4811;37.599;30;37.35;30;11:07:49;;;;;;;;;;;
269;29.9151;29.4651;17.4811;37.599;33;37.35;30;11:07:50;;;;;;;;;;;
270;29.9229;29.469;17.4733;37.599;33;37.35;30;11:07:50;;;;;;;;;;;
271;29.9307;29.4729;17.4811;37.599;30;37.35;30;11:07:51;;;;;;;;;;;
272;29.9229;29.4769;17.4889;37.599;27;37.35;30;11:07:51;;;;;;;;;;;
273;29.9385;29.4808;17.4733;37.599;30;37.35;30;11:07:52;;;;;;;;;;;
274;29.9229;29.4729;17.4811;37.599;24;37.35;30;11:07:52;;;;;;;;;;;
275;29.9307;29.4847;17.4733;37.599;30;37.35;30;11:07:53;;;;;;;;;;;
276;29.9307;29.4847;17.4811;37.599;27;37.35;30;11:07:53;;;;;;;;;;;
277;29.9307;29.4925;17.4811;37.599;27;37.35;30;11:07:54;;;;;;;;;;;
278;29.9229;29.4847;17.4811;37.599;27;37.35;30;11:07:54;;;;;;;;;;;
279;29.9307;29.4925;17.4811;37.599;30;37.35;30;11:07:55;;;;;;;;;;;
280;29.9229;29.5003;17.4889;37.599;27;37.35;30;11:07:55;;;;;;;;;;;
281;29.9307;29.5003;17.4811;37.599;30;37.35;30;11:07:56;;;;;;;;;;;
282;29.9307;29.4925;17.4811;37.599;27;37.35;30;11:07:56;;;;;;;;;;;
283;29.9385;29.5003;17.4889;37.599;27;37.35;30;11:07:57;;;;;;;;;;;
284;29.9307;29.5003;17.4811;37.599;24;37.35;30;11:07:57;;;;;;;;;;;
285;29.9307;29.5003;17.4811;37.599;27;37.35;30;11:07:58;;;;;;;;;;;
286;29.9307;29.5082;17.4811;37.599;27;37.35;30;11:07:58;;;;;;;;;;;
287;29.9229;29.5003;17.4811;37.599;27;37.35;30;11:07:59;;;;;;;;;;;
288;29.9307;29.516;17.4811;37.599;30;37.35;30;11:07:59;;;;;;;;;;;
289;29.9229;29.5082;17.4889;37.599;27;37.35;30;11:08:00;;;;;;;;;;;
290;29.9151;29.516;17.4889;37.599;30;37.35;30;11:08:00;;;;;;;;;;;
291;29.9229;29.5238;17.4889;37.599;33;37.35;30;11:08:01;;;;;;;;;;;
292;29.9229;29.5238;17.4811;37.599;30;37.35;30;11:08:01;;;;;;;;;;;
293;29.9229;29.5316;17.4811;37.599;30;37.35;30;11:08:02;;;;;;;;;;;
294;29.9151;29.5316;17.4811;37.599;30;37.35;30;11:08:02;;;;;;;;;;;
295;29.9151;29.5316;17.4811;37.599;33;37.35;30;11:08:03;;;;;;;;;;;
296;29.9151;29.5316;17.4889;37.599;33;37.35;30;11:08:03;;;;;;;;;;;
297;29.9229;29.5316;17.4889;37.599;33;37.35;30;11:08:04;;;;;;;;;;;
298;29.9151;29.5316;17.4889;37.599;30;37.35;30;11:08:04;;;;;;;;;;;
299;29.9151;29.5395;17.4889;37.599;33;37.35;30;11:08:05;;;;;;;;;;;
300;29.9151;29.5316;17.4811;37.599;33;37.35;30;11:08:05;;;;;;;;;;;
301;29.9229;29.5473;17.4811;37.599;33;37.35;30;11:08:06;;;;;;;;;;;
302;29.9307;29.5473;17.4733;37.599;30;37.35;30;11:08:06;;;;;;;;;;;
303;29.9229;29.5473;17.4889;37.599;27;37.35;30;11:08:07;;;;;;;;;;;
304;29.9229;29.5473;17.4811;37.599;30;37.35;30;11:08:07;;;;;;;;;;;
305;29.9151;29.5551;17.4733;37.599;30;37.35;30;11:08:08;;;;;;;;;;;
306;29.9151;29.5551;17.4889;37.599;33;37.35;30;11:08:08;;;;;;;;;;;
307;29.9151;29.5551;17.4967;37.599;33;37.35;30;11:08:09;;;;;;;;;;;
308;29.9072;29.5629;17.4889;37.599;33;37.35;30;11:08:09;;;;;;;;;;;
309;29.9151;29.5629;17.4967;37.599;36;37.35;30;11:08:10;;;;;;;;;;;
310;29.9072;29.5629;17.5046;37.599;33;37.35;30;11:08:10;;;;;;;;;;;
311;29.9151;29.5629;17.4967;37.599;36;37.35;30;11:08:11;;;;;;;;;;;
312;29.9072;29.5708;17.4967;37.599;33;37.35;30;11:08:11;;;;;;;;;;;
313;29.9151;29.5708;17.4967;37.599;36;37.35;30;11:08:12;;;;;;;;;;;
314;29.9229;29.5708;17.4967;37.599;33;37.35;30;11:08:12;;;;;;;;;;;
315;29.9151;29.5786;17.4967;37.599;30;37.35;30;11:08:13;;;;;;;;;;;
