Number;DT1;DT2;DT3;P_now;T_imp;K_prop;T_stab;Time;;;;;;;;;;;
2193;29.962;29.7155;17.7041;37.599;20;50;30;11:23:52;;;;;;;;;;;
2194;29.962;29.7233;17.6963;37.599;20;50;30;11:23:52;;;;;;;;;;;
2195;29.9542;29.7155;17.6963;37.599;20;50;30;11:23:53;;;;;;;;;;;
2196;29.9542;29.7233;17.7041;37.599;24;50;30;11:23:53;;;;;;;;;;;
2197;29.9542;29.7155;17.7041;37.599;24;50;30;11:23:54;;;;;;;;;;;
2198;29.9698;29.7233;17.7041;37.599;24;50;30;11:23:54;;;;;;;;;;;
2199;29.962;29.7155;17.7041;37.599;16;50;30;11:23:55;;;;;;;;;;;
2200;29.962;29.7155;17.6963;37.599;20;50;30;11:23:55;;;;;;;;;;;
2201;29.962;29.7233;17.7041;37.599;20;50;30;11:23:56;;;;;;;;;;;
2202;29.962;29.7155;17.6963;37.599;20;50;30;11:23:56;;;;;;;;;;;
2203;29.962;29.7233;17.6885;37.599;20;50;30;11:23:57;;;;;;;;;;;
2204;29.962;29.7233;17.6806;37.599;20;50;30;11:23:57;;;;;;;;;;;
2205;29.9698;29.7233;17.6885;37.599;20;50;30;11:23:58;;;;;;;;;;;
2206;29.9698;29.7155;17.6806;37.599;16;50;30;11:23:58;;;;;;;;;;;
2207;29.9698;29.7233;17.6885;37.599;16;50;30;11:23:59;;;;;;;;;;;
2208;29.9698;29.7233;17.6728;37.599;16;50;30;11:23:59;;;;;;;;;;;
2209;29.9777;29.7233;17.6806;37.599;16;50;30;11:24:00;;;;;;;;;;;
2210;29.9698;29.7233;17.6806;37.599;11;50;30;11:24:00;;;;;;;;;;;
2211;29.9698;29.7233;17.6806;37.599;16;50;30;11:24:01;;;;;;;;;;;
2212;29.9777;29.7233;17.6806;37.599;16;50;30;11:24:01;;;;;;;;;;;
2213;29.962;29.7155;17.6806;37.599;11;50;30;11:24:02;;;;;;;;;;;
2214;29.9698;29.7233;17.6806;37.599;20;50;30;11:24:02;;;;;;;;;;;
2215;29.9698;29.7233;17.6806;37.599;16;50;30;11:24:03;;;;;;;;;;;
2216;29.9698;29.7233;17.6806;37.599;16;50;30;11:24:03;;;;;;;;;;;
2217;29.9698;29.7312;17.6806;37.599;16;50;30;11:24:04;;;;;;;;;;;
2218;29.9777;29.7233;17.6806;37.599;16;50;30;11:24:04;;;;;;;;;;;
2219;29.9777;29.7233;17.6806;37.599;11;50;30;11:24:05;;;;;;;;;;;
2220;29.9777;29.7155;17.6728;37.599;11;50;30;11:24:05;;;;;;;;;;;
2221;29.9777;29.7312;17.6806;37.599;11;50;30;11:24:06;;;;;;;;;;;
2222;29.9777;29.7233;17.6806;37.599;11;50;30;11:24:06;;;;;;;;;;;
2223;29.9777;29.7233;17.6728;37.599;11;50;30;11:24:07;;;;;;;;;;;
2224;29.9777;29.739;17.6806;37.599;11;50;30;11:24:07;;;;;;;;;;;
2225;29.9698;29.7312;17.6728;37.599;11;50;30;11:24:08;;;;;;;;;;;
2226;29.9698;29.7312;17.6728;37.599;16;50;30;11:24:08;;;;;;;;;;;
2227;29.9698;29.7233;17.6806;37.599;16;50;30;11:24:09;;;;;;;;;;;
2228;29.962;29.7312;17.6806;37.599;16;50;30;11:24:09;;;;;;;;;;;
2229;29.9698;29.7233;17.6806;37.599;20;50;30;11:24:10;;;;;;;;;;;
2230;29.962;29.7233;17.6885;37.599;16;50;30;11:24:10;;;;;;;;;;;
2231;29.9698;29.7312;17.6963;37.599;20;50;30;11:24:11;;;;;;;;;;;
2232;29.9698;29.7155;17.6963;37.599;16;50;30;11:24:11;;;;;;;;;;;
2233;29.9698;29.7233;17.6806;37.599;16;50;30;11:24:12;;;;;;;;;;;
2234;29.9698;29.7233;17.6963;37.599;16;50;30;11:24:12;;;;;;;;;;;
2235;29.9698;29.7233;17.6885;37.599;16;50;30;11:24:13;;;;;;;;;;;
2236;29.9698;29.7233;17.6963;37.599;16;50;30;11:24:13;;;;;;;;;;;
2237;29.9698;29.7155;17.6885;37.599;16;50;30;11:24:14;;;;;;;;;;;
2238;29.9698;29.7233;17.6806;37.599;16;50;30;11:24:14;;;;;;;;;;;
2239;29.9698;29.7155;17.6885;37.599;16;50;30;11:24:15;;;;;;;;;;;
2240;29.962;29.7233;17.6806;37.599;16;50;30;11:24:15;;;;;;;;;;;
2241;29.9698;29.7233;17.6806;37.599;20;50;30;11:24:16;;;;;;;;;;;
2242;29.9698;29.7155;17.6806;37.599;16;50;30;11:24:16;;;;;;;;;;;
2243;29.962;29.7233;17.6806;37.599;16;50;30;11:24:17;;;;;;;;;;;
2244;29.962;29.7312;17.6806;37.599;20;50;30;11:24:17;;;;;;;;;;;
2245;29.962;29.7233;17.6885;37.599;20;50;30;11:24:18;;;;;;;;;;;
2246;29.9698;29.7233;17.6885;37.599;20;50;30;11:24:18;;;;;;;;;;;
2247;29.962;29.7155;17.6885;37.599;16;50;30;11:24:19;;;;;;;;;;;
2248;29.962;29.7233;17.6806;37.599;20;50;30;11:24:19;;;;;;;;;;;
2249;29.962;29.7155;17.6885;37.599;20;50;30;11:24:20;;;;;;;;;;;
2250;29.962;29.7155;17.6806;37.599;20;50;30;11:24:20;;;;;;;;;;;
2251;29.9698;29.7233;17.6885;37.599;20;50;30;11:24:21;;;;;;;;;;;
2252;29.9698;29.7233;17.6806;37.599;16;50;30;11:24:21;;;;;;;;;;;
2253;29.962;29.7155;17.6885;37.599;16;50;30;11:24:22;;;;;;;;;;;
2254;29.962;29.7233;17.6806;37.599;20;50;30;11:24:22;;;;;;;;;;;
2255;29.9698;29.7233;17.6885;37.599;20;50;30;11:24:23;;;;;;;;;;;
2256;29.962;29.7155;17.6885;37.599;16;50;30;11:24:23;;;;;;;;;;;
2257;29.9698;29.7233;17.6885;37.599;20;50;30;11:24:24;;;;;;;;;;;
2258;29.962;29.7233;17.6885;37.599;16;50;30;11:24:24;;;;;;;;;;;
2259;29.962;29.7233;17.6885;37.599;20;50;30;11:24:25;;;;;;;;;;;
2260;29.9542;29.7233;17.6885;37.599;20;50;30;11:24:25;;;;;;;;;;;
2261;29.962;29.7155;17.6885;37.599;24;50;30;11:24:26;;;;;;;;;;;
2262;29.9698;29.7312;17.6963;37.599;20;50;30;11:24:26;;;;;;;;;;;
2263;29.962;29.7155;17.6885;37.599;16;50;30;11:24:27;;;;;;;;;;;
2264;29.962;29.7233;17.6885;37.599;20;50;30;11:24:27;;;;;;;;;;;
2265;29.962;29.7233;17.6963;37.599;20;50;30;11:24:28;;;;;;;;;;;
2266;29.962;29.7155;17.6885;37.599;20;50;30;11:24:28;;;;;;;;;;;
2267;29.962;29.7233;17.6963;37.599;20;50;30;11:24:29;;;;;;;;;;;
2268;29.962;29.7155;17.6885;37.599;20;50;30;11:24:29;;;;;;;;;;;
2269;29.962;29.7155;17.6885;37.599;20;50;30;11:24:30;;;;;;;;;;;
2270;29.9698;29.7155;17.6963;37.599;20;50;30;11:24:30;;;;;;;;;;;
2271;29.962;29.7233;17.6963;37.599;16;50;30;11:24:31;;;;;;;;;;;
2272;29.9698;29.7155;17.7041;37.599;20;50;30;11:24:31;;;;;;;;;;;
2273;29.9698;29.7233;17.7041;37.599;16;50;30;11:24:32;;;;;;;;;;;
2274;29.962;29.7155;17.7041;37.599;16;50;30;11:24:32;;;;;;;;;;;
2275;29.962;29.7233;17.6963;37.599;20;50;30;11:24:33;;;;;;;;;;;
2276;29.962;29.7233;17.7119;37.599;20;50;30;11:24:33;;;;;;;;;;;
2277;29.962;29.7312;17.7041;37.599;20;50;30;11:24:34;;;;;;;;;;;
2278;29.9698;29.7233;17.7041;37.599;20;50;30;11:24:34;;;;;;;;;;;
2279;29.962;29.7233;17.7119;37.599;16;50;30;11:24:35;;;;;;;;;;;
2280;29.9698;29.7233;17.7119;37.599;20;50;30;11:24:35;;;;;;;;;;;
2281;29.9698;29.7233;17.7198;37.599;16;50;30;11:24:36;;;;;;;;;;;
2282;29.9777;29.7233;17.7198;37.599;16;50;30;11:24:36;;;;;;;;;;;
2283;29.9698;29.7233;17.7198;37.599;11;50;30;11:24:37;;;;;;;;;;;
2284;29.9698;29.7312;17.7041;37.599;16;50;30;11:24:37;;;;;;;;;;;
2285;29.9698;29.7233;17.7119;37.599;16;50;30;11:24:38;;;;;;;;;;;
2286;29.9698;29.7312;17.7041;37.599;16;50;30;11:24:38;;;;;;;;;;;
2287;29.9777;29.7312;17.7119;37.599;16;50;30;11:24:39;;;;;;;;;;;
2288;29.9698;29.7312;17.7119;37.599;11;50;30;11:24:39;;;;;;;;;;;
2289;29.9777;29.7155;17.7119;37.599;16;50;30;11:24:40;;;;;;;;;;;
2290;29.9698;29.7233;17.7198;37.599;11;50;30;11:24:40;;;;;;;;;;;
2291;29.9777;29.7312;17.7198;37.599;16;50;30;11:24:41;;;;;;;;;;;
2292;29.9698;29.7155;17.7119;37.599;11;50;30;11:24:41;;;;;;;;;;;
2293;29.9777;29.7233;17.7198;37.599;16;50;30;11:24:42;;;;;;;;;;;
2294;29.9777;29.7155;17.7198;37.599;11;50;30;11:24:42;;;;;;;;;;;
2295;29.9777;29.7312;17.7198;37.599;11;50;30;11:24:43;;;;;;;;;;;
2296;29.9698;29.7155;17.7198;37.599;11;50;30;11:24:43;;;;;;;;;;;
2297;29.962;29.7233;17.7276;37.599;16;50;30;11:24:44;;;;;;;;;;;
2298;29.9698;29.7155;17.7198;37.599;20;50;30;11:24:44;;;;;;;;;;;
2299;29.9698;29.7233;17.7276;37.599;16;50;30;11:24:45;;;;;;;;;;;
2300;29.9698;29.7233;17.7198;37.599;16;50;30;11:24:45;;;;;;;;;;;
2301;29.9542;29.7155;17.7276;37.599;16;50;30;11:24:46;;;;;;;;;;;
2302;29.962;29.7233;17.7198;37.599;24;50;30;11:24:46;;;;;;;;;;;
2303;29.962;29.7155;17.7119;37.599;20;50;30;11:24:47;;;;;;;;;;;
2304;29.9542;29.7155;17.7119;37.599;20;50;30;11:24:47;;;;;;;;;;;
2305;29.9542;29.7155;17.7119;37.599;24;50;30;11:24:48;;;;;;;;;;;
2306;29.9542;29.7155;17.7198;37.599;24;50;30;11:24:48;;;;;;;;;;;
2307;29.9542;29.7077;17.7119;37.599;24;50;30;11:24:49;;;;;;;;;;;
2308;29.9542;29.7155;17.7119;37.599;24;50;30;11:24:49;;;;;;;;;;;
2309;29.9542;29.7155;17.7119;37.599;24;50;30;11:24:50;;;;;;;;;;;
2310;29.9542;29.7233;17.7198;37.599;24;50;30;11:24:50;;;;;;;;;;;
2311;29.9464;29.7077;17.7198;37.599;24;50;30;11:24:51;;;;;;;;;;;
2312;29.9464;29.7155;17.7276;37.599;28;50;30;11:24:51;;;;;;;;;;;
2313;29.9542;29.7155;17.7198;37.599;28;50;30;11:24:52;;;;;;;;;;;
2314;29.962;29.7077;17.7276;37.599;24;50;30;11:24:52;;;;;;;;;;;
2315;29.9542;29.7155;17.7198;37.599;20;50;30;11:24:53;;;;;;;;;;;
2316;29.9464;29.7233;17.7198;37.599;24;50;30;11:24:53;;;;;;;;;;;
2317;29.9542;29.7155;17.7119;37.599;28;50;30;11:24:54;;;;;;;;;;;
2318;29.962;29.7233;17.7198;37.599;24;50;30;11:24:54;;;;;;;;;;;
2319;29.9464;29.7233;17.7119;37.599;20;50;30;11:24:55;;;;;;;;;;;
2320;29.962;29.7233;17.7198;37.599;28;50;30;11:24:55;;;;;;;;;;;
2321;29.9542;29.7233;17.7276;37.599;20;50;30;11:24:56;;;;;;;;;;;
2322;29.9542;29.7312;17.7198;37.599;24;50;30;11:24:56;;;;;;;;;;;
2323;29.962;29.7155;17.7119;37.599;24;50;30;11:24:57;;;;;;;;;;;
2324;29.9542;29.7155;17.7198;37.599;20;50;30;11:24:57;;;;;;;;;;;
2325;29.962;29.7155;17.7119;37.599;24;50;30;11:24:58;;;;;;;;;;;
2326;29.9698;29.7233;17.7198;37.599;20;50;30;11:24:58;;;;;;;;;;;
2327;29.962;29.7155;17.7198;37.599;16;50;30;11:24:59;;;;;;;;;;;
2328;29.962;29.7155;17.7041;37.599;20;50;30;11:24:59;;;;;;;;;;;
2329;29.962;29.7155;17.7198;37.599;20;50;30;11:25:00;;;;;;;;;;;
2330;29.9698;29.7155;17.7119;37.599;20;50;30;11:25:00;;;;;;;;;;;
2331;29.962;29.7155;17.7119;37.599;16;50;30;11:25:01;;;;;;;;;;;
2332;29.9698;29.7233;17.7041;37.599;20;50;30;11:25:01;;;;;;;;;;;
2333;29.962;29.7233;17.6963;37.599;16;50;30;11:25:02;;;;;;;;;;;
2334;29.962;29.7233;17.7041;37.599;20;50;30;11:25:02;;;;;;;;;;;
2335;29.962;29.7155;17.7041;37.599;20;50;30;11:25:03;;;;;;;;;;;
2336;29.962;29.7312;17.7041;37.599;20;50;30;11:25:03;;;;;;;;;;;
2337;29.9777;29.7233;17.7119;37.599;20;50;30;11:25:04;;;;;;;;;;;
2338;29.9698;29.7312;17.7041;37.599;11;50;30;11:25:04;;;;;;;;;;;
2339;29.9777;29.7233;17.7041;37.599;16;50;30;11:25:05;;;;;;;;;;;
2340;29.9777;29.7312;17.7041;37.599;11;50;30;11:25:05;;;;;;;;;;;
2341;29.9777;29.7233;17.7041;37.599;11;50;30;11:25:06;;;;;;;;;;;
2342;29.9777;29.7233;17.7041;37.599;11;50;30;11:25:06;;;;;;;;;;;
2343;29.9698;29.7312;17.7041;37.599;11;50;30;11:25:07;;;;;;;;;;;
2344;29.9777;29.7233;17.6963;37.599;16;50;30;11:25:07;;;;;;;;;;;
2345;29.9777;29.7312;17.7041;37.599;11;50;30;11:25:08;;;;;;;;;;;
2346;29.9698;29.7233;17.7041;37.599;11;50;30;11:25:08;;;;;;;;;;;
2347;29.9698;29.7233;17.7041;37.599;16;50;30;11:25:09;;;;;;;;;;;
2348;29.9698;29.7312;17.7041;37.599;16;50;30;11:25:09;;;;;;;;;;;
2349;29.962;29.7233;17.7041;37.599;16;50;30;11:25:10;;;;;;;;;;;
2350;29.9698;29.7233;17.7041;37.599;20;50;30;11:25:10;;;;;;;;;;;
2351;29.962;29.7155;17.7041;37.599;16;50;30;11:25:11;;;;;;;;;;;
2352;29.962;29.7233;17.7041;37.599;20;50;30;11:25:11;;;;;;;;;;;
2353;29.9698;29.7155;17.7041;37.599;20;50;30;11:25:12;;;;;;;;;;;
2354;29.962;29.7155;17.6963;37.599;16;50;30;11:25:12;;;;;;;;;;;
2355;29.962;29.7233;17.7041;37.599;20;50;30;11:25:13;;;;;;;;;;;
2356;29.9698;29.7155;17.7119;37.599;20;50;30;11:25:13;;;;;;;;;;;
2357;29.9698;29.7155;17.7041;37.599;16;50;30;11:25:14;;;;;;;;;;;
2358;29.9698;29.7155;17.7119;37.599;16;50;30;11:25:14;;;;;;;;;;;
2359;29.9698;29.7155;17.7041;37.599;16;50;30;11:25:15;;;;;;;;;;;
2360;29.9698;29.7155;17.7119;37.599;16;50;30;11:25:15;;;;;;;;;;;
2361;29.9698;29.7155;17.7119;37.599;16;50;30;11:25:16;;;;;;;;;;;
2362;29.9777;29.7155;17.7119;37.599;16;50;30;11:25:16;;;;;;;;;;;
2363;29.962;29.7155;17.7041;37.599;11;50;30;11:25:17;;;;;;;;;;;
2364;29.9698;29.7233;17.7119;37.599;20;50;30;11:25:17;;;;;;;;;;;
2365;29.9777;29.7155;17.7041;37.599;16;50;30;11:25:18;;;;;;;;;;;
2366;29.9698;29.7155;17.7041;37.599;11;50;30;11:25:18;;;;;;;;;;;
2367;29.9777;29.7233;17.6963;37.599;16;50;30;11:25:19;;;;;;;;;;;
2368;29.9698;29.7233;17.7041;37.599;11;50;30;11:25:19;;;;;;;;;;;
2369;29.9698;29.7155;17.6963;37.599;16;50;30;11:25:20;;;;;;;;;;;
2370;29.9698;29.7233;17.6963;37.599;16;50;30;11:25:20;;;;;;;;;;;
2371;29.9698;29.7233;17.6963;37.599;16;50;30;11:25:21;;;;;;;;;;;
2372;29.9542;29.7233;17.6963;37.599;16;50;30;11:25:21;;;;;;;;;;;
2373;29.962;29.7233;17.6963;37.599;24;50;30;11:25:22;;;;;;;;;;;
2374;29.962;29.7312;17.6963;37.599;20;50;30;11:25:22;;;;;;;;;;;
2375;29.962;29.7312;17.6963;37.599;20;50;30;11:25:23;;;;;;;;;;;
2376;29.962;29.7312;17.6963;37.599;20;50;30;11:25:23;;;;;;;;;;;
2377;29.9464;29.7233;17.6963;37.599;20;50;30;11:25:24;;;;;;;;;;;
2378;29.9464;29.7233;17.6963;37.599;28;50;30;11:25:24;;;;;;;;;;;
2379;29.9542;29.7233;17.6963;37.599;28;50;30;11:25:25;;;;;;;;;;;
2380;29.9542;29.7233;17.6885;37.599;24;50;30;11:25:25;;;;;;;;;;;
2381;29.9542;29.7155;17.6885;37.599;24;50;30;11:25:26;;;;;;;;;;;
2382;29.962;29.7233;17.6963;37.599;24;50;30;11:25:26;;;;;;;;;;;
2383;29.9698;29.7155;17.6885;37.599;20;50;30;11:25:27;;;;;;;;;;;
2384;29.9542;29.7155;17.7041;37.599;16;50;30;11:25:27;;;;;;;;;;;
2385;29.962;29.7155;17.6963;37.599;24;50;30;11:25:28;;;;;;;;;;;
2386;29.962;29.7233;17.6963;37.599;20;50;30;11:25:28;;;;;;;;;;;
2387;29.9698;29.7233;17.7041;37.599;20;50;30;11:25:29;;;;;;;;;;;
2388;29.962;29.7233;17.7041;37.599;16;50;30;11:25:29;;;;;;;;;;;
2389;29.962;29.7233;17.7041;37.599;20;50;30;11:25:30;;;;;;;;;;;
2390;29.9542;29.7233;17.7041;37.599;20;50;30;11:25:30;;;;;;;;;;;
2391;29.9542;29.7233;17.6963;37.599;24;50;30;11:25:31;;;;;;;;;;;
2392;29.9464;29.7155;17.7041;37.599;24;50;30;11:25:31;;;;;;;;;;;
2393;29.9542;29.7233;17.7041;37.599;28;50;30;11:25:32;;;;;;;;;;;
2394;29.9542;29.7155;17.7041;37.599;24;50;30;11:25:32;;;;;;;;;;;
2395;29.962;29.7233;17.7041;37.599;24;50;30;11:25:33;;;;;;;;;;;
2396;29.962;29.7155;17.7041;37.599;20;50;30;11:25:33;;;;;;;;;;;
2397;29.962;29.7155;17.6885;37.599;20;50;30;11:25:34;;;;;;;;;;;
2398;29.962;29.7233;17.6963;37.599;20;50;30;11:25:34;;;;;;;;;;;
2399;29.962;29.7155;17.6963;37.599;20;50;30;11:25:35;;;;;;;;;;;
2400;29.962;29.7312;17.7041;37.599;20;50;30;11:25:35;;;;;;;;;;;
2401;29.962;29.7233;17.6963;37.599;20;50;30;11:25:36;;;;;;;;;;;
2402;29.9698;29.7312;17.6963;37.599;20;50;30;11:25:36;;;;;;;;;;;
2403;29.9698;29.739;17.6963;37.599;16;50;30;11:25:37;;;;;;;;;;;
2404;29.9698;29.7312;17.7041;37.599;16;50;30;11:25:37;;;;;;;;;;;
2405;29.9777;29.739;17.6963;37.599;16;50;30;11:25:38;;;;;;;;;;;
2406;29.9777;29.739;17.7041;37.599;11;50;30;11:25:38;;;;;;;;;;;
2407;29.962;29.739;17.7041;37.599;11;50;30;11:25:39;;;;;;;;;;;
2408;29.9698;29.739;17.6963;37.599;20;50;30;11:25:39;;;;;;;;;;;
2409;29.962;29.7468;17.7041;37.599;16;50;30;11:25:40;;;;;;;;;;;
2410;29.9777;29.739;17.6963;37.599;20;50;30;11:25:40;;;;;;;;;;;
2411;29.9777;29.739;17.7041;37.599;11;50;30;11:25:41;;;;;;;;;;;
2412;29.9698;29.7312;17.6963;37.599;11;50;30;11:25:41;;;;;;;;;;;
2413;29.9698;29.739;17.7041;37.599;16;50;30;11:25:42;;;;;;;;;;;
2414;29.9698;29.7312;17.6963;37.599;16;50;30;11:25:42;;;;;;;;;;;
2415;29.962;29.7312;17.6963;37.599;16;50;30;11:25:43;;;;;;;;;;;
2416;29.9698;29.7312;17.6963;37.599;20;50;30;11:25:43;;;;;;;;;;;
2417;29.962;29.7312;17.6963;37.599;16;50;30;11:25:44;;;;;;;;;;;
2418;29.9698;29.739;17.7041;37.599;20;50;30;11:25:44;;;;;;;;;;;
2419;29.9698;29.7312;17.6885;37.599;16;50;30;11:25:45;;;;;;;;;;;
2420;29.9698;29.7312;17.6963;37.599;16;50;30;11:25:45;;;;;;;;;;;
2421;29.9777;29.7312;17.6963;37.599;16;50;30;11:25:46;;;;;;;;;;;
2422;29.9698;29.7312;17.6885;37.599;11;50;30;11:25:46;;;;;;;;;;;
2423;29.9698;29.7312;17.7041;37.599;16;50;30;11:25:47;;;;;;;;;;;
2424;29.9698;29.7312;17.6885;37.599;16;50;30;11:25:47;;;;;;;;;;;
2425;29.9698;29.7233;17.6963;37.599;16;50;30;11:25:48;;;;;;;;;;;
2426;29.962;29.7233;17.6963;37.599;16;50;30;11:25:48;;;;;;;;;;;
2427;29.9698;29.7233;17.6885;37.599;20;50;30;11:25:49;;;;;;;;;;;
2428;29.9542;29.7312;17.6963;37.599;16;50;30;11:25:49;;;;;;;;;;;
2429;29.9542;29.7312;17.6885;37.599;24;50;30;11:25:50;;;;;;;;;;;
2430;29.962;29.7312;17.7041;37.599;24;50;30;11:25:50;;;;;;;;;;;
2431;29.9698;29.7312;17.7041;37.599;20;50;30;11:25:51;;;;;;;;;;;
2432;29.9542;29.739;17.7119;37.599;16;50;30;11:25:51;;;;;;;;;;;
2433;29.962;29.739;17.7041;37.599;24;50;30;11:25:52;;;;;;;;;;;
2434;29.9542;29.7312;17.7119;37.599;20;50;30;11:25:52;;;;;;;;;;;
2435;29.9542;29.7233;17.7041;37.599;24;50;30;11:25:53;;;;;;;;;;;
2436;29.9542;29.7312;17.7041;37.599;24;50;30;11:25:53;;;;;;;;;;;
2437;29.9542;29.7312;17.7041;37.599;24;50;30;11:25:54;;;;;;;;;;;
2438;29.9464;29.7312;17.7041;37.599;24;50;30;11:25:54;;;;;;;;;;;
2439;29.9464;29.7312;17.7041;37.599;28;50;30;11:25:55;;;;;;;;;;;
2440;29.9542;29.7233;17.7119;37.599;28;50;30;11:25:55;;;;;;;;;;;
2441;29.9542;29.7233;17.7198;37.599;24;50;30;11:25:56;;;;;;;;;;;
2442;29.9464;29.7233;17.7119;37.599;24;50;30;11:25:56;;;;;;;;;;;
2443;29.9542;29.7233;17.7198;37.599;28;50;30;11:25:57;;;;;;;;;;;
2444;29.9542;29.7312;17.7119;37.599;24;50;30;11:25:57;;;;;;;;;;;
2445;29.9542;29.739;17.7041;37.599;24;50;30;11:25:58;;;;;;;;;;;
2446;29.9542;29.739;17.7119;37.599;24;50;30;11:25:58;;;;;;;;;;;
2447;29.9542;29.7312;17.7041;37.599;24;50;30;11:25:59;;;;;;;;;;;
2448;29.9542;29.739;17.7119;37.599;24;50;30;11:25:59;;;;;;;;;;;
2449;29.9542;29.739;17.7119;37.599;24;50;30;11:26:00;;;;;;;;;;;
2450;29.9542;29.739;17.7041;37.599;24;50;30;11:26:00;;;;;;;;;;;
2451;29.9542;29.7312;17.7041;37.599;24;50;30;11:26:01;;;;;;;;;;;
2452;29.9542;29.7468;17.7119;37.599;24;50;30;11:26:01;;;;;;;;;;;
2453;29.962;29.739;17.7119;37.599;24;50;30;11:26:02;;;;;;;;;;;
2454;29.9542;29.7468;17.7119;37.599;20;50;30;11:26:02;;;;;;;;;;;
2455;29.9542;29.739;17.7119;37.599;24;50;30;11:26:03;;;;;;;;;;;
2456;29.962;29.7468;17.7198;37.599;24;50;30;11:26:03;;;;;;;;;;;
2457;29.9542;29.739;17.7198;37.599;20;50;30;11:26:04;;;;;;;;;;;
2458;29.962;29.739;17.7119;37.599;24;50;30;11:26:04;;;;;;;;;;;
2459;29.962;29.739;17.7198;37.599;20;50;30;11:26:05;;;;;;;;;;;
2460;29.9542;29.739;17.7119;37.599;20;50;30;11:26:05;;;;;;;;;;;
2461;29.9542;29.7312;17.7119;37.599;24;50;30;11:26:06;;;;;;;;;;;
2462;29.9542;29.739;17.7198;37.599;24;50;30;11:26:06;;;;;;;;;;;
2463;29.962;29.7468;17.7119;37.599;24;50;30;11:26:07;;;;;;;;;;;
2464;29.9542;29.7468;17.7198;37.599;20;50;30;11:26:07;;;;;;;;;;;
2465;29.9542;29.7546;17.7198;37.599;24;50;30;11:26:08;;;;;;;;;;;
2466;29.962;29.7468;17.7198;37.599;24;50;30;11:26:08;;;;;;;;;;;
2467;29.962;29.7468;17.7198;37.599;20;50;30;11:26:09;;;;;;;;;;;
2468;29.962;29.7546;17.7198;37.599;20;50;30;11:26:09;;;;;;;;;;;
2469;29.9777;29.7546;17.7198;37.599;20;50;30;11:26:10;;;;;;;;;;;
2470;29.9698;29.7546;17.7198;37.599;11;50;30;11:26:10;;;;;;;;;;;
2471;29.9698;29.7625;17.7198;37.599;16;50;30;11:26:11;;;;;;;;;;;
2472;29.9777;29.7546;17.7198;37.599;16;50;30;11:26:11;;;;;;;;;;;
2473;29.9698;29.7546;17.7198;37.599;11;50;30;11:26:12;;;;;;;;;;;
2474;29.9777;29.7625;17.7198;37.599;16;50;30;11:26:12;;;;;;;;;;;
2475;29.9698;29.7546;17.7198;37.599;11;50;30;11:26:13;;;;;;;;;;;
2476;29.9698;29.7546;17.7198;37.599;16;50;30;11:26:13;;;;;;;;;;;
2477;29.9698;29.7625;17.7198;37.599;16;50;30;11:26:14;;;;;;;;;;;
2478;29.9698;29.7546;17.7198;37.599;16;50;30;11:26:14;;;;;;;;;;;
2479;29.9698;29.7625;17.7276;37.599;16;50;30;11:26:15;;;;;;;;;;;
2480;29.9698;29.7625;17.7198;37.599;16;50;30;11:26:15;;;;;;;;;;;
2481;29.9698;29.7625;17.7119;37.599;16;50;30;11:26:16;;;;;;;;;;;
2482;29.9698;29.7625;17.7276;37.599;16;50;30;11:26:16;;;;;;;;;;;
2483;29.9698;29.7546;17.7119;37.599;16;50;30;11:26:17;;;;;;;;;;;
2484;29.9698;29.7625;17.7276;37.599;16;50;30;11:26:17;;;;;;;;;;;
2485;29.9698;29.7625;17.7119;37.599;16;50;30;11:26:18;;;;;;;;;;;
2486;29.9698;29.7546;17.7198;37.599;16;50;30;11:26:18;;;;;;;;;;;
2487;29.9698;29.7625;17.7198;37.599;16;50;30;11:26:19;;;;;;;;;;;
2488;29.9698;29.7546;17.7198;37.599;16;50;30;11:26:19;;;;;;;;;;;
2489;29.9698;29.7546;17.7198;37.599;16;50;30;11:26:20;;;;;;;;;;;
2490;29.9698;29.7546;17.7198;37.599;16;50;30;11:26:20;;;;;;;;;;;
2491;29.962;29.7625;17.7198;37.599;16;50;30;11:26:21;;;;;;;;;;;
2492;29.962;29.7625;17.7198;37.599;20;50;30;11:26:21;;;;;;;;;;;
2493;29.9698;29.7625;17.7198;37.599;20;50;30;11:26:22;;;;;;;;;;;
2494;29.962;29.7625;17.7276;37.599;16;50;30;11:26:22;;;;;;;;;;;
2495;29.9698;29.7546;17.7276;37.599;20;50;30;11:26:23;;;;;;;;;;;
2496;29.9542;29.7625;17.7354;37.599;16;50;30;11:26:23;;;;;;;;;;;
2497;29.962;29.7703;17.7276;37.599;24;50;30;11:26:24;;;;;;;;;;;
2498;29.9698;29.7625;17.7276;37.599;20;50;30;11:26:24;;;;;;;;;;;
2499;29.962;29.7703;17.7276;37.599;16;50;30;11:26:25;;;;;;;;;;;
2500;29.9698;29.7625;17.7276;37.599;20;50;30;11:26:25;;;;;;;;;;;
2501;29.962;29.7703;17.7198;37.599;16;50;30;11:26:26;;;;;;;;;;;
2502;29.9698;29.7625;17.7276;37.599;20;50;30;11:26:26;;;;;;;;;;;
2503;29.962;29.7703;17.7198;37.599;16;50;30;11:26:27;;;;;;;;;;;
2504;29.9698;29.7703;17.7198;37.599;20;50;30;11:26:27;;;;;;;;;;;
