Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
6;26.1082;26.0847;17.4498;-256.277;-256.684;-256.895;-256.927;-255.949;0;None;1000;None;10:54:12
7;26.1043;26.0925;17.4576;-256.277;-256.684;-256.895;-256.935;-255.941;0;None;1000;None;10:54:12
8;26.1043;26.0925;17.4654;-256.285;-256.684;-256.895;-256.919;-255.949;0;None;1000;None;10:54:13
9;26.1043;26.0925;17.4576;-256.277;-256.676;-256.895;-256.927;-255.941;0;None;1000;None;10:54:13
10;26.1004;26.1004;17.4654;-256.285;-256.684;-256.888;-256.927;-255.941;0;None;1000;None;10:54:14
11;26.1043;26.1004;17.4654;-256.277;-256.676;-256.888;-256.927;-255.941;0;None;1000;None;10:54:14
12;26.1043;26.0925;17.4576;-256.277;-256.684;-256.895;-256.927;-255.941;0;None;1000;None;10:54:15
13;26.1043;26.1004;17.4576;-256.277;-256.684;-256.888;-256.919;-255.941;0;None;1000;None;10:54:15
14;26.1004;26.0925;17.4498;-256.285;-256.684;-256.895;-256.927;-255.949;0;None;1000;None;10:54:16
15;26.1043;26.0925;17.4576;-256.277;-256.676;-256.888;-256.927;-255.941;0;None;1000;None;10:54:16
16;26.1043;26.1004;17.4576;-256.285;-256.676;-256.903;-256.927;-255.949;0;None;1000;None;10:54:17
17;26.1043;26.0925;17.4576;-256.277;-256.676;-256.888;-256.935;-255.941;0;None;1000;None;10:54:17
18;26.1043;26.1004;17.4576;-256.285;-256.676;-256.895;-256.927;-255.941;0;None;1000;None;10:54:18
19;26.1043;26.0925;17.4498;-256.277;-256.684;-256.888;-256.935;-255.949;0;None;1000;None;10:54:18
20;26.1043;26.1004;17.442;-256.285;-256.684;-256.888;-256.919;-255.941;0;None;1000;None;10:54:19
21;26.1043;26.1004;17.4576;-256.277;-256.684;-256.888;-256.927;-255.949;0;None;1000;None;10:54:19
22;26.1043;26.0925;17.4498;-256.285;-256.676;-256.888;-256.919;-255.941;0;None;1000;None;10:54:20
23;26.1004;26.1004;17.4498;-256.285;-256.676;-256.888;-256.935;-255.941;0;None;1000;None;10:54:20
24;26.1004;26.1004;17.4576;-256.277;-256.684;-256.895;-256.919;-255.949;0;None;1000;None;10:54:21
25;26.1043;26.0847;17.4498;-256.277;-256.684;-256.888;-256.927;-255.949;0;None;1000;None;10:54:21
26;26.1043;26.0925;17.4576;-256.285;-256.676;-256.895;-256.919;-255.949;0;None;1000;None;10:54:22
27;26.1004;26.0925;17.4498;-256.277;-256.684;-256.888;-256.927;-255.941;0;None;1000;None;10:54:22
28;26.1043;26.0847;17.4576;-256.277;-256.684;-256.895;-256.919;-255.949;0;None;1000;None;10:54:23
29;26.1043;26.0925;17.4498;-256.285;-256.684;-256.888;-256.927;-255.949;0;None;1000;None;10:54:23
