Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
5;26.0925;26.0769;17.4263;-256.285;-256.676;-256.888;-256.935;-255.964;0;None;1000;None;10:52:45
6;26.0964;26.0769;17.4263;-256.277;-256.676;-256.888;-256.95;-255.964;0;None;1000;None;10:52:45
7;26.0964;26.0847;17.4263;-256.277;-256.676;-256.888;-256.935;-255.964;0;None;1000;None;10:52:46
8;26.1004;26.0769;17.4263;-256.285;-256.684;-256.888;-256.942;-255.956;0;None;1000;None;10:52:46
9;26.0964;26.0847;17.4263;-256.277;-256.676;-256.888;-256.935;-255.956;0;None;1000;None;10:52:47
10;26.1004;26.0847;17.4263;-256.277;-256.668;-256.888;-256.935;-255.956;0;None;1000;None;10:52:47
11;26.1004;26.0847;17.4185;-256.285;-256.676;-256.888;-256.942;-255.964;0;None;1000;None;10:52:48
12;26.0964;26.0847;17.4185;-256.277;-256.676;-256.888;-256.935;-255.956;0;None;1000;None;10:52:48
13;26.1004;26.0847;17.4028;-256.285;-256.676;-256.88;-256.935;-255.956;0;None;1000;None;10:52:49
14;26.0964;26.0847;17.4185;-256.277;-256.676;-256.88;-256.935;-255.956;0;None;1000;None;10:52:49
15;26.0964;26.0847;17.4107;-256.277;-256.676;-256.888;-256.935;-255.956;0;None;1000;None;10:52:50
16;26.0964;26.0847;17.4028;-256.277;-256.684;-256.888;-256.935;-255.949;0;None;1000;None;10:52:50
17;26.0964;26.0769;17.4028;-256.277;-256.676;-256.888;-256.935;-255.949;0;None;1000;None;10:52:51
18;26.0925;26.0769;17.4107;-256.285;-256.684;-256.888;-256.942;-255.956;0;None;1000;None;10:52:51
19;26.1004;26.0691;17.4028;-256.277;-256.684;-256.888;-256.942;-255.949;0;None;1000;None;10:52:52
20;26.0964;26.0769;17.4028;-256.277;-256.676;-256.888;-256.942;-255.956;0;None;1000;None;10:52:52
21;26.0925;26.0847;17.4107;-256.277;-256.676;-256.88;-256.935;-255.956;0;None;1000;None;10:52:53
22;26.0964;26.0769;17.395;-256.277;-256.676;-256.888;-256.935;-255.956;0;None;1000;None;10:52:53
