Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
2;26.0065;26.0534;17.2503;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:43:55
3;26.0065;26.0534;17.2503;-256.269;-256.684;-256.903;-256.95;-255.956;0;None;1000;None;10:43:56
4;25.9986;26.0612;17.2581;-256.269;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:43:56
5;26.0065;26.0612;17.2581;-256.269;-256.684;-256.903;-256.958;-255.956;0;None;1000;None;10:43:57
6;26.0065;26.0534;17.2503;-256.277;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:43:57
7;26.0065;26.0534;17.2581;-256.277;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:43:58
8;25.9986;26.0534;17.2659;-256.269;-256.692;-256.895;-256.958;-255.956;0;None;1000;None;10:43:58
9;26.0065;26.0534;17.2581;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:43:59
10;26.0065;26.0534;17.2581;-256.269;-256.692;-256.903;-256.958;-255.956;0;None;1000;None;10:43:59
11;25.9986;26.0534;17.2503;-256.269;-256.692;-256.888;-256.958;-255.956;0;None;1000;None;10:44:00
12;26.0065;26.0534;17.2581;-256.269;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:44:00
13;26.0143;26.0534;17.2581;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:01
14;25.9986;26.0534;17.2581;-256.262;-256.692;-256.888;-256.95;-255.956;0;None;1000;None;10:44:01
15;26.0065;26.0534;17.2581;-256.269;-256.684;-256.888;-256.958;-255.956;0;None;1000;None;10:44:02
16;26.0143;26.0534;17.2659;-256.269;-256.684;-256.888;-256.95;-255.956;0;None;1000;None;10:44:02
17;26.0143;26.0534;17.2581;-256.269;-256.692;-256.888;-256.95;-255.964;0;None;1000;None;10:44:03
18;26.0065;26.0534;17.2659;-256.277;-256.684;-256.888;-256.95;-255.956;0;None;1000;None;10:44:03
19;25.9986;26.0456;17.2503;-256.262;-256.684;-256.888;-256.958;-255.964;0;None;1000;None;10:44:04
20;26.0065;26.0534;17.2581;-256.269;-256.684;-256.888;-256.95;-255.956;0;None;1000;None;10:44:04
21;26.0065;26.0612;17.2503;-256.269;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:44:05
22;25.9986;26.0612;17.2503;-256.269;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:44:05
23;26.0065;26.0612;17.2581;-256.277;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:44:06
24;25.9986;26.0612;17.2581;-256.262;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:44:06
25;26.0143;26.0534;17.2659;-256.269;-256.684;-256.895;-256.95;-255.949;0;None;1000;None;10:44:07
26;26.0065;26.0612;17.2581;-256.269;-256.692;-256.895;-256.95;-255.964;0;None;1000;None;10:44:07
27;26.0065;26.0612;17.2581;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:08
28;26.0065;26.0691;17.2737;-256.269;-256.692;-256.895;-256.95;-255.949;0;None;1000;None;10:44:08
29;25.9986;26.0612;17.2659;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:09
30;26.0065;26.0534;17.2737;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:09
31;26.0065;26.0534;17.2581;-256.269;-256.692;-256.895;-256.958;-255.956;0;None;1000;None;10:44:10
32;26.0065;26.0534;17.2659;-256.277;-256.684;-256.895;-256.95;-255.949;0;None;1000;None;10:44:10
33;26.0065;26.0612;17.2659;-256.277;-256.684;-256.903;-256.95;-255.956;0;None;1000;None;10:44:11
34;26.0143;26.0612;17.2581;-256.269;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:44:11
35;26.0143;26.0612;17.2659;-256.269;-256.684;-256.903;-256.95;-255.949;0;None;1000;None;10:44:12
36;26.0221;26.0534;17.2737;-256.269;-256.676;-256.895;-256.958;-255.964;0;None;1000;None;10:44:12
37;26.0143;26.0612;17.2581;-256.269;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:44:13
38;26.0143;26.0534;17.2581;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:13
39;26.0143;26.0612;17.2659;-256.269;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:14
40;26.0143;26.0534;17.2581;-256.269;-256.692;-256.895;-256.95;-255.949;0;None;1000;None;10:44:14
41;26.0143;26.0612;17.2581;-256.277;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:15
42;26.0143;26.0691;17.2659;-256.269;-256.684;-256.895;-256.95;-255.949;0;None;1000;None;10:44:15
43;26.0143;26.0534;17.2581;-256.277;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:16
44;26.0221;26.0612;17.2659;-256.277;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:44:16
45;26.0143;26.0691;17.2581;-256.285;-256.676;-256.895;-256.95;-255.956;0;None;1000;None;10:44:17
46;26.0065;26.0612;17.2581;-256.277;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:44:17
47;26.0143;26.0612;17.2659;-256.277;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:44:18
48;26.0221;26.0612;17.2659;-256.277;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:44:18
49;26.0143;26.0612;17.2581;-256.285;-256.684;-256.895;-256.95;-255.949;0;None;1000;None;10:44:19
50;26.0143;26.0612;17.2659;-256.277;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:44:19
51;26.0065;26.0612;17.2659;-256.277;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:44:20
52;26.0143;26.0612;17.2659;-256.277;-256.684;-256.895;-256.958;-255.956;0;None;1000;None;10:44:20
53;26.0221;26.0612;17.2581;-256.269;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:44:21
54;26.0143;26.0612;17.2581;-256.269;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:44:21
55;26.0143;26.0534;17.2659;-256.269;-256.692;-256.888;-256.958;-255.956;0;None;1000;None;10:44:22
56;26.0065;26.0612;17.2581;-256.277;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:44:22
57;26.0143;26.0534;17.2581;-256.277;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:44:23
58;26.0065;26.0691;17.2659;-256.269;-256.684;-256.895;-256.95;-255.949;0;None;1000;None;10:44:23
59;26.0143;26.0612;17.2659;-256.277;-256.692;-256.903;-256.958;-255.956;0;None;1000;None;10:44:24
60;26.0221;26.0612;17.2659;-256.269;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:44:24
61;26.0143;26.0612;17.2659;-256.277;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:44:25
62;26.0221;26.0691;17.2659;-256.269;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:44:25
63;26.0065;26.0612;17.2659;-256.277;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:44:26
64;26.0221;26.0612;17.2659;-256.269;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:44:26
65;26.0221;26.0691;17.2737;-256.277;-256.692;-256.895;-256.958;-255.964;0;None;1000;None;10:44:27
66;26.0143;26.0691;17.2737;-256.269;-256.684;-256.888;-256.95;-255.964;0;None;1000;None;10:44:27
