Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
4;26.0691;26.0612;17.352;-256.277;-256.684;-256.872;-256.95;-255.972;0;None;1000;None;10:47:47
5;26.0612;26.0612;17.3598;-256.277;-256.684;-256.88;-256.95;-255.964;0;None;1000;None;10:47:47
6;26.0691;26.0534;17.352;-256.269;-256.684;-256.88;-256.958;-255.964;0;None;1000;None;10:47:47
7;26.0691;26.0612;17.352;-256.277;-256.684;-256.88;-256.95;-255.972;0;None;1000;None;10:47:48
8;26.0691;26.0691;17.352;-256.269;-256.692;-256.872;-256.958;-255.964;0;None;1000;None;10:47:48
9;26.0769;26.0612;17.352;-256.277;-256.684;-256.888;-256.958;-255.964;0;None;1000;None;10:47:49
10;26.0691;26.0691;17.352;-256.277;-256.692;-256.88;-256.958;-255.964;0;None;1000;None;10:47:49
11;26.0691;26.0612;17.352;-256.269;-256.692;-256.888;-256.958;-255.964;0;None;1000;None;10:47:50
12;26.0769;26.0691;17.352;-256.277;-256.684;-256.888;-256.95;-255.972;0;None;1000;None;10:47:50
13;26.0691;26.0691;17.352;-256.277;-256.692;-256.88;-256.942;-255.964;0;None;1000;None;10:47:51
14;26.0691;26.0612;17.352;-256.277;-256.684;-256.888;-256.95;-255.964;0;None;1000;None;10:47:51
15;26.0691;26.0612;17.3442;-256.277;-256.684;-256.88;-256.95;-255.964;0;None;1000;None;10:47:52
16;26.0691;26.0612;17.352;-256.277;-256.684;-256.888;-256.95;-255.972;0;None;1000;None;10:47:52
17;26.0691;26.0612;17.352;-256.277;-256.676;-256.888;-256.942;-255.972;0;None;1000;None;10:47:53
18;26.0691;26.0612;17.352;-256.269;-256.676;-256.88;-256.95;-255.964;0;None;1000;None;10:47:53
19;26.0612;26.0612;17.3676;-256.277;-256.684;-256.888;-256.942;-255.964;0;None;1000;None;10:47:54
20;26.0691;26.0691;17.3598;-256.277;-256.684;-256.888;-256.942;-255.964;0;None;1000;None;10:47:54
21;26.0691;26.0612;17.3676;-256.277;-256.684;-256.888;-256.95;-255.964;0;None;1000;None;10:47:55
22;26.0769;26.0612;17.3676;-256.277;-256.684;-256.88;-256.942;-255.964;0;None;1000;None;10:47:55
23;26.0691;26.0612;17.3676;-256.269;-256.684;-256.888;-256.95;-255.972;0;None;1000;None;10:47:56
24;26.0691;26.0691;17.3676;-256.277;-256.692;-256.888;-256.942;-255.972;0;None;1000;None;10:47:56
25;26.0691;26.0612;17.3676;-256.277;-256.676;-256.888;-256.942;-255.964;0;None;1000;None;10:47:57
26;26.0769;26.0612;17.3676;-256.277;-256.684;-256.888;-256.95;-255.972;0;None;1000;None;10:47:57
27;26.0691;26.0691;17.3598;-256.269;-256.676;-256.888;-256.95;-255.964;0;None;1000;None;10:47:58
28;26.0769;26.0612;17.3598;-256.269;-256.684;-256.888;-256.935;-255.964;0;None;1000;None;10:47:58
