Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;P_now;T_imp;K_prop;T_stab;Time
3;26.0221;26.0612;17.305;-256.269;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:45:25
4;26.0143;26.0534;17.3129;-256.285;-256.684;-256.888;-256.958;-255.956;0;None;1000;None;10:45:25
5;26.0221;26.0612;17.305;-256.269;-256.692;-256.895;-256.942;-255.949;0;None;1000;None;10:45:26
6;26.0221;26.0534;17.2972;-256.277;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:45:26
7;26.0221;26.0612;17.305;-256.285;-256.692;-256.888;-256.95;-255.956;0;None;1000;None;10:45:27
8;26.0221;26.0612;17.305;-256.277;-256.684;-256.895;-256.942;-255.956;0;None;1000;None;10:45:27
9;26.0221;26.0534;17.305;-256.277;-256.692;-256.903;-256.95;-255.956;0;None;1000;None;10:45:28
10;26.0299;26.0534;17.305;-256.277;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:45:28
11;26.0299;26.0612;17.305;-256.285;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:45:29
12;26.0221;26.0612;17.2972;-256.277;-256.692;-256.888;-256.95;-255.956;0;None;1000;None;10:45:29
13;26.0221;26.0534;17.3129;-256.277;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:45:30
14;26.0143;26.0612;17.3129;-256.285;-256.692;-256.895;-256.942;-255.964;0;None;1000;None;10:45:30
15;26.0299;26.0534;17.3129;-256.277;-256.692;-256.888;-256.958;-255.956;0;None;1000;None;10:45:31
16;26.0221;26.0534;17.3207;-256.285;-256.684;-256.895;-256.95;-255.956;0;None;1000;None;10:45:31
17;26.0221;26.0612;17.305;-256.277;-256.692;-256.895;-256.942;-255.956;0;None;1000;None;10:45:32
18;26.0221;26.0612;17.3129;-256.277;-256.684;-256.888;-256.942;-255.956;0;None;1000;None;10:45:32
19;26.0221;26.0534;17.2972;-256.285;-256.692;-256.888;-256.95;-255.956;0;None;1000;None;10:45:33
20;26.0221;26.0534;17.305;-256.277;-256.692;-256.895;-256.942;-255.956;0;None;1000;None;10:45:33
21;26.0299;26.0534;17.305;-256.277;-256.684;-256.888;-256.95;-255.964;0;None;1000;None;10:45:34
22;26.0221;26.0534;17.305;-256.277;-256.692;-256.895;-256.95;-255.956;0;None;1000;None;10:45:34
23;26.0299;26.0534;17.305;-256.277;-256.684;-256.888;-256.95;-255.964;0;None;1000;None;10:45:35
24;26.0299;26.0612;17.2972;-256.277;-256.676;-256.888;-256.95;-255.964;0;None;1000;None;10:45:35
25;26.0299;26.0534;17.305;-256.277;-256.684;-256.888;-256.958;-255.964;0;None;1000;None;10:45:36
26;26.0299;26.0612;17.305;-256.277;-256.684;-256.888;-256.95;-255.964;0;None;1000;None;10:45:36
27;26.0299;26.0534;17.305;-256.277;-256.684;-256.895;-256.95;-255.964;0;None;1000;None;10:45:37
28;26.0299;26.0612;17.2972;-256.285;-256.684;-256.888;-256.958;-255.964;0;None;1000;None;10:45:37
29;26.0221;26.0612;17.305;-256.269;-256.692;-256.895;-256.95;-255.964;0;None;1000;None;10:45:38
30;26.0221;26.0612;17.305;-256.277;-256.684;-256.895;-256.958;-255.964;0;None;1000;None;10:45:38
31;26.0299;26.0612;17.305;-256.285;-256.684;-256.888;-256.95;-255.964;0;None;1000;None;10:45:39
32;26.0299;26.0691;17.305;-256.277;-256.692;-256.903;-256.958;-255.964;0;None;1000;None;10:45:39
