Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time
1;31.5974;31.66;31.3666;-202.875;-325.603;-343.111;-343.385;-208.983;10:48:41
2;31.5974;31.6444;31.3666;-193.771;-341.038;-343.111;-343.385;-195.481;10:48:42
3;31.5974;31.6444;31.3666;-185.062;-345.029;-343.111;-343.385;-181.36;10:48:42
4;31.5974;31.6444;31.3666;-176.634;-345.029;-343.111;-343.385;-166.692;10:48:43
5;31.5896;31.6444;31.3627;-168.481;-345.029;-343.111;-343.385;-151.383;10:48:43
6;31.5974;31.6444;31.3666;-160.534;-345.029;-343.111;-343.385;-135.369;10:48:44
7;31.5974;31.6522;31.3627;-152.78;-345.029;-343.111;-343.385;-118.545;10:48:44
8;31.6053;31.6522;31.3627;-147.095;-345.029;-343.111;-311.217;-74.0286;10:48:45
9;31.6053;31.6444;31.3627;-256.395;-269.126;-329.14;-256.813;-250.088;10:48:45
10;31.6053;31.6522;31.3588;-256.324;-256.582;-256.778;-256.86;-256.035;10:48:46
11;31.6053;31.6522;31.3588;-256.301;-256.594;-256.809;-256.884;-256.019;10:48:46
12;31.6053;31.6522;31.3627;-256.293;-256.606;-256.825;-256.891;-256.011;10:48:47
13;31.6053;31.6522;31.3627;-256.301;-256.606;-256.833;-256.899;-256.003;10:48:47
14;31.5974;31.6522;31.3627;-256.285;-256.606;-256.833;-256.903;-256.003;10:48:48
15;31.6053;31.6444;31.3627;-256.285;-256.614;-256.841;-256.903;-256.003;10:48:48
16;31.6053;31.6522;31.3627;-256.277;-256.614;-256.841;-256.903;-256.003;10:48:49
17;31.6053;31.6444;31.3666;-256.277;-256.614;-256.841;-256.903;-255.996;10:48:49
18;31.6053;31.6444;31.3666;-256.285;-256.622;-256.848;-256.903;-256.003;10:48:50
19;31.6053;31.6444;31.3666;-256.277;-256.622;-256.841;-256.903;-256.003;10:48:50
20;31.5974;31.6366;31.3666;-256.269;-256.629;-256.841;-256.907;-256.003;10:48:51
21;31.6053;31.6444;31.3627;-256.269;-256.622;-256.841;-256.911;-255.996;10:48:51
22;31.6053;31.6522;31.3627;-256.269;-256.622;-256.848;-256.911;-255.996;10:48:52
23;31.6053;31.6444;31.3627;-256.277;-256.622;-256.848;-256.911;-255.988;10:48:52
24;31.6131;31.6444;31.3588;-256.269;-256.629;-256.848;-256.907;-255.996;10:48:53
25;31.6053;31.6444;31.3627;-256.269;-256.622;-256.856;-256.907;-255.996;10:48:53
26;31.6053;31.6444;31.3627;-256.269;-256.629;-256.848;-256.911;-255.988;10:48:54
