Number;DT1;DT2;DT3;DT4;DT5;DT6;DT7;DT8;Time;;DT8;DT7
743;34.6022;33.1937;-256.747;-256.246;-256.692;-256.903;-256.958;-255.972;12:33:20;;;
744;34.6022;33.1859;-256.751;-256.25;-256.676;-256.911;-256.95;-255.964;12:33:21;;;
745;34.6022;33.1859;-256.751;-256.246;-256.692;-256.911;-256.95;-255.972;12:33:21;;;
746;34.6022;33.1937;-256.751;-256.254;-256.684;-256.911;-256.958;-255.972;12:33:22;;;
747;34.6062;33.1937;-256.755;-256.25;-256.684;-256.927;-256.95;-255.972;12:33:22;;;
748;34.6101;33.2016;-256.751;-256.254;-256.684;-256.919;-256.95;-255.964;12:33:23;;;
749;34.614;33.1937;-256.751;-256.254;-256.684;-256.911;-256.942;-255.972;12:33:23;;;
750;34.6179;33.2016;-256.751;-256.254;-256.668;-256.927;-256.95;-255.964;12:33:24;;;
751;34.6296;33.2016;-256.755;-256.25;-256.676;-256.919;-256.95;-255.964;12:33:24;;;
752;34.6375;33.2094;-256.755;-256.254;-256.676;-256.911;-256.95;-255.972;12:33:25;;;
753;34.6453;33.2172;-256.755;-256.254;-256.684;-256.927;-256.95;-255.964;12:33:25;;;
754;34.6609;33.225;-256.751;-256.25;-256.684;-256.919;-256.95;-255.964;12:33:26;;;
755;34.6766;33.2485;-256.751;-256.25;-256.676;-256.919;-256.942;-255.972;12:33:26;;;
756;34.6922;33.2485;-256.755;-256.25;-256.684;-256.911;-256.942;-255.972;12:33:27;;;
757;34.7079;33.272;-256.751;-256.25;-256.684;-256.911;-256.95;-255.964;12:33:27;;;
758;34.7314;33.272;-256.755;-256.25;-256.684;-256.911;-256.958;-255.972;12:33:28;;;
759;34.747;33.2837;-256.751;-256.254;-256.692;-256.911;-256.958;-255.972;12:33:28;;;
760;34.7627;33.2837;-256.751;-256.25;-256.684;-256.911;-256.958;-255.972;12:33:29;;;
761;34.7861;33.2915;-256.758;-256.25;-256.684;-256.911;-256.958;-255.972;12:33:29;;;
762;34.8018;33.3072;-256.758;-256.254;-256.684;-256.903;-256.958;-255.964;12:33:30;;;
763;34.8135;33.3228;-256.755;-256.25;-256.684;-256.911;-256.958;-255.972;12:33:30;;;
764;34.8331;33.3228;-256.751;-256.254;-256.684;-256.911;-256.966;-255.964;12:33:31;;;
765;34.8448;33.3385;-256.751;-256.25;-256.684;-256.903;-256.958;-255.972;12:33:31;;;
766;34.8761;33.362;-256.751;-256.254;-256.684;-256.911;-256.95;-255.964;12:33:32;;;
767;34.8996;33.3776;-256.751;-256.25;-256.684;-256.911;-256.958;-255.972;12:33:32;;;
768;34.9231;33.3933;-256.747;-256.254;-256.684;-256.911;-256.95;-255.964;12:33:33;;;
769;34.9465;33.4167;-256.758;-256.254;-256.684;-256.911;-256.95;-255.972;12:33:33;;;
770;34.9778;33.4246;-256.755;-256.25;-256.684;-256.919;-256.942;-255.972;12:33:34;;;
771;34.9974;33.4402;-256.758;-256.254;-256.692;-256.911;-256.95;-255.964;12:33:34;;;
772;35.0091;33.4559;-256.755;-256.254;-256.684;-256.911;-256.95;-255.972;12:33:35;;;
773;35.0209;33.4793;-256.758;-256.25;-256.684;-256.903;-256.942;-255.964;12:33:35;;;
774;35.0444;33.4833;-256.758;-256.25;-256.692;-256.919;-256.95;-255.972;12:33:36;;;
775;35.06;33.4911;-256.758;-256.254;-256.676;-256.911;-256.942;-255.964;12:33:36;;;
776;35.06;33.4911;-256.755;-256.254;-256.684;-256.919;-256.935;-255.972;12:33:37;;;
777;35.0678;33.495;-256.758;-256.254;-256.692;-256.919;-256.935;-255.964;12:33:37;;;
778;35.0678;33.495;-256.755;-256.25;-256.684;-256.919;-256.942;-255.972;12:33:38;;;
779;35.0757;33.495;-256.758;-256.254;-256.684;-256.919;-256.942;-255.964;12:33:38;;;
780;35.0678;33.4911;-256.755;-256.254;-256.692;-256.919;-256.942;-255.964;12:33:39;;;
781;35.06;33.4911;-256.751;-256.25;-256.692;-256.919;-256.942;-255.964;12:33:39;;;
782;35.06;33.4911;-256.755;-256.25;-256.692;-256.919;-256.95;-255.964;12:33:40;;;
783;35.0522;33.4911;-256.755;-256.254;-256.676;-256.911;-256.95;-255.956;12:33:40;;;
784;35.0287;33.4793;-256.755;-256.25;-256.684;-256.919;-256.942;-255.964;12:33:41;;;
785;35.0287;33.4559;-256.755;-256.254;-256.692;-256.911;-256.942;-255.964;12:33:41;;;
786;35.0131;33.448;-256.751;-256.25;-256.692;-256.919;-256.942;-255.964;12:33:42;;;
787;35.0209;33.448;-256.755;-256.254;-256.684;-256.919;-256.935;-255.956;12:33:42;;;
788;35.0131;33.448;-256.755;-256.25;-256.684;-256.911;-256.942;-255.964;12:33:43;;;
789;35.0131;33.4402;-256.755;-256.25;-256.692;-256.919;-256.942;-255.956;12:33:43;;;
790;35.0209;33.448;-256.758;-256.25;-256.684;-256.919;-256.942;-255.964;12:33:44;;;
791;35.0287;33.448;-256.755;-256.25;-256.692;-256.911;-256.942;-255.972;12:33:44;;;
792;35.0365;33.4402;-256.755;-256.246;-256.692;-256.911;-256.95;-255.964;12:33:45;;;
793;35.0444;33.4559;-256.755;-256.246;-256.692;-256.911;-256.942;-255.964;12:33:45;;;
794;35.06;33.4637;-256.755;-256.25;-256.684;-256.911;-256.942;-255.972;12:33:46;;;
795;35.0757;33.4715;-256.755;-256.246;-256.692;-256.911;-256.942;-255.972;12:33:46;;;
796;35.0835;33.4872;-256.755;-256.25;-256.692;-256.911;-256.942;-255.964;12:33:47;;;
797;35.107;33.4872;-256.755;-256.25;-256.7;-256.919;-256.935;-255.972;12:33:47;;;
798;35.1226;33.495;-256.758;-256.246;-256.684;-256.911;-256.942;-255.972;12:33:48;;;
799;35.1383;33.4989;-256.758;-256.25;-256.692;-256.911;-256.935;-255.972;12:33:48;;;
800;35.1539;33.5028;-256.755;-256.246;-256.684;-256.911;-256.942;-255.964;12:33:49;;;
801;35.1774;33.5067;-256.758;-256.25;-256.692;-256.903;-256.935;-255.964;12:33:49;;;
802;35.193;33.5302;-256.755;-256.25;-256.684;-256.919;-256.942;-255.972;12:33:50;;;
803;35.2048;33.5302;-256.755;-256.246;-256.692;-256.911;-256.935;-255.964;12:33:50;;;
804;35.2165;33.5459;-256.755;-256.25;-256.692;-256.911;-256.935;-255.964;12:33:51;;;
805;35.2282;33.5693;-256.755;-256.25;-256.684;-256.911;-256.935;-255.964;12:33:51;;;
806;35.2517;33.585;-256.755;-256.25;-256.692;-256.911;-256.935;-255.964;12:33:52;;;
807;35.2674;33.585;-256.751;-256.25;-256.692;-256.919;-256.942;-255.964;12:33:52;;;
808;35.283;33.6006;-256.758;-256.25;-256.684;-256.911;-256.942;-255.964;12:33:53;;;
809;35.2987;33.6085;-256.755;-256.25;-256.692;-256.911;-256.935;-255.964;12:33:53;;;
810;35.3221;33.6319;-256.758;-256.25;-256.684;-256.919;-256.942;-255.964;12:33:54;;;
811;35.3456;33.6554;-256.755;-256.25;-256.692;-256.919;-256.935;-255.972;12:33:54;;;
812;35.3691;33.6593;-256.755;-256.25;-256.684;-256.919;-256.935;-255.956;12:33:55;;;
813;35.3926;33.6711;-256.758;-256.25;-256.684;-256.911;-256.935;-255.956;12:33:55;;;
814;35.416;33.675;-256.755;-256.25;-256.692;-256.919;-256.927;-255.956;12:33:56;;;
815;35.4317;33.6906;-256.751;-256.25;-256.676;-256.911;-256.935;-255.972;12:33:56;;;
816;35.4434;33.6984;-256.755;-256.25;-256.676;-256.911;-256.935;-255.964;12:33:57;;;
817;35.4591;33.7141;-256.758;-256.246;-256.676;-256.919;-256.927;-255.964;12:33:57;;;
818;35.4826;33.7376;-256.758;-256.25;-256.684;-256.911;-256.935;-255.964;12:33:58;;;
819;35.506;33.7454;-256.758;-256.246;-256.676;-256.911;-256.927;-255.964;12:33:58;;;
820;35.5217;33.761;-256.751;-256.25;-256.684;-256.911;-256.942;-255.972;12:33:59;;;
821;35.553;33.7845;-256.755;-256.25;-256.684;-256.911;-256.927;-255.964;12:33:59;;;
822;35.5686;33.8002;-256.751;-256.25;-256.684;-256.911;-256.935;-255.964;12:34:00;;;
823;35.5921;33.8158;-256.755;-256.25;-256.684;-256.911;-256.942;-255.964;12:34:00;;;
824;35.6312;33.8236;-256.751;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:01;;;
825;35.643;33.8393;-256.751;-256.25;-256.684;-256.911;-256.935;-255.964;12:34:01;;;
826;35.6625;33.8549;-256.751;-256.25;-256.684;-256.911;-256.95;-255.972;12:34:02;;;
827;35.6743;33.8706;-256.751;-256.25;-256.684;-256.911;-256.942;-255.964;12:34:02;;;
828;35.7056;33.8823;-256.755;-256.25;-256.692;-256.911;-256.935;-255.964;12:34:03;;;
829;35.7212;33.8902;-256.751;-256.25;-256.684;-256.911;-256.942;-255.964;12:34:03;;;
830;35.7447;33.898;-256.755;-256.25;-256.684;-256.911;-256.935;-255.972;12:34:04;;;
831;35.7682;33.9136;-256.755;-256.254;-256.684;-256.919;-256.942;-255.964;12:34:04;;;
832;35.7916;33.9293;-256.755;-256.254;-256.692;-256.911;-256.95;-255.964;12:34:05;;;
833;35.8151;33.9449;-256.755;-256.25;-256.684;-256.903;-256.935;-255.956;12:34:05;;;
834;35.8308;33.9528;-256.747;-256.25;-256.684;-256.911;-256.95;-255.964;12:34:06;;;
835;35.8503;33.9762;-256.751;-256.25;-256.684;-256.903;-256.942;-255.964;12:34:06;;;
836;35.866;33.9841;-256.747;-256.25;-256.684;-256.911;-256.95;-255.964;12:34:07;;;
837;35.8699;33.9997;-256.747;-256.25;-256.692;-256.911;-256.942;-255.972;12:34:07;;;
838;35.8895;34.0075;-256.751;-256.25;-256.684;-256.911;-256.942;-255.964;12:34:08;;;
839;35.8816;33.9997;-256.747;-256.254;-256.684;-256.911;-256.935;-255.964;12:34:08;;;
840;35.8895;34.0075;-256.747;-256.25;-256.692;-256.911;-256.942;-255.964;12:34:09;;;
841;35.8973;34.0075;-256.751;-256.25;-256.684;-256.911;-256.942;-255.972;12:34:09;;;
842;35.8738;33.9997;-256.751;-256.25;-256.684;-256.911;-256.942;-255.964;12:34:10;;;
843;35.8738;33.9919;-256.751;-256.262;-256.684;-256.911;-256.942;-255.964;12:34:10;;;
844;35.866;33.9919;-256.758;-256.254;-256.684;-256.903;-256.95;-255.972;12:34:11;;;
845;35.8621;33.9841;-256.755;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:11;;;
846;35.8582;33.9762;-256.755;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:12;;;
847;35.8386;33.9684;-256.762;-256.254;-256.684;-256.911;-256.935;-255.964;12:34:12;;;
848;35.8308;33.9449;-256.755;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:13;;;
849;35.8229;33.9449;-256.755;-256.254;-256.684;-256.911;-256.95;-255.972;12:34:13;;;
850;35.8151;33.9293;-256.758;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:14;;;
851;35.8151;33.9293;-256.755;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:14;;;
852;35.8073;33.9293;-256.755;-256.25;-256.684;-256.911;-256.95;-255.972;12:34:15;;;
853;35.8151;33.9293;-256.758;-256.254;-256.684;-256.911;-256.942;-255.972;12:34:15;;;
854;35.8229;33.9449;-256.755;-256.258;-256.684;-256.903;-256.942;-255.972;12:34:16;;;
855;35.8229;33.9449;-256.751;-256.258;-256.684;-256.919;-256.942;-255.964;12:34:16;;;
856;35.8308;33.9606;-256.755;-256.262;-256.684;-256.911;-256.942;-255.972;12:34:17;;;
857;35.8464;33.9528;-256.755;-256.254;-256.684;-256.911;-256.935;-255.972;12:34:17;;;
858;35.8542;33.9684;-256.755;-256.25;-256.684;-256.911;-256.942;-255.964;12:34:18;;;
859;35.8542;33.9762;-256.758;-256.254;-256.684;-256.911;-256.942;-255.972;12:34:18;;;
860;35.8621;33.9762;-256.751;-256.262;-256.684;-256.911;-256.935;-255.972;12:34:19;;;
861;35.8699;33.9919;-256.755;-256.254;-256.684;-256.919;-256.935;-255.972;12:34:19;;;
862;35.8816;33.9997;-256.758;-256.254;-256.684;-256.903;-256.935;-255.972;12:34:20;;;
863;35.8816;34.0154;-256.758;-256.254;-256.684;-256.911;-256.935;-255.972;12:34:20;;;
864;35.8973;34.0154;-256.758;-256.254;-256.684;-256.911;-256.935;-255.972;12:34:21;;;
865;35.9129;34.0388;-256.758;-256.254;-256.684;-256.903;-256.927;-255.956;12:34:21;;;
866;35.9286;34.0388;-256.758;-256.25;-256.692;-256.911;-256.935;-255.972;12:34:22;;;
867;35.9364;34.0545;-256.758;-256.254;-256.684;-256.903;-256.942;-255.964;12:34:22;;;
868;35.9599;34.078;-256.762;-256.25;-256.692;-256.903;-256.942;-255.964;12:34:23;;;
869;35.9599;34.0858;-256.758;-256.25;-256.692;-256.911;-256.935;-255.972;12:34:23;;;
870;35.9755;34.0975;-256.762;-256.25;-256.684;-256.911;-256.935;-255.964;12:34:24;;;
871;35.999;34.1014;-256.758;-256.254;-256.692;-256.911;-256.935;-255.964;12:34:24;;;
872;36.0225;34.1093;-256.755;-256.25;-256.692;-256.903;-256.935;-255.964;12:34:25;;;
873;36.0264;34.121;-256.762;-256.254;-256.684;-256.911;-256.942;-255.972;12:34:25;;;
874;36.0342;34.1366;-256.758;-256.254;-256.692;-256.903;-256.935;-255.972;12:34:26;;;
875;36.0538;34.1445;-256.758;-256.25;-256.684;-256.911;-256.935;-255.964;12:34:26;;;
876;36.0655;34.1601;-256.758;-256.254;-256.684;-256.911;-256.935;-255.972;12:34:27;;;
877;36.0733;34.1679;-256.758;-256.25;-256.692;-256.903;-256.942;-255.964;12:34:27;;;
878;36.0968;34.1836;-256.755;-256.25;-256.692;-256.903;-256.942;-255.972;12:34:28;;;
879;36.1046;34.1914;-256.758;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:28;;;
880;36.1203;34.1993;-256.755;-256.25;-256.692;-256.903;-256.95;-255.972;12:34:29;;;
881;36.1281;34.1993;-256.762;-256.254;-256.684;-256.903;-256.95;-255.972;12:34:29;;;
882;36.1359;34.2071;-256.758;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:30;;;
883;36.1359;34.1914;-256.755;-256.25;-256.684;-256.903;-256.935;-255.964;12:34:30;;;
884;36.1281;34.1993;-256.755;-256.25;-256.676;-256.903;-256.942;-255.964;12:34:31;;;
885;36.1203;34.1993;-256.758;-256.25;-256.692;-256.911;-256.942;-255.964;12:34:31;;;
886;36.1046;34.1993;-256.758;-256.246;-256.684;-256.911;-256.942;-255.964;12:34:32;;;
887;36.0968;34.1914;-256.755;-256.25;-256.692;-256.911;-256.942;-255.972;12:34:32;;;
888;36.0733;34.1758;-256.758;-256.254;-256.684;-256.911;-256.942;-255.964;12:34:33;;;
889;36.0655;34.1758;-256.758;-256.254;-256.676;-256.911;-256.95;-255.964;12:34:33;;;
890;36.0499;34.1445;-256.758;-256.25;-256.692;-256.919;-256.935;-255.956;12:34:34;;;
891;36.0381;34.1445;-256.758;-256.25;-256.684;-256.911;-256.935;-255.964;12:34:34;;;
892;36.0303;34.121;-256.762;-256.254;-256.692;-256.911;-256.935;-255.972;12:34:35;;;
893;36.0147;34.1171;-256.758;-256.25;-256.692;-256.911;-256.935;-255.964;12:34:35;;;
894;35.9834;34.1053;-256.755;-256.254;-256.692;-256.911;-256.942;-255.964;12:34:36;;;
895;35.9677;34.0897;-256.758;-256.25;-256.692;-256.911;-256.935;-255.964;12:34:36;;;
896;35.9364;34.078;-256.758;-256.254;-256.684;-256.919;-256.935;-255.964;12:34:37;;;
897;35.9129;34.0623;-256.758;-256.254;-256.692;-256.919;-256.935;-255.972;12:34:37;;;
898;35.8895;34.0388;-256.758;-256.262;-256.692;-256.919;-256.935;-255.964;12:34:38;;;
899;35.8699;34.0232;-256.758;-256.254;-256.684;-256.919;-256.935;-255.972;12:34:38;;;
900;35.8542;34.0075;-256.755;-256.262;-256.684;-256.919;-256.935;-255.972;12:34:39;;;
901;35.8229;33.9919;-256.758;-256.262;-256.684;-256.911;-256.935;-255.964;12:34:39;;;
902;35.7916;33.9684;-256.755;-256.262;-256.692;-256.919;-256.942;-255.972;12:34:40;;;
903;35.7682;33.9449;-256.758;-256.262;-256.684;-256.919;-256.935;-255.98;12:34:40;;;
904;35.729;33.9293;-256.758;-256.262;-256.684;-256.911;-256.935;-255.972;12:34:41;;;
905;35.7134;33.9058;-256.755;-256.254;-256.692;-256.919;-256.927;-255.972;12:34:41;;;
906;35.6821;33.8902;-256.758;-256.262;-256.684;-256.919;-256.927;-255.972;12:34:42;;;
907;35.6586;33.8823;-256.758;-256.269;-256.684;-256.919;-256.935;-255.972;12:34:42;;;
908;35.6508;33.8628;-256.758;-256.254;-256.692;-256.911;-256.935;-255.972;12:34:43;;;
909;35.6234;33.8393;-256.758;-256.262;-256.684;-256.919;-256.935;-255.972;12:34:43;;;
910;35.5921;33.8236;-256.755;-256.254;-256.684;-256.911;-256.935;-255.964;12:34:44;;;
911;35.5608;33.808;-256.758;-256.262;-256.676;-256.919;-256.927;-255.972;12:34:44;;;
912;35.5217;33.7845;-256.758;-256.262;-256.684;-256.911;-256.927;-255.964;12:34:45;;;
913;35.4982;33.761;-256.755;-256.254;-256.684;-256.911;-256.927;-255.972;12:34:45;;;
914;35.4669;33.7454;-256.758;-256.254;-256.684;-256.919;-256.927;-255.972;12:34:46;;;
915;35.4395;33.7219;-256.755;-256.262;-256.684;-256.911;-256.927;-255.972;12:34:46;;;
916;35.42;33.6984;-256.758;-256.262;-256.692;-256.919;-256.927;-255.964;12:34:47;;;
917;35.3926;33.6828;-256.758;-256.254;-256.692;-256.919;-256.927;-255.98;12:34:47;;;
918;35.3534;33.6711;-256.758;-256.262;-256.684;-256.911;-256.927;-255.972;12:34:48;;;
919;35.33;33.6554;-256.755;-256.262;-256.684;-256.919;-256.927;-255.964;12:34:48;;;
920;35.2908;33.6241;-256.758;-256.262;-256.684;-256.911;-256.927;-255.98;12:34:49;;;
921;35.2595;33.6085;-256.758;-256.262;-256.684;-256.919;-256.927;-255.972;12:34:49;;;
922;35.2243;33.585;-256.758;-256.254;-256.684;-256.911;-256.927;-255.964;12:34:50;;;
923;35.2126;33.5693;-256.755;-256.262;-256.684;-256.927;-256.935;-255.972;12:34:50;;;
924;35.1696;33.538;-256.758;-256.254;-256.684;-256.919;-256.935;-255.972;12:34:51;;;
925;35.1461;33.5224;-256.755;-256.254;-256.684;-256.919;-256.927;-255.972;12:34:51;;;
926;35.1148;33.5028;-256.758;-256.258;-256.676;-256.911;-256.935;-255.972;12:34:52;;;
927;35.0835;33.4911;-256.758;-256.254;-256.684;-256.911;-256.935;-255.972;12:34:52;;;
928;35.06;33.4715;-256.758;-256.25;-256.684;-256.911;-256.942;-255.972;12:34:53;;;
929;35.0209;33.448;-256.758;-256.25;-256.684;-256.919;-256.927;-255.964;12:34:53;;;
930;35.0052;33.4402;-256.758;-256.25;-256.676;-256.919;-256.927;-255.972;12:34:54;;;
931;34.9778;33.4089;-256.758;-256.25;-256.684;-256.919;-256.927;-255.972;12:34:54;;;
932;34.9544;33.3933;-256.762;-256.25;-256.684;-256.919;-256.942;-255.972;12:34:55;;;
933;34.9231;33.3776;-256.758;-256.254;-256.684;-256.911;-256.927;-255.972;12:34:55;;;
934;34.8918;33.3541;-256.758;-256.25;-256.684;-256.927;-256.935;-255.972;12:34:56;;;
935;34.8605;33.3385;-256.758;-256.25;-256.676;-256.919;-256.935;-255.972;12:34:56;;;
936;34.837;33.315;-256.758;-256.25;-256.684;-256.919;-256.935;-255.972;12:34:57;;;
937;34.8213;33.2915;-256.758;-256.254;-256.684;-256.919;-256.942;-255.972;12:34:57;;;
938;34.7861;33.2837;-256.755;-256.246;-256.676;-256.911;-256.935;-255.972;12:34:58;;;
939;34.7627;33.272;-256.758;-256.254;-256.676;-256.919;-256.935;-255.972;12:34:58;;;
940;34.747;33.2563;-256.755;-256.246;-256.684;-256.911;-256.935;-255.972;12:34:59;;;
941;34.7157;33.2485;-256.758;-256.25;-256.684;-256.911;-256.942;-255.98;12:34:59;;;
942;34.7079;33.2407;-256.758;-256.25;-256.676;-256.911;-256.935;-255.972;12:35:00;;;
943;34.7079;33.225;-256.758;-256.246;-256.684;-256.911;-256.942;-255.972;12:35:00;;;
944;34.7001;33.2329;-256.758;-256.25;-256.684;-256.919;-256.942;-255.964;12:35:01;;;
945;34.6922;33.2094;-256.758;-256.246;-256.684;-256.911;-256.935;-255.964;12:35:01;;;
946;34.6922;33.225;-256.758;-256.246;-256.684;-256.911;-256.942;-255.972;12:35:02;;;
947;34.7079;33.2172;-256.758;-256.25;-256.676;-256.911;-256.935;-255.972;12:35:02;;;
948;34.7079;33.2094;-256.758;-256.25;-256.684;-256.911;-256.935;-255.972;12:35:03;;;
949;34.7157;33.2172;-256.755;-256.25;-256.676;-256.919;-256.942;-255.964;12:35:03;;;
950;34.7235;33.2172;-256.762;-256.246;-256.676;-256.911;-256.935;-255.972;12:35:04;;;
951;34.7392;33.2329;-256.758;-256.25;-256.684;-256.911;-256.942;-255.964;12:35:04;;;
952;34.747;33.2485;-256.762;-256.246;-256.684;-256.911;-256.935;-255.98;12:35:05;;;
953;34.7627;33.2485;-256.751;-256.25;-256.676;-256.911;-256.927;-255.972;12:35:05;;;
954;34.7783;33.272;-256.751;-256.246;-256.684;-256.911;-256.942;-255.98;12:35:06;;;
955;34.7861;33.272;-256.755;-256.246;-256.684;-256.919;-256.927;-255.972;12:35:06;;;
956;34.8018;33.2837;-256.755;-256.25;-256.684;-256.919;-256.935;-255.972;12:35:07;;;
957;34.8096;33.2837;-256.747;-256.246;-256.684;-256.919;-256.935;-255.964;12:35:07;;;
958;34.8213;33.2876;-256.755;-256.246;-256.676;-256.919;-256.942;-255.972;12:35:08;;;
959;34.8292;33.3072;-256.751;-256.246;-256.692;-256.919;-256.935;-255.972;12:35:08;;;
960;34.8409;33.315;-256.755;-256.246;-256.684;-256.919;-256.935;-255.964;12:35:09;;;
961;34.8526;33.3307;-256.751;-256.25;-256.676;-256.911;-256.942;-255.972;12:35:09;;;
962;34.8761;33.3385;-256.755;-256.25;-256.684;-256.919;-256.935;-255.964;12:35:10;;;
963;34.8918;33.3541;-256.755;-256.25;-256.684;-256.919;-256.935;-255.972;12:35:10;;;
964;34.9074;33.3698;-256.758;-256.25;-256.684;-256.911;-256.927;-255.972;12:35:11;;;
965;34.9231;33.3698;-256.755;-256.242;-256.684;-256.919;-256.942;-255.964;12:35:11;;;
966;34.9309;33.3698;-256.747;-256.246;-256.684;-256.911;-256.935;-255.964;12:35:12;;;
967;34.9387;33.3776;-256.751;-256.25;-256.684;-256.919;-256.942;-255.972;12:35:12;;;
968;34.9387;33.3776;-256.751;-256.246;-256.684;-256.927;-256.935;-255.98;12:35:13;;;
969;34.9309;33.3698;-256.751;-256.25;-256.684;-256.919;-256.927;-255.972;12:35:13;;;
970;34.9309;33.362;-256.751;-256.246;-256.684;-256.919;-256.935;-255.98;12:35:14;;;
971;34.9309;33.362;-256.751;-256.246;-256.676;-256.911;-256.927;-255.98;12:35:14;;;
972;34.9152;33.3541;-256.751;-256.25;-256.676;-256.919;-256.927;-255.98;12:35:15;;;
973;34.8996;33.3463;-256.751;-256.25;-256.684;-256.919;-256.935;-255.972;12:35:15;;;
974;34.8761;33.3307;-256.755;-256.25;-256.684;-256.919;-256.935;-255.972;12:35:16;;;
975;34.8761;33.3228;-256.751;-256.246;-256.684;-256.927;-256.935;-255.972;12:35:16;;;
976;34.8605;33.315;-256.751;-256.25;-256.684;-256.919;-256.927;-255.972;12:35:17;;;
977;34.8526;33.315;-256.755;-256.246;-256.676;-256.919;-256.927;-255.972;12:35:17;;;
978;34.8526;33.315;-256.751;-256.25;-256.692;-256.911;-256.935;-255.964;12:35:18;;;
979;34.8526;33.315;-256.751;-256.246;-256.676;-256.919;-256.935;-255.972;12:35:18;;;
980;34.8605;33.315;-256.751;-256.25;-256.692;-256.919;-256.942;-255.98;12:35:19;;;
981;34.8605;33.3385;-256.751;-256.246;-256.676;-256.911;-256.935;-255.972;12:35:19;;;
982;34.8761;33.3307;-256.755;-256.25;-256.684;-256.919;-256.942;-255.972;12:35:20;;;
983;34.8683;33.3307;-256.751;-256.246;-256.684;-256.911;-256.95;-255.972;12:35:20;;;
984;34.8839;33.3463;-256.751;-256.242;-256.684;-256.919;-256.942;-255.972;12:35:21;;;
985;34.8996;33.362;-256.751;-256.246;-256.684;-256.911;-256.95;-255.964;12:35:21;;;
986;34.9152;33.362;-256.751;-256.242;-256.676;-256.919;-256.935;-255.972;12:35:22;;;
