Number;DT1;DT2;Time;С кулером;;;;;Без куллера;;;;;;;Delta;в среднем;Мин;Макс
1892;36.3511;35.7017;16:27:50;;;;;;;;;;;;;0.6494;;;
1893;36.3433;35.6938;16:27:51;;;;;;;;;;;;;0.6495;;;
1894;36.3355;35.6899;16:27:51;;;;;;;;;;;;;0.6456;;;
1895;36.3355;35.6977;16:27:52;;;;;;;;;;;;;0.6378;;;
1896;36.3277;35.6977;16:27:52;;;;;;;;;;;;;0.63;;;
1897;36.3277;35.6977;16:27:53;;;;;;;;;;;;;0.63;;;
1898;36.3277;35.6977;16:27:53;;;;;;;;;;;;;0.63;;;
1899;36.3198;35.6938;16:27:54;;;;;;;;;;;;;0.626;;;
1900;36.312;35.6977;16:27:54;;;;;;;;;;;;;0.6143;;;
1901;36.312;35.6977;16:27:55;;;;;;;;;;;;;0.6143;;;
1902;36.2885;35.6821;16:27:55;;;;;;;;;;;;;0.6064;;;
1903;36.2885;35.6899;16:27:56;;;;;;;;;;;;;0.5986;;;
1904;36.2807;35.6821;16:27:56;;;;;;;;;;;;;0.5986;;;
1905;36.2729;35.6821;16:27:57;;;;;;;;;;;;;0.5908;;;
1906;36.2729;35.6743;16:27:57;;;;;;;;;;;;;0.5986;;;
1907;36.2651;35.6743;16:27:58;;;;;;;;;;;;;0.5908;;;
1908;36.2611;35.6743;16:27:58;;;;;;;;;;;;;0.5868;;;
1909;36.2533;35.6664;16:27:59;;;;;;;;;;;;;0.5869;;;
1910;36.2533;35.6664;16:27:59;;;;;;;;;;;;;0.5869;;;
1911;36.2455;35.6664;16:28:00;;;;;;;;;;;;;0.5791;;;
1912;36.2494;35.6586;16:28:00;;;;;;;;;;;;;0.5908;;;
1913;36.2377;35.6508;16:28:01;;;;;;;;;;;;;0.5869;;;
1914;36.2298;35.643;16:28:01;;;;;;;;;;;;;0.5868;;;
1915;36.222;35.643;16:28:02;;;;;;;;;;;;;0.579;;;
1916;36.222;35.643;16:28:02;;;;;;;;;;;;;0.579;;;
1917;36.2142;35.6351;16:28:03;;;;;;;;;;;;;0.5791;;;
1918;36.1985;35.6351;16:28:03;;;;;;;;;;;;;0.5634;;;
1919;36.1907;35.6351;16:28:04;;;;;;;;;;;;;0.5556;;;
1920;36.1907;35.6195;16:28:04;;;;;;;;;;;;;0.5712;;;
1921;36.1829;35.6273;16:28:05;;;;;;;;;;;;;0.5556;;;
1922;36.1672;35.6195;16:28:05;;;;;;;;;;;;;0.5477;;;
1923;36.1672;35.6117;16:28:06;;;;;;;;;;;;;0.5555;;;
1924;36.1438;35.6117;16:28:06;;;;;;;;;;;;;0.5321;;;
1925;36.1438;35.6038;16:28:07;;;;;;;;;;;;;0.54;;;
1926;36.1203;35.596;16:28:07;;;;;;;;;;;;;0.5243;;;
1927;36.1046;35.6038;16:28:08;;;;;;;;;;;;;0.5008;;;
1928;36.1046;35.5882;16:28:08;;;;;;;;;;;;;0.5164;;;
1929;36.089;35.5882;16:28:09;;;;;;;;;;;;;0.5008;;;
1930;36.089;35.5725;16:28:09;;;;;;;;;;;;;0.5165;;;
1931;36.089;35.5725;16:28:10;;;;;;;;;;;;;0.5165;;;
1932;36.0733;35.5725;16:28:10;;;;;;;;;;;;;0.5008;;;
1933;36.0655;35.5569;16:28:11;;;;;;;;;;;;;0.5086;;;
1934;36.0577;35.5569;16:28:11;;;;;;;;;;;;;0.5008;;;
1935;36.0499;35.5569;16:28:12;;;;;;;;;;;;;0.493;;;
1936;36.0499;35.5491;16:28:12;;;;;;;;;;;;;0.5008;;;
1937;36.046;35.5412;16:28:13;;;;;;;;;;;;;0.5048;;;
1938;36.0381;35.5491;16:28:13;;;;;;;;;;;;;0.489;;;
1939;36.0381;35.5334;16:28:14;;;;;;;;;;;;;0.5047;;;
1940;36.0303;35.5256;16:28:14;;;;;;;;;;;;;0.5047;;;
1941;36.0303;35.5099;16:28:15;;;;;;;;;;;;;0.5204;;;
1942;36.0147;35.5178;16:28:15;;;;;;;;;;;;;0.4969;;;
1943;36.0147;35.5099;16:28:16;;;;;;;;;;;;;0.5048;;;
1944;35.999;35.5021;16:28:16;;;;;;;;;;;;;0.4969;;;
1945;35.999;35.5021;16:28:17;;;;;;;;;;;;;0.4969;;;
1946;35.9912;35.4943;16:28:17;;;;;;;;;;;;;0.4969;;;
1947;35.9834;35.4982;16:28:18;;;;;;;;;;;;;0.4852;;;
1948;35.9677;35.4904;16:28:18;;;;;;;;;;;;;0.4773;;;
1949;35.9677;35.4943;16:28:19;;;;;;;;;;;;;0.4734;;;
1950;35.9521;35.4865;16:28:19;;;;;;;;;;;;;0.4656;;;
1951;35.9521;35.4826;16:28:20;;;;;;;;;;;;;0.4695;;;
1952;35.9364;35.4826;16:28:20;;;;;;;;;;;;;0.4538;;;
1953;35.9364;35.4747;16:28:21;;;;;;;;;;;;;0.4617;;;
1954;35.9286;35.4747;16:28:21;;;;;;;;;;;;;0.4539;;;
1955;35.9286;35.4669;16:28:22;;;;;;;;;;;;;0.4617;;;
1956;35.9129;35.4669;16:28:22;;;;;;;;;;;;;0.446;;;
1957;35.9051;35.4669;16:28:23;;;;;;;;;;;;;0.4382;;;
1958;35.9051;35.4591;16:28:23;;;;;;;;;;;;;0.446;;;
1959;35.8895;35.4513;16:28:24;;;;;;;;;;;;;0.4382;;;
1960;35.8895;35.4513;16:28:24;;;;;;;;;;;;;0.4382;;;
1961;35.8816;35.4434;16:28:25;;;;;;;;;;;;;0.4382;;;
1962;35.8738;35.4356;16:28:25;;;;;;;;;;;;;0.4382;;;
1963;35.8699;35.4278;16:28:26;;;;;;;;;;;;;0.4421;;;
1964;35.8621;35.4278;16:28:26;;;;;;;;;;;;;0.4343;;;
1965;35.8582;35.4278;16:28:27;;;;;;;;;;;;;0.4304;;;
1966;35.8582;35.4278;16:28:27;;;;;;;;;;;;;0.4304;;;
1967;35.8464;35.4121;16:28:28;;;;;;;;;;;;;0.4343;;;
1968;35.8464;35.42;16:28:28;;;;;;;;;;;;;0.4264;;;
1969;35.8386;35.4043;16:28:29;;;;;;;;;;;;;0.4343;;;
1970;35.8229;35.4043;16:28:29;;;;;;;;;;;;;0.4186;;;
1971;35.8151;35.3965;16:28:30;;;;;;;;;;;;;0.4186;;;
1972;35.8073;35.3887;16:28:30;;;;;;;;;;;;;0.4186;;;
1973;35.7916;35.3808;16:28:31;;;;;;;;;;;;;0.4108;;;
1974;35.7916;35.373;16:28:31;;;;;;;;;;;;;0.4186;;;
1975;35.7916;35.3652;16:28:32;;;;;;;;;;;;;0.4264;;;
1976;35.7838;35.3652;16:28:32;;;;;;;;;;;;;0.4186;;;
1977;35.7682;35.3652;16:28:33;;;;;;;;;;;;;0.403;;;
1978;35.7603;35.3495;16:28:33;;;;;;;;;;;;;0.4108;;;
1979;35.7603;35.3574;16:28:34;;;;;;;;;;;;;0.4029;;;
1980;35.7525;35.3495;16:28:34;;;;;;;;;;;;;0.403;;;
1981;35.7447;35.3495;16:28:35;;;;;;;;;;;;;0.3952;;;
1982;35.7369;35.3495;16:28:35;;;;;;;;;;;;;0.3874;;;
1983;35.729;35.3339;16:28:36;;;;;;;;;;;;;0.3951;;;
1984;35.729;35.3221;16:28:36;;;;;;;;;;;;;0.4069;;;
1985;35.7212;35.3221;16:28:37;;;;;;;;;;;;;0.3991;;;
1986;35.7134;35.3221;16:28:37;;;;;;;;;;;;;0.3913;;;
1987;35.6977;35.3182;16:28:38;;;;;;;;;;;;;0.3795;;;
1988;35.6977;35.3143;16:28:38;;;;;;;;;;;;;0.3834;;;
1989;35.6899;35.3182;16:28:39;;;;;;;;;;;;;0.3717;;;
1990;35.6899;35.3143;16:28:39;;;;;;;;;;;;;0.3756;;;
1991;35.6821;35.3104;16:28:40;;;;;;;;;;;;;0.3717;;;
1992;35.6743;35.3065;16:28:40;;;;;;;;;;;;;0.3678;;;
1993;35.6664;35.3104;16:28:41;;;;;;;;;;;;;0.356;;;
1994;35.6664;35.3065;16:28:41;;;;;;;;;;;;;0.3599;;;
1995;35.6586;35.3065;16:28:42;;;;;;;;;;;;;0.3521;;;
1996;35.6547;35.2987;16:28:42;;;;;;;;;;;;;0.356;;;
1997;35.6508;35.2987;16:28:43;;;;;;;;;;;;;0.3521;;;
1998;35.643;35.2987;16:28:43;;;;;;;;;;;;;0.3443;;;
1999;35.6391;35.283;16:28:44;;;;;;;;;;;;;0.3561;;;
2000;35.6312;35.2752;16:28:44;;;;;;;;;;;;;0.356;;;
2001;35.6234;35.2674;16:28:45;;;;;;;;;;;;;0.356;;;
2002;35.6156;35.2674;16:28:45;;;;;;;;;;;;;0.3482;;;
2003;35.6156;35.2595;16:28:46;;;;;;;;;;;;;0.3561;;;
2004;35.5999;35.2595;16:28:46;;;;;;;;;;;;;0.3404;;;
2005;35.5999;35.2517;16:28:47;;;;;;;;;;;;;0.3482;;;
2006;35.5921;35.2517;16:28:47;;;;;;;;;;;;;0.3404;;;
2007;35.5999;35.2439;16:28:48;;;;;;;;;;;;;0.356;;;
2008;35.5843;35.2361;16:28:48;;;;;;;;;;;;;0.3482;;;
2009;35.5843;35.2361;16:28:49;;;;;;;;;;;;;0.3482;;;
2010;35.5765;35.2361;16:28:49;;;;;;;;;;;;;0.3404;;;
2011;35.5608;35.2361;16:28:50;;;;;;;;;;;;;0.3247;;;
2012;35.5608;35.2204;16:28:50;;;;;;;;;;;;;0.3404;;;
2013;35.5452;35.2282;16:28:51;;;;;;;;;;;;;0.317;;;
2014;35.5373;35.2126;16:28:51;;;;;;;;;;;;;0.3247;;;
2015;35.5295;35.2048;16:28:52;;;;;;;;;;;;;0.3247;;;
2016;35.5295;35.2048;16:28:52;;;;;;;;;;;;;0.3247;;;
2017;35.5295;35.2048;16:28:53;;;;;;;;;;;;;0.3247;;;
2018;35.5217;35.1969;16:28:53;;;;;;;;;;;;;0.3248;;;
2019;35.5139;35.1891;16:28:54;;;;;;;;;;;;;0.3248;;;
2020;35.506;35.1813;16:28:54;;;;;;;;;;;;;0.3247;;;
2021;35.4982;35.1735;16:28:55;;;;;;;;;;;;;0.3247;;;
2022;35.4982;35.1813;16:28:55;;;;;;;;;;;;;0.3169;;;
2023;35.4826;35.1735;16:28:56;;;;;;;;;;;;;0.3091;;;
2024;35.4826;35.1656;16:28:56;;;;;;;;;;;;;0.317;;;
2025;35.4747;35.1656;16:28:57;;;;;;;;;;;;;0.3091;;;
2026;35.4669;35.1578;16:28:57;;;;;;;;;;;;;0.3091;;;
2027;35.4669;35.15;16:28:58;;;;;;;;;;;;;0.3169;;;
2028;35.4591;35.15;16:28:58;;;;;;;;;;;;;0.3091;;;
2029;35.4434;35.1422;16:28:59;;;;;;;;;;;;;0.3012;;;
2030;35.4513;35.1422;16:28:59;;;;;;;;;;;;;0.3091;;;
2031;35.4434;35.1343;16:29:00;;;;;;;;;;;;;0.3091;;;
2032;35.4317;35.1265;16:29:00;;;;;;;;;;;;;0.3052;;;
2033;35.4317;35.1265;16:29:01;;;;;;;;;;;;;0.3052;;;
2034;35.4317;35.1187;16:29:01;;;;;;;;;;;;;0.313;;;
2035;35.4278;35.1109;16:29:02;;;;;;;;;;;;;0.3169;;;
2036;35.416;35.107;16:29:02;;;;;;;;;;;;;0.309;;;
2037;35.416;35.107;16:29:03;;;;;;;;;;;;;0.309;;;
2038;35.4082;35.103;16:29:03;;;;;;;;;;;;;0.3052;;;
2039;35.416;35.0991;16:29:04;;;;;;;;;;;;;0.3169;;;
2040;35.4004;35.103;16:29:04;;;;;;;;;;;;;0.2974;;;
2041;35.3926;35.0991;16:29:05;;;;;;;;;;;;;0.2935;;;
2042;35.3847;35.0952;16:29:05;;;;;;;;;;;;;0.2895;;;
2043;35.3769;35.0952;16:29:06;;;;;;;;;;;;;0.2817;;;
2044;35.3691;35.0835;16:29:06;;;;;;;;;;;;;0.2856;;;
2045;35.3691;35.0835;16:29:07;;;;;;;;;;;;;0.2856;;;
2046;35.3613;35.0835;16:29:07;;;;;;;;;;;;;0.2778;;;
2047;35.3613;35.0678;16:29:08;;;;;;;;;;;;;0.2935;;;
2048;35.3456;35.0757;16:29:08;;;;;;;;;;;;;0.2699;;;
2049;35.3456;35.0678;16:29:09;;;;;;;;;;;;;0.2778;;;
2050;35.3378;35.06;16:29:09;;;;;;;;;;;;;0.2778;;;
2051;35.33;35.0444;16:29:10;;;;;;;;;;;;;0.2856;;;
2052;35.33;35.0444;16:29:10;;;;;;;;;;;;;0.2856;;;
2053;35.3221;35.0444;16:29:11;;;;;;;;;;;;;0.2777;;;
2054;35.3221;35.0365;16:29:11;;;;;;;;;;;;;0.2856;;;
2055;35.3065;35.0287;16:29:12;;;;;;;;;;;;;0.2778;;;
2056;35.3065;35.0365;16:29:12;;;;;;;;;;;;;0.27;;;
2057;35.2987;35.0209;16:29:13;;;;;;;;;;;;;0.2778;;;
2058;35.2908;35.0052;16:29:13;;;;;;;;;;;;;0.2856;;;
2059;35.283;35.0131;16:29:14;;;;;;;;;;;;;0.2699;;;
2060;35.2752;35.0052;16:29:14;;;;;;;;;;;;;0.27;;;
2061;35.2674;35.0052;16:29:15;;;;;;;;;;;;;0.2622;;;
2062;35.2595;35.0052;16:29:15;;;;;;;;;;;;;0.2543;;;
2063;35.2517;35.0052;16:29:16;;;;;;;;;;;;;0.2465;;;
2064;35.2439;34.9974;16:29:16;;;;;;;;;;;;;0.2465;;;
2065;35.2361;34.9896;16:29:17;;;;;;;;;;;;;0.2465;;;
2066;35.2243;34.9896;16:29:17;;;;;;;;;;;;;0.2347;;;
2067;35.2282;34.9818;16:29:18;;;;;;;;;;;;;0.2464;;;
2068;35.2204;34.9818;16:29:18;;;;;;;;;;;;;0.2386;;;
2069;35.2243;34.9739;16:29:19;;;;;;;;;;;;;0.2504;;;
2070;35.2204;34.9661;16:29:19;;;;;;;;;;;;;0.2543;;;
2071;35.2204;34.9583;16:29:20;;;;;;;;;;;;;0.2621;;;
2072;35.2204;34.9583;16:29:20;;;;;;;;;;;;;0.2621;;;
2073;35.2165;34.9505;16:29:21;;;;;;;;;;;;;0.266;;;
2074;35.2126;34.9426;16:29:21;;;;;;;;;;;;;0.27;;;
2075;35.2126;34.9426;16:29:22;;;;;;;;;;;;;0.27;;;
2076;35.2087;34.9348;16:29:22;;;;;;;;;;;;;0.2739;;;
2077;35.2009;34.927;16:29:23;;;;;;;;;;;;;0.2739;;;
2078;35.2009;34.9192;16:29:23;;;;;;;;;;;;;0.2817;;;
2079;35.1852;34.9192;16:29:24;;;;;;;;;;;;;0.266;;;
2080;35.1852;34.9113;16:29:24;;;;;;;;;;;;;0.2739;;;
2081;35.1852;34.9113;16:29:25;;;;;;;;;;;;;0.2739;;;
2082;35.1696;34.9035;16:29:25;;;;;;;;;;;;;0.2661;;;
2083;35.1774;34.9035;16:29:26;;;;;;;;;;;;;0.2739;;;
2084;35.1617;34.9035;16:29:26;;;;;;;;;;;;;0.2582;;;
2085;35.1539;34.8879;16:29:27;;;;;;;;;;;;;0.266;;;
2086;35.1539;34.8879;16:29:27;;;;;;;;;;;;;0.266;;;
2087;35.1461;34.8839;16:29:28;;;;;;;;;;;;;0.2622;;;
2088;35.1383;34.8839;16:29:28;;;;;;;;;;;;;0.2544;;;
2089;35.1383;34.88;16:29:29;;;;;;;;;;;;;0.2583;;;
2090;35.1226;34.8761;16:29:29;;;;;;;;;;;;;0.2465;;;
2091;35.1226;34.8761;16:29:30;;;;;;;;;;;;;0.2465;;;
2092;35.1148;34.8683;16:29:30;;;;;;;;;;;;;0.2465;;;
2093;35.107;34.8605;16:29:31;;;;;;;;;;;;;0.2465;;;
2094;35.0991;34.8605;16:29:31;;;;;;;;;;;;;0.2386;;;
2095;35.0991;34.8526;16:29:32;;;;;;;;;;;;;0.2465;;;
2096;35.0913;34.8448;16:29:32;;;;;;;;;;;;;0.2465;;;
2097;35.0913;34.8448;16:29:33;;;;;;;;;;;;;0.2465;;;
2098;35.0835;34.8448;16:29:33;;;;;;;;;;;;;0.2387;;;
2099;35.0757;34.837;16:29:34;;;;;;;;;;;;;0.2387;;;
2100;35.0678;34.8292;16:29:34;;;;;;;;;;;;;0.2386;;;
2101;35.0678;34.837;16:29:35;;;;;;;;;;;;;0.2308;;;
2102;35.0678;34.8213;16:29:35;;;;;;;;;;;;;0.2465;;;
2103;35.0522;34.8135;16:29:36;;;;;;;;;;;;;0.2387;;;
2104;35.06;34.8135;16:29:36;;;;;;;;;;;;;0.2465;;;
2105;35.0522;34.8135;16:29:37;;;;;;;;;;;;;0.2387;;;
2106;35.0444;34.8057;16:29:37;;;;;;;;;;;;;0.2387;;;
2107;35.0444;34.8057;16:29:38;;;;;;;;;;;;;0.2387;;;
2108;35.0365;34.79;16:29:38;;;;;;;;;;;;;0.2465;;;
2109;35.0365;34.7979;16:29:39;;;;;;;;;;;;;0.2386;;;
2110;35.0209;34.79;16:29:39;;;;;;;;;;;;;0.2309;;;
2111;35.0209;34.7744;16:29:40;;;;;;;;;;;;;0.2465;;;
2112;35.0131;34.7744;16:29:40;;;;;;;;;;;;;0.2387;;;
2113;35.0131;34.7666;16:29:41;;;;;;;;;;;;;0.2465;;;
2114;35.0131;34.7666;16:29:41;;;;;;;;;;;;;0.2465;;;
2115;35.0052;34.7587;16:29:42;;;;;;;;;;;;;0.2465;;;
2116;35.0013;34.7431;16:29:42;;;;;;;;;;;;;0.2582;;;
2117;35.0013;34.7509;16:29:43;;;;;;;;;;;;;0.2504;;;
2118;34.9974;34.7353;16:29:43;;;;;;;;;;;;;0.2621;;;
2119;34.9935;34.7431;16:29:44;;;;;;;;;;;;;0.2504;;;
2120;34.9857;34.7274;16:29:44;;;;;;;;;;;;;0.2583;;;
2121;34.9778;34.7274;16:29:45;;;;;;;;;;;;;0.2504;;;
2122;34.9857;34.7274;16:29:45;;;;;;;;;;;;;0.2583;;;
2123;34.9935;34.7274;16:29:46;;;;;;;;;;;;;0.2661;;;
2124;34.9935;34.7353;16:29:46;;;;;;;;;;;;;0.2582;;;
2125;35.0052;34.7509;16:29:47;;;;;;;;;;;;;0.2543;;;
2126;35.017;34.7666;16:29:47;;;;;;;;;;;;;0.2504;;;
2127;35.0365;34.7744;16:29:48;;;;;;;;;;;;;0.2621;;;
2128;35.0444;34.7822;16:29:48;;;;;;;;;;;;;0.2622;;;
2129;35.0757;34.8057;16:29:49;;;;;;;;;;;;;0.27;;;
2130;35.0991;34.8213;16:29:49;;;;;;;;;;;;;0.2778;;;
2131;35.1304;34.837;16:29:50;;;;;;;;;;;;;0.2934;;;
2132;35.1617;34.8605;16:29:50;;;;;;;;;;;;;0.3012;;;
2133;35.1852;34.88;16:29:51;;;;;;;;;;;;;0.3052;;;
2134;35.2126;34.8879;16:29:51;;;;;;;;;;;;;0.3247;;;
2135;35.2322;34.9035;16:29:52;;;;;;;;;;;;;0.3287;;;
2136;35.2674;34.9192;16:29:52;;;;;;;;;;;;;0.3482;;;
2137;35.3065;34.9426;16:29:53;;;;;;;;;;;;;0.3639;;;
2138;35.3456;34.9739;16:29:53;;;;;;;;;;;;;0.3717;;;
2139;35.3769;35.0052;16:29:54;;;;;;;;;;;;;0.3717;;;
2140;35.42;35.0287;16:29:54;;;;;;;;;;;;;0.3913;;;
2141;35.4473;35.06;16:29:55;;;;;;;;;;;;;0.3873;;;
2142;35.4826;35.0835;16:29:55;;;;;;;;;;;;;0.3991;;;
2143;35.5295;35.0991;16:29:56;;;;;;;;;;;;;0.4304;;;
2144;35.5686;35.1187;16:29:56;;;;;;;;;;;;;0.4499;;;
2145;35.6078;35.1422;16:29:57;;;;;;;;;;;;;0.4656;;;
2146;35.6469;35.1735;16:29:57;;;;;;;;;;;;;0.4734;;;
2147;35.6821;35.2048;16:29:58;;;;;;;;;;;;;0.4773;;;
2148;35.729;35.2439;16:29:58;;;;;;;;;;;;;0.4851;;;
2149;35.7682;35.2674;16:29:59;;;;;;;;;;;;;0.5008;;;
2150;35.8151;35.2908;16:29:59;;;;;;;;;;;;;0.5243;;;
2151;35.8582;35.3182;16:30:00;;;;;;;;;;;;;0.54;;;
2152;35.8855;35.3417;16:30:00;;;;;;;;;;;;;0.5438;;;
2153;35.9442;35.3652;16:30:01;;;;;;;;;;;;;0.579;;;
2154;35.9755;35.4043;16:30:01;;;;;;;;;;;;;0.5712;;;
2155;36.0264;35.4356;16:30:02;;;;;;;;;;;;;0.5908;;;
2156;36.0538;35.4669;16:30:02;;;;;;;;;;;;;0.5869;;;
2157;36.0968;35.4943;16:30:03;;;;;;;;;;;;;0.6025;;;
2158;36.1438;35.5178;16:30:03;;;;;;;;;;;;;0.626;;;
2159;36.1907;35.5412;16:30:04;;;;;;;;;;;;;0.6495;;;
2160;36.2142;35.5569;16:30:04;;;;;;;;;;;;;0.6573;;;
2161;36.2494;35.5804;16:30:05;;;;;;;;;;;;;0.669;;;
2162;36.2572;35.596;16:30:05;;;;;;;;;;;;;0.6612;;;
2163;36.2729;35.6117;16:30:06;;;;;;;;;;;;;0.6612;;;
2164;36.2964;35.6273;16:30:06;;;;;;;;;;;;;0.6691;;;
2165;36.3198;35.6351;16:30:07;;;;;;;;;;;;;0.6847;;;
2166;36.3277;35.6586;16:30:07;;;;;;;;;;;;;0.6691;;;
2167;36.3511;35.6664;16:30:08;;;;;;;;;;;;;0.6847;;;
2168;36.3668;35.6743;16:30:08;;;;;;;;;;;;;0.6925;;;
2169;36.3746;35.6821;16:30:09;;;;;;;;;;;;;0.6925;;;
2170;36.3903;35.6899;16:30:09;;;;;;;;;;;;;0.7004;;;
2171;36.3981;35.6899;16:30:10;;;;;;;;;;;;;0.7082;;;
2172;36.3981;35.6977;16:30:10;;;;;;;;;;;;;0.7004;;;
2173;36.4059;35.7017;16:30:11;;;;;;;;;;;;;0.7042;;;
2174;36.4059;35.7017;16:30:11;;;;;;;;;;;;;0.7042;;;
2175;36.4137;35.7017;16:30:12;;;;;;;;;;;;;0.712;;;
2176;36.4059;35.7056;16:30:12;;;;;;;;;;;;;0.7003;;;
2177;36.4137;35.7095;16:30:13;;;;;;;;;;;;;0.7042;;;
2178;36.4137;35.7056;16:30:13;;;;;;;;;;;;;0.7081;;;
2179;36.4137;35.7056;16:30:14;;;;;;;;;;;;;0.7081;;;
2180;36.4137;35.7095;16:30:14;;;;;;;;;;;;;0.7042;;;
2181;36.4059;35.7134;16:30:15;;;;;;;;;;;;;0.6925;;;
2182;36.4137;35.7095;16:30:15;;;;;;;;;;;;;0.7042;;;
2183;36.3981;35.7134;16:30:16;;;;;;;;;;;;;0.6847;;;
2184;36.3981;35.7095;16:30:16;;;;;;;;;;;;;0.6886;;;
2185;36.3981;35.7095;16:30:17;;;;;;;;;;;;;0.6886;;;
2186;36.3903;35.7095;16:30:17;;;;;;;;;;;;;0.6808;;;
2187;36.3903;35.7056;16:30:18;;;;;;;;;;;;;0.6847;;;
2188;36.3903;35.7056;16:30:18;;;;;;;;;;;;;0.6847;;;
2189;36.3824;35.7056;16:30:19;;;;;;;;;;;;;0.6768;;;
2190;36.3824;35.7056;16:30:19;;;;;;;;;;;;;0.6768;;;
2191;36.3746;35.7056;16:30:20;;;;;;;;;;;;;0.669;;;
2192;36.359;35.7017;16:30:20;;;;;;;;;;;;;0.6573;;;
2193;36.359;35.7056;16:30:21;;;;;;;;;;;;;0.6534;;;
2194;36.359;35.7056;16:30:21;;;;;;;;;;;;;0.6534;;;
2195;36.3511;35.7017;16:30:22;;;;;;;;;;;;;0.6494;;;
2196;36.3433;35.7017;16:30:22;;;;;;;;;;;;;0.6416;;;
2197;36.3355;35.7056;16:30:23;;;;;;;;;;;;;0.6299;;;
2198;36.3277;35.6977;16:30:23;;;;;;;;;;;;;0.63;;;
2199;36.3277;35.6977;16:30:24;;;;;;;;;;;;;0.63;;;
2200;36.312;35.6977;16:30:24;;;;;;;;;;;;;0.6143;;;
2201;36.312;35.6899;16:30:25;;;;;;;;;;;;;0.6221;;;
2202;36.312;35.6821;16:30:25;;;;;;;;;;;;;0.6299;;;
2203;36.2964;35.6899;16:30:26;;;;;;;;;;;;;0.6065;;;
2204;36.2885;35.6899;16:30:26;;;;;;;;;;;;;0.5986;;;
2205;36.2807;35.6821;16:30:27;;;;;;;;;;;;;0.5986;;;
2206;36.2729;35.6743;16:30:27;;;;;;;;;;;;;0.5986;;;
2207;36.2651;35.6743;16:30:28;;;;;;;;;;;;;0.5908;;;
2208;36.2651;35.6743;16:30:28;;;;;;;;;;;;;0.5908;;;
2209;36.2611;35.6743;16:30:29;;;;;;;;;;;;;0.5868;;;
2210;36.2533;35.6664;16:30:29;;;;;;;;;;;;;0.5869;;;
2211;36.2572;35.6586;16:30:30;;;;;;;;;;;;;0.5986;;;
2212;36.2494;35.6664;16:30:30;;;;;;;;;;;;;0.583;;;
2213;36.2494;35.6586;16:30:31;;;;;;;;;;;;;0.5908;;;
2214;36.2377;35.6508;16:30:31;;;;;;;;;;;;;0.5869;;;
2215;36.2377;35.6586;16:30:32;;;;;;;;;;;;;0.5791;;;
2216;36.222;35.6508;16:30:32;;;;;;;;;;;;;0.5712;;;
2217;36.2142;35.643;16:30:33;;;;;;;;;;;;;0.5712;;;
2218;36.2064;35.643;16:30:33;;;;;;;;;;;;;0.5634;;;
2219;36.2064;35.643;16:30:34;;;;;;;;;;;;;0.5634;;;
2220;36.1907;35.6351;16:30:34;;;;;;;;;;;;;0.5556;;;
2221;36.1907;35.6273;16:30:35;;;;;;;;;;;;;0.5634;;;
2222;36.1751;35.6273;16:30:35;;;;;;;;;;;;;0.5478;;;
2223;36.1751;35.6273;16:30:36;;;;;;;;;;;;;0.5478;;;
2224;36.1516;35.6195;16:30:36;;;;;;;;;;;;;0.5321;;;
2225;36.1594;35.6195;16:30:37;;;;;;;;;;;;;0.5399;;;
2226;36.1438;35.6038;16:30:37;;;;;;;;;;;;;0.54;;;
2227;36.1359;35.6038;16:30:38;;;;;;;;;;;;;0.5321;;;
2228;36.1281;35.596;16:30:38;;;;;;;;;;;;;0.5321;;;
2229;36.1203;35.596;16:30:39;;;;;;;;;;;;;0.5243;;;
2230;36.1203;35.596;16:30:39;;;;;;;;;;;;;0.5243;;;
2231;36.1046;35.5882;16:30:40;;;;;;;;;;;;;0.5164;;;
2232;36.0968;35.5882;16:30:40;;;;;;;;;;;;;0.5086;;;
2233;36.089;35.5804;16:30:41;;;;;;;;;;;;;0.5086;;;
2234;36.0733;35.5725;16:30:41;;;;;;;;;;;;;0.5008;;;
2235;36.0733;35.5725;16:30:42;;;;;;;;;;;;;0.5008;;;
2236;36.0655;35.5569;16:30:42;;;;;;;;;;;;;0.5086;;;
2237;36.0577;35.5647;16:30:43;;;;;;;;;;;;;0.493;;;
2238;36.046;35.5569;16:30:43;;;;;;;;;;;;;0.4891;;;
2239;36.046;35.5569;16:30:44;;;;;;;;;;;;;0.4891;;;
2240;36.0381;35.5412;16:30:44;;;;;;;;;;;;;0.4969;;;
2241;36.0342;35.5491;16:30:45;;;;;;;;;;;;;0.4851;;;
2242;36.0342;35.5334;16:30:45;;;;;;;;;;;;;0.5008;;;
2243;36.0147;35.5334;16:30:46;;;;;;;;;;;;;0.4813;;;
2244;36.0068;35.5178;16:30:46;;;;;;;;;;;;;0.489;;;
2245;35.9912;35.5178;16:30:47;;;;;;;;;;;;;0.4734;;;
2246;35.9912;35.5178;16:30:47;;;;;;;;;;;;;0.4734;;;
2247;35.9834;35.5099;16:30:48;;;;;;;;;;;;;0.4735;;;
2248;35.9834;35.5021;16:30:48;;;;;;;;;;;;;0.4813;;;
2249;35.9677;35.5021;16:30:49;;;;;;;;;;;;;0.4656;;;
2250;35.9599;35.4982;16:30:49;;;;;;;;;;;;;0.4617;;;
2251;35.9599;35.4982;16:30:50;;;;;;;;;;;;;0.4617;;;
